ATHLETE NAME	,SPORT,GENDER,AGE,TEAM
NicoleBradley,Athletics and Para Athletics,Female,30,New Zealand
LaurenBruce,Athletics and Para Athletics,Female,25,New Zealand
JackoGill,Athletics and Para Athletics,Male,27,New Zealand
ZoeHobbs,Athletics and Para Athletics,Female,24,New Zealand
HamishKerr,Athletics and Para Athletics,Male,25,New Zealand
OliviaMcTaggart,Athletics and Para Athletics,Female,22,New Zealand
KeeleyO'Hagan,Athletics and Para Athletics,Female,28,New Zealand
ToriPeeters,Athletics and Para Athletics,Female,28,New Zealand
JuliaRatcliffe,Athletics and Para Athletics,Female,29,New Zealand
QuentinRew,Athletics and Para Athletics,Male,38,New Zealand
SamuelTanner,Athletics and Para Athletics,Male,21,New Zealand
TomWalsh,Athletics and Para Athletics,Male,30,New Zealand
Maddison-LeeWesche,Athletics and Para Athletics,Female,23,New Zealand
Temitope SimbiatAdeshina,Athletics and Para Athletics,Female,23,Nigeria
Sikiru AdewaleAdeyemi,Athletics and Para Athletics,Male,24,Nigeria
Alaba OlukunleAkintola,Athletics and Para Athletics,Male,20,Nigeria
Ugochi ConstanceAlam,Athletics and Para Athletics,Female,34,Nigeria
ObiageriAmaechi,Athletics and Para Athletics,Female,23,Nigeria
DubemAmene,Athletics and Para Athletics,Male,19,Nigeria
TobiAmusan,Athletics and Para Athletics,Female,25,Nigeria
Favour Oghene TejiriAshe,Athletics and Para Athletics,Male,20,Nigeria
EseBrume,Athletics and Para Athletics,Female,26,Nigeria
RosemaryChukwuma,Athletics and Para Athletics,Female,20,Nigeria
MikeEdwards,Athletics and Para Athletics,Male,32,Nigeria
RaymondEkevwo,Athletics and Para Athletics,Male,23,Nigeria
ChukwuebukaEnekwechi,Athletics and Para Athletics,Male,29,Nigeria
KennedyEzeji,Athletics and Para Athletics,Male,29,Nigeria
Orobosa AnabelFrank,Athletics and Para Athletics,Female,27,Nigeria
SuwaibiduGaladima,Athletics and Para Athletics,Male,29,Nigeria
Patience OkonGeorge,Athletics and Para Athletics,Female,30,Nigeria
Tima SeikeseyeGodbless,Athletics and Para Athletics,Female,18,Nigeria
EstherIsa,Athletics and Para Athletics,Female,22,Nigeria
Eucharia NjidekaIyiazi,Athletics and Para Athletics,Female,48,Nigeria
EzekielNathaniel,Athletics and Para Athletics,Male,19,Nigeria
Samson OghenewegbaNathaniel,Athletics and Para Athletics,Male,24,Nigeria
JohnsonNnamani,Athletics and Para Athletics,Male,19,Nigeria
ChinecheremNnamdi,Athletics and Para Athletics,Male,20,Nigeria
Goodness ChiemerieNwachukwu,Athletics and Para Athletics,Female,23,Nigeria
Nzubechi GraceNwokocha,Athletics and Para Athletics,Female,21,Nigeria
Amarachukwu JecintaObi,Athletics and Para Athletics,Female,28,Nigeria
FavourOfili,Athletics and Para Athletics,Female,19,Nigeria
Godson OkeOghenebrume,Athletics and Para Athletics,Male,19,Nigeria
SeyeOgunlewe,Athletics and Para Athletics,Male,30,Nigeria
Ifeanyi EmmanuelOjeli,Athletics and Para Athletics,Male,23,Nigeria
OyesadeOlatoye,Athletics and Para Athletics,Female,25,Nigeria
Patience KnowledgeOmovoh,Athletics and Para Athletics,Female,21,Nigeria
EllaOnojuvwevwo,Athletics and Para Athletics,Female,17,Nigeria
Udodi ChudiOnwuzurike,Athletics and Para Athletics,Male,19,Nigeria
ChiomaOnyekwere,Athletics and Para Athletics,Female,28,Nigeria
Joy ChinenyeUdo Gabriel,Athletics and Para Athletics,Female,23,Nigeria
RuthUsoro,Athletics and Para Athletics,Female,24,Nigeria
EilishFlanagan,Athletics and Para Athletics,Female,25,Northern Ireland
RoisinFlanagan,Athletics and Para Athletics,Female,25,Northern Ireland
HannahIrwin,Athletics and Para Athletics,Female,24,Northern Ireland
CiaraMageean,Athletics and Para Athletics,Female,30,Northern Ireland
MeganMarrs,Athletics and Para Athletics,Female,24,Northern Ireland
EllieMcCartney,Athletics and Para Athletics,Female,22,Northern Ireland
AnnaMcCauley,Athletics and Para Athletics,Female,21,Northern Ireland
MarkMillar,Athletics and Para Athletics,Male,42,Northern Ireland
KateO'Connor,Athletics and Para Athletics,Female,21,Northern Ireland
StephenScullion,Athletics and Para Athletics,Male,33,Northern Ireland
KevinSeaward,Athletics and Para Athletics,Male,38,Northern Ireland
EveWalsh Dann,Athletics and Para Athletics,Female,20,Northern Ireland
ShajarAbbas,Athletics and Para Athletics,Male,22,Pakistan
Mohammad JamshadAli,Athletics and Para Athletics,Male,29,Pakistan
Anila IzzatBaig,Athletics and Para Athletics,Female,31,Pakistan
AneelaGulzar,Athletics and Para Athletics,Female,27,Pakistan
ArshadNadeem,Athletics and Para Athletics,Male,25,Pakistan
IsilaApkup,Athletics and Para Athletics,Female,23,Papua New Guinea
DanielBaul,Athletics and Para Athletics,Male,26,Papua New Guinea
LeonieBeu,Athletics and Para Athletics,Female,23,Papua New Guinea
EdnaBoafob,Athletics and Para Athletics,Female,23,Papua New Guinea
JonathanDende,Athletics and Para Athletics,Male,24,Papua New Guinea
LakonaGerega,Athletics and Para Athletics,Male,26,Papua New Guinea
KaroIga,Athletics and Para Athletics,Male,30,Papua New Guinea
LeroyKamau,Athletics and Para Athletics,Male,23,Papua New Guinea
RellieKaputin,Athletics and Para Athletics,Female,29,Papua New Guinea
EphraimLerkin,Athletics and Para Athletics,Male,24,Papua New Guinea
AdrineMonagi,Athletics and Para Athletics,Female,27,Papua New Guinea
De'bonoParaka,Athletics and Para Athletics,Male,32,Papua New Guinea
PenielRichard,Athletics and Para Athletics,Male,28,Papua New Guinea
ShadrickTansi,Athletics and Para Athletics,Male,22,Papua New Guinea
SharonToako,Athletics and Para Athletics,Female,29,Papua New Guinea
AnnieTopal,Athletics and Para Athletics,Female,26,Papua New Guinea
EmmanuelWanga,Athletics and Para Athletics,Male,22,Papua New Guinea
ToeaWisil,Athletics and Para Athletics,Female,34,Papua New Guinea
EmelineImanizabayo,Athletics and Para Athletics,Female,26,Rwanda
CelineIranzi,Athletics and Para Athletics,Female,28,Rwanda
YvesNimubona,Athletics and Para Athletics,Male,23,Rwanda
ClaireUwitonze,Athletics and Para Athletics,Female,16,Rwanda
KoloneAlefosio,Athletics and Para Athletics,Male,22,Samoa
JeremyDodson,Athletics and Para Athletics,Male,34,Samoa
William AnglissHunt,Athletics and Para Athletics,Male,18,Samoa
PesaminoIakopo,Athletics and Para Athletics,Male,22,Samoa
JohnnyKey,Athletics and Para Athletics,Male,18,Samoa
Kelvin TuialaMasoe,Athletics and Para Athletics,Male,23,Samoa
AlexRose,Athletics and Para Athletics,Male,30,Samoa
Nu'uTuilefano,Athletics and Para Athletics,Female,22,Samoa
DonnyTuimaseve,Athletics and Para Athletics,Male,23,Samoa
ChristopherBennett,Athletics and Para Athletics,Male,32,Scotland
AndrewButchart,Athletics and Para Athletics,Male,30,Scotland
JillCherry,Athletics and Para Athletics,Female,24,Scotland
ZoeyClark,Athletics and Para Athletics,Female,27,Scotland
BethDobbin,Athletics and Para Athletics,Female,28,Scotland
MarkDry,Athletics and Para Athletics,Male,34,Scotland
SeanFrame,Athletics and Para Athletics,Male,25,Scotland
NeilGourley,Athletics and Para Athletics,Male,27,Scotland
WilliamGrimsey,Athletics and Para Athletics,Male,25,Scotland
SarahInglis,Athletics and Para Athletics,Female,30,Scotland
JoshKerr,Athletics and Para Athletics,Male,24,Scotland
SamanthaKinghorn,Athletics and Para Athletics,Female,26,Scotland
KirstyLaw,Athletics and Para Athletics,Female,35,Scotland
GuyLearmonth,Athletics and Para Athletics,Male,30,Scotland
SarahMalone,Athletics and Para Athletics,Female,22,Scotland
RebeccaMatheson,Athletics and Para Athletics,Female,23,Scotland
CarysMcAulay,Athletics and Para Athletics,Female,24,Scotland
EilishMcColgan,Athletics and Para Athletics,Female,31,Scotland
LauraMuir,Athletics and Para Athletics,Female,29,Scotland
RossPaterson,Athletics and Para Athletics,Male,23,Scotland
HeatherPaton,Athletics and Para Athletics,Female,26,Scotland
NicholasPercy,Athletics and Para Athletics,Male,27,Scotland
JemmaReekie,Athletics and Para Athletics,Female,24,Scotland
AlishaRees,Athletics and Para Athletics,Female,23,Scotland
JennySelman,Athletics and Para Athletics,Female,31,Scotland
DavidSmith,Athletics and Para Athletics,Male,31,Scotland
TaylahSpence,Athletics and Para Athletics,Female,23,Scotland
AdamThomas,Athletics and Para Athletics,Male,27,Scotland
AlexanderThomson,Athletics and Para Athletics,Male,21,Scotland
EloiseWalker,Athletics and Para Athletics,Female,21,Scotland
JakeWightman,Athletics and Para Athletics,Male,28,Scotland
MelanieWoods,Athletics and Para Athletics,Female,27,Scotland
NicoleYeargin,Athletics and Para Athletics,Female,24,Scotland
NedAzemia,Athletics and Para Athletics,Male,24,Seychelles
NatashaChetty,Athletics and Para Athletics,Female,22,Seychelles
SharryDodin,Athletics and Para Athletics,Male,24,Seychelles
IvenMoise,Athletics and Para Athletics,Male,31,Seychelles
DylanSicobo,Athletics and Para Athletics,Male,25,Seychelles
Ibrahim KarimBangura,Athletics and Para Athletics,Male,21,Sierra Leone
Jenifer FatmataBangura,Athletics and Para Athletics,Female,19,Sierra Leone
AlfordConteh,Athletics and Para Athletics,Male,24,Sierra Leone
HafsatuKamara,Athletics and Para Athletics,Female,30,Sierra Leone
KadiatuKanu,Athletics and Para Athletics,Female,20,Sierra Leone
JuliusMorie,Athletics and Para Athletics,Male,23,Sierra Leone
Va-ShekuSheriff,Athletics and Para Athletics,Male,23,Sierra Leone
Mary ThomasTarawally,Athletics and Para Athletics,Female,27,Sierra Leone
Joshua HanweiChua,Athletics and Para Athletics,Male,22,Singapore
KugapriyaD/o Chandran,Athletics and Para Athletics,Female,24,Singapore
Xander Ann HengHo,Athletics and Para Athletics,Male,22,Singapore
KamptonKam,Athletics and Para Athletics,Male,21,Singapore
IanKoe,Athletics and Para Athletics,Male,23,Singapore
Siong En Reuben RainerLee,Athletics and Para Athletics,Male,19,Singapore
Bernice Yee LingLiew,Athletics and Para Athletics,Female,18,Singapore
Marc BrianLouis,Athletics and Para Athletics,Male,19,Singapore
Veronica ShantiPereira,Athletics and Para Athletics,Female,25,Singapore
Jun Jie CalvinQuek,Athletics and Para Athletics,Male,26,Singapore
ThirubenS/o Thana Rajan,Athletics and Para Athletics,Male,21,Singapore
Suat Li MichelleSng,Athletics and Para Athletics,Female,35,Singapore
Zong YangTan,Athletics and Para Athletics,Male,28,Singapore
Nur IzlynZaini,Athletics and Para Athletics,Female,24,Singapore
MartinFaeni,Athletics and Para Athletics,Male,29,Solomon Islands
SharonFirisua,Athletics and Para Athletics,Female,28,Solomon Islands
PaulMa'unikeni,Athletics and Para Athletics,Male,22,Solomon Islands
DianahMatekali,Athletics and Para Athletics,Female,35,Solomon Islands
James BrockMebupe,Athletics and Para Athletics,Male,24,Solomon Islands
RosefeloSiosi,Athletics and Para Athletics,Male,25,Solomon Islands
LuxoloAdams,Athletics and Para Athletics,Male,26,South Africa
TaylonBieldt,Athletics and Para Athletics,Female,23,South Africa
KyleBlignaut,Athletics and Para Athletics,Male,22,South Africa
TiaanBosch,Athletics and Para Athletics,Male,42,South Africa
HenrichoBruintjies,Athletics and Para Athletics,Male,29,South Africa
Miranda CharleneCoetzee,Athletics and Para Athletics,Female,24,South Africa
AllanCumming,Athletics and Para Athletics,Male,26,South Africa
Charldu Toit,Athletics and Para Athletics,Male,29,South Africa
EmileErasmus,Athletics and Para Athletics,Male,30,South Africa
MarioneFourie,Athletics and Para Athletics,Female,20,South Africa
LiezelGouws,Athletics and Para Athletics,Female,23,South Africa
MandileneHoffmann,Athletics and Para Athletics,Female,18,South Africa
SherylJames,Athletics and Para Athletics,Female,36,South Africa
CheswillJohnson,Athletics and Para Athletics,Male,24,South Africa
TshepangMakhethe,Athletics and Para Athletics,Male,26,South Africa
ShaunMaswanganyi,Athletics and Para Athletics,Male,21,South Africa
Gontse MarthaMorake,Athletics and Para Athletics,Female,21,South Africa
Mafori RyanMphahlele,Athletics and Para Athletics,Male,24,South Africa
ClarenceMunyai,Athletics and Para Athletics,Male,24,South Africa
ShirleyNekhubui,Athletics and Para Athletics,Female,22,South Africa
ZakhitiNene,Athletics and Para Athletics,Male,24,South Africa
NdodomziNtutu,Athletics and Para Athletics,Male,36,South Africa
MarthaPotgieter,Athletics and Para Athletics,Female,59,South Africa
KyleRademeyer,Athletics and Para Athletics,Male,20,South Africa
DominiqueScott,Athletics and Para Athletics,Female,30,South Africa
PrudenceSekgodiso,Athletics and Para Athletics,Female,20,South Africa
AkaniSimbine,Athletics and Para Athletics,Male,28,South Africa
JacoSmit,Athletics and Para Athletics,Male,34,South Africa
YolandiStander,Athletics and Para Athletics,Female,23,South Africa
TshepoTshite,Athletics and Para Athletics,Male,25,South Africa
Yanevan der Merwe,Athletics and Para Athletics,Female,22,South Africa
Zeneyvan der Walt,Athletics and Para Athletics,Female,22,South Africa
Jo-Anevan Dyk,Athletics and Para Athletics,Female,24,South Africa
Jovanvan Vuuren,Athletics and Para Athletics,Male,26,South Africa
AdriaanWildschutt,Athletics and Para Athletics,Male,24,South Africa
YupunAbeykoon,Athletics and Para Athletics,Male,27,Sri Lanka
GayanthikaArtigala,Athletics and Para Athletics,Female,35,Sri Lanka
PalithaHalgahawela Gedara,Athletics and Para Athletics,Male,29,Sri Lanka
KalingaHewa Kumarage,Athletics and Para Athletics,Male,29,Sri Lanka
SumedhaRanasinghe,Athletics and Para Athletics,Male,31,Sri Lanka
NilaniRathnayaka,Athletics and Para Athletics,Female,31,Sri Lanka
Lakshini Sarangi SilvaSandaradura,Athletics and Para Athletics,Female,25,Sri Lanka
SeanCrowie,Athletics and Para Athletics,Male,24,St Helena
AidenYon-Stevens,Athletics and Para Athletics,Male,17,St Helena
NadaleBuntin,Athletics and Para Athletics,Male,22,St Kitts & Nevis
AmyaClarke,Athletics and Para Athletics,Female,22,St Kitts & Nevis
KizanDavid,Athletics and Para Athletics,Male,23,St Kitts & Nevis
WarrenHazel,Athletics and Para Athletics,Male,26,St Kitts & Nevis
JulienAlfred,Athletics and Para Athletics,Female,21,St Lucia
SandishaAntoine,Athletics and Para Athletics,Female,30,St Lucia
StephanCharles,Athletics and Para Athletics,Male,25,St Lucia
DelanEdwin,Athletics and Para Athletics,Male,26,St Lucia
MickyFerdinand,Athletics and Para Athletics,Male,26,St Lucia
MichaelJoseph,Athletics and Para Athletics,Male,19,St Lucia
Lenyn KishLeonce,Athletics and Para Athletics,Male,31,St Lucia
Mc KishCompton,Athletics and Para Athletics,Male,25,St Vinc & Grenadines
DesroyJordan,Athletics and Para Athletics,Male,21,St Vinc & Grenadines
JabariMichael-Khensu,Athletics and Para Athletics,Male,23,St Vinc & Grenadines
JavonRawlins,Athletics and Para Athletics,Male,22,St Vinc & Grenadines
HandalRoban,Athletics and Para Athletics,Male,19,St Vinc & Grenadines
MikeishaWelcome,Athletics and Para Athletics,Female,21,St Vinc & Grenadines
Faraja LazaroDamasi,Athletics and Para Athletics,Male,25,Tanzania
Josephat JoshuaGisemo,Athletics and Para Athletics,Male,30,Tanzania
WinifridaMakenji,Athletics and Para Athletics,Female,21,Tanzania
FailunaMatanga,Athletics and Para Athletics,Female,29,Tanzania
Hamisi AthumaniMisai,Athletics and Para Athletics,Male,41,Tanzania
Joseph TiophilPanga,Athletics and Para Athletics,Male,27,Tanzania
Andrew BoniphaceRhobi,Athletics and Para Athletics,Male,31,Tanzania
JacklineSakilu,Athletics and Para Athletics,Female,35,Tanzania
Alphonce FelixSimbu,Athletics and Para Athletics,Male,30,Tanzania
DenishaCartwright,Athletics and Para Athletics,Female,22,The Bahamas
DevynneCharlton,Athletics and Para Athletics,Female,26,The Bahamas
KaiwanCulmer,Athletics and Para Athletics,Male,25,The Bahamas
TyniaGaither,Athletics and Para Athletics,Female,29,The Bahamas
TerrenceJones,Athletics and Para Athletics,Male,19,The Bahamas
ShaunMiller Jr.,Athletics and Para Athletics,Male,21,The Bahamas
LaquanNairn,Athletics and Para Athletics,Male,26,The Bahamas
AlonzoRussell,Athletics and Para Athletics,Male,30,The Bahamas
DonaldThomas,Athletics and Para Athletics,Male,38,The Bahamas
KendrickThompson,Athletics and Para Athletics,Male,24,The Bahamas
JahmaalWilson,Athletics and Para Athletics,Male,21,The Bahamas
GinaBass,Athletics and Para Athletics,Female,27,The Gambia
EbrahimaCamara,Athletics and Para Athletics,Male,25,The Gambia
AdamaJammeh,Athletics and Para Athletics,Male,29,The Gambia
SenganJobe,Athletics and Para Athletics,Male,22,The Gambia
AlieuJoof,Athletics and Para Athletics,Male,25,The Gambia
WurrieNjadoe,Athletics and Para Athletics,Female,24,The Gambia
MomodouSey,Athletics and Para Athletics,Male,23,The Gambia
RonaldFotofili,Athletics and Para Athletics,Male,24,Tonga
Ata MaamaTuutafaiva,Athletics and Para Athletics,Female,25,Tonga
Michelle-LeeAhye,Athletics and Para Athletics,Female,30,Trinidad & Tobago
KionBenjamin,Athletics and Para Athletics,Male,21,Trinidad & Tobago
LeahBertrand,Athletics and Para Athletics,Female,20,Trinidad & Tobago
MachelCedenio,Athletics and Para Athletics,Male,26,Trinidad & Tobago
KelseyDaniel,Athletics and Para Athletics,Male,21,Trinidad & Tobago
