Date,Open,High,Low,Close,Adj Close,Volume
2017-01-03,25.330000,25.600000,25.330000,25.424000,25.424000,3800
2017-01-04,25.660000,26.170000,25.660000,26.170000,26.170000,3700
2017-01-05,26.309999,26.370001,26.135000,26.350000,26.350000,11700
2017-01-06,26.590000,26.629999,26.299999,26.566000,26.566000,5000
2017-01-09,26.770000,26.780001,26.620001,26.719999,26.719999,2200
2017-01-10,26.889999,26.997000,26.889999,26.950001,26.950001,4700
2017-01-11,26.870001,27.000000,26.830000,26.992001,26.992001,2200
2017-01-12,27.000000,27.000000,26.600000,26.930000,26.930000,4500
2017-01-13,26.990000,27.100000,26.990000,27.084000,27.084000,2700
2017-01-17,27.129999,27.129999,26.799999,26.840000,26.840000,6900
2017-01-18,26.820000,26.860001,26.639999,26.851000,26.851000,4000
2017-01-19,27.139999,27.139999,27.010000,27.010000,27.010000,4000
2017-01-20,26.976000,27.034000,26.976000,27.000000,27.000000,23800
2017-01-23,27.139999,27.139999,26.972000,27.010000,27.010000,4900
2017-01-24,27.200001,27.399000,27.150000,27.399000,27.399000,4200
2017-01-25,27.379999,27.700001,27.379999,27.671000,27.671000,5100
2017-01-26,27.770000,27.770000,27.610001,27.705999,27.705999,3000
2017-01-27,27.610001,27.698999,27.559999,27.698999,27.698999,1400
2017-01-30,27.820000,27.820000,27.290001,27.520000,27.520000,5900
2017-01-31,27.357000,27.590000,27.357000,27.590000,27.590000,1000
2017-02-01,27.719999,27.719999,27.523001,27.629999,27.629999,1800
2017-02-02,27.709999,27.709999,27.559999,27.572001,27.572001,11100
2017-02-03,27.799999,27.799999,27.530001,27.600000,27.600000,2700
2017-02-06,27.670000,27.670000,27.534000,27.591999,27.591999,1800
2017-02-07,27.620001,27.809999,27.620001,27.700001,27.700001,5800
2017-02-08,27.808001,27.892000,27.767000,27.892000,27.892000,5100
2017-02-09,27.937000,28.190001,27.937000,28.153999,28.153999,14800
2017-02-10,28.500000,28.500000,28.170000,28.250000,28.250000,8700
2017-02-13,28.500000,28.500000,28.291000,28.305000,28.305000,13400
2017-02-14,28.430000,28.430000,28.160000,28.309999,28.309999,3800
2017-02-15,28.420000,28.540001,28.301001,28.490000,28.490000,5700
2017-02-16,28.650000,28.650000,28.260000,28.305000,28.305000,6000
2017-02-17,28.240000,28.372999,28.240000,28.370001,28.370001,2400
