Microsoft ,"123,000"
Google,"$100,000"
apple,"103,000"
LinkedIn ,"96,000"
facebook,"104,000"
snapchat ,"$75,000"
twitter,"$98,400"
Instagram,"$75,000"
TikTok,"75,000"
Facebook Messenger,"$75,000"
Discord,"$75,000"
Pinterest,"75,000"
Netflix,"75,000"
Tinder,"75,000"
SoundCloud,"93,300"
Spotify,"99,000"
Amazon,"120,000"
google,"100,000"
