Nrand,region,Python,RapidMiner,R Language,SQL Language,Excel,Anaconda,Tensorflow,Tableau,scikit-learn,Keras,Apache Spark,with DL,with BD,ntools,Votes
565,euro,1,1,0,0,0,0,0,0,0,0,0,0,1,6,RapidMiner;Python;Commercial Hadoop Tools;Open Source Hadoop Tools;SQL on Hadoop tools;Spark SQL
1389,euro,0,1,0,0,0,0,0,0,0,0,0,1,1,4,RapidMiner;Java;SQL on Hadoop tools;DeepLearning4J
1005,euro,1,0,1,1,0,1,0,1,1,1,1,1,1,12,Anaconda;Dataiku;H2O.ai;Microsoft Power BI;Microsoft SQL Server;scikit-learn;Tableau;Python;R Language;SQL Language;Apache Spark;Keras
1659,usca,1,0,1,0,0,0,0,1,0,0,0,0,1,4,Tableau;Python;R Language;SQL on Hadoop tools
1665,euro,1,0,0,0,0,1,1,0,0,0,0,1,0,7,Anaconda;Microsoft Azure Machine Learning;PyCharm;Python;Unix shell/awk/gawk;Tensorflow;Theano
1771,usca,1,1,1,0,0,0,0,1,0,0,0,0,0,4,RapidMiner;Tableau;Python;R Language
64,afme,1,0,0,0,0,0,1,0,0,0,0,1,0,4,Dataiku;Python;Unix shell/awk/gawk;Tensorflow
270,euro,1,1,0,0,0,0,0,0,0,1,1,1,1,5,RapidMiner;Java;Python;Apache Spark;Keras
899,usca,1,0,0,0,1,1,0,0,0,1,0,1,0,7,Amazon Machine Learning;Anaconda;Excel;PyCharm;Other free analytics/data mining tools;Python;Keras
138,usca,1,1,0,0,0,1,0,0,0,0,0,0,0,5,Anaconda;Orange;RapidMiner;Weka;Python
978,usca,0,1,0,1,1,0,0,0,0,0,0,0,0,5,Excel;RapidMiner;SAP Analytics/Predictive Analytics;SAS Base;SQL Language
1261,usca,1,1,1,1,0,0,0,1,0,0,1,0,1,9,KNIME;RapidMiner;SAP HANA;Tableau;Python;R Language;SQL Language;Apache Spark;Commercial Hadoop Tools
1224,asia,0,1,1,1,1,0,0,0,0,0,0,1,1,11,Excel;MATLAB;Microsoft SQL Server;RapidInsight/Veera;RapidMiner;Weka;Java;R Language;SQL Language;SQL on Hadoop tools;DeepLearning4J
1679,euro,1,0,0,1,1,1,0,0,0,0,0,0,0,8,Anaconda;Excel;Gnu Octave;KNIME;Orange;PyCharm;Python;SQL Language
850,euro,1,0,1,0,0,0,1,0,0,0,1,1,1,5,Dataiku;Python;R Language;Apache Spark;Tensorflow
1852,ltam,1,1,1,1,1,0,0,0,0,0,0,0,0,9,Excel;Gnu Octave;IBM SPSS Modeler;IBM SPSS Statistics;Microsoft SQL Server;RapidMiner;Python;R Language;SQL Language
1671,euro,0,1,0,0,0,0,0,0,0,0,0,0,0,2,IBM Watson / Watson Analytics;RapidMiner
191,euro,1,1,0,0,0,1,1,0,0,1,0,1,1,10,Anaconda;PyCharm;RapidMiner;Python;Open Source Hadoop Tools;Spark SQL;Keras;PyTorch;Tensorflow;Theano
1751,afme,1,1,1,0,1,1,1,1,1,1,1,1,1,17,Anaconda;BayesiaLab ;Excel;IBM SPSS Statistics;Microsoft Azure Machine Learning;Microsoft Power BI;Microsoft SQL Server;RapidMiner;scikit-learn;Tableau;Python;R Language;Scala;Apache Spark;Keras;Microsoft Cognitive Toolkit (Prev. CNTK) ;Tensorflow
1204,usca,1,0,1,0,1,0,0,0,0,0,0,0,0,4,Excel;IBM SPSS Statistics;Python;R Language
118,usca,1,1,1,0,0,0,0,0,0,0,1,1,1,10,Microsoft Azure Machine Learning;Microsoft Power BI;Orange;RapidMiner;Python;R Language;Apache Spark;Open Source Hadoop Tools;Spark SQL;Microsoft Cognitive Toolkit (Prev. CNTK) 
793,euro,1,0,1,1,1,1,1,0,0,1,1,1,1,19,Anaconda;Excel;H2O.ai;JMP;Mathematica;Minitab/Salford Systems;TIBCO Spotfire;C/C++;Python;R Language;SQL Language;Apache Spark;Commercial Hadoop Tools;Spark SQL;Caffe;Keras;Lasagne;Tensorflow;Theano
979,usca,1,0,1,0,1,1,0,0,0,0,0,0,0,5,Anaconda;Excel;Java;Python;R Language
75,euro,1,1,1,1,1,1,1,0,1,1,0,1,0,19,Amazon Machine Learning;Anaconda;Dataiku;Excel;Mathematica;RapidMiner;scikit-learn;Weka;Other free analytics/data mining tools;C/C++;Python;R Language;SQL Language;Unix shell/awk/gawk;Other programming and data languages;Caffe2;Keras;Tensorflow;Theano
869,asia,1,1,1,0,0,0,1,1,0,0,0,1,1,9,Alteryx;H2O.ai;RapidMiner;Tableau;Python;R Language;SQL on Hadoop tools;Spark SQL;Tensorflow
613,euro,1,1,1,1,1,1,0,0,0,0,0,0,0,9,Anaconda;Excel;MATLAB;RapidMiner;SAS Base;Other free analytics/data mining tools;Python;R Language;SQL Language
1435,euro,1,0,1,1,0,0,1,0,1,0,1,1,1,14,Gnu Octave;MATLAB;scikit-learn;Weka;C/C++;Java;Python;R Language;SQL Language;Unix shell/awk/gawk;Apache Spark;PyTorch;Tensorflow;Torch
488,usca,1,0,0,0,0,0,0,0,0,0,0,0,0,3,MicroStrategy;PyCharm;Python
1382,aunz,0,0,0,1,1,0,0,1,0,0,0,0,0,6,Excel;JMP;Microsoft Power BI;Solver (former XLMiner);Tableau;SQL Language
1737,euro,0,1,0,1,0,0,1,0,0,0,1,1,1,8,RapidMiner;Java;SQL Language;Unix shell/awk/gawk;Apache Spark;Commercial Hadoop Tools;Apache MXnet;Tensorflow
275,euro,0,0,0,0,0,0,0,0,0,0,0,0,0,2,IBM SPSS Statistics;Other paid analytics/data mining/data science software
212,usca,1,0,0,0,1,1,1,0,1,1,0,1,0,11,Anaconda;Excel;MATLAB;Microsoft Azure Machine Learning;Minitab/Salford Systems;PyCharm;scikit-learn;Python;Keras;Tensorflow;Theano
182,asia,1,0,0,0,0,0,0,0,0,0,0,0,0,4,Gnu Octave;C/C++;Python;Unix shell/awk/gawk
761,asia,0,1,1,0,1,0,0,0,0,0,0,0,0,6,Excel;IBM SPSS Statistics;MATLAB;RapidMiner;Solver (former XLMiner);R Language
1629,usca,1,0,1,1,0,0,1,0,0,1,1,1,1,13,Dataiku;Python;R Language;Scala;SQL Language;Unix shell/awk/gawk;Apache Spark;Commercial Hadoop Tools;Open Source Hadoop Tools;SQL on Hadoop tools;Spark SQL;Keras;Tensorflow
254,euro,0,0,1,0,1,0,0,0,0,0,0,0,1,3,Excel;R Language;Open Source Hadoop Tools
1036,euro,1,1,0,1,0,0,1,1,1,0,0,1,0,8,RapidMiner;scikit-learn;Tableau;Other free analytics/data mining tools;Python;SQL Language;Other programming and data languages;Tensorflow
1219,ltam,1,0,1,1,1,1,1,0,1,0,1,1,1,12,Anaconda;Excel;H2O.ai;scikit-learn;Python;R Language;SQL Language;Apache Spark;Open Source Hadoop Tools;SQL on Hadoop tools;Spark SQL;Tensorflow
623,euro,1,1,0,0,0,0,1,0,0,0,0,1,0,5,MATLAB;RapidMiner;Python;Tensorflow;Theano
1529,euro,1,0,1,1,0,1,1,0,1,1,1,1,1,13,Anaconda;MLlib;scikit-learn;Python;R Language;Scala;SQL Language;Unix shell/awk/gawk;Apache Spark;Open Source Hadoop Tools;Spark SQL;Keras;Tensorflow
1975,asia,1,1,1,1,0,1,1,1,0,0,1,1,1,10,Anaconda;RapidMiner;Tableau;Weka;Python;R Language;SQL Language;Apache Spark;SQL on Hadoop tools;Tensorflow
1410,asia,0,1,0,0,0,0,0,0,0,1,1,1,1,6,RapidMiner;Java;Apache Spark;Spark SQL;Keras;Other Deep Learning Tools
2047,usca,1,0,0,1,0,1,0,0,1,0,1,0,1,10,Anaconda;scikit-learn;Teradata;Java;Python;SQL Language;Apache Spark;Commercial Hadoop Tools;Open Source Hadoop Tools;Spark SQL
1313,euro,1,0,0,0,1,0,1,0,1,0,1,1,1,9,Dataiku;Excel;scikit-learn;Python;Scala;Apache Spark;Open Source Hadoop Tools;Tensorflow;Theano
78,afme,1,0,1,1,1,0,0,1,0,0,0,0,0,7,Excel;PyCharm;SAS Base;Tableau;Python;R Language;SQL Language
170,usca,1,0,1,1,0,0,1,0,1,0,1,1,1,13,IBM SPSS Modeler;PyCharm;scikit-learn;Java;Python;R Language;Scala;SQL Language;Unix shell/awk/gawk;Apache Spark;Open Source Hadoop Tools;Spark SQL;Tensorflow
800,euro,0,1,1,0,1,0,0,0,0,0,0,0,0,4,Excel;IBM SPSS Statistics;RapidMiner;R Language
621,euro,1,0,0,0,0,1,1,0,1,1,0,1,0,7,Anaconda;Dataiku;scikit-learn;Python;Keras;Tensorflow;Theano
1883,usca,0,0,1,1,1,0,0,1,0,0,0,0,0,5,Excel;Tableau;Other free analytics/data mining tools;R Language;SQL Language
1501,aunz,1,1,1,0,0,0,0,0,0,0,0,0,1,5,KNIME;RapidMiner;Python;R Language;Open Source Hadoop Tools
1179,euro,1,0,0,0,1,1,1,0,1,1,1,1,1,9,Anaconda;Excel;SAS Base;scikit-learn;Python;Apache Spark;Commercial Hadoop Tools;Keras;Tensorflow
286,usca,1,0,0,1,0,1,1,0,1,1,0,1,0,6,Anaconda;scikit-learn;Python;SQL Language;Keras;Tensorflow
1892,euro,0,1,1,1,0,0,0,0,0,0,0,1,0,8,Pentaho;RapidMiner;Rattle;Weka;R Language;SQL Language;Unix shell/awk/gawk;Other Deep Learning Tools
1490,usca,1,0,0,1,1,1,0,0,0,0,0,0,1,9,Anaconda;Excel;Microsoft Power BI;Microsoft SQL Server;Other free analytics/data mining tools;Python;SQL Language;Other programming and data languages;SQL on Hadoop tools
1780,ltam,1,1,1,0,0,0,1,0,0,1,0,1,0,7,RapidMiner;Python;R Language;Caffe;Keras;Tensorflow;Theano
809,usca,1,0,1,0,1,1,0,0,0,0,0,0,0,5,Anaconda;Excel;MATLAB;Python;R Language
1168,afme,0,0,1,0,1,0,1,0,0,1,1,1,1,13,Excel;IBM SPSS Modeler;IBM SPSS Statistics;KNIME;Microsoft Power BI;Microsoft SQL Server;Solver (former XLMiner);Stata;Weka;R Language;Apache Spark;Keras;Tensorflow
2003,euro,0,1,1,1,0,0,0,1,0,0,0,0,0,6,Microsoft SQL Server;RapidMiner;Tableau;R Language;SQL Language;Unix shell/awk/gawk
661,euro,0,1,1,1,1,0,0,0,0,0,0,0,0,8,Excel;Microsoft SQL Server;RapidMiner;SAS Base;SAS Enterprise Miner;R Language;SQL Language;Other programming and data languages
563,euro,1,0,1,1,0,1,1,0,1,0,0,1,0,12,Anaconda;SAS Base;SAS Enterprise Miner;scikit-learn;C/C++;Perl;Python;R Language;SQL Language;Unix shell/awk/gawk;Lasagne;Tensorflow
1337,ltam,0,1,0,0,0,0,0,0,0,0,0,0,0,2,Minitab/Salford Systems;RapidMiner
1824,euro,0,0,1,0,0,0,1,0,0,1,0,1,0,7,JMP;KNIME;MATLAB;Weka;R Language;Keras;Tensorflow
635,usca,1,0,1,1,0,0,1,0,0,0,1,1,1,11,IBM Data Science Experience;IBM Watson / Watson Analytics;MATLAB;Java;Python;R Language;Scala;SQL Language;Apache Spark;Spark SQL;Tensorflow
567,euro,1,0,1,0,0,0,0,0,0,0,0,1,0,5,KNIME;Java;Python;R Language;DeepLearning4J
296,ltam,1,1,1,0,0,1,1,1,0,1,0,1,0,8,Anaconda;Mathematica;RapidMiner;Tableau;Python;R Language;Keras;Tensorflow
315,usca,1,0,1,1,1,0,0,0,1,0,1,0,1,10,Excel;MLlib;PyCharm;scikit-learn;C/C++;Python;R Language;SQL Language;Unix shell/awk/gawk;Apache Spark
1091,afme,1,1,1,0,0,0,0,0,0,1,0,1,1,6,RapidMiner;Python;R Language;Open Source Hadoop Tools;Keras;Theano
1927,euro,1,0,0,1,1,0,0,1,0,0,0,0,0,8,Dataiku;Excel;PyCharm;QlikView;Tableau;C/C++;Python;SQL Language
1070,usca,1,0,1,0,0,0,1,0,0,1,0,1,0,9,Amazon Machine Learning;H2O.ai;PyCharm;Python;R Language;Scala;Keras;Tensorflow;TFLearn
1000,usca,1,1,0,0,1,1,1,0,1,0,0,1,0,10,Anaconda;Excel;MATLAB;Orange;PyCharm;RapidMiner;scikit-learn;Python;Tensorflow;Theano
120,usca,1,0,1,0,1,0,0,1,0,0,0,0,0,6,Excel;KNIME;Microsoft Power BI;Tableau;Python;R Language
1211,usca,0,0,1,1,1,0,0,1,0,0,0,0,0,5,Excel;Tableau;Other free analytics/data mining tools;R Language;SQL Language
1031,euro,0,1,0,0,0,0,0,0,0,0,0,1,0,3,RapidMiner;Java;DeepLearning4J
1994,euro,1,0,0,0,1,1,1,0,0,1,0,1,0,6,Anaconda;Excel;KNIME;Python;Keras;Tensorflow
892,usca,1,0,1,1,1,1,0,0,1,0,0,1,0,11,Amazon Machine Learning;Anaconda;Excel;H2O.ai;JMP;scikit-learn;C/C++;Python;R Language;SQL Language;Other Deep Learning Tools
196,usca,1,1,1,1,1,1,0,1,1,0,0,0,0,14,Anaconda;Excel;H2O.ai;Microsoft Power BI;Microsoft SQL Server;PyCharm;RapidMiner;scikit-learn;Tableau;Other free analytics/data mining tools;Python;R Language;SQL Language;Other programming and data languages
1447,asia,0,0,1,1,1,1,0,0,0,0,0,0,0,10,Anaconda;Excel;H2O.ai;IBM SPSS Modeler;IBM SPSS Statistics;Microsoft SQL Server;SAP Analytics/Predictive Analytics;R Language;SQL Language;Unix shell/awk/gawk
1303,euro,1,1,0,1,0,0,0,1,0,0,0,0,0,5,PyCharm;RapidMiner;Tableau;Python;SQL Language
1983,euro,1,0,0,1,1,0,1,0,0,0,1,1,1,10,Excel;Microsoft SQL Server;MicroStrategy;Java;Python;SQL Language;Other programming and data languages;Apache Spark;Spark SQL;Tensorflow
1959,euro,1,0,1,1,1,0,0,1,1,0,0,0,0,9,Excel;Microsoft Azure Machine Learning;Microsoft SQL Server;scikit-learn;Tableau;Weka;Python;R Language;SQL Language
622,asia,1,1,0,0,1,0,0,1,0,0,0,0,0,6,Excel;RapidMiner;SAP Analytics/Predictive Analytics;Tableau;Weka;Python
878,euro,0,1,1,1,1,0,0,1,0,0,0,0,0,6,Excel;Microsoft SQL Server;RapidMiner;Tableau;R Language;SQL Language
1350,afme,1,1,1,1,1,0,1,1,0,0,0,1,0,11,Excel;Microsoft SQL Server;RapidMiner;Tableau;Other free analytics/data mining tools;Python;R Language;SQL Language;Unix shell/awk/gawk;Other programming and data languages;Tensorflow
890,euro,0,0,1,1,0,0,0,0,0,1,1,1,1,6,KNIME;R Language;SQL Language;Apache Spark;DeepLearning4J;Keras
253,euro,1,1,1,1,0,0,0,0,0,0,0,0,0,4,RapidMiner;Python;R Language;SQL Language
97,usca,0,0,0,1,1,0,0,1,0,0,0,0,0,6,Alteryx;Excel;Microsoft Power BI;Microsoft SQL Server;Tableau;SQL Language
1787,asia,1,1,1,0,0,0,1,0,0,1,1,1,1,6,RapidMiner;Python;R Language;Apache Spark;Keras;Tensorflow
1551,euro,1,1,0,1,1,1,1,0,1,1,0,1,0,11,Anaconda;C4.5/C5.0/See5;Excel;RapidMiner;scikit-learn;Weka;Python;SQL Language;Keras;Tensorflow;Torch
459,euro,0,1,0,0,1,0,0,0,0,0,0,0,0,2,Excel;RapidMiner
1979,usca,1,0,1,1,0,0,1,0,1,1,1,1,1,14,Dataiku;MLlib;PyCharm;scikit-learn;Python;R Language;Scala;SQL Language;Unix shell/awk/gawk;Apache Spark;SQL on Hadoop tools;Spark SQL;Keras;Tensorflow
1647,usca,1,0,1,1,1,1,0,1,1,0,0,0,0,8,Alteryx;Anaconda;Excel;scikit-learn;Tableau;Python;R Language;SQL Language
1293,euro,1,0,1,1,1,1,0,0,0,0,1,0,1,11,Anaconda;Dataiku;Excel;QlikView;Python;R Language;SQL Language;Apache Spark;Commercial Hadoop Tools;SQL on Hadoop tools;Spark SQL
1345,usca,0,1,0,0,0,1,0,0,0,0,0,0,0,3,Anaconda;MATLAB;RapidMiner
214,usca,0,0,1,1,1,1,1,1,0,1,0,1,0,8,Anaconda;Excel;Microsoft SQL Server;Tableau;R Language;SQL Language;Keras;Tensorflow
1182,usca,1,0,0,1,0,1,0,0,0,0,1,1,1,12,Anaconda;H2O.ai;PyCharm;SAS Base;Java;Python;SQL Language;Unix shell/awk/gawk;Apache Spark;SQL on Hadoop tools;Spark SQL;Other Deep Learning Tools
588,asia,1,0,1,0,1,1,0,0,1,0,0,0,0,8,Anaconda;DataScience[.]com;Excel;MLlib;PyCharm;scikit-learn;Python;R Language
926,usca,1,0,1,1,1,1,1,0,1,0,1,1,1,11,Anaconda;Excel;scikit-learn;Python;R Language;SQL Language;Unix shell/awk/gawk;Apache Spark;Commercial Hadoop Tools;SQL on Hadoop tools;Tensorflow
334,usca,1,0,1,1,1,1,0,1,0,0,0,0,0,11,Anaconda;Dataiku;Excel;KNIME;Microsoft Power BI;Microsoft SQL Server;Tableau;Weka;Python;R Language;SQL Language
1444,euro,1,0,1,0,0,0,0,0,1,0,0,0,0,4,SAS Base;scikit-learn;Python;R Language
1704,euro,1,0,0,0,0,0,0,0,0,1,0,1,0,5,PyCharm;Vowpal Wabbit;Python;Unix shell/awk/gawk;Keras
1446,usca,0,1,0,1,0,0,0,1,0,0,0,0,0,4,Microsoft SQL Server;RapidMiner;Tableau;SQL Language
479,euro,1,0,1,0,0,0,0,0,0,0,1,0,1,9,TIBCO Spotfire;TIBCO Statistica;Python;R Language;Apache Spark;Commercial Hadoop Tools;Open Source Hadoop Tools;SQL on Hadoop tools;Spark SQL
1136,euro,1,0,1,1,1,1,0,0,1,0,0,0,0,11,Anaconda;Excel;MATLAB;Microsoft other ML/Data Science tools;PyCharm;QlikView;scikit-learn;Java;Python;R Language;SQL Language
1385,afme,1,0,1,1,0,1,0,0,1,0,0,0,1,8,Anaconda;SAS Enterprise Miner;scikit-learn;Python;R Language;SQL Language;Other programming and data languages;SQL on Hadoop tools
379,euro,1,1,0,0,1,0,0,0,0,0,0,0,0,7,Excel;IBM SPSS Statistics;Microsoft SQL Server;RapidMiner;Other free analytics/data mining tools;Java;Python
924,euro,1,0,1,1,1,1,0,0,0,0,0,1,0,9,Anaconda;Excel;MATLAB;SAP Analytics/Predictive Analytics;SAP HANA;Python;R Language;SQL Language;PyTorch
578,euro,1,0,0,0,1,0,0,0,1,0,0,1,0,7,BayesiaLab ;Excel;Mathematica;scikit-learn;Java;Python;DeepLearning4J
1601,euro,1,1,1,0,1,0,0,1,0,0,0,0,0,6,Excel;MicroStrategy;RapidMiner;Tableau;Python;R Language
1763,usca,1,1,1,0,0,0,0,0,0,0,0,0,1,6,KNIME;Microsoft Machine Learning Server (former R Server);RapidMiner;Python;R Language;Spark SQL
783,ltam,0,0,1,0,1,0,1,1,0,0,0,1,0,7,Amazon Machine Learning;Excel;IBM SPSS Statistics;Microsoft Power BI;Tableau;R Language;Tensorflow
1939,euro,0,1,0,0,1,0,0,0,0,0,0,0,0,3,Excel;IBM SPSS Statistics;RapidMiner
1283,usca,1,1,0,0,0,1,0,0,1,0,0,0,0,4,Anaconda;RapidMiner;scikit-learn;Python
1240,euro,1,0,0,1,0,0,1,0,0,1,1,1,1,9,Dataiku;Python;SQL Language;Apache Spark;Spark SQL;Apache MXnet;Keras;PyTorch;Tensorflow
1552,usca,0,0,1,0,1,0,0,0,0,0,0,0,1,10,Angoss/Datawatch;DataRobot;Excel;Microsoft Machine Learning Server (former R Server);Microsoft other ML/Data Science tools;MicroStrategy;SAS Base;SAS Enterprise Miner;R Language;Commercial Hadoop Tools
1707,asia,0,1,0,0,0,0,0,0,0,0,0,1,1,4,RapidMiner;Other programming and data languages;Open Source Hadoop Tools;Other Deep Learning Tools
873,asia,1,1,0,1,0,0,0,0,0,0,0,0,0,7,Microsoft SQL Server;RapidMiner;Other free analytics/data mining tools;Other paid analytics/data mining/data science software;Java;Python;SQL Language
1474,euro,1,0,1,0,1,1,0,0,0,0,0,0,0,8,Anaconda;Excel;Microsoft SQL Server;TIBCO Spotfire;TIBCO Statistica;Python;R Language;Other programming and data languages
1857,usca,1,0,0,1,1,1,0,1,0,0,0,1,1,10,Anaconda;Dataiku;Excel;PyCharm;Tableau;Java;Python;SQL Language;Spark SQL;Other Deep Learning Tools
1317,euro,1,0,1,0,1,0,1,0,0,0,0,1,0,11,Dataiku;Excel;Microsoft Azure Machine Learning;Orange;C/C++;Python;R Language;Caffe;PyTorch;Tensorflow;Theano
1059,asia,1,1,1,0,1,0,1,0,0,1,0,1,0,9,Excel;RapidMiner;Weka;Other free analytics/data mining tools;Java;Python;R Language;Keras;Tensorflow
1343,asia,1,0,0,1,1,1,1,0,1,0,0,1,0,9,Anaconda;Excel;PyCharm;scikit-learn;TIBCO Spotfire;Python;SQL Language;Unix shell/awk/gawk;Tensorflow
557,usca,1,1,0,0,0,0,0,0,0,0,0,0,0,3,RapidMiner;Python;Other programming and data languages
1040,usca,1,1,0,0,0,0,0,0,0,0,0,0,0,2,RapidMiner;Python
955,euro,1,1,0,0,0,0,0,0,0,1,1,1,1,4,RapidMiner;Python;Apache Spark;Keras
936,asia,1,0,0,1,0,1,0,0,1,0,1,0,1,10,Anaconda;MLlib;scikit-learn;Python;Scala;SQL Language;Unix shell/awk/gawk;Apache Spark;Open Source Hadoop Tools;Spark SQL
2036,euro,1,1,1,1,0,0,1,1,0,0,0,1,1,12,Amazon Machine Learning;IBM SPSS Modeler;KNIME;RapidMiner;Tableau;Java;Python;R Language;SQL Language;Unix shell/awk/gawk;Commercial Hadoop Tools;Tensorflow
219,euro,0,0,0,0,0,0,0,0,0,0,0,0,0,2,TIBCO Spotfire;TIBCO Statistica
1140,euro,1,0,1,1,0,0,0,0,0,0,0,0,1,5,TIBCO Statistica;Python;R Language;SQL Language;Open Source Hadoop Tools
1731,asia,1,0,1,0,0,0,1,0,0,0,0,1,0,4,Microsoft SQL Server;Python;R Language;Tensorflow
603,usca,1,1,1,1,1,1,0,1,0,0,0,0,1,13,Alteryx;Anaconda;Excel;H2O.ai;KNIME;Microsoft SQL Server;RapidMiner;Tableau;Other free analytics/data mining tools;Python;R Language;SQL Language;SQL on Hadoop tools
1437,euro,0,1,0,0,0,0,0,0,0,0,0,0,0,3,Mathematica;RapidMiner;Weka
474,euro,1,1,1,0,0,1,1,0,1,1,0,1,0,17,Anaconda;BigML;C4.5/C5.0/See5;H2O.ai;KNIME;MATLAB;PyCharm;RapidMiner;scikit-learn;Weka;Python;R Language;Unix shell/awk/gawk;Caffe2;Keras;PyTorch;Tensorflow
1889,usca,0,0,0,1,1,0,0,0,0,0,0,0,0,3,Excel;SAS Base;SQL Language
21,usca,1,0,0,0,1,0,0,0,0,0,1,0,1,7,Excel;IBM Data Science Experience;IBM SPSS Modeler;IBM SPSS Statistics;IBM Watson / Watson Analytics;Python;Apache Spark
69,ltam,1,1,0,0,1,1,1,0,0,1,0,1,0,10,Anaconda;Dataiku;Excel;KNIME;Microsoft Power BI;Microsoft SQL Server;RapidMiner;Python;Keras;Tensorflow
1202,euro,1,0,0,1,0,0,1,0,1,1,0,1,0,7,Dataiku;QlikView;scikit-learn;Python;SQL Language;Keras;Tensorflow
1524,usca,0,0,0,0,1,0,0,1,0,0,0,0,0,4,Excel;Microsoft Power BI;SAS Enterprise Miner;Tableau
140,euro,0,1,0,0,0,0,0,0,0,0,1,0,1,4,RapidMiner;C/C++;Apache Spark;Spark SQL
1749,usca,1,1,1,0,0,0,0,0,0,1,1,1,1,5,RapidMiner;Python;R Language;Apache Spark;Keras
755,asia,1,1,0,0,0,0,1,0,0,0,0,1,0,3,RapidMiner;Python;Tensorflow
1677,euro,0,0,1,0,0,0,0,0,0,0,0,0,1,5,KNIME;Java;R Language;Unix shell/awk/gawk;Open Source Hadoop Tools
416,euro,1,1,1,0,0,0,0,0,0,0,1,0,1,8,Amazon Machine Learning;IBM Watson / Watson Analytics;Microsoft Azure Machine Learning;RapidMiner;Java;Python;R Language;Apache Spark
2039,ltam,1,0,1,1,0,1,0,0,1,0,1,0,1,11,Anaconda;IBM SPSS Modeler;SAP Analytics/Predictive Analytics;SAP HANA;scikit-learn;Python;R Language;Scala;SQL Language;Other programming and data languages;Apache Spark
898,euro,1,1,1,1,1,0,0,1,0,0,0,0,0,9,Excel;Microsoft Power BI;Minitab/Salford Systems;RapidMiner;Solver (former XLMiner);Tableau;Python;R Language;SQL Language
1461,afme,1,1,0,0,0,0,0,0,0,0,0,0,0,3,RapidMiner;Python;Other programming and data languages
1121,euro,1,1,1,0,0,0,0,0,0,1,1,1,1,7,RapidMiner;Java;Python;R Language;Apache Spark;Caffe;Keras
995,euro,0,1,0,0,0,0,0,0,0,0,0,0,0,3,RapidMiner;Weka;Perl
961,asia,0,1,0,0,1,0,0,0,0,0,0,0,0,4,Excel;IBM SPSS Statistics;Minitab/Salford Systems;RapidMiner
960,euro,1,1,0,0,1,0,1,0,0,0,0,1,0,9,Excel;IBM Watson / Watson Analytics;Mathematica;Microsoft Azure Machine Learning;RapidMiner;SAP Analytics/Predictive Analytics;Python;Microsoft Cognitive Toolkit (Prev. CNTK) ;Tensorflow
1172,usca,1,0,0,0,0,0,0,0,0,0,0,0,0,3,MicroStrategy;PyCharm;Python
1866,euro,1,0,0,0,0,1,1,0,1,1,0,1,0,7,Anaconda;PyCharm;scikit-learn;Other free analytics/data mining tools;Python;Keras;Tensorflow
1407,usca,0,0,0,1,1,0,0,0,0,0,0,0,0,4,Excel;Microsoft SQL Server;SAS Base;SQL Language
1205,afme,1,1,1,0,0,0,0,0,0,0,0,0,0,4,PyCharm;RapidMiner;Python;R Language
957,ltam,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Oracle Advanced Analytics;SQL Language
1030,usca,1,0,1,0,1,1,0,0,0,0,1,0,1,9,Anaconda;Angoss/Datawatch;Excel;H2O.ai;MLlib;PyCharm;Python;R Language;Apache Spark
1307,usca,1,0,1,1,1,0,1,0,1,0,0,1,0,13,Excel;Mathematica;Microsoft SQL Server;scikit-learn;Other free analytics/data mining tools;Python;R Language;SQL Language;Other programming and data languages;Microsoft Cognitive Toolkit (Prev. CNTK) ;PyTorch;Tensorflow;TFLearn
1631,asia,1,1,0,1,1,1,0,1,0,0,0,0,1,8,Anaconda;Excel;RapidMiner;Tableau;Java;Python;SQL Language;Open Source Hadoop Tools
11,ltam,0,1,0,0,1,0,0,1,0,0,0,0,0,4,Excel;Microsoft Power BI;RapidMiner;Tableau
768,usca,1,0,1,0,0,0,1,0,1,0,1,1,1,9,Dataiku;scikit-learn;C/C++;Python;R Language;Apache Spark;Spark SQL;Tensorflow;Theano
870,ltam,0,1,0,0,0,0,0,0,0,0,0,0,0,2,QlikView;RapidMiner
301,usca,1,1,1,0,1,0,0,0,0,0,1,1,1,10,Excel;IBM Cognos;IBM Watson / Watson Analytics;Microsoft Power BI;RapidMiner;Java;Python;R Language;Apache Spark;Torch
343,usca,0,1,0,0,0,0,0,1,0,0,0,0,0,5,IBM SPSS Statistics;JMP;Microsoft SQL Server;RapidMiner;Tableau
322,usca,1,0,0,1,1,1,1,1,1,0,0,1,0,9,Anaconda;Excel;KNIME;Rattle;scikit-learn;Tableau;Python;SQL Language;Tensorflow
770,euro,0,1,0,1,0,0,0,1,0,0,0,0,0,4,Microsoft Power BI;RapidMiner;Tableau;SQL Language
1046,usca,1,0,0,1,1,1,1,1,1,1,1,1,1,17,Anaconda;Excel;H2O.ai;MLlib;scikit-learn;Tableau;Teradata;Python;Scala;SQL Language;Unix shell/awk/gawk;Apache Spark;SQL on Hadoop tools;Spark SQL;Keras;PyTorch;Tensorflow
1687,ltam,1,0,0,1,1,1,1,0,0,1,1,1,1,12,Anaconda;Databricks Unified Analytics Platform;Excel;Pentaho;PyCharm;Python;SQL Language;Apache Spark;Spark SQL;Keras;Microsoft Cognitive Toolkit (Prev. CNTK) ;Tensorflow
