Nrand,region,Python,RapidMiner,R Language,SQL Language,Excel,Anaconda,Tensorflow,Tableau,scikit-learn,Keras,Apache Spark,with DL,with BD,ntools,Votes
726,euro,0,1,0,0,0,0,0,0,0,0,0,0,0,3,Dataiku;QlikView;RapidMiner
327,asia,1,0,0,1,1,0,0,1,0,0,1,0,1,7,Excel;PyCharm;Tableau;Python;SQL Language;Apache Spark;Spark SQL
357,euro,1,0,1,1,1,0,0,1,0,0,0,0,0,10,Excel;IBM SPSS Modeler;Microsoft SQL Server;QlikView;Stata;Tableau;Python;R Language;SQL Language;Unix shell/awk/gawk
554,aunz,1,1,1,0,0,0,1,0,1,1,1,1,1,16,Gnu Octave;RapidInsight/Veera;RapidMiner;Rattle;scikit-learn;Weka;Julia;Python;R Language;Scala;Apache Spark;Spark SQL;Keras;Microsoft Cognitive Toolkit (Prev. CNTK) ;PyTorch;Tensorflow
257,usca,0,0,1,0,0,0,0,0,0,0,0,0,0,5,JMP;Minitab/Salford Systems;SAS Base;SAS Enterprise Miner;R Language
289,usca,1,1,0,0,1,1,0,0,1,0,0,0,0,6,Anaconda;Excel;PyCharm;RapidMiner;scikit-learn;Python
781,usca,0,0,0,0,0,0,0,1,0,0,0,0,0,7,Alteryx;Amazon Machine Learning;KNIME;Microsoft Power BI;Microsoft SQL Server;Tableau;Other paid analytics/data mining/data science software
1956,afme,1,1,1,0,0,0,1,0,0,0,0,1,0,4,RapidMiner;Python;R Language;Tensorflow
835,asia,1,0,0,0,0,1,0,0,1,0,0,0,0,4,Anaconda;PyCharm;scikit-learn;Python
1507,usca,1,0,1,0,0,0,1,0,0,0,0,1,1,8,KNIME;Pentaho;PyCharm;Weka;Python;R Language;SQL on Hadoop tools;Tensorflow
735,asia,1,0,1,1,1,1,1,1,1,1,0,1,0,9,Anaconda;Excel;scikit-learn;Tableau;Python;R Language;SQL Language;Keras;Tensorflow
1587,usca,0,1,0,0,1,0,0,1,0,0,0,0,0,4,Alteryx;Excel;RapidMiner;Tableau
1055,usca,0,1,0,0,0,0,0,0,0,0,0,0,0,2,MATLAB;RapidMiner
283,ltam,0,0,0,1,1,0,0,0,0,0,0,0,0,2,Excel;SQL Language
482,ltam,0,1,0,0,0,0,0,0,0,0,0,0,0,3,RapidMiner;Weka;C/C++
1440,euro,1,0,1,1,1,1,1,0,0,0,1,1,1,13,Anaconda;DataRobot;Excel;Microsoft Power BI;Microsoft SQL Server;MLlib;Python;R Language;Scala;SQL Language;Unix shell/awk/gawk;Apache Spark;Tensorflow
843,euro,1,1,1,1,1,0,0,0,0,0,0,0,0,7,Excel;KNIME;QlikView;RapidMiner;Python;R Language;SQL Language
1555,usca,1,0,1,0,0,1,1,0,1,0,0,1,0,5,Anaconda;scikit-learn;Python;R Language;Tensorflow
1116,usca,0,1,0,0,0,0,0,0,0,0,0,0,0,3,RapidMiner;C/C++;Java
1207,usca,0,1,0,1,1,0,0,0,0,0,0,0,0,5,Excel;JMP;RapidMiner;SQL Language;Other programming and data languages
451,afme,0,1,0,0,0,0,0,1,0,0,0,0,0,3,RapidMiner;Tableau;Teradata
1097,euro,1,0,1,1,1,1,1,1,1,1,0,1,0,12,Anaconda;C4.5/C5.0/See5;Dataiku;Excel;scikit-learn;Tableau;Python;R Language;SQL Language;Keras;PyTorch;Tensorflow
932,usca,1,1,0,0,1,0,0,1,0,0,0,0,0,4,Excel;RapidMiner;Tableau;Python
1752,usca,0,0,0,1,1,0,1,0,0,0,0,1,0,5,Excel;Other free analytics/data mining tools;C/C++;SQL Language;Tensorflow
833,usca,1,0,1,1,1,0,0,0,0,1,1,1,1,12,Excel;Microsoft Azure Machine Learning;Microsoft Power BI;Microsoft SQL Server;SAS Base;Python;R Language;SQL Language;Apache Spark;SQL on Hadoop tools;Spark SQL;Keras
1449,afme,1,1,1,1,1,0,0,1,0,0,0,1,1,10,Excel;Microsoft Power BI;Microsoft SQL Server;RapidMiner;Tableau;Python;R Language;SQL Language;SQL on Hadoop tools;PyTorch
1405,euro,0,0,0,0,0,0,0,0,0,0,0,0,0,3,TIBCO Spotfire;TIBCO Statistica;Java
930,usca,0,0,0,0,0,0,0,1,0,0,0,0,1,5,Domino Data Labs;MATLAB;Tableau;Java;Commercial Hadoop Tools
1595,euro,0,0,0,0,0,1,0,0,1,0,0,0,0,4,Anaconda;Rattle;scikit-learn;Weka
1581,euro,1,1,0,0,1,1,0,0,0,0,1,0,1,6,Anaconda;Excel;Microsoft Power BI;RapidMiner;Python;Apache Spark
480,euro,1,0,1,0,0,0,0,0,0,0,0,0,0,3,Dataiku;Python;R Language
1305,asia,0,1,0,0,0,0,0,0,0,0,0,0,0,2,RapidMiner;Java
45,usca,1,0,0,1,0,0,1,0,1,1,1,1,1,11,Dataiku;scikit-learn;Python;SQL Language;Unix shell/awk/gawk;Apache Spark;Commercial Hadoop Tools;Open Source Hadoop Tools;Spark SQL;Keras;Tensorflow
1579,euro,1,0,0,0,0,0,0,0,1,1,0,1,0,4,Dataiku;scikit-learn;Python;Keras
526,usca,1,1,0,0,1,1,0,0,0,1,0,1,0,5,Anaconda;Excel;RapidMiner;Python;Keras
105,euro,1,1,0,1,1,1,0,0,0,0,0,0,0,7,Anaconda;Excel;Microsoft SQL Server;PyCharm;RapidMiner;Python;SQL Language
1597,usca,1,1,1,0,1,1,1,0,0,0,1,1,1,9,Anaconda;Excel;Microsoft Power BI;RapidMiner;Python;R Language;Apache Spark;Tensorflow;Theano
1010,usca,1,0,0,0,0,1,0,0,1,0,0,1,0,5,Anaconda;scikit-learn;Weka;Python;TFLearn
1884,usca,1,1,0,0,0,0,0,0,0,0,0,1,1,6,IBM SPSS Statistics;RapidMiner;Java;Python;Open Source Hadoop Tools;Microsoft Cognitive Toolkit (Prev. CNTK) 
686,euro,1,0,0,0,1,0,0,0,0,0,0,0,0,4,Excel;KNIME;PyCharm;Python
304,usca,1,1,1,0,0,0,0,0,0,0,0,0,0,3,RapidMiner;Python;R Language
1025,usca,0,1,1,1,0,1,0,1,0,0,1,0,1,7,Anaconda;Microsoft Azure Machine Learning;RapidMiner;Tableau;R Language;SQL Language;Apache Spark
723,usca,1,1,0,1,0,0,0,1,0,0,0,0,0,5,RapidMiner;Tableau;Other paid analytics/data mining/data science software;Python;SQL Language
1286,usca,1,1,0,0,1,1,1,0,1,1,0,1,0,11,Anaconda;Excel;MATLAB;PyCharm;RapidMiner;scikit-learn;Python;Apache MXnet;Keras;PyTorch;Tensorflow
1026,ltam,1,1,1,1,1,1,0,0,1,0,0,1,0,10,Anaconda;Excel;Microsoft Power BI;Pentaho;RapidMiner;scikit-learn;Python;R Language;SQL Language;Other Deep Learning Tools
905,euro,1,1,0,1,0,0,0,0,1,0,0,0,0,4,RapidMiner;scikit-learn;Python;SQL Language
268,usca,1,1,1,1,0,1,0,1,1,1,1,1,1,19,Anaconda;H2O.ai;MLlib;PyCharm;RapidMiner;scikit-learn;Tableau;Java;Python;R Language;Scala;SQL Language;Unix shell/awk/gawk;Apache Spark;Commercial Hadoop Tools;SQL on Hadoop tools;Spark SQL;Keras;Other Deep Learning Tools
779,euro,1,0,1,0,0,0,0,1,1,0,0,0,0,6,PyCharm;Rattle;scikit-learn;Tableau;Python;R Language
1012,euro,1,1,1,1,1,1,1,1,1,1,0,1,0,15,Anaconda;C4.5/C5.0/See5;Excel;H2O.ai;MATLAB;RapidMiner;Rattle;SAS Enterprise Miner;scikit-learn;Tableau;Python;R Language;SQL Language;Keras;Tensorflow
529,euro,1,0,0,0,1,1,1,0,0,0,1,1,1,9,Anaconda;Excel;Oracle Advanced Analytics;TIBCO Spotfire;Java;Python;Apache Spark;Spark SQL;Tensorflow
1037,usca,1,0,0,1,1,1,0,1,0,0,0,1,0,6,Anaconda;Excel;Tableau;Python;SQL Language;Other Deep Learning Tools
1770,aunz,1,0,1,1,0,1,1,0,1,1,0,1,1,15,Anaconda;H2O.ai;scikit-learn;Teradata;TIBCO Spotfire;Other free analytics/data mining tools;Python;R Language;SQL Language;SQL on Hadoop tools;Spark SQL;Keras;PyTorch;Tensorflow;Theano
1156,usca,1,0,0,1,1,1,1,0,1,1,0,1,0,12,Amazon Machine Learning;Anaconda;Excel;Gnu Octave;Microsoft Azure Machine Learning;Microsoft SQL Server;PyCharm;scikit-learn;Python;SQL Language;Keras;Tensorflow
536,usca,0,0,1,0,0,0,1,1,0,0,1,1,1,7,Microsoft SQL Server;SAS Base;Tableau;R Language;Apache Spark;PyTorch;Tensorflow
571,euro,0,1,1,1,1,0,0,0,0,0,0,0,0,6,Excel;Microsoft Power BI;Microsoft SQL Server;RapidMiner;R Language;SQL Language
321,euro,1,0,1,1,0,1,1,0,0,1,0,1,1,8,Anaconda;H2O.ai;Python;R Language;SQL Language;SQL on Hadoop tools;Keras;Tensorflow
1653,afme,1,1,1,0,1,1,1,1,0,0,1,1,1,10,Anaconda;Excel;JMP;RapidMiner;Tableau;Python;R Language;Apache Spark;Open Source Hadoop Tools;Tensorflow
1922,asia,1,1,0,0,0,0,1,0,1,1,0,1,0,7,IBM Watson / Watson Analytics;RapidMiner;scikit-learn;Python;Keras;Tensorflow;TFLearn
680,euro,1,0,1,0,0,0,1,0,0,0,1,1,1,9,Dataiku;Python;R Language;Apache Spark;Commercial Hadoop Tools;Open Source Hadoop Tools;SQL on Hadoop tools;Spark SQL;Tensorflow
20,euro,1,0,1,0,0,0,1,0,0,1,1,1,1,13,Dataiku;Python;R Language;Scala;Apache Spark;Commercial Hadoop Tools;Open Source Hadoop Tools;SQL on Hadoop tools;Spark SQL;Caffe;Caffe2;Keras;Tensorflow
502,euro,0,1,0,0,0,0,1,1,0,1,0,1,0,5,Microsoft Power BI;RapidMiner;Tableau;Keras;Tensorflow
1404,usca,1,0,0,1,0,1,1,0,1,0,1,1,1,11,Anaconda;MLlib;scikit-learn;Other free analytics/data mining tools;Other paid analytics/data mining/data science software;Python;SQL Language;Unix shell/awk/gawk;Apache Spark;SQL on Hadoop tools;Tensorflow
939,euro,1,0,1,1,1,0,0,0,1,0,0,0,0,8,Excel;JMP;Microsoft SQL Server;Rattle;scikit-learn;Python;R Language;SQL Language
550,usca,0,0,1,0,0,0,0,1,0,0,0,0,0,3,JMP;Tableau;R Language
445,usca,1,0,1,1,1,1,0,1,0,0,0,0,0,8,Anaconda;Excel;IBM Cognos;Microsoft Power BI;Tableau;Python;R Language;SQL Language
201,euro,1,1,0,0,1,0,0,0,0,0,0,1,1,6,Excel;MLlib;RapidMiner;Python;Spark SQL;DeepLearning4J
876,usca,1,1,1,0,1,1,1,1,0,0,1,1,1,18,Anaconda;BigML;Excel;IBM SPSS Statistics;IBM Watson / Watson Analytics;KNIME;MATLAB;Microsoft Power BI;Pentaho;QlikView;RapidMiner;Tableau;Weka;Python;R Language;Apache Spark;Open Source Hadoop Tools;Tensorflow
10,usca,1,1,0,0,0,0,1,0,0,1,0,1,1,5,RapidMiner;Python;Open Source Hadoop Tools;Keras;Tensorflow
240,asia,1,1,0,0,0,0,0,0,0,0,1,0,1,6,RapidMiner;Weka;Java;Python;Apache Spark;Open Source Hadoop Tools
1600,usca,1,1,1,1,1,0,0,1,0,0,0,0,0,11,Excel;KNIME;Mathematica;Pentaho;RapidMiner;Tableau;Perl;Python;R Language;SQL Language;Unix shell/awk/gawk
1349,euro,0,0,1,1,1,0,0,1,0,0,0,0,0,6,Excel;H2O.ai;SAS Enterprise Miner;Tableau;R Language;SQL Language
311,euro,1,1,0,0,0,1,0,1,0,0,0,0,0,5,Anaconda;Dataiku;RapidMiner;Tableau;Python
767,usca,1,0,1,1,1,1,0,1,1,0,0,0,0,13,Alteryx;Anaconda;Angoss/Datawatch;DataRobot;Excel;H2O.ai;Microsoft SQL Server;scikit-learn;Tableau;Teradata;Python;R Language;SQL Language
1777,usca,0,1,1,0,1,0,0,0,0,0,0,1,1,14,Excel;IBM SPSS Statistics;Mathematica;MATLAB;Microsoft Machine Learning Server (former R Server);Microsoft SQL Server;RapidMiner;Stata;Other free analytics/data mining tools;R Language;Other programming and data languages;Spark SQL;Microsoft Cognitive Toolkit (Prev. CNTK) ;Other Deep Learning Tools
1895,usca,1,1,0,0,1,1,1,1,0,0,0,1,0,8,Anaconda;Excel;Microsoft Power BI;Orange;RapidMiner;Tableau;Python;Tensorflow
721,usca,0,0,1,0,1,0,0,0,0,0,0,0,0,4,Excel;Microsoft other ML/Data Science tools;Other free analytics/data mining tools;R Language
1898,euro,1,1,1,1,1,1,1,0,0,1,1,1,1,19,Anaconda;Excel;IBM Watson / Watson Analytics;MATLAB;RapidMiner;Java;Python;R Language;SQL Language;Apache Spark;Open Source Hadoop Tools;Caffe;Caffe2;Keras;Lasagne;PyTorch;Tensorflow;TFLearn;Torch
940,euro,0,1,0,0,0,0,0,0,0,0,0,0,0,2,RapidMiner;Java
717,asia,0,1,1,0,0,0,0,0,0,1,0,1,0,3,RapidMiner;R Language;Keras
807,ltam,0,1,1,0,0,0,0,0,0,0,0,0,0,3,Microsoft Azure Machine Learning;RapidMiner;R Language
1822,usca,1,1,0,0,1,1,0,0,0,0,0,0,0,4,Anaconda;Excel;RapidMiner;Python
325,ltam,1,1,1,1,1,0,0,1,0,0,0,0,0,10,Alteryx;Excel;Microsoft Power BI;Microsoft SQL Server;RapidMiner;Tableau;Teradata;Python;R Language;SQL Language
501,ltam,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Weka;R Language
1930,ltam,1,1,1,0,1,0,0,1,0,0,0,0,0,13,DataRobot;Excel;IBM Cognos;IBM Watson / Watson Analytics;Microsoft SQL Server;RapidMiner;SAS Base;SAS Enterprise Miner;Solver (former XLMiner);Tableau;Python;R Language;Unix shell/awk/gawk
778,euro,1,0,0,1,1,1,1,0,1,0,0,1,0,13,Amazon Machine Learning;Anaconda;Excel;H2O.ai;scikit-learn;Other free analytics/data mining tools;Other paid analytics/data mining/data science software;Java;Perl;Python;SQL Language;Unix shell/awk/gawk;Tensorflow
1336,usca,1,1,0,0,0,1,0,0,0,0,0,0,0,3,Anaconda;RapidMiner;Python
424,usca,1,1,1,0,0,0,0,0,0,0,0,0,0,3,RapidMiner;Python;R Language
1013,asia,1,1,1,0,0,1,1,0,1,1,0,1,0,9,Anaconda;H2O.ai;RapidMiner;scikit-learn;Python;R Language;Keras;Tensorflow;Other Deep Learning Tools
1657,euro,1,1,0,0,0,0,0,0,0,1,0,1,0,3,RapidMiner;Python;Keras
914,usca,0,0,0,1,0,0,0,0,0,0,0,0,0,2,SAS Base;SQL Language
1522,usca,0,0,0,1,0,0,0,0,0,0,0,0,0,2,Alteryx;SQL Language
88,euro,1,1,0,0,0,1,1,0,1,1,1,1,1,11,Anaconda;Gnu Octave;KNIME;PyCharm;RapidMiner;scikit-learn;Weka;Python;Apache Spark;Keras;Tensorflow
1029,euro,1,1,1,0,0,0,0,0,0,0,0,1,0,6,KNIME;MATLAB;RapidMiner;Python;R Language;Other Deep Learning Tools
1537,afme,0,1,0,1,0,0,0,1,0,0,1,1,1,10,RapidMiner;Tableau;Java;Scala;SQL Language;Apache Spark;Commercial Hadoop Tools;SQL on Hadoop tools;Spark SQL;DeepLearning4J
1592,euro,1,1,1,0,0,0,1,0,0,0,1,1,1,10,RapidMiner;Python;R Language;Apache Spark;Commercial Hadoop Tools;Open Source Hadoop Tools;SQL on Hadoop tools;Spark SQL;Caffe2;Tensorflow
1746,ltam,1,1,0,0,1,1,1,0,1,0,0,1,0,8,Anaconda;Excel;MATLAB;RapidMiner;scikit-learn;Weka;Python;Tensorflow
625,aunz,1,1,1,0,1,0,0,1,0,0,0,0,0,7,Excel;QlikView;RapidMiner;Tableau;TIBCO Spotfire;Python;R Language
1453,usca,1,1,0,1,0,1,0,0,0,0,0,0,0,4,Anaconda;RapidMiner;Python;SQL Language
1735,euro,1,1,0,0,1,1,0,1,0,0,0,0,0,7,Anaconda;Excel;MATLAB;Microsoft Power BI;RapidMiner;Tableau;Python
324,usca,1,1,1,0,0,1,1,0,1,0,0,1,0,8,Anaconda;Microsoft Azure Machine Learning;Microsoft Power BI;RapidMiner;scikit-learn;Python;R Language;Tensorflow
124,euro,1,1,1,0,0,1,0,0,0,0,0,0,0,5,Anaconda;PyCharm;RapidMiner;Python;R Language
231,afme,0,1,0,1,0,0,0,0,0,0,0,0,0,2,RapidMiner;SQL Language
133,usca,1,1,0,0,0,0,1,0,0,0,0,1,1,5,RapidMiner;Weka;Python;Spark SQL;Tensorflow
1568,ltam,1,1,1,1,1,0,0,0,0,0,0,0,1,8,Excel;MATLAB;RapidMiner;Rattle;Python;R Language;SQL Language;Spark SQL
1111,euro,1,1,1,1,1,1,1,1,1,1,1,1,1,17,Anaconda;Excel;IBM SPSS Statistics;RapidMiner;scikit-learn;Tableau;Other free analytics/data mining tools;Python;R Language;SQL Language;Unix shell/awk/gawk;Apache Spark;Open Source Hadoop Tools;SQL on Hadoop tools;Caffe2;Keras;Tensorflow
305,ltam,1,1,0,0,0,0,0,0,1,0,0,0,0,3,RapidMiner;scikit-learn;Python
463,ltam,1,1,1,0,0,1,1,0,1,1,0,1,0,13,Anaconda;MATLAB;RapidMiner;scikit-learn;Weka;Other free analytics/data mining tools;Other paid analytics/data mining/data science software;Java;Python;R Language;Keras;PyTorch;Tensorflow
199,usca,1,1,1,0,0,1,1,0,0,0,0,1,1,7,Anaconda;RapidMiner;Python;R Language;SQL on Hadoop tools;PyTorch;Tensorflow
449,asia,1,1,1,1,1,1,0,1,1,0,0,0,0,14,Anaconda;Excel;KNIME;Mathematica;Microsoft Power BI;Microsoft SQL Server;RapidMiner;Rattle;scikit-learn;Tableau;Weka;Python;R Language;SQL Language
255,asia,0,1,1,0,1,1,0,1,0,0,0,0,0,8,Anaconda;Excel;Minitab/Salford Systems;QlikView;RapidMiner;Stata;Tableau;R Language
994,euro,0,0,0,0,0,0,0,0,0,0,0,0,0,2,TIBCO Spotfire;TIBCO Statistica
1742,ltam,1,1,1,1,1,0,1,0,0,0,0,1,0,13,Excel;Microsoft Power BI;Microsoft SQL Server;RapidMiner;Weka;Java;Python;R Language;SQL Language;Other programming and data languages;DeepLearning4J;Microsoft Cognitive Toolkit (Prev. CNTK) ;Tensorflow
1648,euro,1,0,1,0,1,0,0,0,1,1,1,1,1,14,Excel;H2O.ai;KNIME;scikit-learn;Weka;Java;Python;R Language;Apache Spark;Open Source Hadoop Tools;SQL on Hadoop tools;Spark SQL;DeepLearning4J;Keras
420,afme,0,1,0,1,0,0,0,0,0,0,0,0,0,5,RapidMiner;Java;SQL Language;Unix shell/awk/gawk;Other programming and data languages
974,euro,1,0,0,0,0,0,1,0,0,0,1,1,1,7,Databricks Unified Analytics Platform;Dataiku;Python;Scala;Apache Spark;Spark SQL;Tensorflow
1340,euro,1,0,0,0,0,0,0,0,0,0,0,0,0,2,Dataiku;Python
1416,euro,1,1,1,1,1,1,0,0,0,0,1,0,1,9,Anaconda;Excel;Microsoft Power BI;Microsoft SQL Server;RapidMiner;Python;R Language;SQL Language;Apache Spark
1859,euro,1,0,0,0,0,0,1,0,1,0,0,1,0,6,MATLAB;PyCharm;scikit-learn;C/C++;Python;Tensorflow
372,asia,1,1,0,0,0,0,0,0,0,1,0,1,0,3,RapidMiner;Python;Keras
1297,ltam,0,1,1,0,0,0,0,0,0,0,0,0,0,2,RapidMiner;R Language
1864,aunz,1,1,1,0,1,0,1,1,1,1,0,1,0,11,Excel;PyCharm;RapidMiner;scikit-learn;Tableau;Other paid analytics/data mining/data science software;Java;Python;R Language;Keras;Tensorflow
280,usca,1,1,1,1,0,0,0,0,0,0,0,1,1,13,KNIME;MicroStrategy;RapidMiner;C/C++;Java;Python;R Language;Scala;SQL Language;Unix shell/awk/gawk;Open Source Hadoop Tools;SQL on Hadoop tools;Other Deep Learning Tools
986,euro,0,0,0,0,1,0,0,1,0,0,0,0,0,3,Alteryx;Excel;Tableau
419,usca,1,0,0,0,1,1,1,0,0,0,0,1,0,6,Anaconda;Excel;MATLAB;PyCharm;Python;Tensorflow
1500,usca,1,0,1,1,1,1,1,1,0,1,0,1,0,10,Anaconda;Excel;Tableau;C/C++;Julia;Python;R Language;SQL Language;Keras;Tensorflow
1643,usca,1,0,1,0,0,1,1,0,1,1,1,1,1,14,Anaconda;MATLAB;PyCharm;scikit-learn;Java;Python;R Language;Apache Spark;Spark SQL;Caffe2;Keras;PyTorch;Tensorflow;Theano
1252,euro,0,1,1,0,0,0,0,0,0,0,0,0,0,3,RapidMiner;Other free analytics/data mining tools;R Language
586,usca,1,1,0,0,1,0,0,0,0,1,0,1,0,5,Excel;KNIME;RapidMiner;Python;Keras
832,euro,0,1,1,0,1,0,0,1,0,0,0,0,1,6,Excel;RapidMiner;Tableau;C/C++;R Language;Open Source Hadoop Tools
1120,euro,1,0,1,0,0,0,1,0,0,0,0,1,1,6,Oracle Advanced Analytics;Java;Python;R Language;Open Source Hadoop Tools;Tensorflow
786,usca,1,1,1,0,1,1,0,1,0,0,0,0,0,9,Alteryx;Anaconda;Excel;QlikView;RapidMiner;Tableau;Other free analytics/data mining tools;Python;R Language
1023,euro,1,1,1,1,1,0,0,0,1,0,0,0,0,12,C4.5/C5.0/See5;Excel;Orange;RapidMiner;scikit-learn;Weka;Other free analytics/data mining tools;Java;Python;R Language;SQL Language;Other programming and data languages
371,asia,1,1,1,0,1,1,0,0,0,0,0,0,0,9,Anaconda;Excel;IBM SPSS Statistics;MATLAB;Minitab/Salford Systems;RapidMiner;SAS Enterprise Miner;Python;R Language
1039,euro,0,1,1,0,0,1,0,1,0,0,0,0,0,5,Anaconda;Pentaho;RapidMiner;Tableau;R Language
738,ltam,1,1,1,0,1,1,1,0,1,0,0,1,0,9,Anaconda;Excel;MATLAB;RapidMiner;scikit-learn;Python;R Language;Other programming and data languages;Tensorflow
1496,usca,1,1,0,1,1,0,0,0,0,0,0,0,1,11,Excel;KNIME;MATLAB;PyCharm;RapidMiner;Weka;Java;Python;SQL Language;Other programming and data languages;Open Source Hadoop Tools
115,usca,1,1,1,0,0,0,0,1,1,0,0,0,0,9,Amazon Machine Learning;MLlib;RapidMiner;scikit-learn;Tableau;TIBCO Spotfire;Python;R Language;Scala
1835,euro,0,1,0,0,0,0,0,0,0,0,0,0,0,3,RapidMiner;SAP Analytics/Predictive Analytics;Weka
1131,euro,1,0,1,1,0,1,0,0,1,0,0,0,0,7,Anaconda;Microsoft Azure Machine Learning;scikit-learn;C/C++;Python;R Language;SQL Language
1512,asia,0,1,0,1,0,0,0,0,0,0,0,1,1,4,RapidMiner;SQL Language;Open Source Hadoop Tools;Apache MXnet
951,usca,0,0,0,0,0,0,0,0,0,0,0,0,0,5,Alteryx;C4.5/C5.0/See5;IBM SPSS Modeler;IBM SPSS Statistics;IBM Watson / Watson Analytics
1820,asia,0,1,0,0,1,0,0,0,0,0,0,0,0,6,Excel;RapidMiner;Solver (former XLMiner);Weka;Other free analytics/data mining tools;C/C++
1471,euro,1,0,1,0,0,1,1,1,1,1,1,1,1,15,Anaconda;Dataiku;IBM SPSS Modeler;MLlib;PyCharm;scikit-learn;Tableau;Python;R Language;Apache Spark;Open Source Hadoop Tools;SQL on Hadoop tools;Spark SQL;Keras;Tensorflow
95,ltam,1,1,1,1,1,1,0,1,0,0,0,0,0,8,Anaconda;Excel;IBM SPSS Statistics;RapidMiner;Tableau;Python;R Language;SQL Language
696,usca,1,0,0,1,1,1,0,0,1,0,1,0,1,11,Anaconda;Excel;PyCharm;scikit-learn;Perl;Python;SQL Language;Unix shell/awk/gawk;Apache Spark;SQL on Hadoop tools;Spark SQL
271,usca,0,0,0,0,0,1,0,1,0,0,0,0,0,3,Anaconda;IBM SPSS Modeler;Tableau
1064,euro,1,0,1,1,1,0,1,1,1,1,1,1,1,18,Dataiku;Excel;Microsoft SQL Server;scikit-learn;Tableau;Vowpal Wabbit;Java;Python;R Language;Scala;SQL Language;Unix shell/awk/gawk;Apache Spark;Open Source Hadoop Tools;SQL on Hadoop tools;Spark SQL;Keras;Tensorflow
662,asia,0,0,1,1,1,0,1,1,0,1,0,1,0,7,Excel;Tableau;R Language;SQL Language;Keras;Tensorflow;Theano
1672,euro,1,0,1,1,1,0,0,0,1,1,0,1,1,10,Dataiku;Excel;scikit-learn;Python;R Language;SQL Language;Commercial Hadoop Tools;Open Source Hadoop Tools;SQL on Hadoop tools;Keras
1436,euro,1,0,0,1,0,0,1,0,0,1,0,1,0,6,Dataiku;Python;SQL Language;Unix shell/awk/gawk;Keras;Tensorflow
43,usca,0,1,0,1,1,0,0,1,0,0,0,0,0,8,Excel;IBM SPSS Statistics;Microsoft Power BI;RapidMiner;Stata;Tableau;Other free analytics/data mining tools;SQL Language
945,euro,1,1,0,0,0,0,1,0,1,1,1,1,1,11,PyCharm;RapidMiner;scikit-learn;Java;Python;Scala;Apache Spark;DeepLearning4J;Keras;Tensorflow;Theano
985,euro,0,0,1,0,0,0,0,0,0,0,1,0,1,3,H2O.ai;R Language;Apache Spark
150,asia,0,1,0,1,0,0,0,0,0,0,0,0,0,3,RapidMiner;C/C++;SQL Language
2051,ltam,0,1,1,0,0,0,0,0,0,0,0,0,0,2,RapidMiner;R Language
111,euro,1,1,0,0,0,0,0,1,0,1,1,1,1,11,KNIME;RapidMiner;Tableau;Python;Apache Spark;Caffe;Caffe2;Keras;Microsoft Cognitive Toolkit (Prev. CNTK) ;TFLearn;Torch
1645,usca,0,1,1,1,0,0,0,0,0,0,0,1,0,4,RapidMiner;R Language;SQL Language;Other Deep Learning Tools
1321,aunz,1,1,0,1,1,1,0,0,0,0,0,0,0,7,Anaconda;Excel;Microsoft SQL Server;RapidMiner;C/C++;Python;SQL Language
106,ltam,0,1,0,1,0,0,0,0,0,0,0,0,0,2,RapidMiner;SQL Language
223,euro,1,0,0,0,0,0,0,0,0,1,0,1,0,3,C/C++;Python;Keras
1794,euro,0,1,1,0,0,0,0,1,0,0,0,0,0,6,BigML;Microsoft Power BI;RapidMiner;Tableau;Weka;R Language
99,usca,1,1,0,1,1,1,0,1,0,0,0,0,1,10,Anaconda;Excel;PyCharm;RapidMiner;SAS Base;Tableau;Python;SQL Language;Other programming and data languages;Open Source Hadoop Tools
753,asia,1,1,0,0,0,0,0,0,1,1,0,1,0,8,H2O.ai;MATLAB;RapidMiner;scikit-learn;Java;Python;Keras;Other Deep Learning Tools
515,euro,1,0,0,1,0,1,1,0,1,1,1,1,1,9,Anaconda;MLlib;scikit-learn;Python;SQL Language;Apache Spark;Open Source Hadoop Tools;Keras;Tensorflow
1528,euro,1,0,1,0,0,1,0,0,0,1,0,1,1,8,Anaconda;BayesiaLab ;H2O.ai;Python;R Language;Commercial Hadoop Tools;Spark SQL;Keras
1799,euro,1,0,1,0,0,0,1,0,1,1,0,1,0,11,PyCharm;scikit-learn;Other free analytics/data mining tools;C/C++;Java;Python;R Language;Keras;PyTorch;Tensorflow;Torch
1183,euro,0,1,0,0,1,0,0,0,0,0,0,0,0,4,Excel;RapidMiner;Other paid analytics/data mining/data science software;Other programming and data languages
741,usca,0,0,0,0,1,0,0,1,0,0,0,0,0,5,Alteryx;Excel;Microsoft Power BI;Orange;Tableau
90,euro,1,1,1,1,1,0,0,0,0,0,0,0,0,7,Excel;IBM SPSS Statistics;QlikView;RapidMiner;Python;R Language;SQL Language
1998,asia,0,0,0,0,0,0,0,1,0,0,0,0,0,2,Tableau;Weka
1248,euro,0,1,0,0,0,0,0,0,0,0,0,0,0,3,KNIME;MATLAB;RapidMiner
1830,asia,1,1,0,0,0,0,1,0,0,0,0,1,1,4,RapidMiner;Python;Spark SQL;Tensorflow
