Type,Name,Address,Grade,District,AGA Division,PS/MC/UC,Full_Add,Lat,Lon
Spa & Wellness Centers,SPA CEYLON AYURVEDA - COLOMBO 02,"48D, PARK STREET, COLOMBO 02",,Colombo,Colombo,Colombo Divisional Secretariat,"48D, PARK STREET, COLOMBO 02, Colombo, Sri Lanka",80.01667,6.86667
Spa & Wellness Centers,ANGSANA SPA,"NO.75 B, GALLE ROAD, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.75 B, GALLE ROAD, COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Spa & Wellness Centers,COCO SPA - HERITANCE TEA FACTORY,"KANDAPOLA, NUWARAELIYA",,Nuwara Eliya,Nuwara Eliya,Nuwara Eliya Divisional Secretariat,"KANDAPOLA, NUWARAELIYA, Nuwara Eliya, Sri Lanka",80.75,7.0
Spa & Wellness Centers,COCO SPA - HERITANCE AHUNGALLE,"HERITANCE AHUNGALLE, AHUNGALLE",,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,"HERITANCE AHUNGALLE, AHUNGALLE, Kalutara, Sri Lanka",80.16667,6.58333
Spa & Wellness Centers,DIVIYAN SPA - EARL'S REGENCY,"EARL'S REGENCY, KANDY",,Kandy,Kandy,Kandy Divisional Secretariat,"EARL'S REGENCY, KANDY, Kandy, Sri Lanka",80.625828,7.295044
Spa & Wellness Centers,COCO SPA - MT. LAVINIA HOTEL,"100, HOTEL ROAD, MT. LAVINIA",,Colombo,Colombo,Colombo Divisional Secretariat,"100, HOTEL ROAD, MT. LAVINIA, Colombo, Sri Lanka",79.867435852,6.833082021
Spa & Wellness Centers,COCO SPA - CLUB BENTOTA,"CLUB BENTOTA, ALUTHGAMA",,Kalutara,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,"CLUB BENTOTA, ALUTHGAMA, Kalutara, Sri Lanka",79.998898543,6.43264941
Spa & Wellness Centers,COCO SPA - ULAGALLA WALAWWA,"THIRAPPANE, ANURADHAPURA",,Anuradhapura,Anuradhapura,Anuradhapura East,"THIRAPPANE, ANURADHAPURA, Anuradhapura, Sri Lanka",80.522981817,8.215715106
Spa & Wellness Centers,SPA CEYLON AYURUVEDA,"SHOP NO. 11, DUTCH HOSPITAL BUILDING,BANK OF CEYLON MW, COLOMBO 01.",,Colombo,Colombo,Colombo Divisional Secretariat,"SHOP NO. 11, DUTCH HOSPITAL BUILDING,BANK OF CEYLON MW, COLOMBO 01., Colombo, Sri Lanka",80.01667,6.86667
Spa & Wellness Centers,AZMAARA SPA-CINNAMON BAY,CINNAMON BEY BERUWELA,,Kalutara,Aluthgama,Aluthgama,"CINNAMON BEY BERUWELA, Kalutara, Sri Lanka",79.982049,6.460387
Spa & Wellness Centers,SPA CEYLON AYURVEDA - HIKKADUWA,"NO.400, GALLE ROAD, HIKKADUWA",,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,"NO.400, GALLE ROAD, HIKKADUWA, Galle, Sri Lanka",80.223192,6.043279
Spa & Wellness Centers,JAL HEALTH AND BEAUTY SPA INVESTMENT (PVT) LTD,"NO.2, REGENCY, GALLE FACE HOTEL, COLOMBO-03",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.2, REGENCY, GALLE FACE HOTEL, COLOMBO-03, Colombo, Sri Lanka",80.01667,6.86667
Spa & Wellness Centers,WHITE BY SPA CEYLON,"NO 14,WARD PLACE,COLOMBO 07",,Colombo,Colombo,Colombo Divisional Secretariat,"NO 14,WARD PLACE,COLOMBO 07, Colombo, Sri Lanka",80.01667,6.86667
Spa & Wellness Centers,AZMAARA SPA-CHAAYA TRANZ,HIKKADUWA,,Galle,Hikkaduwa,Hikkaduwa Divisional Secretariat,"HIKKADUWA, Galle, Sri Lanka",80.108277,6.135434
Spa & Wellness Centers,COLOMBO COURTYARD(AMBER SPA),"32,ALFRED HOUSE AVE,COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat,"32,ALFRED HOUSE AVE,COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Spa & Wellness Centers,COCO SPA-THURYAA RESORT,"WASKADUWA,KALUTARA",,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,"WASKADUWA,KALUTARA, Kalutara, Sri Lanka",80.16667,6.58333
Spa & Wellness Centers,ANANTAYA COCO SPA,"BANGADENIYA,CHILAW",,Puttalam,Puttalam Pradeshiya Sabha,Puttalam Divisional Secretariat,"BANGADENIYA,CHILAW, Puttalam, Sri Lanka",79.795675445,7.576507456
Spa & Wellness Centers,ARIYAANA,"WATERS EDGE LIMITED,316,ETHUL KOTTE ROAD,BATTARAMULLA",,Colombo,Kaduwela Pradeshiya Sabha,Colombo Divisional Secretariat,"WATERS EDGE LIMITED,316,ETHUL KOTTE ROAD,BATTARAMULLA, Colombo, Sri Lanka",79.9065684434026,6.90393246423442
Spa & Wellness Centers,ARIYANNA SPA-THE BLUE WATER,"THALPITIYA,WADDUWA",,Kalutara,Panadura Pradeshiya Sabha,Panadura Divisional Secretariat,"THALPITIYA,WADDUWA, Kalutara, Sri Lanka",79.930510176,6.663972844
Spa & Wellness Centers,SPA CEYLON AYURVEDA - GALLE FORT,"NO.54/A,LIGHT HOUSE STREET,GALLE FORT.",,Galle,Galle,Galle Divisional Secretariat,"NO.54/A,LIGHT HOUSE STREET,GALLE FORT., Galle, Sri Lanka",80.2170195523649,6.02717486325089
Spa & Wellness Centers,BAAN THAI,"NO.490,HAVELOCK ROAD,COLOMBO-05",,Colombo,Batticaloa,Thimbirigasyaya Divisional Secretariat,"NO.490,HAVELOCK ROAD,COLOMBO-05, Colombo, Sri Lanka",80.01667,6.86667
Spa & Wellness Centers,JIVA SPA - VIVANTA BY TAJ BENTOTA,"VIVANTA BY TAJ,NATIONAL HOLIDAY RESORTS,BENTOTA.",,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,"VIVANTA BY TAJ,NATIONAL HOLIDAY RESORTS,BENTOTA., Galle, Sri Lanka",79.997854326,6.421527648
Spa & Wellness Centers,AYU SPA,"NO.40/1,DEWANA RAJASINGHE MAWATHA,PERADENIYA,KANDY.",,Kandy,Gagawata Koralya,Gagawata,"NO.40/1,DEWANA RAJASINGHE MAWATHA,PERADENIYA,KANDY., Kandy, Sri Lanka",80.625828,7.295044
Spa & Wellness Centers,SENSES SPA.,"NO 48,JANADHIPATHI MAWATHA,COLOMBO 01.",,Colombo,Colombo,Colombo Divisional Secretariat,"NO 48,JANADHIPATHI MAWATHA,COLOMBO 01., Colombo, Sri Lanka",80.01667,6.86667
Spa & Wellness Centers,NIROGI SPA,"THE SURF HOTEL,BENTOTA",,Galle,Bentota Pradeshiya Sabha,Galle Divisional Secretariat,"THE SURF HOTEL,BENTOTA, Galle, Sri Lanka",79.997854326,6.421527648
Spa & Wellness Centers,COCO SPA-GRAND KANDYAN,"NO:89/10,LADY GORDOW DRIVE,KANDY",,Kandy,Kandy,Kandy Divisional Secretariat,"NO:89/10,LADY GORDOW DRIVE,KANDY, Kandy, Sri Lanka",80.625828,7.295044
Spa & Wellness Centers,H.E.R.HOLISTIC CENTER AND SPA,"NO.640/62,COLOMBO ROAD,KURANA,NEGOMBO",,Gampaha,Negombo,Negombo Divisional Secretariat,"NO.640/62,COLOMBO ROAD,KURANA,NEGOMBO, Gampaha, Sri Lanka",79.843249,7.206416
Spa & Wellness Centers,SPA CENVAREE,"CENTARA CEYSANDS RESORT AND SPA,BENTOTA",,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,"CENTARA CEYSANDS RESORT AND SPA,BENTOTA, Galle, Sri Lanka",79.997854326,6.421527648
Spa & Wellness Centers,INFINITY SPA,"GOLDI SANDS,ETHUKALA,NEGOMBO.",,Gampaha,Negombo,Negombo Divisional Secretariat,"GOLDI SANDS,ETHUKALA,NEGOMBO., Gampaha, Sri Lanka",79.843249,7.206416
Spa & Wellness Centers,COCOSPA (PVT) LTD - CITRUS ( WASKADUWA ),"NO.427. SAMANTHARA ROAD, WASKADUWA, KALUTHRA",,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,"NO.427. SAMANTHARA ROAD, WASKADUWA, KALUTHRA, Kalutara, Sri Lanka",80.16667,6.58333
Spa & Wellness Centers,SPA CEYLON AYURVEDA,"NO:103/7,GALLE ROAD,COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat,"NO:103/7,GALLE ROAD,COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Spa & Wellness Centers,AZMAARA SPA - CINNAMON WILD - YALA,"P.O.BOX 01, YALA, KIRINDA, TISSAMAHARAMA",,Hambantota,Thissamaharama,Thissamaharama Divisional Secretariat,"P.O.BOX 01, YALA, KIRINDA, TISSAMAHARAMA, Hambantota, Sri Lanka",81.29896,6.268887
Spa & Wellness Centers,AZMAARA SPA-CHAAYA BLU,"CHAAYA BLU,TRINCOMALEE,SAMPATIVE ROAD,UPPUVELI,TRINCOMALEE.",,Trincomalee,Trincomalee,Trincomalee Divisional Secretariat,"CHAAYA BLU,TRINCOMALEE,SAMPATIVE ROAD,UPPUVELI,TRINCOMALEE., Trincomalee, Sri Lanka",81.216793,8.578088
Spa & Wellness Centers,SEA VIEW SPA,"NO 31/5-3/1, SEA AVENUE, MARINE DRIVE, COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat,"NO 31/5-3/1, SEA AVENUE, MARINE DRIVE, COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Spa & Wellness Centers,RENOVA SPA,"RIU 150, GALLE ROAD, AHUNGALLA",,Galle,balapitiya,Balapitiya Divisional Secretariat,"RIU 150, GALLE ROAD, AHUNGALLA, Galle, Sri Lanka",80.223192,6.043279
Spa & Wellness Centers,COCO SPA-ANANTAYA PASSIKUDAH,"COCONUT BOARD ROAD,KALKUDAH,PASSIKUDAH",,Batticaloa,Batticaloa,Batticaloa Divisional Secretariat,"COCONUT BOARD ROAD,KALKUDAH,PASSIKUDAH, Batticaloa, Sri Lanka",81.569313,7.919323
Spa & Wellness Centers,ANANTARA SPA-TANGALLE,"GOYAMBOKKA ESTATE, TANGALLE.",,Hambantota,Tangalle Pradeshiya Sabha,Tangalle Divisional Secretariat,"GOYAMBOKKA ESTATE, TANGALLE., Hambantota, Sri Lanka",80.795993479,6.021950937
Spa & Wellness Centers,SPA CEYLON AYURVEDA-MAHAWELI REACH,"MAHAWELI REACH HOTEL, NO. 35, P.B.A. WEERAKOON MAWATHA, KANDY",,Kandy,Kandy,Kandy Divisional Secretariat,"MAHAWELI REACH HOTEL, NO. 35, P.B.A. WEERAKOON MAWATHA, KANDY, Kandy, Sri Lanka",80.625828,7.295044
Spa & Wellness Centers,SPA CEYLON -HERITANCE NEGOMBO,"175, LEWIS PLACE, NEGOMBO",,Gampaha,Negombo,Negombo Divisional Secretariat,"175, LEWIS PLACE, NEGOMBO, Gampaha, Sri Lanka",79.843249,7.206416
Spa & Wellness Centers,ANANTARA SPA-KALUTHARA,"ST.SEBASTIANS'S ROAD, KATUKURUNDA, KALUTHARA",,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,"ST.SEBASTIANS'S ROAD, KATUKURUNDA, KALUTHARA, Kalutara, Sri Lanka",79.96873132,6.561329102
Spa & Wellness Centers,ARIYANNA SPA - WATER GARDEN,"INDIGASWEWA,SIGIRIYA.",,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,"INDIGASWEWA,SIGIRIYA., Matale, Sri Lanka",80.746205,7.942106
Spa & Wellness Centers,INFINITY SPA,"CLUB WASKADUWA, 211, PANADURA ROAD, WASKADUWA",,Kalutara,Kalutara,Kalutara Divisional Secretariat,"CLUB WASKADUWA, 211, PANADURA ROAD, WASKADUWA, Kalutara, Sri Lanka",79.910472,6.714417
Spa & Wellness Centers,NIROGI SPA,THE SAFARI HOTEL TISSAMAHARAMA,,Hambantota,Hambantota,Hambantota Divisional Secretariat,"THE SAFARI HOTEL TISSAMAHARAMA, Hambantota, Sri Lanka",81.29896,6.268887
Spa & Wellness Centers,INFINITY SPA,"COCO ROYAL,BEACH ROAD,MAHAWASKADUWA,KALUTARA",,Kalutara,Kalutara Pradeshiya Sabha,Kalutara Divisional Secretariat,"COCO ROYAL,BEACH ROAD,MAHAWASKADUWA,KALUTARA, Kalutara, Sri Lanka",80.16667,6.58333
Spa & Wellness Centers,ZEN ISLAND,"67, MIRIHANA ROAD, NUGEGODA",,Colombo,Kotte Muncipal Council,Kotte Divisional Secretariat,"67, MIRIHANA ROAD, NUGEGODA, Colombo, Sri Lanka",79.893438,6.877014
Spa & Wellness Centers,"SPA CEYLON AYURVEDA,MOVENPICK HOTEL","NO24, DARMAPALA MAWATHA,COLOMBO 03",,Colombo,Colombo,Colombo Divisional Secretariat,"NO24, DARMAPALA MAWATHA,COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Spa & Wellness Centers,JULIANA SPA,"316, GALLE ROAD, COLOMBO 03",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,"316, GALLE ROAD, COLOMBO 03, Colombo, Sri Lanka",80.01667,6.86667
Spa & Wellness Centers,CEYLON HOLISTIC CENTRE,"NO:220, THIMBIRIGASYAYA ROAD, COLOMBO 05",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,"NO:220, THIMBIRIGASYAYA ROAD, COLOMBO 05, Colombo, Sri Lanka",79.8696080222726,6.89790460161294
Spa & Wellness Centers,SPA OYA,"LAKE VIEW,ARUNALU,GINIWELLA, KOGGOLA, AHANGAMA",,Galle,Galle,Habaraduwa Divisional Secretariat,"LAKE VIEW,ARUNALU,GINIWELLA, KOGGOLA, AHANGAMA, Galle, Sri Lanka",80.362299895,5.973516323
Spa & Wellness Centers,TRIVANA LOTUS SPA (PVT) LTD.,"SHOP NO. 19,,INDEPENDENCE ARCADE,,COLOMBO 07.",,Colombo,Colombo,Thimbirigasyaya Divisional Secretariat,"SHOP NO. 19,,INDEPENDENCE ARCADE,,COLOMBO 07., Colombo, Sri Lanka",80.01667,6.86667
Spa & Wellness Centers,ROYAL SEN SPA AND WELLNESS CENTER,"47 STATION ROAD,MOUNT LAVINIYA,",,Colombo,Dehiwala-Mount Lavinia,Mount Lavinia,"47 STATION ROAD,MOUNT LAVINIYA,, Colombo, Sri Lanka",79.866418,6.842919
Spa & Wellness Centers,SPA CEYLON AYURVEDA-BATTARAMULLA,"NO. 1020,,PANNIPITIYA ROAD,BATTARAMULLA",,Colombo,Kaduwela Pradeshiya Sabha,Battaramulla,"NO. 1020,,PANNIPITIYA ROAD,BATTARAMULLA, Colombo, Sri Lanka",79.913892,6.897711
Spa & Wellness Centers,L OCCITANE,"NO. 2,,GALLE ROAD,,COLOMBO - 3",,Colombo,MC,Colombo Divisional Secretariat,"NO. 2,,GALLE ROAD,,COLOMBO - 3, Colombo, Sri Lanka",80.01667,6.86667
Spa & Wellness Centers,QUEEN BEE SPA,"NO.38/5,CEMETERY ROAD,KUDAPADUWA,NEGOMBO.",,Gampaha,Negombo,Negombo Divisional Secretariat,"NO.38/5,CEMETERY ROAD,KUDAPADUWA,NEGOMBO., Gampaha, Sri Lanka",79.843249,7.206416
Spa & Wellness Centers,AVANI SPA,"NO. 20,,HOTEL ROAD,BENTOTA",,Galle,Bentota Pradeshiya Sabha,Benthota Divisional Secretariat,"NO. 20,,HOTEL ROAD,BENTOTA, Galle, Sri Lanka",79.997854326,6.421527648
Spa & Wellness Centers,AYU SPA,"EARL'S REEF HOTEL,NO.91/22,MARADANA ROAD,MORAGALLA,BERUWALA",,Kalutara,Beruwala Pradeshiya Sabha,Beruwala Divisional Secretariat,"EARL'S REEF HOTEL,NO.91/22,MARADANA ROAD,MORAGALLA,BERUWALA, Kalutara, Sri Lanka",79.982049,6.460387
Spa & Wellness Centers,COCOSPA PVT LTD-HERITANCE KANDALAMA,"COCOSPA-HERITANCE KANDALAMA,P.O.BOX 11,DAMBULLA",,Matale,Dambulla Pradeshiya Sabha,Dambulla Divisional Secretariat,"COCOSPA-HERITANCE KANDALAMA,P.O.BOX 11,DAMBULLA, Matale, Sri Lanka",80.656148,7.866782
Spice Gardens,INTERNATIONAL SPICE WALK,"NO. 05, SAPPUWATTHA, PALAPTHWELA, MATALE",,Matale,Matale,Matale Divisional Secretariat,"NO. 05, SAPPUWATTHA, PALAPTHWELA, MATALE, Matale, Sri Lanka",80.625963890925,7.53105782457396
Spice Gardens,PARAMOUNT 200,"NO. 200, KAWDUPELLA, MATALE",,Matale,Matale,Matale Divisional Secretariat,"NO. 200, KAWDUPELLA, MATALE, Matale, Sri Lanka",80.75,7.66667
Spice Gardens,HAPPYLAND SPICE GARDEN,"NO.01,DAMBULLA ROAD, KAWATAYAMUNA, MATALE",,Matale,Matale,Matale Divisional Secretariat,"NO.01,DAMBULLA ROAD, KAWATAYAMUNA, MATALE, Matale, Sri Lanka",80.656148,7.866782
Spice Gardens,RANWELI SPICE GARDEN,"NO. 99, KAUDUPELELLA, MATALE",,Matale,Matale,Matale Divisional Secretariat,"NO. 99, KAUDUPELELLA, MATALE, Matale, Sri Lanka",80.75,7.66667
Spice Gardens,KOSGODA SPICE & HERBLE GARDEN,"NO.777,GALLE ROAD, KOSGODA",,Galle,Galle,Balapitiya Divisional Secretariat,"NO.777,GALLE ROAD, KOSGODA, Galle, Sri Lanka",80.223192,6.043279
Spice Gardens,NEW LUCKY LAND SPICE GARDEN,"KANDY ROAD, HINGULA",,Kegalle,Kegalle,Mawanella Divisional Secretariat,"KANDY ROAD, HINGULA, Kegalle, Sri Lanka",80.448137,7.251028
Spice Gardens,NEW ALL SPICE GARDEN,"THUNTOTAWATTA, MOLAGODA, KEGALLE",,Kegalle,Kegalle,Kegalle Divisional Secretariat,"THUNTOTAWATTA, MOLAGODA, KEGALLE, Kegalle, Sri Lanka",80.34513535,7.25319971
Spice Gardens,LUCKGROVE SPICE GARDEN,"NO. 28,PALAPATHWALA, MATALE",,Matale,Matale,Matale Divisional Secretariat,"NO. 28,PALAPATHWALA, MATALE, Matale, Sri Lanka",80.625963890925,7.53105782457396
Spice Gardens,LUCKYLAND-101,"101, PALAPATWELA, MATALE",,Matale,Matale,Matale Divisional Secretariat,"101, PALAPATWELA, MATALE, Matale, Sri Lanka",80.625963890925,7.53105782457396
Spice Gardens,ROYAL 100 SPICE AND HERBAL GARDEN,"KAWDUPELELLA, MATALE",,Matale,Matale,Matale Divisional Secretariat,"KAWDUPELELLA, MATALE, Matale, Sri Lanka",80.75,7.66667
Spice Gardens,REGENT SPICE GARDEN,"NO. 06, KIRIGALPOTHA, PALAPATHWALA, MATALE",,Matale,Matale,Matale Divisional Secretariat,"NO. 06, KIRIGALPOTHA, PALAPATHWALA, MATALE, Matale, Sri Lanka",80.625963890925,7.53105782457396
Spice Gardens,SIRILAK SPICE GARDEN,"NO. 50, KAWDUPALALLA, MATALE",,Matale,Matale,Matale Divisional Secretariat,"NO. 50, KAWDUPALALLA, MATALE, Matale, Sri Lanka",80.75,7.66667
Spice Gardens,SUSANTHA SPICE AND HERBAL GARDEN,"NO. 27, GANETHENNA, HINGULA, MAWANELLA",,Matale,Matale,Mawanella Divisional Secretariat,"NO. 27, GANETHENNA, HINGULA, MAWANELLA, Matale, Sri Lanka",80.75,7.66667
Spice Gardens,SAFFARON SPICE GARDEN,"NO. 21, RANDENIYA, HIRIWADUNNA, KEGALLE",,Kegalle,Kegalle,Kegalle Divisional Secretariat,"NO. 21, RANDENIYA, HIRIWADUNNA, KEGALLE, Kegalle, Sri Lanka",80.34513535,7.25319971
Spice Gardens,SURATHURA SPICE & HERBAL GARDEN,"NO. 03, THOTAGAMUWA, PALAPATHWALA, MATALE",,Matale,Matale,Matale Divisional Secretariat,"NO. 03, THOTAGAMUWA, PALAPATHWALA, MATALE, Matale, Sri Lanka",80.623202138,7.508611766
Spice Gardens,ZORN SPICE GARDEN,"NO. 50, RANDENIYA, HIRIWADUNNA",,Kegalle,Kegalle,Kegalle Divisional Secretariat,"NO. 50, RANDENIYA, HIRIWADUNNA, Kegalle, Sri Lanka",80.382878892,7.273343265
Spice Gardens,THE ISLAND SPICE GROOVE,"NO. 25, UTUWANKANDA, MAWANELLA",,Kegalle,Kegalle,Mawanella Divisional Secretariat,"NO. 25, UTUWANKANDA, MAWANELLA, Kegalle, Sri Lanka",80.387154,7.268821
Spice Gardens,ARUNALU SPICE GARDEN,"NO. 80, MADAWALA ULPATHA, MATALE",,Matale,Matale,Matale Divisional Secretariat,"NO. 80, MADAWALA ULPATHA, MATALE, Matale, Sri Lanka",80.75,7.66667
Spice Gardens,DIANA SPICE GARDEN,"NO. 02, KIRIGALPOTHA, PALAPATHWELA",,Matale,Matale,Matale Divisional Secretariat,"NO. 02, KIRIGALPOTHA, PALAPATHWELA, Matale, Sri Lanka",80.625963890925,7.53105782457396
Spice Gardens,96 DELIGHT SPICE GARDEN,"12 KADE, 30TH MILE POST, NALANDA, MATALE",,Matale,Matale,Matale Divisional Secretariat,"12 KADE, 30TH MILE POST, NALANDA, MATALE, Matale, Sri Lanka",80.6397644430399,7.67573806326065
Spice Gardens,NEW PARADISE SPICE GARDEN,"NO. 09, KAWUDUPELLELA, MATALE",,Matale,Matale,Matale Divisional Secretariat,"NO. 09, KAWUDUPELLELA, MATALE, Matale, Sri Lanka",80.75,7.66667
Spice Gardens,NEW PARADISE SPICE GARDEN,"KANDY COLOMBO ROAD, ANWARAMA, MAWANELLA",,Matale,Matale,Mawanella Divisional Secretariat,"KANDY COLOMBO ROAD, ANWARAMA, MAWANELLA, Matale, Sri Lanka",80.01667,6.86667
Spice Gardens,KANDYAN SPICE GROVE,"NO. 99, GANETENNA, HINGULA",,Kegalle,Kegalle,Kegalle Divisional Secretariat,"NO. 99, GANETENNA, HINGULA, Kegalle, Sri Lanka",80.448137,7.251028
Spice Gardens,GREEN VALLEY SPICE GARDEN,"NO. 28, ANWARAMA, MAWANELLA",,Kegalle,Kegalle,Mawanella Divisional Secretariat,"NO. 28, ANWARAMA, MAWANELLA, Kegalle, Sri Lanka",80.387154,7.268821
Spice Gardens,HIGHLAND SPICE GARDEN,"NO. 25, KOHOLANGWELLA, MADAWELLA, ULPOTHA, MATALE",,Matale,Yatawatta Pradeshiya Sabha,Yatawatta Divisional Secretariat,"NO. 25, KOHOLANGWELLA, MADAWELLA, ULPOTHA, MATALE, Matale, Sri Lanka",80.75,7.66667
Spice Gardens,NEW NILWALA SPICE GARDEN,"NO. 07, KIRIGALPOTHA, PALAPATHWELA, MATALE",,Matale,Matale,Matale Divisional Secretariat,"NO. 07, KIRIGALPOTHA, PALAPATHWELA, MATALE, Matale, Sri Lanka",80.625963890925,7.53105782457396
Spice Gardens,ISIWARA AYURVEDIC VILLAGE,"NO.15, UPALI WATTA, DEDULGAMUWA, MADAWALA,ULPOTHA, MATALE",,Matale,Matale,Naula Divisional Secretariat,"NO.15, UPALI WATTA, DEDULGAMUWA, MADAWALA,ULPOTHA, MATALE, Matale, Sri Lanka",80.75,7.66667
Spice Gardens,NEW REGENT SPICE AND HERBAL GARDEN,"NO. 6, UTHUWANKANDA, MAWANELLA.",,Kegalle,Kegalle,Mawanella Divisional Secretariat,"NO. 6, UTHUWANKANDA, MAWANELLA., Kegalle, Sri Lanka",80.387154,7.268821
Spice Gardens,EUPHORIA SPICE AND HERBAL(88),"ARUNALOKA FARM,MADAWALA ULPATHA,MATALE",,Matale,Matale,Matale Divisional Secretariat,"ARUNALOKA FARM,MADAWALA ULPATHA,MATALE, Matale, Sri Lanka",80.75,7.66667
Spice Gardens,GREENLAND SPICE GARDEN,"NO 01, ANWARAMA - MAWANELLA",,Kegalle,Kegalle,Mawanella Divisional Secretariat,"NO 01, ANWARAMA - MAWANELLA, Kegalle, Sri Lanka",80.387154,7.268821
Spice Gardens,HERITAGE SPICE AND HERBS GARDEN-NO 11,"NO 130,CENTER LAND,DIMBULAGAMUWA,MADAWALA,ULPOTHA",,Matale,Matale,Pallepola Divisional Secretariat,"NO 130,CENTER LAND,DIMBULAGAMUWA,MADAWALA,ULPOTHA, Matale, Sri Lanka",80.75,7.66667
Spice Gardens,GRAND REGENT,"NO:6 HABARANA ROAD,INAMALUWA,DAMBULLA",,Matale,Matale,Matale Divisional Secretariat,"NO:6 HABARANA ROAD,INAMALUWA,DAMBULLA, Matale, Sri Lanka",80.656148,7.866782
Spice Gardens,NEW LUCKUYANA SPICE AND HERBAL GARDEN,"NO:200,RANDENIYA,HIRIWADUNNA,KEGALLE",,Kegalle,Kegalle,Kegalle Divisional Secretariat,"NO:200,RANDENIYA,HIRIWADUNNA,KEGALLE, Kegalle, Sri Lanka",80.34513535,7.25319971
Spice Gardens,27 OLD VILLAGE SPICE & HERBLE GARDEN.,"KOHOLANWELA,MADAWALA,ULPOTHA,MATALE.",,Matale,Dambulla Pradeshiya Sabha,Pallepola Divisional Secretariat,"KOHOLANWELA,MADAWALA,ULPOTHA,MATALE., Matale, Sri Lanka",80.75,7.66667
Spice Gardens,ISIRESA SPICE GARDEN,"273,SIGIRIYA ROAD, MORAGASWEWA,HABARANA",,Polonnaruwa,Hingurakgoda Pradeshiya Sabha,Hingurakgoda Divisional Secretariat,"273,SIGIRIYA ROAD, MORAGASWEWA,HABARANA, Polonnaruwa, Sri Lanka",80.772795388,8.032202639
Spice Gardens,RISIWARANA SPICE GARDEN,"59,DAMBULLA ROAD, KAWATAYAMUNA,,MATALE",,Matale,Matale,Matale Divisional Secretariat,"59,DAMBULLA ROAD, KAWATAYAMUNA,,MATALE, Matale, Sri Lanka",80.656148,7.866782
Tourist Shops,LAKMINI,"NO. 676,PERADENIYA ROAD,KANDY",,Kandy,Kandy,Kandy Divisional Secretariat,"NO. 676,PERADENIYA ROAD,KANDY, Kandy, Sri Lanka",80.625828,7.295044
Tourist Shops,ART LANKA,"NO. 951, PERADENIYA ROAD,KANDY",,Kandy,Kandy,Kandy Divisional Secretariat,"NO. 951, PERADENIYA ROAD,KANDY, Kandy, Sri Lanka",80.625828,7.295044
Tourist Shops,SIFANI JEWELLERS,"845, PERADENIYA ROAD, KANDY.",,Kandy,Kandy,Kandy Divisional Secretariat,"845, PERADENIYA ROAD, KANDY., Kandy, Sri Lanka",80.625828,7.295044
Tourist Shops,TONY'S FAIR,"530, COLOMBO ROAD, KIRIBATHKUMBURA, KANDY.",,Kandy,Kandy,Kandy Divisional Secretariat,"530, COLOMBO ROAD, KIRIBATHKUMBURA, KANDY., Kandy, Sri Lanka",80.5761996936053,7.26781145628378
Tourist Shops,NISHANTHA WOOD CARVINGS,"NO. 3, 26TH POST, HATHAMUNA ROAD, POLONNARUWA",,Polonnaruwa,Polonnaruwa,Padiyathalawa Divisional Secretariat,"NO. 3, 26TH POST, HATHAMUNA ROAD, POLONNARUWA, Polonnaruwa, Sri Lanka",80.991192,7.93454
Tourist Shops,HOUSE OF FASHINES GARMENTS,"NO.28, R.A.D. MEL MAWATHA, COLOMBO 04",,Colombo,Colombo,Colombo Divisional Secretariat,"NO.28, R.A.D. MEL MAWATHA, COLOMBO 04, Colombo, Sri Lanka",80.01667,6.86667
Tourist Shops,HEMACHANDRAS,"NO. 939, PERADENIYA ROAD, KANDY",,Kandy,Kandy,Kandy Divisional Secretariat,"NO. 939, PERADENIYA ROAD, KANDY, Kandy, Sri Lanka",80.625828,7.295044
Tourist Shops,HEMACHANDRAS,"QUEEN'S HOTEL, KANDY",,Kandy,Kandy,Kandy Divisional Secretariat,"QUEEN'S HOTEL, KANDY, Kandy, Sri Lanka",80.625828,7.295044
