seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,fg_percent,avg_dist_fga,percent_fga_from_x2p_range,percent_fga_from_x0_3_range,percent_fga_from_x3_10_range,percent_fga_from_x10_16_range,percent_fga_from_x16_3p_range,percent_fga_from_x3p_range,fg_percent_from_x2p_range,fg_percent_from_x0_3_range,fg_percent_from_x3_10_range,fg_percent_from_x10_16_range,fg_percent_from_x16_3p_range,fg_percent_from_x3p_range,percent_assisted_x2p_fg,percent_assisted_x3p_fg,percent_dunks_of_fga,num_of_dunks,percent_corner_3s_of_3pa,corner_3_point_percent,num_heaves_attempted,num_heaves_made
29760,2022,4598,Chris Chiozza,NA,PG,26,4,NBA,GSW,34,372,0.296,19.4,0.346,0.111,0.136,0.049,0.049,0.654,0.25,0.222,0.273,0,0.5,0.321,0.143,0.765,0,0,0.245,0.231,0,0
29761,2022,4919,Chris Duarte,NA,SG,24,1,NBA,IND,55,1541,0.432,15.5,0.589,0.203,0.135,0.148,0.103,0.411,0.475,0.627,0.369,0.38,0.453,0.369,0.477,0.787,0.027,15,0.282,0.375,4,0
29762,2022,3585,Chris Paul,NA,PG,36,17,NBA,PHO,65,2139,0.493,16.4,0.73,0.034,0.158,0.346,0.192,0.27,0.559,0.72,0.543,0.592,0.482,0.317,0.097,0.413,0,0,0.08,0.313,3,0
29763,2022,4702,Chris Silva,NA,PF,25,3,NBA,TOT,10,91,0.533,4,1,0.533,0.4,0,0.067,0,0.533,0.75,0.333,NA,0,NA,0.75,NA,0.133,2,NA,NA,0,0
29764,2022,4702,Chris Silva,NA,PF,25,3,NBA,MIN,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
29765,2022,4702,Chris Silva,NA,PF,25,3,NBA,MIA,9,88,0.533,4,1,0.533,0.4,0,0.067,0,0.533,0.75,0.333,NA,0,NA,0.75,NA,0.133,2,NA,NA,0,0
29766,2022,4313,Christian Wood,NA,C,26,6,NBA,HOU,68,2094,0.501,13,0.617,0.312,0.211,0.054,0.041,0.383,0.57,0.737,0.454,0.34,0.194,0.39,0.605,0.847,0.147,120,0.116,0.462,1,0
29767,2022,4817,Chuma Okeke,NA,PF,23,2,NBA,ORL,70,1749,0.376,18.6,0.355,0.137,0.139,0.045,0.033,0.645,0.48,0.658,0.413,0.346,0.211,0.318,0.531,0.966,0.054,29,0.24,0.382,0,0
29768,2022,4818,CJ Elleby,NA,SF,21,2,NBA,POR,58,1174,0.393,13.4,0.591,0.312,0.169,0.075,0.036,0.409,0.462,0.615,0.231,0.478,0.182,0.294,0.631,0.973,0.036,10,0.317,0.225,1,0
29769,2022,4154,CJ McCollum,NA,SG,30,9,NBA,TOT,62,2145,0.46,16.2,0.597,0.127,0.183,0.162,0.125,0.403,0.509,0.642,0.441,0.497,0.49,0.388,0.254,0.659,0.003,4,0.13,0.377,0,0
29770,2022,4154,CJ McCollum,NA,SG,30,9,NBA,POR,36,1267,0.436,16.7,0.565,0.126,0.165,0.155,0.119,0.435,0.476,0.607,0.409,0.476,0.43,0.384,0.223,0.658,0.003,2,0.166,0.313,0,0
29771,2022,4154,CJ McCollum,NA,SG,30,9,NBA,NOP,26,878,0.493,15.6,0.639,0.128,0.206,0.172,0.132,0.361,0.549,0.688,0.476,0.523,0.561,0.394,0.286,0.662,0.004,2,0.072,0.615,0,0
29772,2022,4230,Clint Capela,NA,C,27,8,NBA,ATL,74,2042,0.613,2.5,0.998,0.762,0.225,0.007,0.005,0.002,0.614,0.685,0.382,0.5,0.333,0,0.765,NA,0.295,164,0,NA,1,0
29773,2022,4703,Coby White,NA,PG,21,3,NBA,CHI,61,1675,0.433,17.4,0.452,0.183,0.13,0.065,0.073,0.548,0.491,0.661,0.357,0.381,0.404,0.385,0.42,0.897,0.008,5,0.198,0.471,2,0
29774,2022,4704,Cody Martin,NA,SF,26,3,NBA,CHO,71,1866,0.482,12.1,0.624,0.39,0.137,0.045,0.052,0.376,0.542,0.679,0.345,0.316,0.227,0.384,0.636,0.885,0.092,34,0.597,0.379,1,0
29775,2022,4155,Cody Zeller,NA,C,29,9,NBA,POR,27,355,0.567,3.7,0.956,0.644,0.267,0.033,0.011,0.044,0.593,0.621,0.542,0.333,1,0,0.725,NA,0.211,16,0.25,0,0,0
29776,2022,4819,Cole Anthony,NA,PG,21,2,NBA,ORL,65,2059,0.391,16.2,0.571,0.147,0.214,0.095,0.115,0.429,0.432,0.59,0.385,0.448,0.305,0.338,0.24,0.667,0.025,14,0.087,0.324,2,0
29777,2022,4599,Collin Sexton,NA,SG,23,4,NBA,CLE,11,316,0.45,11.8,0.702,0.305,0.258,0.066,0.073,0.298,0.538,0.739,0.385,0.4,0.364,0.244,0.421,0.818,0.026,4,0.156,0.286,0,0
29778,2022,4920,Corey Kispert,NA,SF,22,1,NBA,WAS,77,1801,0.455,18.1,0.377,0.167,0.132,0.045,0.033,0.623,0.629,0.791,0.515,0.565,0.353,0.35,0.803,0.982,0.025,12,0.325,0.423,0,0
29779,2022,3992,Cory Joseph,NA,PG,30,11,NBA,DET,65,1600,0.445,14.7,0.608,0.22,0.21,0.065,0.113,0.393,0.465,0.614,0.429,0.346,0.311,0.414,0.416,0.862,0.003,0,0.248,0.487,2,0
29780,2022,4921,Craig Sword,NA,SG,28,1,NBA,WAS,3,19,0.75,7,0.75,0.75,0,0,0,0.25,1,1,NA,NA,NA,0,1,NA,0,0,1,0,0,0
29781,2022,3805,D.J. Augustin,NA,PG,34,14,NBA,TOT,55,883,0.423,20.3,0.261,0.131,0.086,0.018,0.027,0.739,0.448,0.586,0.368,0.25,0.167,0.415,0.308,0.824,0,0,0.238,0.462,0,0
29782,2022,3805,D.J. Augustin,NA,PG,34,14,NBA,HOU,34,510,0.404,19.8,0.294,0.162,0.074,0.022,0.037,0.706,0.4,0.545,0.3,0,0.2,0.406,0.375,0.769,0,0,0.156,0.533,0,0
29783,2022,3805,D.J. Augustin,NA,PG,34,14,NBA,LAL,21,373,0.453,21.1,0.209,0.081,0.105,0.012,0.012,0.791,0.556,0.714,0.444,1,0,0.426,0.2,0.897,0,0,0.353,0.417,0,0
29784,2022,4482,D.J. Wilson,NA,PF,25,5,NBA,TOR,4,54,0.733,9.6,0.867,0.4,0.133,0.2,0.133,0.133,0.846,1,0.5,0.667,1,0,0.727,NA,0.267,4,0.5,0,0,0
29785,2022,4317,D'Angelo Russell,NA,PG,25,7,NBA,MIN,65,2077,0.411,18.2,0.469,0.128,0.128,0.104,0.109,0.531,0.492,0.696,0.392,0.465,0.396,0.34,0.28,0.631,0.008,5,0.083,0.395,3,0
29786,2022,4922,Daishen Nix,NA,SG,19,1,NBA,HOU,24,261,0.403,12.7,0.612,0.358,0.239,0,0.015,0.388,0.488,0.667,0.25,NA,0,0.269,0.4,0.714,0.045,3,0.154,0.25,1,0
29787,2022,4820,Dakota Mathias,NA,SG,26,2,NBA,MEM,6,16,0.333,25.1,0,0,0,0,0,1,NA,NA,NA,NA,NA,0.333,NA,1,0,0,0.167,1,0,0
29788,2022,4923,Dalano Banton,NA,SF,22,1,NBA,TOR,64,696,0.411,11,0.748,0.332,0.233,0.119,0.064,0.252,0.464,0.612,0.362,0.292,0.385,0.255,0.329,0.769,0.03,6,0.235,0.25,1,1
29789,2022,4387,Damian Jones,NA,C,26,6,NBA,SAC,56,1017,0.658,7.4,0.891,0.489,0.241,0.06,0.102,0.109,0.696,0.877,0.469,0.438,0.519,0.345,0.794,0.9,0.252,57,0.241,0.286,1,0
29790,2022,4077,Damian Lillard,NA,PG,31,10,NBA,POR,29,1056,0.402,17.9,0.486,0.239,0.071,0.074,0.101,0.514,0.485,0.561,0.308,0.439,0.464,0.324,0.192,0.446,0.005,2,0.056,0.375,0,0
29791,2022,4484,Damion Lee,NA,SG,29,5,NBA,GSW,63,1256,0.441,16.4,0.512,0.188,0.146,0.091,0.086,0.488,0.541,0.833,0.429,0.343,0.303,0.337,0.736,0.984,0.005,2,0.396,0.324,2,0
29792,2022,4485,Damyean Dotson,NA,SG,27,5,NBA,NYK,2,21,0.5,11.3,0.75,0.25,0.25,0.25,0,0.25,0.667,1,0,1,NA,0,0.5,NA,0,0,1,0,0,0
29793,2022,4705,Daniel Gafford,NA,C,23,3,NBA,WAS,72,1444,0.693,2.9,0.998,0.657,0.304,0.022,0.012,0.002,0.695,0.837,0.448,0.333,0,0,0.737,NA,0.438,158,0,NA,0,0
29794,2022,4821,Daniel Oturu,NA,C,22,2,NBA,TOR,3,27,0.5,6.8,0.833,0.5,0.333,0,0,0.167,0.6,0.667,0.5,NA,NA,0,0.333,NA,0,0,0,NA,0,0
29795,2022,4487,Daniel Theis,NA,C,29,5,NBA,TOT,47,977,0.519,12.4,0.632,0.378,0.134,0.076,0.045,0.368,0.641,0.745,0.59,0.364,0.385,0.308,0.797,0.97,0.189,48,0.252,0.37,1,0
29796,2022,4487,Daniel Theis,NA,C,29,5,NBA,HOU,26,584,0.469,14.2,0.559,0.346,0.089,0.078,0.045,0.441,0.61,0.71,0.625,0.357,0.25,0.291,0.77,1,0.162,24,0.203,0.375,1,0
29797,2022,4487,Daniel Theis,NA,C,29,5,NBA,BOS,21,393,0.598,9.7,0.75,0.429,0.205,0.071,0.045,0.25,0.679,0.792,0.565,0.375,0.6,0.357,0.825,0.9,0.232,24,0.393,0.364,0,0
29798,2022,3807,Danilo Gallinari,NA,PF,33,13,NBA,ATL,66,1672,0.434,18.6,0.508,0.117,0.089,0.151,0.151,0.492,0.485,0.714,0.377,0.467,0.389,0.381,0.469,0.92,0.032,19,0.116,0.471,2,1
29799,2022,3867,Danny Green,NA,SF,34,13,NBA,PHI,62,1353,0.394,21.8,0.153,0.069,0.047,0.019,0.019,0.847,0.469,0.682,0.2,0.5,0.333,0.38,0.87,0.922,0.003,1,0.487,0.402,1,0
29800,2022,4389,Danuel House,NA,SF,28,6,NBA,TOT,42,727,0.404,16.9,0.409,0.207,0.116,0.045,0.04,0.591,0.444,0.634,0.174,0.333,0.375,0.376,0.75,0.932,0.061,7,0.521,0.377,1,0
29801,2022,4389,Danuel House,NA,SF,28,6,NBA,HOU,16,233,0.338,15.2,0.541,0.311,0.081,0.068,0.081,0.459,0.375,0.391,0.167,0.4,0.5,0.294,0.8,0.8,0.095,2,0.353,0.25,1,0
29802,2022,4389,Danuel House,NA,SF,28,6,NBA,NYK,1,3,0,27,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0
29803,2022,4389,Danuel House,NA,SF,28,6,NBA,UTA,25,491,0.447,17.8,0.333,0.146,0.138,0.033,0.016,0.667,0.512,0.944,0.176,0.25,0,0.415,0.714,0.971,0.041,5,0.598,0.408,0,0
29804,2022,4706,DaQuan Jeffries,NA,SG,24,3,NBA,MEM,3,9,0.5,12.1,0.5,0.5,0,0,0,0.5,1,1,NA,NA,NA,0,1,NA,0.5,1,1,0,0,0
29805,2022,4707,Darius Bazley,NA,PF,21,3,NBA,OKC,69,1924,0.422,12.7,0.586,0.307,0.251,0.011,0.017,0.414,0.511,0.613,0.405,0.571,0.182,0.297,0.639,0.95,0.143,77,0.245,0.333,1,0
29806,2022,4708,Darius Garland,NA,PG,22,3,NBA,CLE,68,2430,0.462,15.5,0.613,0.195,0.183,0.137,0.097,0.387,0.512,0.607,0.451,0.497,0.456,0.383,0.261,0.489,0.001,0,0.126,0.368,2,1
29807,2022,3869,Darren Collison,NA,PG,34,11,NBA,LAL,3,37,0.286,16.1,0.571,0.286,0,0,0.286,0.429,0.5,1,NA,NA,0,0,1,NA,0,0,1,0,0,0
29808,2022,4924,David Duke Jr.,NA,PG,22,1,NBA,BRK,22,341,0.361,10.6,0.657,0.463,0.13,0.028,0.037,0.343,0.423,0.5,0.214,0,0.5,0.243,0.567,1,0.093,10,0.541,0.3,0,0
29809,2022,4925,David Johnson,NA,SG,20,1,NBA,TOR,2,2,0,26.1,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0,NA,0,0
29810,2022,4391,David Nwaba,NA,SF,29,6,NBA,HOU,46,609,0.483,9,0.722,0.511,0.193,0.017,0,0.278,0.551,0.656,0.294,0.333,NA,0.306,0.543,1,0.125,22,0.408,0.3,0,0
29811,2022,4926,Davion Mitchell,NA,PG,23,1,NBA,SAC,75,2076,0.418,15.6,0.62,0.189,0.154,0.108,0.17,0.38,0.48,0.642,0.438,0.352,0.42,0.316,0.231,0.663,0.004,3,0.119,0.342,4,0
29812,2022,4392,Dāvis Bertāns,NA,PF,29,6,NBA,TOT,56,807,0.36,23,0.164,0.065,0.069,0.015,0.015,0.836,0.489,0.611,0.421,0,0.75,0.335,0.864,0.987,0.036,9,0.222,0.471,1,0
29813,2022,4392,Dāvis Bertāns,NA,PF,29,6,NBA,WAS,34,501,0.351,23.6,0.158,0.053,0.064,0.023,0.018,0.842,0.519,0.667,0.545,0,0.667,0.319,0.786,1,0.029,5,0.194,0.571,1,0
29814,2022,4392,Dāvis Bertāns,NA,PF,29,6,NBA,DAL,22,306,0.375,22.1,0.173,0.087,0.077,0,0.01,0.827,0.444,0.556,0.25,NA,1,0.36,1,0.968,0.048,4,0.267,0.348,0,0
29815,2022,4488,Davon Reed,NA,SG,26,3,NBA,DEN,48,668,0.503,18,0.466,0.099,0.161,0.075,0.13,0.534,0.587,0.688,0.5,0.583,0.619,0.43,0.591,0.919,0.025,2,0.302,0.385,0,0
29816,2022,4927,Day'Ron Sharpe,NA,PF,20,1,NBA,BRK,32,391,0.577,3.2,0.953,0.772,0.161,0.02,0,0.047,0.592,0.652,0.333,0.333,NA,0.286,0.595,1,0.195,22,0.143,1,0,0
29817,2022,4489,De'Aaron Fox,NA,PG,24,5,NBA,SAC,59,2083,0.473,12.4,0.772,0.199,0.267,0.189,0.117,0.228,0.524,0.714,0.466,0.451,0.453,0.297,0.215,0.554,0.013,14,0.137,0.235,0,0
29818,2022,4709,De'Andre Hunter,NA,SF,24,3,NBA,ATL,53,1577,0.442,14.3,0.661,0.217,0.179,0.15,0.115,0.339,0.474,0.656,0.398,0.419,0.318,0.379,0.661,0.932,0.043,22,0.405,0.405,0,0
29819,2022,4602,De'Anthony Melton,NA,SG,23,4,NBA,MEM,73,1657,0.404,17.2,0.465,0.167,0.164,0.068,0.066,0.535,0.44,0.595,0.368,0.383,0.283,0.374,0.472,0.856,0.037,21,0.156,0.5,3,0
29820,2022,4710,Dean Wade,NA,PF,25,3,NBA,CLE,51,980,0.456,18.3,0.346,0.198,0.055,0.069,0.023,0.654,0.64,0.767,0.5,0.267,1,0.359,0.563,0.98,0.065,14,0.268,0.211,0,0
29821,2022,4603,Deandre Ayton,NA,C,23,4,NBA,PHO,58,1713,0.634,7,0.973,0.333,0.397,0.184,0.059,0.027,0.642,0.793,0.588,0.555,0.415,0.368,0.809,1,0.145,95,0,NA,0,0
29822,2022,3810,DeAndre Jordan,NA,C,33,14,NBA,TOT,48,622,0.643,1.7,1,0.818,0.168,0.007,0.007,0,0.643,0.701,0.417,0,0,NA,0.793,NA,0.538,69,NA,NA,0,0
29823,2022,3810,DeAndre Jordan,NA,C,33,14,NBA,LAL,32,408,0.674,1.8,1,0.798,0.191,0,0.011,0,0.674,0.746,0.412,NA,0,NA,0.783,NA,0.562,45,NA,NA,0,0
29824,2022,3810,DeAndre Jordan,NA,C,33,14,NBA,PHI,16,214,0.593,1.6,1,0.852,0.13,0.019,0,0,0.593,0.63,0.429,0,NA,NA,0.813,NA,0.5,24,NA,NA,0,0
29825,2022,4393,DeAndre' Bembry,NA,SF,27,6,NBA,TOT,56,1026,0.561,6.2,0.837,0.584,0.249,0,0.005,0.163,0.589,0.667,0.418,NA,0,0.417,0.725,1,0.104,20,0.611,0.545,0,0
29826,2022,4393,DeAndre' Bembry,NA,SF,27,6,NBA,BRK,48,949,0.568,6.2,0.831,0.573,0.258,0,0,0.169,0.599,0.68,0.418,NA,NA,0.417,0.726,1,0.103,20,0.611,0.545,0,0
29827,2022,4393,DeAndre' Bembry,NA,SF,27,6,NBA,MIL,8,77,0.375,4.4,1,0.875,0,0,0.125,0,0.375,0.429,NA,NA,0,NA,0.667,NA,0.125,0,NA,NA,0,0
29828,2022,4822,Deividas Sirvydis,NA,SG,21,2,NBA,DET,3,27,0.1,19.4,0.3,0.2,0.1,0,0,0.7,0,0,0,NA,NA,0.143,NA,1,0,0,0,NA,0,0
29829,2022,4928,DeJon Jarreau,NA,SG,24,1,NBA,IND,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,0
29830,2022,4394,Dejounte Murray,NA,PG,25,5,NBA,SAS,68,2366,0.462,12.7,0.763,0.214,0.206,0.226,0.116,0.237,0.504,0.665,0.418,0.456,0.451,0.327,0.189,0.698,0.019,23,0.17,0.28,0,0
29831,2022,4320,Delon Wright,NA,SG,29,7,NBA,ATL,77,1452,0.454,14.3,0.569,0.294,0.186,0.045,0.045,0.431,0.51,0.62,0.42,0.25,0.417,0.379,0.449,0.818,0.026,7,0.25,0.276,3,0
29832,2022,3872,DeMar DeRozan,NA,PF,32,13,NBA,CHI,76,2743,0.504,13,0.907,0.164,0.158,0.297,0.288,0.093,0.52,0.671,0.494,0.511,0.457,0.352,0.217,0.9,0.026,33,0.387,0.327,4,0
29833,2022,3926,DeMarcus Cousins,NA,C,31,11,NBA,TOT,48,718,0.46,12.1,0.623,0.361,0.225,0.015,0.022,0.377,0.554,0.65,0.452,0.2,0.286,0.303,0.598,1,0.068,20,0.049,0.333,0,0
29834,2022,3926,DeMarcus Cousins,NA,C,31,11,NBA,MIL,17,287,0.466,12.2,0.593,0.39,0.186,0.008,0.008,0.407,0.6,0.674,0.5,0,0,0.271,0.738,1,0.068,8,0.125,0.333,0,0
29835,2022,3926,DeMarcus Cousins,NA,C,31,11,NBA,DEN,31,431,0.456,12,0.641,0.345,0.248,0.019,0.029,0.359,0.53,0.634,0.431,0.25,0.333,0.324,0.514,1,0.068,12,0,NA,0,0
29836,2022,4823,Deni Avdija,NA,SF,21,2,NBA,WAS,82,1984,0.432,14.4,0.553,0.221,0.261,0.04,0.031,0.447,0.525,0.633,0.464,0.435,0.389,0.317,0.589,0.939,0.022,7,0.247,0.266,1,0
29837,2022,4157,Dennis Schröder,NA,SG-PG,28,9,NBA,TOT,64,1837,0.431,14.9,0.655,0.169,0.227,0.126,0.134,0.345,0.477,0.639,0.445,0.374,0.423,0.344,0.265,0.721,0,0,0.112,0.357,1,0
29838,2022,4157,Dennis Schröder,NA,SG,28,9,NBA,BOS,49,1433,0.44,14.7,0.671,0.163,0.238,0.132,0.139,0.329,0.485,0.653,0.475,0.403,0.383,0.349,0.289,0.731,0,0,0.125,0.375,1,0
29839,2022,4157,Dennis Schröder,NA,PG,28,9,NBA,HOU,15,404,0.393,15.6,0.586,0.193,0.179,0.1,0.114,0.414,0.439,0.593,0.28,0.214,0.625,0.328,0.139,0.684,0,0,0.069,0.25,0,0
29840,2022,4490,Dennis Smith Jr.,NA,PG,24,5,NBA,POR,37,638,0.418,9,0.857,0.354,0.307,0.09,0.106,0.143,0.451,0.522,0.431,0.235,0.45,0.222,0.329,0.5,0.026,3,0.222,0.333,0,0
29841,2022,4396,Denzel Valentine,NA,SG,28,5,NBA,TOT,24,222,0.379,20.6,0.288,0.061,0.091,0.106,0.03,0.712,0.316,0.75,0.333,0.143,0,0.404,0.333,0.895,0.015,1,0.426,0.45,0,0
29842,2022,4396,Denzel Valentine,NA,SG,28,5,NBA,CLE,22,204,0.371,20.6,0.29,0.065,0.081,0.113,0.032,0.71,0.278,0.75,0.2,0.143,0,0.409,0.4,0.889,0.016,1,0.432,0.474,0,0
29843,2022,4396,Denzel Valentine,NA,SG,28,5,NBA,UTA,2,18,0.5,21.6,0.25,0,0.25,0,0,0.75,1,NA,1,NA,NA,0.333,0,1,0,0,0.333,0,0,0
29844,2022,3928,Derrick Favors,NA,C,30,12,NBA,OKC,39,653,0.516,9.7,0.912,0.341,0.165,0.231,0.176,0.088,0.554,0.694,0.433,0.548,0.406,0.125,0.837,1,0.077,12,0.875,0.071,0,0
29845,2022,4397,Derrick Jones Jr.,NA,PF,24,6,NBA,CHI,51,899,0.538,8.9,0.687,0.549,0.128,0.005,0.005,0.313,0.634,0.701,0.32,1,1,0.328,0.706,1,0.205,39,0.672,0.39,0,0
29846,2022,3812,Derrick Rose,NA,PG,33,13,NBA,NYK,26,636,0.445,13.4,0.664,0.245,0.23,0.088,0.102,0.336,0.467,0.582,0.508,0.292,0.25,0.402,0.259,0.757,0,0,0.185,0.353,1,0
29847,2022,4491,Derrick Walton,NA,PG,26,3,NBA,DET,3,108,0.231,18.1,0.5,0.077,0.192,0.038,0.192,0.5,0.231,0.5,0.2,0,0.2,0.231,0,1,0,0,0,NA,0,0
29848,2022,4492,Derrick White,NA,SG,27,5,NBA,TOT,75,2199,0.421,15.4,0.539,0.159,0.231,0.12,0.029,0.461,0.515,0.614,0.503,0.479,0.217,0.312,0.401,0.835,0.009,7,0.195,0.306,1,0
29849,2022,4492,Derrick White,NA,SG,27,5,NBA,SAS,49,1486,0.426,15.2,0.547,0.168,0.228,0.126,0.025,0.453,0.519,0.594,0.515,0.472,0.286,0.314,0.358,0.815,0.009,5,0.182,0.234,0,0
29850,2022,4492,Derrick White,NA,SG,27,5,NBA,BOS,26,713,0.409,16,0.517,0.135,0.239,0.104,0.039,0.483,0.504,0.677,0.473,0.5,0.111,0.306,0.517,0.882,0.009,2,0.225,0.44,1,0
29851,2022,4824,Desmond Bane,NA,SF,23,2,NBA,MEM,76,2266,0.461,16.8,0.525,0.153,0.156,0.116,0.099,0.475,0.484,0.669,0.384,0.438,0.413,0.436,0.596,0.833,0.005,6,0.184,0.385,1,0
29852,2022,4321,Devin Booker,NA,SG,25,7,NBA,PHO,68,2345,0.466,16.1,0.664,0.11,0.158,0.224,0.171,0.336,0.508,0.694,0.476,0.469,0.469,0.383,0.399,0.634,0.016,21,0.123,0.356,2,0
29853,2022,4825,Devin Cannady,NA,PG,25,2,NBA,ORL,5,145,0.341,22.5,0.159,0.045,0.045,0.045,0.023,0.841,0,0,0,0,0,0.405,NA,1,0,0,0.297,0.636,0,0
29854,2022,4826,Devin Vassell,NA,SF,21,2,NBA,SAS,71,1937,0.427,17.3,0.503,0.131,0.126,0.151,0.096,0.497,0.492,0.67,0.448,0.417,0.425,0.361,0.672,0.971,0.043,28,0.326,0.347,1,0
29855,2022,4827,Devon Dotson,NA,PG,22,2,NBA,CHI,11,85,0.478,12.2,0.609,0.478,0,0.13,0,0.391,0.643,0.818,NA,0,NA,0.222,0.556,1,0,0,0.333,0,0,0
29856,2022,4712,Devontae Cacok,NA,PF,25,3,NBA,SAS,15,121,0.677,4.6,1,0.387,0.484,0.129,0,0,0.677,0.833,0.533,0.75,NA,NA,0.667,NA,0.097,3,NA,NA,0,0
29857,2022,4607,Devonte' Graham,NA,PG,26,4,NBA,NOP,76,2162,0.363,21.2,0.309,0.082,0.07,0.055,0.102,0.691,0.413,0.627,0.298,0.4,0.325,0.341,0.308,0.755,0.001,1,0.13,0.342,4,1
29858,2022,4158,Dewayne Dedmon,NA,C,32,9,NBA,MIA,67,1065,0.566,8.2,0.838,0.441,0.286,0.069,0.041,0.162,0.597,0.695,0.53,0.45,0.25,0.404,0.71,0.947,0.121,30,0.106,0.4,1,0
29859,2022,4828,Didi Louzada,NA,SG-SF,22,2,NBA,TOT,9,129,0.364,20,0.303,0.061,0.121,0.061,0.061,0.697,0.3,0.5,0,0,1,0.391,0.333,1,0,0,0.174,0.5,0,0
29860,2022,4828,Didi Louzada,NA,SF,22,2,NBA,NOP,2,7,0,25.1,0,0,0,0,0,1,NA,NA,NA,NA,NA,0,NA,NA,0,0,0.333,0,0,0
29861,2022,4828,Didi Louzada,NA,SG,22,2,NBA,POR,7,122,0.4,19.4,0.333,0.067,0.133,0.067,0.067,0.667,0.3,0.5,0,0,1,0.45,0.333,1,0,0,0.15,0.667,0,0
29862,2022,4494,Dillon Brooks,NA,SF,26,5,NBA,MEM,32,885,0.432,13.3,0.717,0.196,0.249,0.186,0.086,0.283,0.48,0.68,0.389,0.398,0.467,0.309,0.47,0.826,0.029,12,0.161,0.375,3,0
29863,2022,4400,Domantas Sabonis,NA,C-PF,25,6,NBA,TOT,62,2136,0.573,7.6,0.838,0.485,0.265,0.047,0.041,0.162,0.623,0.739,0.517,0.389,0.219,0.312,0.616,0.974,0.085,59,0.136,0.235,0,0
29864,2022,4400,Domantas Sabonis,NA,C,25,6,NBA,IND,47,1632,0.58,7.9,0.811,0.511,0.226,0.042,0.032,0.189,0.639,0.75,0.504,0.292,0.278,0.324,0.622,1,0.088,45,0.148,0.25,0,0
29865,2022,4400,Domantas Sabonis,NA,PF,25,6,NBA,SAC,15,504,0.554,6.8,0.916,0.411,0.376,0.059,0.069,0.084,0.584,0.699,0.539,0.583,0.143,0.235,0.602,0.75,0.079,14,0.059,0,0,0
29866,2022,4495,Donovan Mitchell,NA,SG,25,5,NBA,UTA,67,2266,0.448,16.7,0.525,0.14,0.236,0.077,0.072,0.475,0.533,0.708,0.465,0.519,0.434,0.355,0.177,0.483,0.018,21,0.09,0.356,2,0
29867,2022,4608,Donte DiVincenzo,NA,SG,25,4,NBA,TOT,42,1006,0.351,18.6,0.351,0.155,0.137,0.027,0.033,0.649,0.373,0.538,0.239,0.444,0.091,0.339,0.477,0.824,0.009,2,0.216,0.426,1,0
29868,2022,4608,Donte DiVincenzo,NA,SG,25,4,NBA,MIL,17,341,0.331,17.9,0.373,0.212,0.11,0.017,0.034,0.627,0.409,0.52,0.308,0.5,0,0.284,0.556,0.714,0.025,2,0.284,0.238,1,0
29869,2022,4608,Donte DiVincenzo,NA,SG,25,4,NBA,SAC,25,665,0.362,19,0.339,0.124,0.151,0.032,0.032,0.661,0.351,0.556,0.212,0.429,0.143,0.368,0.423,0.868,0,0,0.181,0.577,0,0
29870,2022,4401,Dorian Finney-Smith,NA,PF,28,6,NBA,DAL,80,2644,0.471,17,0.371,0.233,0.098,0.025,0.016,0.629,0.599,0.752,0.324,0.471,0.273,0.395,0.766,0.983,0.082,49,0.414,0.461,2,0
29871,2022,4237,Doug McDermott,NA,PF,30,8,NBA,SAS,51,1223,0.462,16.6,0.449,0.176,0.185,0.06,0.028,0.551,0.512,0.646,0.395,0.464,0.538,0.422,0.85,0.991,0.011,5,0.188,0.542,0,0
29872,2022,4085,Draymond Green,NA,PF,31,10,NBA,GSW,46,1329,0.525,9.8,0.79,0.315,0.377,0.058,0.039,0.21,0.586,0.716,0.557,0.267,0.3,0.296,0.714,1,0.093,21,0.222,0.167,4,0
29873,2022,4610,Drew Eubanks,NA,C,24,4,NBA,TOT,71,1245,0.596,6.2,0.938,0.442,0.364,0.094,0.038,0.062,0.621,0.683,0.563,0.657,0.357,0.217,0.759,1,0.237,77,0.174,0.25,0,0
29874,2022,4610,Drew Eubanks,NA,C,24,4,NBA,SAS,49,595,0.528,5.7,0.95,0.453,0.384,0.069,0.044,0.05,0.55,0.597,0.541,0.455,0.286,0.125,0.759,1,0.226,31,0.25,0.5,0,0
29875,2022,4610,Drew Eubanks,NA,C,24,4,NBA,POR,22,650,0.646,6.6,0.929,0.434,0.349,0.113,0.033,0.071,0.675,0.75,0.581,0.75,0.429,0.267,0.759,1,0.245,46,0.133,0,0,0
29876,2022,4929,Duane Washington Jr.,NA,PG,21,1,NBA,IND,48,968,0.405,16.3,0.496,0.201,0.155,0.08,0.061,0.504,0.434,0.535,0.379,0.353,0.346,0.377,0.522,0.926,0.016,6,0.34,0.479,2,0
