seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,gs,mp,fg_per_100_poss,fga_per_100_poss,fg_percent,x3p_per_100_poss,x3pa_per_100_poss,x3p_percent,x2p_per_100_poss,x2pa_per_100_poss,x2p_percent,ft_per_100_poss,fta_per_100_poss,ft_percent,orb_per_100_poss,drb_per_100_poss,trb_per_100_poss,ast_per_100_poss,stl_per_100_poss,blk_per_100_poss,tov_per_100_poss,pf_per_100_poss,pts_per_100_poss,o_rtg,d_rtg
30106,2022,4178,Kentavious Caldwell-Pope,NA,SG,28,9,NBA,WAS,77,77,2329,7.7,17.6,0.435,3.4,8.7,0.39,4.3,8.9,0.48,2.9,3.3,0.89,0.9,4.7,5.5,3.1,1.8,0.6,2.1,3,21.6,109,116
30107,2022,4854,Kenyon Martin Jr.,NA,SF,21,2,NBA,HOU,79,2,1656,8,15,0.533,1.7,4.8,0.357,6.3,10.2,0.617,2.2,3.5,0.634,2.3,6.2,8.5,2.9,1,1.1,1.7,3.2,20,118,118
30108,2022,4976,Keon Johnson,NA,SG,19,1,NBA,TOT,37,12,697,6.7,19.1,0.353,2.4,7,0.34,4.3,12.1,0.36,2.9,3.6,0.804,1.7,4,5.7,5.3,2,0.8,3.2,4.8,18.7,94,116
30109,2022,4976,Keon Johnson,NA,SG,19,1,NBA,LAC,15,0,135,6.2,18.5,0.333,1.1,4,0.273,5.1,14.5,0.35,5.8,7.6,0.762,2.2,5.4,7.6,4.7,2.5,0.7,2.5,7.6,19.2,95,109
30110,2022,4976,Keon Johnson,NA,SG,19,1,NBA,POR,22,12,562,6.9,19.2,0.357,2.7,7.7,0.348,4.2,11.5,0.364,2.2,2.6,0.833,1.6,3.7,5.2,5.5,1.8,0.9,3.4,4.2,18.6,93,118
30111,2022,4977,Kessler Edwards,NA,SF,21,1,NBA,BRK,48,23,987,5.4,13.1,0.412,2.4,6.7,0.353,3,6.4,0.473,0.8,0.9,0.842,2.2,6.3,8.4,1.5,1.4,1.2,2.1,4.2,13.9,100,113
30112,2022,3770,Kevin Durant,NA,PF,33,14,NBA,BRK,55,55,2047,13.7,26.4,0.518,2.7,7.1,0.383,11,19.3,0.568,8.8,9.7,0.91,0.7,9,9.6,8.3,1.1,1.2,4.5,2.7,38.9,121,112
30113,2022,4648,Kevin Huerter,NA,SG,23,4,NBA,ATL,74,60,2188,7.7,17.1,0.454,3.6,9.2,0.389,4.2,7.8,0.53,0.9,1.2,0.808,0.7,5,5.7,4.6,1.2,0.6,2,4.2,20,112,117
30114,2022,4649,Kevin Knox,NA,SF,22,4,NBA,TOT,30,0,222,6.9,19,0.365,3.4,12.1,0.278,3.6,6.9,0.516,3.6,4.9,0.727,3.1,6.7,9.8,2.2,0.9,0.4,1.6,4.2,20.8,106,115
30115,2022,4649,Kevin Knox,NA,SF,22,4,NBA,NYK,13,0,111,6.8,18,0.375,4.5,12.6,0.357,2.3,5.4,0.417,3.2,4.5,0.7,3.6,6.3,9.9,1.4,0.9,0.5,2.3,2.3,21.2,107,113
30116,2022,4649,Kevin Knox,NA,SF,22,4,NBA,ATL,17,0,111,7.1,19.9,0.356,2.2,11.5,0.192,4.9,8.4,0.579,4,5.3,0.75,2.7,7.1,9.7,3.1,0.9,0.4,0.9,6.2,20.4,104,117
30117,2022,3830,Kevin Love,NA,PF,33,14,NBA,CLE,74,4,1665,9.8,22.8,0.43,5.6,14.3,0.392,4.2,8.5,0.493,5,5.9,0.838,2.6,13.5,16.1,4.8,0.8,0.5,2.9,3,30.2,117,108
30118,2022,4978,Kevin Pangos,NA,PG,29,1,NBA,CLE,24,3,166,4.5,13.8,0.326,1.8,7.8,0.231,2.7,6,0.45,0.9,1.2,0.75,0.6,2.7,3.3,9,0.9,0,2.1,3.3,11.7,99,115
30119,2022,4748,Kevin Porter Jr.,NA,PG,21,3,NBA,HOU,61,61,1907,8.4,20.2,0.415,3.9,10.3,0.375,4.5,9.9,0.456,3.1,4.8,0.642,1.1,5.6,6.7,9.4,1.7,0.5,4.8,3.9,23.7,103,117
30120,2022,4342,Kevon Looney,NA,C,25,7,NBA,GSW,82,80,1732,5.9,10.2,0.571,0,0,0,5.9,10.2,0.573,2.1,3.5,0.6,5.9,10.9,16.8,4.6,1.4,1.5,1.9,6.1,13.8,128,105
30121,2022,4531,Khem Birch,NA,C,29,5,NBA,TOR,55,28,991,4.9,10.1,0.485,0,0.7,0,4.9,9.4,0.522,2.7,3.6,0.746,6.2,5.9,12.1,2.8,1.5,1.3,1.5,5.2,12.5,124,111
30122,2022,4107,Khris Middleton,NA,SF,30,10,NBA,MIL,66,66,2141,10.1,22.9,0.443,3.6,9.7,0.373,6.5,13.2,0.494,5.8,6.5,0.89,0.9,7.1,8,8,1.7,0.4,4.3,3.6,29.7,112,112
30123,2022,4855,Killian Hayes,NA,PG,20,2,NBA,DET,66,40,1647,5.2,13.6,0.383,1.3,4.9,0.263,3.9,8.7,0.452,1.7,2.2,0.77,1.1,5.2,6.2,8.2,2.3,1,3.3,5.4,13.4,97,113
30124,2022,4856,Killian Tillie,NA,C,23,2,NBA,MEM,36,3,461,4.5,13.2,0.339,2.8,8.9,0.314,1.7,4.3,0.39,0.5,0.8,0.625,2.2,4,6.2,2.3,2.4,1.6,1.3,6,12.2,101,109
30125,2022,4857,Kira Lewis Jr.,NA,PG,20,2,NBA,NOP,24,0,341,8.5,21.1,0.404,1.9,8.4,0.224,6.7,12.7,0.523,1.4,1.7,0.833,1.3,4.3,5.6,7.1,1.6,0.1,3.8,2.5,20.4,96,116
30126,2022,4036,Klay Thompson,NA,SG,31,9,NBA,GSW,32,32,941,12.7,29.7,0.429,5.9,15.3,0.385,6.8,14.4,0.477,2.4,2.6,0.902,0.8,5.7,6.5,4.6,0.8,0.9,2.2,2.8,33.8,107,110
30127,2022,4421,Kris Dunn,NA,PG,27,6,NBA,POR,15,3,336,6.4,14.8,0.431,0.1,1.6,0.091,6.3,13.2,0.473,2.5,2.6,0.944,1.3,5.8,7.1,11.5,3.3,0.4,4.7,5.5,15.4,100,114
30128,2022,4343,Kristaps Porziņģis,NA,PF,26,6,NBA,TOT,51,51,1481,11.9,25.9,0.459,2.6,8.5,0.31,9.3,17.4,0.532,8.4,9.7,0.867,3.4,10.4,13.9,4,1.3,2.8,2.7,4.6,34.8,116,107
30129,2022,4343,Kristaps Porziņģis,NA,PF,26,6,NBA,DAL,34,34,1002,11.5,25.5,0.451,2.5,8.7,0.283,9,16.8,0.537,7.4,8.5,0.865,3.2,9.9,13.1,3.5,1.3,3,2.7,4.4,32.9,113,106
30130,2022,4343,Kristaps Porziņģis,NA,PF,26,6,NBA,WAS,17,17,479,12.7,26.7,0.475,3,8.2,0.367,9.7,18.6,0.522,10.4,12,0.871,3.9,11.6,15.5,5.2,1.2,2.6,2.9,5.1,38.8,122,110
30131,2022,4271,Kyle Anderson,NA,PF,28,8,NBA,MEM,69,11,1484,6.7,15.1,0.446,1.2,3.5,0.33,5.6,11.6,0.481,2.2,3.4,0.638,2.2,9.6,11.9,5.9,2.5,1.5,2.3,3.5,16.8,110,106
30132,2022,4751,Kyle Guy,NA,SG,24,3,NBA,MIA,19,0,186,7,17.5,0.4,3.8,10.8,0.35,3.2,6.7,0.48,2.2,3.2,0.667,1.1,3.5,4.6,4.6,1.9,0.3,3.5,3.2,19.9,99,111
30133,2022,4534,Kyle Kuzma,NA,PF,26,5,NBA,WAS,66,66,2204,9.5,21,0.452,2.9,8.4,0.341,6.6,12.6,0.526,3.5,4.9,0.712,1.6,11,12.6,5.2,0.9,1.3,3.8,2.9,25.4,103,113
30134,2022,3685,Kyle Lowry,NA,PG,35,16,NBA,MIA,63,63,2133,6.5,14.7,0.44,3.4,9,0.377,3.1,5.7,0.539,3.5,4.1,0.851,0.8,5.8,6.6,11.1,1.6,0.4,3.9,4.2,19.8,118,110
30135,2022,4037,Kyrie Irving,NA,PG,29,11,NBA,BRK,29,29,1091,12.8,27.4,0.469,4.4,10.6,0.418,8.4,16.8,0.501,5.2,5.7,0.915,0.7,4.9,5.6,7.4,1.8,0.8,3.2,3.6,35.4,117,114
30136,2022,4752,KZ Okpala,NA,PF,22,3,NBA,MIA,21,0,244,6.2,14.1,0.435,1.8,5.3,0.346,4.3,8.8,0.488,1.6,2.3,0.727,2.3,6.2,8.4,2.9,0.8,1.4,1,5.1,15.8,113,110
30137,2022,4858,Lamar Stevens,NA,PF,24,2,NBA,CLE,63,13,1015,7.7,15.7,0.489,0.9,3.2,0.277,6.8,12.5,0.543,2.6,3.7,0.707,2.3,5.8,8.1,2.2,1.5,0.9,2,5.2,18.8,107,110
30138,2022,3686,LaMarcus Aldridge,NA,C,36,16,NBA,BRK,47,12,1050,11.6,21.1,0.55,0.6,2.1,0.304,11,19,0.578,4.1,4.7,0.873,3.4,8.5,11.9,1.9,0.6,2.2,2,3.6,28,119,112
30139,2022,4859,LaMelo Ball,NA,PG,20,2,NBA,CHO,75,75,2422,10.7,24.8,0.429,4.4,11.2,0.389,6.3,13.7,0.462,4.2,4.8,0.872,2.1,7.8,9.9,11.3,2.4,0.6,4.9,4.7,29.9,111,112
30140,2022,3954,Lance Stephenson,NA,SG-SF,31,10,NBA,TOT,46,1,814,8.8,19.4,0.455,1.6,5.4,0.3,7.2,14,0.515,3.8,4.8,0.788,0.7,6.9,7.6,9.9,1.4,0.2,4.3,5.8,23.1,107,117
30141,2022,3954,Lance Stephenson,NA,SF,31,10,NBA,ATL,6,0,70,3.5,9.1,0.385,0,2.1,0,3.5,7,0.5,0.7,1.4,0.5,0.7,9.8,10.5,7.7,0,0,2.8,5.6,7.7,92,118
30142,2022,3954,Lance Stephenson,NA,SG,31,10,NBA,IND,40,1,744,9.3,20.4,0.458,1.8,5.7,0.31,7.6,14.7,0.516,4.1,5.1,0.795,0.7,6.6,7.4,10.1,1.6,0.3,4.5,5.8,24.6,108,117
30143,2022,4652,Landry Shamet,NA,SG,24,4,NBA,PHO,69,14,1437,6.4,16.2,0.394,4.1,11.2,0.368,2.3,5.1,0.45,2.3,2.7,0.84,0.5,3.7,4.2,3.6,0.9,0.3,1.4,3.1,19.2,111,112
30144,2022,4272,Langston Galloway,NA,SG,30,8,NBA,TOT,7,0,107,2.7,11.7,0.231,0.9,7.2,0.125,1.8,4.5,0.4,0,0,NA,1.4,6.8,8.1,5.4,0.5,0,2.7,3.2,6.3,70,116
30145,2022,4272,Langston Galloway,NA,SG,30,8,NBA,BRK,4,0,58,4.2,10.9,0.385,1.7,6.7,0.25,2.5,4.2,0.6,0,0,NA,0.8,5.9,6.7,4.2,0,0,4.2,4.2,10,80,118
30146,2022,4272,Langston Galloway,NA,SG,30,8,NBA,MIL,3,0,49,1,12.7,0.077,0,7.8,0,1,4.9,0.2,0,0,NA,2,7.8,9.8,6.9,1,0,1,2,2,56,114
30147,2022,4345,Larry Nance Jr.,NA,PF,29,7,NBA,TOT,46,11,1040,6.1,11.6,0.522,1.1,3.3,0.329,5,8.3,0.599,1.9,2.7,0.702,3.4,8.3,11.7,3.8,2,0.9,1.7,4,15.1,121,114
30148,2022,4345,Larry Nance Jr.,NA,PF,29,7,NBA,POR,37,11,858,5.8,11.3,0.515,1.1,3.5,0.306,4.7,7.7,0.61,1.8,2.8,0.653,3.3,8.6,11.9,4.2,2.2,0.7,1.5,3.8,14.5,122,115
30149,2022,4345,Larry Nance Jr.,NA,PF,29,7,NBA,NOP,9,0,182,7.3,13.3,0.551,1.1,2.2,0.5,6.2,11.1,0.561,2.2,2.2,1,3.8,6.8,10.6,2.2,1.4,1.9,2.7,4.6,17.9,117,112
30150,2022,4535,Lauri Markkanen,NA,PF,24,5,NBA,CLE,61,61,1878,8.3,18.7,0.445,3.6,10.1,0.358,4.7,8.6,0.548,3.7,4.2,0.868,1.6,7.6,9.2,2.2,1.2,0.8,1.4,3.5,23.9,117,110
30151,2022,4979,Leandro Bolmaro,NA,SF,21,1,NBA,MIN,35,2,241,3.4,10.7,0.315,1,3.6,0.278,2.4,7.1,0.333,2.2,2.6,0.846,3.2,5.3,8.5,4.1,1.2,0,2.6,5.1,9.9,96,115
30152,2022,3463,LeBron James,NA,SF,37,19,NBA,LAL,56,56,2084,14.7,28.1,0.524,3.7,10.3,0.359,11,17.8,0.62,5.8,7.7,0.756,1.4,9.1,10.6,8,1.7,1.4,4.5,2.8,39,117,111
30153,2022,4980,Lindell Wigginton,NA,PG,23,1,NBA,MIL,19,0,199,6.3,14.7,0.426,2.2,6.3,0.346,4.1,8.4,0.486,4.6,8.4,0.543,0.7,5.3,6,5.6,1.2,0.2,2.9,4.1,19.3,105,114
30154,2022,4981,Lindy Waters III,NA,SG,24,1,NBA,OKC,25,1,465,7.4,18.3,0.406,5.6,15.3,0.363,1.9,3,0.621,0.4,0.5,0.8,0.6,7,7.6,2.5,2,0.8,1.2,3.2,20.8,110,112
30155,2022,4653,Lonnie Walker,NA,SG,23,4,NBA,SAS,70,6,1612,9.3,22.7,0.407,3.3,10.5,0.314,6,12.2,0.487,3.5,4.4,0.784,0.5,4.9,5.4,4.5,1.3,0.6,2.1,2.9,25.3,103,115
30156,2022,4537,Lonzo Ball,NA,PG,24,5,NBA,CHI,35,35,1212,6.5,15.4,0.423,4.4,10.5,0.423,2.1,5,0.423,0.8,1.1,0.75,1.4,6.2,7.7,7.2,2.6,1.2,3.3,3.4,18.3,110,111
30157,2022,3619,Lou Williams,NA,PG,35,17,NBA,ATL,56,0,799,7.7,19.7,0.391,2.3,6.3,0.363,5.4,13.4,0.404,4.1,4.8,0.859,1,4.4,5.4,6.5,1.7,0.2,2.6,3,21.8,105,117
30158,2022,4753,Louis King,NA,SF,22,3,NBA,SAC,10,0,104,6.9,21.7,0.319,3.7,12.5,0.296,3.2,9.3,0.35,3.2,4.6,0.7,0,5.6,5.6,4.2,0.9,0.5,0,6.5,20.8,100,118
30159,2022,4754,Luguentz Dort,NA,SF,22,3,NBA,OKC,51,51,1665,8.6,21.2,0.404,3.8,11.4,0.332,4.8,9.8,0.487,4.7,5.6,0.843,1.1,5.1,6.2,2.6,1.3,0.5,2.6,4.4,25.7,104,115
30160,2022,4654,Luka Dončić,NA,PG,22,4,NBA,DAL,65,65,2301,14,30.7,0.457,4.4,12.4,0.353,9.6,18.2,0.528,8,10.7,0.744,1.2,11.7,13,12.4,1.6,0.8,6.4,3.2,40.4,110,107
30161,2022,4982,Luka Garza,NA,C,23,1,NBA,DET,32,5,389,8.3,18.4,0.449,2,6.1,0.327,6.3,12.3,0.51,4.8,7.7,0.623,7.3,5.3,12.5,2.5,1.1,0.8,2.3,6.9,23.3,114,116
30162,2022,4538,Luke Kennard,NA,SG,25,5,NBA,LAC,70,13,1919,7.3,16.3,0.449,4.9,10.8,0.449,2.5,5.5,0.449,1.8,2,0.896,0.5,5.4,5.9,3.7,1.1,0.2,1.5,2.6,21.3,119,113
30163,2022,4539,Luke Kornet,NA,C,26,5,NBA,TOT,15,0,103,6.3,13,0.481,0,2.4,0,6.3,10.6,0.591,1.9,2.9,0.667,6.3,7.7,14,4.3,1.9,1.4,0,4.3,14.5,133,106
30164,2022,4539,Luke Kornet,NA,C,26,5,NBA,CLE,2,0,15,3.3,16.6,0.2,0,3.3,0,3.3,13.3,0.25,6.7,10,0.667,6.7,3.3,10,3.3,0,3.3,0,3.3,13.3,96,112
30165,2022,4539,Luke Kornet,NA,C,26,5,NBA,MIL,1,0,3,0,16,0,0,0,NA,0,16,0,0,0,NA,16,0,16,0,0,0,0,16,0,70,120
30166,2022,4539,Luke Kornet,NA,C,26,5,NBA,BOS,12,0,85,7,12.3,0.571,0,2.3,0,7,9.9,0.706,1.2,1.8,0.667,5.8,8.8,14.6,4.7,2.3,1.2,0,4.1,15.2,145,104
30167,2022,4983,M.J. Walker,NA,SG,23,1,NBA,PHO,2,0,8,0,24.1,0,0,12,0,0,12,0,0,0,NA,0,6,6,6,12,0,0,6,0,18,86
30168,2022,4984,Mac McClung,NA,SG-PG,23,1,NBA,TOT,2,0,25,5.8,11.5,0.5,1.9,5.8,0.333,3.8,5.8,0.667,1.9,1.9,1,0,5.8,5.8,1.9,1.9,1.9,5.8,9.6,15.4,81,112
30169,2022,4984,Mac McClung,NA,PG,23,1,NBA,CHI,1,0,3,16.3,16.3,1,0,0,NA,16.3,16.3,1,0,0,NA,0,0,0,0,0,0,16.3,0,32.6,67,122
30170,2022,4984,Mac McClung,NA,SG,23,1,NBA,LAL,1,0,22,4.4,10.9,0.4,2.2,6.5,0.333,2.2,4.4,0.5,2.2,2.2,1,0,6.5,6.5,2.2,2.2,2.2,4.4,10.9,13.1,84,110
30171,2022,4860,Malachi Flynn,NA,PG,23,2,NBA,TOR,44,5,537,6.7,17,0.393,2.8,8.4,0.333,3.9,8.7,0.452,1.4,2.2,0.625,0.9,4.9,5.9,6.5,1.9,0.4,1.2,4.2,17.6,113,112
30172,2022,4424,Malcolm Brogdon,NA,PG,29,6,NBA,IND,36,36,1206,9.9,22.1,0.448,2.4,7.6,0.312,7.5,14.5,0.518,5.8,6.8,0.856,1.3,6.2,7.5,8.6,1.2,0.6,3.1,2.9,27.9,116,118
30173,2022,4985,Malcolm Hill,NA,SF-SG,26,1,NBA,TOT,19,0,212,5.5,12,0.462,3,8.3,0.361,2.5,3.7,0.688,2.5,3.2,0.786,2.5,5.5,8.1,1.8,1.6,0.7,0.7,5.5,16.6,129,115
30174,2022,4985,Malcolm Hill,NA,SG,26,1,NBA,ATL,3,0,46,5.3,8.5,0.625,3.2,5.3,0.6,2.1,3.2,0.667,4.3,4.3,1,2.1,4.3,6.4,1.1,4.3,1.1,0,7.5,18.2,182,110
30175,2022,4985,Malcolm Hill,NA,SF,26,1,NBA,CHI,16,0,166,5.6,12.9,0.432,2.9,9.1,0.323,2.6,3.8,0.692,2.1,2.9,0.7,2.6,5.9,8.5,2.1,0.9,0.6,0.9,5,16.2,120,116
30176,2022,4426,Malik Beasley,NA,SG,25,6,NBA,MIN,79,18,1976,8,20.5,0.391,5.8,15.3,0.377,2.2,5.1,0.432,1.2,1.4,0.817,0.6,4.8,5.5,2.8,1,0.3,1,2.1,22.9,111,116
30177,2022,4861,Malik Fitts,NA,PF,24,2,NBA,TOT,15,0,63,6.3,14.9,0.421,3.9,7.9,0.5,2.4,7.1,0.333,0,0,NA,1.6,11.8,13.4,3.9,0,0,1.6,3.1,16.5,114,111
30178,2022,4861,Malik Fitts,NA,PF,24,2,NBA,UTA,7,0,35,2.8,12.7,0.222,2.8,5.6,0.5,0,7.1,0,0,0,NA,0,14.1,14.1,0,0,0,2.8,4.2,8.5,57,111
30179,2022,4861,Malik Fitts,NA,PF,24,2,NBA,BOS,8,0,28,10.6,17.7,0.6,5.3,10.6,0.5,5.3,7.1,0.75,0,0,NA,3.5,8.9,12.4,8.9,0,0,0,1.8,26.6,167,111
30180,2022,4541,Malik Monk,NA,SG,23,5,NBA,LAL,76,37,2139,8.8,18.5,0.473,3.9,9.9,0.391,4.9,8.6,0.568,2.1,2.6,0.795,0.8,4.9,5.7,4.9,1.4,0.6,2.7,3.1,23.5,112,115
30181,2022,4756,Malik Newman,NA,PG,24,2,NBA,CLE,1,0,8,18.7,31.2,0.6,0,6.2,0,18.7,25,0.75,12.5,12.5,1,0,6.2,6.2,6.2,0,0,6.2,0,49.9,118,115
30182,2022,4862,Mamadi Diakite,NA,PF,25,2,NBA,OKC,13,3,188,6.5,12.2,0.532,0,1.3,0,6.5,10.9,0.595,1.6,2.9,0.545,4.4,10.9,15.3,0.5,1.3,2.3,1.8,8.6,14.5,107,109
30183,2022,4986,Marcus Garrett,NA,SG,23,1,NBA,MIA,12,0,128,2,8.2,0.238,0.4,1.6,0.25,1.6,6.6,0.235,0.8,2,0.4,3.5,5.5,9,2.7,2,1.2,0.8,6.3,5.1,89,108
30184,2022,4042,Marcus Morris,NA,PF,32,11,NBA,LAC,54,54,1564,9.4,21.6,0.434,3.2,8.6,0.367,6.2,13,0.478,4,4.6,0.872,0.8,6.7,7.5,3.5,0.9,0.6,2.2,3.6,26,108,112
30185,2022,4275,Marcus Smart,NA,PG,27,8,NBA,BOS,71,71,2296,6.5,15.5,0.418,2.6,7.8,0.331,3.9,7.7,0.506,3.1,3.9,0.793,0.9,4.9,5.8,9,2.6,0.4,3.4,3.5,18.6,110,107
30186,2022,4544,Markelle Fultz,NA,PG,23,5,NBA,ORL,18,3,360,11.2,23.5,0.474,0.5,2.3,0.235,10.6,21.2,0.5,3.4,4.2,0.806,0.5,6,6.6,13.3,2.7,0.7,5.4,3,26.2,102,111
30187,2022,4043,Markieff Morris,NA,PF,32,11,NBA,MIA,17,1,298,9.1,19.1,0.474,2.2,6.5,0.333,6.9,12.6,0.547,1.3,1.5,0.889,2.9,4.7,7.6,3.9,1,0.2,3.4,5.5,21.7,104,112
30188,2022,4987,Marko Simonovic,NA,C,22,1,NBA,CHI,9,0,35,5.6,20.9,0.267,1.4,7,0.2,4.2,14,0.3,11.2,15.3,0.727,7,7,14,0,1.4,1.4,2.8,8.4,23.7,96,113
30189,2022,4863,Markus Howard,NA,SG,22,2,NBA,DEN,31,0,176,10.9,28.2,0.386,7.8,19.5,0.4,3.1,8.6,0.355,5.6,6.4,0.87,0.6,2.8,3.3,2,2.5,0,2,4.7,35.1,108,113
30190,2022,4428,Marquese Chriss,NA,PF,24,6,NBA,DAL,34,0,346,9,19.5,0.463,1.2,3.6,0.32,7.9,15.9,0.495,3.2,4.8,0.667,4.8,10.2,15,2.5,1.9,1.7,2.5,9.3,22.4,107,105
30191,2022,4656,Marvin Bagley III,NA,PF,22,4,NBA,TOT,48,25,1146,9.5,18.8,0.504,1,4.1,0.237,8.5,14.7,0.579,2.8,4.3,0.663,4.4,9.8,14.3,1.5,0.9,0.8,1.6,3.9,22.8,112,114
30192,2022,4656,Marvin Bagley III,NA,PF,22,4,NBA,SAC,30,17,656,8.4,18,0.463,1.1,4.5,0.242,7.3,13.5,0.538,2.6,3.4,0.745,4.9,10.9,15.8,1.2,0.7,0.8,1.5,3.7,20.4,110,115
30193,2022,4656,Marvin Bagley III,NA,PF,22,4,NBA,DET,18,8,490,11.1,19.9,0.555,0.8,3.5,0.229,10.3,16.4,0.624,3.2,5.4,0.593,3.8,8.5,12.2,1.9,1.3,0.7,1.8,4.3,26.1,115,114
30194,2022,4864,Mason Jones,NA,SG,23,2,NBA,LAL,4,0,51,6.6,14.1,0.467,0.9,3.8,0.25,5.6,10.3,0.545,11.3,14.1,0.8,0.9,8.5,9.4,3.8,1.9,0,0.9,7.5,25.4,133,113
30195,2022,4180,Mason Plumlee,NA,C,31,9,NBA,CHO,73,73,1793,5.5,8.6,0.641,0,0.1,0,5.5,8.5,0.645,1.8,4.6,0.392,4.7,10.4,15.1,6,1.6,1.4,2.7,6,12.8,122,111
30196,2022,4760,Matisse Thybulle,NA,SG,24,3,NBA,PHI,66,50,1685,4.4,8.9,0.5,1.3,4.3,0.313,3.1,4.6,0.673,1,1.3,0.791,1.2,3.2,4.5,2.2,3.4,2.1,1.2,4.7,11.2,116,108
30197,2022,4761,Matt Mooney,NA,SG,24,2,NBA,NYK,1,0,2,0,25,0,0,25,0,0,0,NA,0,0,NA,0,0,0,0,25,0,25,0,0,0,63
30198,2022,4988,Matt Ryan,NA,SF,24,1,NBA,BOS,1,0,5,9.9,49.7,0.2,9.9,49.7,0.2,0,0,NA,0,0,NA,0,0,0,0,9.9,0,0,0,29.8,65,94
30199,2022,4762,Matt Thomas,NA,SG,27,3,NBA,CHI,40,0,459,5.9,14.3,0.41,3.7,9.7,0.385,2.1,4.6,0.465,1.7,2.1,0.8,0.3,5,5.3,2.1,0.9,0.3,0.9,1.9,17.1,113,117
30200,2022,4115,Maurice Harkless,NA,SF,28,10,NBA,SAC,47,24,863,4.6,10.1,0.459,1.7,5.6,0.307,2.9,4.5,0.65,1.1,1.6,0.714,0.7,5.6,6.2,1.3,1.6,1.3,1.7,4.3,12.1,101,115
30201,2022,4763,Max Strus,NA,SF,25,3,NBA,MIA,68,16,1587,7.8,17.8,0.441,5.7,13.9,0.41,2.1,3.8,0.557,1.3,1.7,0.792,0.8,5.6,6.4,2.9,0.9,0.5,1.8,3.7,22.7,116,112
30202,2022,4547,Maxi Kleber,NA,PF,30,5,NBA,DAL,59,21,1450,4.9,12.3,0.398,2.9,8.9,0.325,2,3.4,0.586,1.6,2.3,0.708,2.4,9.7,12.1,2.4,1,2,1.6,4.8,14.3,109,107
30203,2022,4989,McKinley Wright IV,NA,PG,23,1,NBA,MIN,5,0,19,5,7.5,0.667,2.5,5,0.5,2.5,2.5,1,0,0,NA,0,0,0,7.5,0,0,2.5,2.5,12.5,138,121
30204,2022,4657,Melvin Frazier,NA,SG,25,3,NBA,OKC,3,0,120,5.3,19.5,0.271,0.4,8.5,0.048,4.9,11,0.444,2,2.8,0.714,2,3.2,5.3,0.4,0.4,0,1.2,3.2,13,70,119
30205,2022,4990,Micah Potter,NA,C,23,1,NBA,DET,3,0,31,7.9,17.3,0.455,0,3.1,0,7.9,14.2,0.556,3.1,3.1,1,6.3,7.9,14.2,0,1.6,1.6,1.6,6.3,18.9,108,112
30206,2022,4766,Michael Porter Jr.,NA,SF,23,3,NBA,DEN,9,9,265,6.8,19.1,0.359,1.9,8.9,0.208,5,10.2,0.491,0.9,1.7,0.556,1.7,9.3,10.9,3.1,1.9,0.4,2.2,3,16.5,87,111
30207,2022,4658,Mikal Bridges,NA,SF,25,4,NBA,PHO,82,82,2854,7.7,14.5,0.534,1.9,5.3,0.369,5.8,9.2,0.628,2.2,2.6,0.834,1.2,4.6,5.9,3.1,1.6,0.6,1.1,2.5,19.6,125,110
30208,2022,3779,Mike Conley,NA,PG,34,15,NBA,UTA,72,72,2058,8.3,19,0.435,4.1,9.9,0.408,4.2,9.1,0.464,3.1,3.9,0.796,1.1,4.1,5.2,9.2,2.3,0.5,3,3.4,23.7,120,111
30209,2022,4183,Mike Muscala,NA,C,30,9,NBA,OKC,43,0,592,9.3,20.4,0.456,5.8,13.4,0.429,3.5,7,0.506,3.9,4.7,0.842,1.7,8.9,10.6,1.8,1.5,2.1,1.2,4.8,28.3,124,110
30210,2022,4659,Miles Bridges,NA,PF,23,4,NBA,CHO,80,80,2837,10.1,20.5,0.491,2.6,7.9,0.331,7.5,12.7,0.59,4.5,5.6,0.802,1.5,7.9,9.5,5.1,1.3,1.1,2.5,3.3,27.3,117,114
30211,2022,4991,Miles McBride,NA,PG,21,1,NBA,NYK,40,2,372,4.3,14.5,0.296,2.3,9.1,0.25,2,5.4,0.375,1.1,1.6,0.667,0.5,5.1,5.6,5.5,1.9,0.1,0.7,6.1,12,98,112
30212,2022,4661,Mitchell Robinson,NA,C,23,4,NBA,NYK,72,62,1848,7.1,9.3,0.761,0,0,NA,7.1,9.3,0.761,2.4,4.9,0.486,8,8.7,16.7,1,1.6,3.6,1.6,5.3,16.5,143,106
30213,2022,4767,Miye Oni,NA,SG,24,3,NBA,UTA,16,0,44,2.2,10.1,0.222,1.1,9,0.125,1.1,1.1,1,0,1.1,0,1.1,6.7,7.9,5.6,0,0,1.1,7.9,5.6,83,115
30214,2022,4662,Mo Bamba,NA,C,23,4,NBA,ORL,71,69,1824,7.8,16.4,0.48,2.8,7.5,0.381,5,8.9,0.563,1.5,1.9,0.781,3.9,11.2,15.2,2.3,1,3.1,2,4.8,20,113,108
30215,2022,4551,Monte Morris,NA,PG,26,5,NBA,DEN,75,74,2239,8.2,16.9,0.484,2.7,6.9,0.395,5.5,10.1,0.545,1.6,1.8,0.869,0.6,4.4,5,7.3,1.2,0.3,1.7,2,20.7,120,115
