seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,gs,mp,fg_per_100_poss,fga_per_100_poss,fg_percent,x3p_per_100_poss,x3pa_per_100_poss,x3p_percent,x2p_per_100_poss,x2pa_per_100_poss,x2p_percent,ft_per_100_poss,fta_per_100_poss,ft_percent,orb_per_100_poss,drb_per_100_poss,trb_per_100_poss,ast_per_100_poss,stl_per_100_poss,blk_per_100_poss,tov_per_100_poss,pf_per_100_poss,pts_per_100_poss,o_rtg,d_rtg
28963,2021,4807,Amida Brimah,NA,C,26,1,NBA,IND,5,0,29,8.1,13,0.625,0,0,NA,8.1,13,0.625,4.9,4.9,1,3.3,9.8,13,1.6,0,8.1,6.5,6.5,21.2,101,106
28964,2021,4690,Amir Coffey,NA,SG,23,2,NBA,LAC,44,1,394,5.7,12.9,0.437,2.9,7,0.411,2.8,5.9,0.468,3.4,4.8,0.711,1.3,4.3,5.5,2.8,1.3,0,1.9,3.8,17.6,115,114
28965,2021,3497,Anderson Varejão,NA,C,38,14,NBA,CLE,5,0,36,5.5,21.9,0.25,0,1.4,0,5.5,20.6,0.267,6.9,12.3,0.556,9.6,17.8,27.4,4.1,0,2.7,1.4,4.1,17.8,91,110
28966,2021,4064,Andre Drummond,NA,C,27,9,NBA,TOT,46,46,1242,11.1,22.6,0.493,0,0.3,0,11.1,22.3,0.5,4.9,8.1,0.6,6.6,15.2,21.8,3.7,2.5,1.9,4.9,5.9,27.1,101,104
28967,2021,4064,Andre Drummond,NA,C,27,9,NBA,CLE,25,25,722,12.3,26,0.474,0,0.5,0,12.3,25.4,0.484,5.3,8.8,0.597,6.9,16.1,23,4.4,2.7,2,5.5,4.7,29.9,97,105
28968,2021,4064,Andre Drummond,NA,C,27,9,NBA,LAL,21,21,520,9.5,18,0.531,0,0,NA,9.5,18,0.531,4.3,7.1,0.605,6.1,13.9,20,2.8,2.2,1.9,4,7.5,23.4,107,101
28969,2021,3500,Andre Iguodala,NA,SF,37,17,NBA,MIA,63,5,1339,3.5,9.2,0.383,2.2,6.8,0.33,1.3,2.4,0.53,0.9,1.4,0.658,1.4,6.8,8.2,5.3,2.1,1.3,2.5,3.3,10.2,103,110
28970,2021,4144,Andre Roberson,NA,SG,29,7,NBA,BRK,5,0,63,1.5,10.7,0.143,0.8,6.1,0.125,0.8,4.6,0.167,0.8,1.5,0.5,5.4,6.1,11.5,3.1,2.3,0.8,1.5,3.1,4.6,79,113
28971,2021,4223,Andrew Wiggins,NA,PF,25,7,NBA,GSW,71,71,2364,10,21,0.477,2.8,7.3,0.38,7.3,13.7,0.529,3.4,4.7,0.714,1.6,5.3,6.9,3.3,1.3,1.4,2.5,3.2,26.2,107,111
28972,2021,4586,Anfernee Simons,NA,SG,21,3,NBA,POR,64,0,1104,7.4,17.7,0.419,5.3,12.5,0.426,2.1,5.3,0.403,2,2.5,0.807,0.6,5.6,6.2,3.9,0.8,0.4,1.9,4.2,22.2,117,119
28973,2021,4066,Anthony Davis,NA,PF,27,9,NBA,LAL,36,36,1162,12.6,25.7,0.491,1.1,4.2,0.26,11.5,21.5,0.536,6.6,9,0.738,2.6,9.4,12,4.6,1.9,2.5,3.1,2.5,32.9,110,104
28974,2021,4808,Anthony Edwards,NA,SG,19,1,NBA,MIN,72,55,2314,10.3,24.7,0.417,3.5,10.6,0.329,6.8,14.1,0.483,4.3,5.6,0.776,1.2,5.7,6.9,4.3,1.7,0.7,3.3,2.6,28.4,102,116
28975,2021,4809,Anthony Gill,NA,PF,28,1,NBA,WAS,26,4,218,6.3,12.7,0.5,1.5,5.1,0.292,4.9,7.6,0.639,2.7,3.4,0.813,3.4,7.4,10.8,2.3,2.1,0.8,1.7,5.7,16.9,120,111
28976,2021,4810,Anthony Lamb,NA,SF,23,1,NBA,HOU,24,3,415,5.2,13.5,0.39,2.6,8.1,0.324,2.6,5.4,0.489,2.1,2.4,0.857,3.1,4.9,8,2.6,0.7,0.6,2.2,3.9,15.2,105,118
28977,2021,3798,Anthony Tolliver,NA,PF,35,13,NBA,PHI,11,0,99,1.9,8.3,0.235,1.9,6.8,0.286,0,1.5,0,2.4,2.9,0.833,1.5,3.4,4.9,1,1.5,1,1.5,3.4,8.3,91,111
28978,2021,4691,Anžejs Pasečņiks,NA,C,25,2,NBA,WAS,1,0,6,0,7.7,0,0,7.7,0,0,0,NA,0,0,NA,7.7,0,7.7,7.7,0,0,38.4,15.4,0,21,120
28979,2021,4811,Armoni Brooks,NA,SG,22,1,NBA,HOU,20,5,520,7.1,17.5,0.406,5.5,14.3,0.382,1.6,3.2,0.514,0.6,1.1,0.583,0.9,5.3,6.2,2.7,1.1,0.5,2,3.1,20.3,105,117
28980,2021,4068,Aron Baynes,NA,C,34,9,NBA,TOR,53,31,980,6.6,15,0.441,1.3,5.1,0.262,5.3,9.9,0.532,1.4,2,0.707,4.3,9.2,13.5,2.3,0.8,1.1,2.3,5.9,16,104,113
28981,2021,4812,Ashton Hagans,NA,PG,21,1,NBA,MIN,2,0,4,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,11.8,0,0,0,124
28982,2021,4069,Austin Rivers,NA,SG,28,9,NBA,TOT,36,7,845,6.1,14.4,0.424,3.2,8.8,0.369,2.9,5.7,0.51,1.3,1.8,0.71,0.5,4.4,4.8,4.8,1.8,0.1,2.1,3.8,16.8,109,112
28983,2021,4069,Austin Rivers,NA,SG,28,9,NBA,NYK,21,2,442,6.6,15.3,0.43,3.2,8.7,0.364,3.4,6.6,0.517,1.1,1.6,0.714,0.6,4.8,5.3,4.8,1.4,0,2.5,3.6,17.4,105,112
28984,2021,4069,Austin Rivers,NA,SG,28,9,NBA,DEN,15,5,403,5.6,13.5,0.418,3.3,8.8,0.375,2.3,4.7,0.5,1.5,2.1,0.706,0.4,3.9,4.3,4.8,2.2,0.2,1.7,3.9,16.1,113,113
28985,2021,3918,Avery Bradley,NA,SG,30,11,NBA,TOT,27,6,602,5.1,13.7,0.374,2.6,8.1,0.327,2.5,5.6,0.443,1,1.2,0.8,0.6,3.9,4.6,3.7,1.7,0.2,2.2,4.4,13.8,94,116
28986,2021,3918,Avery Bradley,NA,SG,30,11,NBA,MIA,10,1,211,7.3,15.5,0.47,3.8,8.9,0.421,3.5,6.6,0.536,1.6,2.1,0.778,0.5,3.8,4.2,3.3,1.6,0.2,2.1,6.1,20,110,114
28987,2021,3918,Avery Bradley,NA,SG,30,11,NBA,HOU,17,5,391,4,12.7,0.314,2.1,7.6,0.27,1.9,5.1,0.381,0.6,0.7,0.833,0.7,4,4.7,3.9,1.7,0.2,2.3,3.5,10.7,84,117
28988,2021,4305,Axel Toupane,NA,SF,28,3,NBA,MIL,8,1,61,3.1,8.5,0.364,0.8,1.5,0.5,2.3,6.9,0.333,3.8,5.4,0.714,0,4.6,4.6,3.1,1.5,2.3,0,4.6,10.8,119,111
28989,2021,4472,Bam Adebayo,NA,C,23,4,NBA,MIA,64,64,2143,10.6,18.5,0.57,0,0.2,0.25,10.5,18.4,0.573,6.6,8.2,0.799,3.3,10,13.3,8,1.7,1.5,3.9,3.4,27.7,122,108
28990,2021,4148,Ben McLemore,NA,SG,27,8,NBA,TOT,53,5,905,7.1,19.3,0.37,5.1,14.8,0.346,2,4.5,0.447,2.1,2.8,0.736,0.8,4.5,5.3,2.1,1.2,0.5,2.2,4.7,21.5,99,115
28991,2021,4148,Ben McLemore,NA,SG,27,8,NBA,HOU,32,4,537,7.1,19.7,0.357,4.8,14.6,0.331,2.2,5.1,0.431,2,2.8,0.719,1,4.8,5.8,2.5,1.8,0.3,2.5,4.5,21,95,116
28992,2021,4148,Ben McLemore,NA,SG,27,8,NBA,LAL,21,1,368,7.3,18.6,0.39,5.6,15.1,0.368,1.7,3.6,0.481,2.1,2.8,0.762,0.5,4,4.5,1.5,0.4,0.8,1.9,4.9,22.2,105,112
28993,2021,4474,Ben Simmons,NA,PG,24,4,NBA,PHI,58,58,1877,8.4,15,0.557,0.1,0.3,0.3,8.3,14.7,0.562,4.5,7.4,0.613,2.4,8.3,10.7,10.3,2.4,0.9,4.4,4.4,21.3,114,106
28994,2021,3984,Bismack Biyombo,NA,C,28,10,NBA,CHO,66,36,1349,5.1,8.8,0.587,0,0,0,5.1,8.7,0.589,1.7,3.8,0.448,5,7.6,12.6,2.9,0.6,2.7,2.6,5.1,12,113,113
28995,2021,3920,Blake Griffin,NA,PF,31,11,NBA,TOT,46,30,1186,7.1,16.9,0.423,2.9,8.4,0.341,4.3,8.5,0.505,3.6,4.8,0.744,1.4,7.8,9.2,5.7,1.3,0.6,2.5,4.6,20.7,110,114
28996,2021,3920,Blake Griffin,NA,PF,31,11,NBA,DET,20,20,626,6.3,17.4,0.365,3.1,9.7,0.315,3.3,7.7,0.429,3.4,4.9,0.71,0.5,7.6,8.1,6,1.1,0.2,2.5,3.3,19.2,101,114
28997,2021,3920,Blake Griffin,NA,PF,31,11,NBA,BRK,26,10,560,8,16.3,0.492,2.7,7,0.383,5.3,9.3,0.574,3.7,4.7,0.782,2.4,8,10.4,5.4,1.6,1.1,2.6,5.9,22.4,121,113
28998,2021,4306,Boban Marjanović,NA,C,32,6,NBA,DAL,33,3,271,11.3,22.2,0.508,0.2,1.5,0.125,11.1,20.7,0.535,5.6,6.9,0.816,8.6,14.7,23.3,1.8,0.4,1.1,2.2,5.3,28.4,121,111
28999,2021,4307,Bobby Portis,NA,C,25,6,NBA,MIL,66,7,1372,10.7,20.5,0.523,2.5,5.4,0.471,8.2,15.1,0.542,1.8,2.5,0.74,4.2,11.7,16,2.4,1.8,0.9,1.9,3.9,25.8,121,109
29000,2021,4475,Bogdan Bogdanović,NA,SG,28,4,NBA,ATL,44,27,1305,10.1,21.3,0.473,5.5,12.6,0.438,4.6,8.7,0.522,1.5,1.7,0.909,0.8,5.3,6,5.5,1.8,0.5,2,3.7,27.1,122,114
29001,2021,4224,Bojan Bogdanović,NA,SF,31,7,NBA,UTA,72,72,2216,8.9,20.3,0.439,4,10.1,0.39,5,10.2,0.487,5.1,5.8,0.879,0.9,5.3,6.2,3,1,0.1,2.8,2.5,26.9,113,112
29002,2021,4692,Bol Bol,NA,PF,21,2,NBA,DEN,32,2,160,7.7,17.9,0.431,2.8,7.4,0.375,4.9,10.5,0.471,3.1,4.6,0.667,0,7.4,7.4,2.2,0.9,3.1,4,4.3,21.3,92,111
29003,2021,4591,Brad Wanamaker,NA,PG,31,3,NBA,TOT,61,0,1053,5.2,13.5,0.385,0.7,3.9,0.188,4.5,9.7,0.463,4.1,4.6,0.891,0.8,3.9,4.8,7.9,1.9,0.5,3.2,4.3,15.2,102,113
29004,2021,4591,Brad Wanamaker,NA,PG,31,3,NBA,GSW,39,0,625,4.6,13,0.353,1,4.6,0.213,3.6,8.4,0.429,3.8,4.2,0.893,0.6,4.4,5,7.4,2,0.5,2.8,4.1,13.9,100,112
29005,2021,4591,Brad Wanamaker,NA,PG,31,3,NBA,CHO,22,0,428,6.2,14.4,0.429,0.3,2.7,0.125,5.8,11.6,0.5,4.6,5.1,0.889,1.1,3.3,4.4,8.6,1.9,0.6,3.9,4.4,17.2,105,115
29006,2021,4072,Bradley Beal,NA,SG,27,9,NBA,WAS,60,60,2147,14.4,29.7,0.485,2.8,8,0.349,11.6,21.7,0.535,8.8,9.9,0.889,1.5,4.5,6.1,5.7,1.5,0.5,4,3,40.3,114,115
29007,2021,4693,Brandon Clarke,NA,PF,24,2,NBA,MEM,59,16,1415,8.7,16.7,0.517,0.7,2.6,0.26,8,14.1,0.565,2.6,3.8,0.69,3.3,7.8,11.1,3.2,2,1.7,1.1,2.8,20.6,119,109
29008,2021,4592,Brandon Goodwin,NA,PG,25,3,NBA,ATL,47,5,620,6.7,17.7,0.377,2.5,8.2,0.311,4.1,9.5,0.433,2.2,3.4,0.651,0.6,4.8,5.5,7.5,1.3,0,2.9,3.3,18.1,101,116
29009,2021,4379,Brandon Ingram,NA,SF,23,5,NBA,NOP,61,61,2093,11.8,25.2,0.466,3.3,8.6,0.381,8.5,16.6,0.51,6.4,7.3,0.878,0.8,6.1,6.9,6.8,1,0.8,3.5,2.8,33.2,115,116
29010,2021,4694,Brian Bowen,NA,SF,22,2,NBA,IND,6,0,15,3.2,12.6,0.25,0,3.2,0,3.2,9.5,0.333,3.2,3.2,1,0,9.5,9.5,0,0,0,0,3.2,9.5,74,116
29011,2021,4813,Brodric Thomas,NA,SG,24,1,NBA,TOT,32,1,399,4.8,13.3,0.361,2,7.3,0.271,2.8,6,0.469,3.8,5.7,0.674,1,5.5,6.5,3.7,1.8,1.2,2.7,4.9,15.4,96,114
29012,2021,4813,Brodric Thomas,NA,SG,24,1,NBA,HOU,4,0,24,3.9,13.8,0.286,2,11.8,0.167,2,2,1,9.9,13.8,0.714,2,5.9,7.9,7.9,2,2,7.9,9.9,19.7,88,113
29013,2021,4813,Brodric Thomas,NA,SG,24,1,NBA,CLE,28,1,375,4.9,13.3,0.366,2,7,0.283,2.9,6.3,0.458,3.4,5.1,0.667,0.9,5.5,6.4,3.4,1.8,1.2,2.4,4.6,15.1,97,114
29014,2021,3801,Brook Lopez,NA,C,32,13,NBA,MIL,70,70,1902,8,15.8,0.503,2.3,6.9,0.338,5.6,8.9,0.632,3,3.5,0.845,2.6,6,8.6,1.2,1,2.5,1.6,3.7,21.2,121,111
29015,2021,4594,Bruce Brown,NA,PG,24,3,NBA,BRK,65,37,1451,7.8,14.1,0.556,0.6,2,0.288,7.2,12.1,0.599,2.9,3.9,0.735,3.7,7.9,11.6,3.5,1.9,0.9,1.8,4.8,19,124,112
29016,2021,4225,Bruno Caboclo,NA,PF,25,7,NBA,HOU,6,0,36,10.5,22.3,0.471,0,6.6,0,10.5,15.8,0.667,1.3,2.6,0.5,3.9,14.5,18.4,1.3,0,2.6,5.3,7.9,22.3,83,112
29017,2021,4695,Bruno Fernando,NA,C,22,2,NBA,ATL,33,0,226,3.9,9.6,0.409,0,0.4,0,3.9,9.1,0.429,3.3,4.8,0.682,3.5,13.5,17,2.2,0.9,0.7,4.6,5,11.1,86,111
29018,2021,4381,Bryn Forbes,NA,SG,27,5,NBA,MIL,70,10,1354,8.7,18.3,0.473,5.3,11.8,0.452,3.3,6.5,0.511,1.6,2.1,0.77,0.4,3.5,3.9,1.6,0.8,0,1.5,2.7,24.3,119,117
29019,2021,4382,Buddy Hield,NA,SG,28,5,NBA,SAC,71,71,2433,8,19.6,0.406,5.6,14.2,0.391,2.4,5.3,0.446,1.7,2.1,0.846,0.6,6,6.6,5.1,1.2,0.6,2.6,3.5,23.2,109,119
29020,2021,4696,Caleb Martin,NA,SF,25,2,NBA,CHO,53,3,818,5.7,15.3,0.375,1.9,7.5,0.248,3.9,7.8,0.496,2.4,3.8,0.641,1.9,6.6,8.4,4,2.2,0.7,2,3.7,15.8,99,112
29021,2021,4697,Cam Reddish,NA,SF,21,2,NBA,ATL,26,21,750,6.3,17.3,0.365,2.2,8.3,0.262,4.1,9,0.46,4.4,5.4,0.817,1.4,5.4,6.8,2.3,2.2,0.6,2.2,4.5,19.2,100,113
29022,2021,4698,Cameron Johnson,NA,PF,24,2,NBA,PHO,60,11,1437,7,16.6,0.42,4,11.5,0.349,3,5.1,0.581,1.7,2,0.847,1.1,5.7,6.8,3,1.3,0.5,1.4,2.9,19.7,112,113
29023,2021,4814,Cameron Oliver,NA,SF,24,1,NBA,HOU,4,0,87,10.3,18,0.576,2.2,7.1,0.308,8.2,10.9,0.75,0.5,2.2,0.25,2.7,8.7,11.4,2.7,1.1,2.2,1.6,6,23.4,118,113
29024,2021,4311,Cameron Payne,NA,PG,26,6,NBA,PHO,60,1,1079,8.7,18.1,0.484,3.3,7.6,0.44,5.4,10.5,0.515,2.3,2.6,0.893,0.7,5.9,6.6,9.9,1.6,0.7,2.7,4.4,23.1,122,112
29025,2021,4595,Cameron Reynolds,NA,SF,25,2,NBA,TOT,5,0,40,7.1,21.4,0.333,3.6,14.3,0.25,3.6,7.1,0.5,0,0,NA,2.4,3.6,5.9,2.4,0,0,0,2.4,17.8,96,121
29026,2021,4595,Cameron Reynolds,NA,SF,25,2,NBA,SAS,3,0,6,8.1,16.2,0.5,0,0,NA,8.1,16.2,0.5,0,0,NA,0,0,0,0,0,0,0,0,16.2,99,122
29027,2021,4595,Cameron Reynolds,NA,SF,25,2,NBA,HOU,2,0,34,7,22.3,0.313,4.2,16.7,0.25,2.8,5.6,0.5,0,0,NA,2.8,4.2,7,2.8,0,0,0,2.8,18.1,95,121
29028,2021,4383,Caris LeVert,NA,SG,26,5,NBA,TOT,47,39,1486,11.5,26,0.441,2.7,8.2,0.326,8.8,17.8,0.495,4.7,5.8,0.811,1.1,5.8,6.8,7.8,2.1,1,3.3,3.4,30.3,107,113
29029,2021,4383,Caris LeVert,NA,SG,26,5,NBA,BRK,12,4,334,12.6,28.9,0.435,3.2,9.1,0.349,9.4,19.8,0.474,3.8,4.9,0.765,1.4,6.1,7.5,10.4,1.9,0.9,3.8,2.9,32.1,108,114
29030,2021,4383,Caris LeVert,NA,SG,26,5,NBA,IND,35,35,1152,11.2,25.2,0.443,2.5,8,0.318,8.6,17.2,0.501,4.9,6,0.822,0.9,5.7,6.6,7.1,2.2,1,3.1,3.5,29.8,107,112
29031,2021,3435,Carmelo Anthony,NA,PF,36,18,NBA,POR,69,3,1690,9.4,22.4,0.421,3.8,9.4,0.409,5.6,13,0.429,4,4.4,0.89,0.9,5.3,6.2,3,1.3,1.1,1.8,4.2,26.7,112,117
29032,2021,4699,Carsen Edwards,NA,SG,22,2,NBA,BOS,31,1,276,8.3,19.6,0.423,3.2,11.2,0.286,5.1,8.5,0.604,1.9,2.3,0.846,0.5,4.1,4.6,2.5,1.2,0.2,1.2,4.4,21.8,108,116
29033,2021,4815,Cassius Stanley,NA,SG,21,1,NBA,IND,24,0,93,6.6,21.9,0.302,1.5,6.6,0.231,5.1,15.2,0.333,3.6,4.6,0.778,4.1,6.1,10.2,0.5,0.5,1,0.5,7.1,18.3,90,116
29034,2021,4816,Cassius Winston,NA,PG,22,1,NBA,WAS,22,0,98,6.6,15.5,0.424,3.8,8,0.471,2.8,7.5,0.375,2.4,2.8,0.833,0,4.2,4.2,5.6,0.9,0.5,2.4,3.8,19.3,111,116
29035,2021,4479,Cedi Osman,NA,SF,25,4,NBA,CLE,59,26,1510,7.2,19.1,0.374,3.2,10.6,0.306,3.9,8.6,0.458,2.5,3.1,0.8,1.2,5.3,6.6,5.7,1.7,0.3,2.6,3.9,20,100,116
29036,2021,4596,Chandler Hutchison,NA,SF,24,3,NBA,TOT,25,1,346,5.2,13.9,0.379,1.1,3,0.364,4.2,10.9,0.383,2.8,3.4,0.84,0.8,9.7,10.5,2.3,1.6,0.7,2.7,4.4,14.4,89,111
29037,2021,4596,Chandler Hutchison,NA,SF,24,3,NBA,CHI,7,0,64,3.8,13.6,0.278,0.8,2.3,0.333,3,11.4,0.267,1.5,1.5,1,0.8,14.4,15.1,3,0.8,0,3.8,6.8,9.8,67,111
29038,2021,4596,Chandler Hutchison,NA,SF,24,3,NBA,WAS,18,1,282,5.6,13.9,0.4,1.1,3.1,0.368,4.4,10.8,0.409,3.1,3.8,0.826,0.8,8.7,9.5,2.1,1.8,0.8,2.5,3.9,15.4,94,111
29039,2021,4700,Charlie Brown,NA,SG,23,2,NBA,OKC,9,1,152,4.1,13.4,0.302,1.6,6.6,0.238,2.5,6.9,0.364,2.8,3.1,0.9,0.9,4.4,5.3,2.8,1.3,0.6,1.9,5.9,12.5,88,116
29040,2021,4384,Chasson Randle,NA,PG,27,4,NBA,ORL,41,5,837,5.3,13.8,0.388,2.6,7.6,0.338,2.8,6.2,0.449,2.2,2.8,0.792,0.4,4.4,4.8,4.3,1.3,0.3,2.7,3.7,15.5,98,117
29041,2021,4597,Chimezie Metu,NA,C,23,3,NBA,SAC,36,6,488,9,17.6,0.508,1.3,3.6,0.351,7.7,14,0.549,3,4.2,0.721,3,8,11,2.8,1.4,1.8,2.9,5.8,22.2,109,116
29042,2021,4481,Chris Boucher,NA,C,28,4,NBA,TOR,60,14,1453,9.6,18.7,0.514,3,7.8,0.383,6.6,10.8,0.609,5.1,6.4,0.788,3.9,9.6,13.5,2.1,1.2,3.7,1.5,5.5,27.2,127,109
29043,2021,4598,Chris Chiozza,NA,PG,25,3,NBA,BRK,22,1,232,6.4,18.3,0.352,2.7,8.7,0.31,3.7,9.6,0.391,2.7,3.5,0.765,0.6,4.4,5,13.5,1.5,1.2,3.3,4,18.3,108,115
29044,2021,3585,Chris Paul,NA,PG,35,16,NBA,PHO,70,70,2199,9.9,19.7,0.499,2.3,5.8,0.395,7.6,13.9,0.543,3.8,4.1,0.934,0.6,6.4,7,14,2.2,0.4,3.5,3.7,25.8,124,111
29045,2021,4702,Chris Silva,NA,PF,24,2,NBA,TOT,15,0,92,5.4,8.6,0.625,0.5,0.5,1,4.8,8.1,0.6,5.9,8.1,0.733,3.8,10.8,14.5,3.2,0.5,3.2,5.4,12.9,17.2,110,109
29046,2021,4702,Chris Silva,NA,PF,24,2,NBA,MIA,11,0,83,5.4,7.8,0.692,0.6,0.6,1,4.8,7.2,0.667,6.6,9,0.733,4.2,10.8,15,3.6,0.6,3,5.4,12,18,117,108
29047,2021,4702,Chris Silva,NA,PF,24,2,NBA,SAC,4,0,9,5.3,16,0.333,0,0,NA,5.3,16,0.333,0,0,NA,0,10.7,10.7,0,0,5.3,5.3,21.3,10.7,49,112
29048,2021,4313,Christian Wood,NA,C,25,5,NBA,HOU,41,41,1326,11.7,22.8,0.514,2.7,7.4,0.374,9,15.5,0.581,4.5,7.1,0.631,2.7,11.4,14.1,2.5,1.2,1.7,2.9,3.1,30.7,111,112
29049,2021,4817,Chuma Okeke,NA,PF,22,1,NBA,ORL,45,19,1133,5.8,13.9,0.417,2.1,6.1,0.348,3.7,7.9,0.47,1.3,1.7,0.75,1.8,6,7.8,4.3,2.1,0.9,1.6,2.1,15,107,114
29050,2021,4818,CJ Elleby,NA,SF,20,1,NBA,POR,30,0,192,6.4,16.8,0.379,1.8,8.6,0.206,4.6,8.1,0.563,2.8,3.8,0.733,2.8,5.3,8.1,2.5,1.5,0.8,1.3,6.9,17.3,105,117
29051,2021,4154,CJ McCollum,NA,SG,29,8,NBA,POR,47,47,1600,12.3,26.9,0.458,5.2,12.8,0.402,7.2,14.1,0.509,3.3,4.1,0.812,0.9,4.7,5.6,6.8,1.3,0.6,2,2.7,33.1,120,118
29052,2021,4230,Clint Capela,NA,C,26,7,NBA,ATL,63,63,1898,10.7,18,0.594,0,0,NA,10.7,18,0.594,3.4,5.9,0.573,7.7,15.7,23.4,1.3,1.1,3.3,1.9,3.8,24.8,125,106
29053,2021,4703,Coby White,NA,PG,20,2,NBA,CHI,69,54,2156,8.4,20.3,0.416,3.7,10.2,0.359,4.8,10.1,0.473,2.9,3.2,0.901,0.6,5.8,6.4,7.4,0.9,0.3,3.5,4,23.4,106,115
29054,2021,4704,Cody Martin,NA,SF,25,2,NBA,CHO,52,10,849,4.8,10.8,0.441,0.9,3.3,0.276,3.9,7.5,0.515,1.4,2.5,0.581,3,6.3,9.3,4.9,2.1,0.7,2.3,3,11.9,107,113
29055,2021,4155,Cody Zeller,NA,C,28,8,NBA,CHO,48,21,1005,8.8,15.7,0.559,0.2,1.4,0.143,8.6,14.4,0.598,4.1,5.8,0.714,5.8,10.2,15.9,4.2,1.3,0.8,2.5,5.9,21.9,123,112
29056,2021,4819,Cole Anthony,NA,PG,20,1,NBA,ORL,47,34,1273,8.4,21.1,0.397,2.2,6.6,0.337,6.2,14.5,0.424,4.2,5,0.832,1.5,7,8.4,7.3,1.1,0.7,4.1,3.7,23.1,98,116
29057,2021,4599,Collin Sexton,NA,SG,22,3,NBA,CLE,60,60,2115,12.2,25.8,0.475,2.3,6.2,0.371,10,19.6,0.508,7.3,8.9,0.815,1.4,3,4.4,6.1,1.4,0.2,3.9,3.7,34,111,118
29058,2021,3992,Cory Joseph,NA,PG,29,10,NBA,TOT,63,13,1446,6.7,14.2,0.469,1.5,4.4,0.341,5.2,9.8,0.527,2.4,2.9,0.818,1.2,4.1,5.3,7.1,2,0.6,2.6,4.6,17.3,112,116
29059,2021,3992,Cory Joseph,NA,PG,29,10,NBA,SAC,44,2,944,5.6,12.7,0.444,1.6,4.8,0.33,4.1,7.9,0.513,1.8,2.4,0.766,1.3,3.8,5,5.5,2,0.5,2.2,5,14.7,109,119
29060,2021,3992,Cory Joseph,NA,PG,29,10,NBA,DET,19,11,502,8.7,17.2,0.506,1.4,3.7,0.368,7.3,13.5,0.543,3.5,4,0.878,1,4.9,5.9,10.3,2.1,0.9,3.4,4,22.3,117,112
29061,2021,4316,Cristiano Felício,NA,C,28,6,NBA,CHI,18,0,84,4,7.5,0.538,0,1.2,0,4,6.3,0.636,5.2,9.2,0.563,5.8,9.2,15,5.2,2.3,0,2.3,5.8,13.3,125,110
29062,2021,3805,D.J. Augustin,NA,PG,33,13,NBA,TOT,57,12,1129,5.6,14.3,0.394,3.5,9.1,0.382,2.2,5.3,0.413,3.5,3.9,0.904,0.8,3.1,3.9,7.8,1.2,0,2.7,2.3,18.3,117,117
29063,2021,3805,D.J. Augustin,NA,PG,33,13,NBA,MIL,37,6,713,4.7,12.6,0.37,3.2,8.5,0.38,1.4,4.1,0.349,2.4,2.6,0.9,0.7,2.6,3.3,7.2,1.3,0.1,2.2,2.2,15,115,116
29064,2021,3805,D.J. Augustin,NA,PG,33,13,NBA,HOU,20,6,416,7.3,17.2,0.424,3.9,10,0.386,3.4,7.2,0.476,5.6,6.1,0.907,1,4,5,8.9,0.9,0,3.5,2.6,24,118,119
29065,2021,4482,D.J. Wilson,NA,PF,24,4,NBA,TOT,35,1,433,7.4,18.3,0.405,3.3,9.5,0.345,4.1,8.8,0.469,1.9,2.7,0.68,2.2,10,12.2,2.5,1.2,1.7,2.4,4.8,20,100,112
29066,2021,4482,D.J. Wilson,NA,PF,24,4,NBA,MIL,12,0,105,7.2,19.2,0.372,4.5,12.5,0.357,2.7,6.7,0.4,0.4,0.9,0.5,1.3,9.8,11.2,1.3,0.4,1.8,1.8,5.8,19.2,97,112
29067,2021,4482,D.J. Wilson,NA,PF,24,4,NBA,HOU,23,1,328,7.5,18,0.416,2.9,8.5,0.339,4.6,9.5,0.485,2.3,3.3,0.696,2.5,10.1,12.6,2.9,1.4,1.7,2.6,4.5,20.2,101,112
29068,2021,4317,D'Angelo Russell,NA,PG,24,6,NBA,MIN,42,26,1196,11.1,25.7,0.431,4.7,12.2,0.387,6.4,13.5,0.471,4.5,5.9,0.765,0.6,3.8,4.4,9.6,1.8,0.7,4.4,2.7,31.4,108,117
29069,2021,4820,Dakota Mathias,NA,SG,25,1,NBA,PHI,8,2,123,7.4,18.8,0.396,3.1,10.2,0.308,4.3,8.6,0.5,0.8,2.4,0.333,0.4,2.4,2.7,5.1,0.4,1.2,0.4,2.7,18.8,107,114
29070,2021,4387,Damian Jones,NA,C,25,5,NBA,TOT,39,10,547,6.2,9.1,0.68,0.1,0.4,0.2,6.1,8.7,0.704,3.7,5.1,0.724,3.2,7.5,10.7,2.6,1,2.6,2.3,6.8,16.2,129,113
29071,2021,4387,Damian Jones,NA,C,25,5,NBA,PHO,14,0,94,4.2,8.4,0.5,0,0.5,0,4.2,7.9,0.533,3.2,5.8,0.545,3.7,5.8,9.5,2.1,0.5,2.6,3.2,10,11.6,100,112
29072,2021,4387,Damian Jones,NA,C,25,5,NBA,LAL,8,6,112,6.9,7.4,0.941,0,0,NA,6.9,7.4,0.941,4.8,5.2,0.917,3.5,7.8,11.3,0.4,0.4,3,2.2,9.6,18.7,158,106
