season,seas_id,player_id,player,birth_year,pos,age,lg,tm,experience
1952,1084,296,Al Cervi,NA,PG,34,NBA,SYR,3
1952,1085,300,Alex Hannum,NA,PF,28,NBA,TOT,3
1952,1086,300,Alex Hannum,NA,PF,28,NBA,BLB,3
1952,1087,300,Alex Hannum,NA,PF,28,NBA,ROC,3
1952,1088,447,Alfred McGuire,NA,PG,23,NBA,NYK,1
1952,1089,162,Andy Phillip,1922,SG,29,NBA,PHW,5
1952,1090,208,Arnie Johnson,1920,SF,31,NBA,ROC,4
1952,1091,209,Arnie Risen,1924,C,27,NBA,ROC,4
1952,1092,418,Art Burris,NA,SF,27,NBA,TOT,2
1952,1093,418,Art Burris,NA,SF,27,NBA,FTW,2
1952,1094,418,Art Burris,NA,SF,27,NBA,MLH,2
1952,1095,12,Belus Smawley,1918,SG,33,NBA,BLB,6
1952,1096,210,Bill Calhoun,1927,SG,24,NBA,BLB,4
1952,1097,302,Bill Closs,NA,SF,30,NBA,FTW,3
1952,1098,303,Bill Gabor,NA,SG,29,NBA,SYR,3
1952,1099,419,Bill Sharman,NA,SG,25,NBA,BOS,2
1952,1100,448,Bill Tosheff,NA,PG,25,NBA,INO,1
1952,1101,306,Bob Brannum,NA,PF,25,NBA,BOS,2
1952,1102,420,Bob Cousy,NA,PG,23,NBA,BOS,2
1952,1103,216,Bob Davies,1920,PG,32,NBA,ROC,4
1952,1104,421,Bob Donham,NA,SG,25,NBA,BOS,2
1952,1105,309,Bob Harris,NA,PF,24,NBA,BOS,3
1952,1106,310,Bob Harrison,NA,SG,24,NBA,MNL,3
1952,1107,422,Bob Lavoy,NA,PF,25,NBA,INO,2
1952,1108,449,Bob Wilson,NA,PG,25,NBA,MLH,1
1952,1109,219,Bobby Wanzer,1921,SG,30,NBA,ROC,4
1952,1110,27,Bones McKinney,1919,SF,33,NBA,BOS,6
1952,1111,314,Brady Walker,1921,PF,30,NBA,BLB,3
1952,1112,423,Cal Christensen,NA,SF,24,NBA,MLH,2
1952,1113,222,Charlie Black,1921,F-C,30,NBA,MLH,3
1952,1114,424,Chuck Cooper,NA,SF,25,NBA,BOS,2
1952,1115,450,Chuck Share,NA,C,24,NBA,FTW,1
1952,1116,320,Cliff Barker,NA,SG,31,NBA,INO,3
1952,1117,39,Connie Simmons,1925,C,26,NBA,NYK,6
1952,1118,451,Dave Minor,NA,SG,29,NBA,BLB,1
1952,1119,452,Dick Dickey,NA,PG,25,NBA,BOS,1
1952,1120,325,Dick McGuire,NA,PG,26,NBA,NYK,3
1952,1121,326,Dick Mehen,NA,PF,29,NBA,MLH,3
1952,1122,327,Dike Eddleman,NA,SF,29,NBA,TOT,3
1952,1123,327,Dike Eddleman,NA,SF,29,NBA,MLH,3
1952,1124,327,Dike Eddleman,NA,SF,29,NBA,FTW,3
1952,1125,231,Dillard Crocker,1925,PF,27,NBA,TOT,3
1952,1126,231,Dillard Crocker,1925,PF,27,NBA,INO,3
1952,1127,231,Dillard Crocker,1925,PF,27,NBA,MLH,3
1952,1128,328,Dolph Schayes,NA,PF,23,NBA,SYR,3
1952,1129,453,Don Barksdale,NA,PF,28,NBA,BLB,1
1952,1130,329,Don Boven,NA,SG,26,NBA,MLH,2
1952,1131,427,Don Lofgran,NA,SF,22,NBA,INO,2
1952,1132,331,Don Otten,NA,C,30,NBA,TOT,3
1952,1133,331,Don Otten,NA,C,30,NBA,FTW,3
1952,1134,331,Don Otten,NA,C,30,NBA,MLH,3
1952,1135,428,Don Rehfeldt,NA,SF,25,NBA,TOT,2
1952,1136,428,Don Rehfeldt,NA,SF,25,NBA,BLB,2
1952,1137,428,Don Rehfeldt,NA,SF,25,NBA,MLH,2
1952,1138,454,Don Savage,NA,F-G,23,NBA,SYR,1
1952,1139,455,Ed Dahler,NA,F,26,NBA,PHW,1
1952,1140,337,Ed Macauley,NA,C,23,NBA,BOS,3
1952,1141,237,Ed Mikan,1925,C,26,NBA,PHW,4
1952,1142,456,Elmer Behnke,NA,C,22,NBA,MLH,1
1952,1143,340,Ernie Vandeweghe,NA,SF,23,NBA,NYK,3
1952,1144,343,Frank Kudelka,NA,SF,26,NBA,BLB,3
1952,1145,344,Frankie Brian,NA,SG,28,NBA,FTW,3
1952,1146,345,Fred Schaus,NA,SF,26,NBA,FTW,3
1952,1147,61,Fred Scolari,1922,PG,29,NBA,BLB,6
1952,1148,179,Gene Vance,1923,G-F,28,NBA,MLH,5
1952,1149,245,George Kaftan,1928,SF,23,NBA,NYK,4
1952,1150,457,George King,1928,PG,23,NBA,SYR,1
1952,1151,246,George Mikan,1924,C,27,NBA,MNL,4
1952,1152,350,George Ratkovicz,NA,PF,29,NBA,SYR,3
1952,1153,71,George Senesky,1922,PG,29,NBA,PHW,6
1952,1154,432,Gerry Calabrese,NA,SG,26,NBA,SYR,2
1952,1155,248,Harry Gallatin,1927,PF,24,NBA,NYK,4
1952,1156,434,Herb Scherer,NA,C,23,NBA,NYK,2
1952,1157,357,Howie Schultz,NA,PF,29,NBA,MNL,2
1952,1158,359,Jack Coleman,NA,PF,27,NBA,ROC,3
1952,1159,361,Jack Kerris,NA,PF,27,NBA,FTW,3
1952,1160,458,Jack Kiley,NA,SG,23,NBA,FTW,1
1952,1161,459,Jake Fendley,NA,SG,22,NBA,FTW,1
1952,1162,460,Jerry Fowler,NA,C,24,NBA,MLH,1
1952,1163,261,Jim Pollard,1922,SF,29,NBA,MNL,4
1952,1164,461,Jim Slaughter,NA,C,23,NBA,BLB,1
1952,1165,99,Joe Fulks,1921,PF,30,NBA,PHW,6
1952,1166,265,Joe Graboski,1930,C,22,NBA,INO,3
1952,1167,370,Joe Holland,NA,SF,26,NBA,INO,3
1952,1168,437,Joe Hutton,NA,SG,23,NBA,MNL,2
1952,1169,438,Joe McNamee,NA,SF,25,NBA,TOT,2
1952,1170,438,Joe McNamee,NA,SF,25,NBA,ROC,2
1952,1171,438,Joe McNamee,NA,SF,25,NBA,BLB,2
1952,1172,104,John Mahnken,1922,C,29,NBA,BOS,6
1952,1173,462,John McConathy,NA,F,21,NBA,MLH,1
1952,1174,463,John Pilch,NA,F,26,NBA,MNL,1
1952,1175,464,John Rennicke,NA,G,22,NBA,MLH,1
1952,1176,440,Kevin O'Shea,NA,PG,26,NBA,TOT,2
1952,1177,440,Kevin O'Shea,NA,G,26,NBA,MLH,2
1952,1178,440,Kevin O'Shea,NA,PG,26,NBA,BLB,2
1952,1179,441,Larry Foust,NA,C,23,NBA,FTW,2
1952,1180,380,Leo Barnhorst,NA,SF,27,NBA,INO,3
1952,1181,465,Lew Hitch,NA,PF,22,NBA,MNL,1
1952,1182,120,Max Zaslofsky,1925,SG,26,NBA,NYK,6
1952,1183,466,Mel Hutchins,NA,C,23,NBA,MLH,1
1952,1184,467,Mel Payton,NA,SF,25,NBA,PHW,1
1952,1185,443,Nat Clifton,NA,PF,29,NBA,NYK,2
1952,1186,468,Nate DeLong,NA,C,26,NBA,MLH,1
1952,1187,469,Neil Johnston,NA,C,22,NBA,PHW,1
1952,1188,393,Nelson Bobb,NA,PG,27,NBA,PHW,3
1952,1189,132,Noble Jorgensen,1925,C,26,NBA,SYR,4
1952,1190,278,Odie Spears,1924,SF,27,NBA,ROC,3
1952,1191,445,Paul Arizin,NA,SF,23,NBA,PHW,2
1952,1192,194,Paul Noel,1924,F,27,NBA,ROC,5
1952,1193,195,Paul Seymour,1928,SG,24,NBA,SYR,4
1952,1194,397,Paul Walther,NA,SG,24,NBA,INO,3
1952,1195,398,Pep Saul,NA,SG,27,NBA,TOT,3
1952,1196,398,Pep Saul,NA,SG,27,NBA,BLB,3
1952,1197,398,Pep Saul,NA,SG,27,NBA,MNL,3
1952,1198,400,Ralph Johnson,NA,PG,30,NBA,FTW,3
1952,1199,470,Ralph O'Brien,NA,SG,23,NBA,INO,1
1952,1200,285,Ray Lumpp,1923,SG,28,NBA,NYK,4
1952,1201,471,Ray Ragelis,NA,SF,23,NBA,ROC,1
1952,1202,287,Red Holzman,1920,PG,31,NBA,ROC,4
1952,1203,402,Red Owens,NA,SG,26,NBA,TOT,2
1952,1204,402,Red Owens,NA,SG,26,NBA,BLB,2
1952,1205,402,Red Owens,NA,SG,26,NBA,MLH,2
1952,1206,197,Red Rocha,1923,C,28,NBA,SYR,5
1952,1207,472,Sam Ranzino,NA,SG,23,NBA,ROC,1
1952,1208,406,Slater Martin,NA,PG,26,NBA,MNL,3
1952,1209,200,Stan Brown,1929,F,22,NBA,PHW,2
1952,1210,148,Stan Miasek,1923,PF,28,NBA,BLB,5
1952,1211,409,Vern Gardner,NA,SG,26,NBA,PHW,3
1952,1212,410,Vern Mikkelsen,NA,PF,23,NBA,MNL,3
1952,1213,411,Vince Boryla,NA,SF,24,NBA,NYK,3
1952,1214,412,Wah Wah Jones,NA,PF,25,NBA,INO,3
1952,1215,473,Wally Osterkorn,NA,SF,23,NBA,SYR,1
1952,1216,292,Walt Budko,1925,PF,26,NBA,PHW,4
1952,1217,293,Walt Kirk,1924,PG,27,NBA,MLH,3
1952,1218,474,Whitey Skoog,NA,SG,25,NBA,MNL,1
1952,1219,475,Zeke Sinicola,NA,G,23,NBA,FTW,1
1953,1220,296,Al Cervi,NA,PG,35,NBA,SYR,4
1953,1221,476,Al Masino,NA,PG,24,NBA,MLH,1
1953,1222,300,Alex Hannum,NA,PF,29,NBA,ROC,4
1953,1223,447,Alfred McGuire,NA,PG,24,NBA,NYK,2
1953,1224,203,Andrew Levane,1920,SG,32,NBA,MLH,3
1953,1225,162,Andy Phillip,1922,SG-PG,30,NBA,TOT,6
1953,1226,162,Andy Phillip,1922,PG,30,NBA,PHW,6
1953,1227,162,Andy Phillip,1922,SG,30,NBA,FTW,6
1953,1228,208,Arnie Johnson,1920,SF,32,NBA,ROC,5
1953,1229,209,Arnie Risen,1924,C,28,NBA,ROC,5
1953,1230,210,Bill Calhoun,1927,SF,25,NBA,TOT,5
1953,1231,210,Bill Calhoun,1927,F-G,25,NBA,SYR,5
1953,1232,210,Bill Calhoun,1927,SF,25,NBA,MLH,5
1953,1233,303,Bill Gabor,NA,SG,30,NBA,SYR,4
1953,1234,477,Bill Mlkvy,NA,SF,22,NBA,PHW,1
1953,1235,419,Bill Sharman,NA,SG,26,NBA,BOS,3
1953,1236,448,Bill Tosheff,NA,PG,26,NBA,INO,2
1953,1237,478,Blaine Denning,NA,G,22,NBA,BLB,1
1953,1238,306,Bob Brannum,NA,PF,26,NBA,BOS,3
1953,1239,420,Bob Cousy,NA,PG,24,NBA,BOS,3
1953,1240,216,Bob Davies,1920,PG,33,NBA,ROC,5
1953,1241,421,Bob Donham,NA,SG,26,NBA,BOS,3
1953,1242,309,Bob Harris,NA,SF,25,NBA,BOS,4
1953,1243,310,Bob Harrison,NA,SG,25,NBA,MNL,4
1953,1244,422,Bob Lavoy,NA,PF,26,NBA,INO,3
1953,1245,479,Bob Lochmueller,NA,SF,25,NBA,SYR,1
1953,1246,480,Bob Naber,NA,F,23,NBA,INO,1
1953,1247,481,Bob Priddy,NA,F,22,NBA,BLB,1
1953,1248,219,Bobby Wanzer,1921,SG,31,NBA,ROC,5
1953,1249,482,Bucky McConnell,NA,PG,24,NBA,MLH,1
1953,1250,423,Cal Christensen,NA,SF,25,NBA,ROC,3
1953,1251,169,Carl Braun,1927,SG,25,NBA,NYK,4
1953,1252,424,Chuck Cooper,NA,SF,26,NBA,BOS,3
1953,1253,450,Chuck Share,NA,C,25,NBA,FTW,2
1953,1254,483,Claude Overton,NA,SG,25,NBA,PHW,1
1953,1255,39,Connie Simmons,1925,C,27,NBA,NYK,7
1953,1256,484,Danny Finn,NA,SG,24,NBA,PHW,1
1953,1257,451,Dave Minor,NA,PG,30,NBA,TOT,2
1953,1258,451,Dave Minor,NA,G-F,30,NBA,BLB,2
1953,1259,451,Dave Minor,NA,PG,30,NBA,MLH,2
1953,1260,485,Dick Bunt,NA,PG,22,NBA,TOT,1
1953,1261,485,Dick Bunt,NA,PG,22,NBA,NYK,1
1953,1262,485,Dick Bunt,NA,PG,22,NBA,BLB,1
1953,1263,486,Dick Groat,NA,PG,22,NBA,FTW,1
1953,1264,325,Dick McGuire,NA,PG,27,NBA,NYK,4
1953,1265,487,Dick Surhoff,NA,SF,23,NBA,NYK,1
1953,1266,327,Dike Eddleman,NA,SF,30,NBA,FTW,4
1953,1267,231,Dillard Crocker,1925,PF,28,NBA,MLH,4
1953,1268,328,Dolph Schayes,NA,PF,24,NBA,SYR,4
1953,1269,453,Don Barksdale,NA,PF,29,NBA,BLB,2
1953,1270,329,Don Boven,NA,SF,27,NBA,TOT,3
1953,1271,329,Don Boven,NA,F-G,27,NBA,MLH,3
1953,1272,329,Don Boven,NA,F-G,27,NBA,BLB,3
1953,1273,329,Don Boven,NA,SF,27,NBA,FTW,3
1953,1274,488,Don Hanrahan,NA,F,23,NBA,INO,1
1953,1275,489,Don Henriksen,NA,C,23,NBA,BLB,1
1953,1276,427,Don Lofgran,NA,SF,23,NBA,PHW,3
1953,1277,331,Don Otten,NA,C,31,NBA,MLH,4
1953,1278,429,Earl Lloyd,NA,SF,24,NBA,SYR,2
1953,1279,337,Ed Macauley,NA,C,24,NBA,BOS,4
1953,1280,237,Ed Mikan,1925,C,27,NBA,TOT,5
1953,1281,237,Ed Mikan,1925,C,27,NBA,PHW,5
1953,1282,237,Ed Mikan,1925,C,27,NBA,INO,5
1953,1283,490,Eddie Miller,NA,C,21,NBA,TOT,1
1953,1284,490,Eddie Miller,NA,C,21,NBA,MLH,1
1953,1285,490,Eddie Miller,NA,C,21,NBA,BLB,1
1953,1286,340,Ernie Vandeweghe,NA,SG,24,NBA,NYK,4
1953,1287,343,Frank Kudelka,NA,SG,27,NBA,TOT,4
1953,1288,343,Frank Kudelka,NA,G-F,27,NBA,BLB,4
1953,1289,343,Frank Kudelka,NA,SG,27,NBA,PHW,4
1953,1290,344,Frankie Brian,NA,SG,29,NBA,FTW,4
1953,1291,345,Fred Schaus,NA,SF,27,NBA,FTW,4
1953,1292,61,Fred Scolari,1922,PG,30,NBA,TOT,7
1953,1293,61,Fred Scolari,1922,PG,30,NBA,BLB,7
1953,1294,61,Fred Scolari,1922,PG,30,NBA,FTW,7
1953,1295,491,Gene Conley,NA,PF,22,NBA,BOS,1
1953,1296,492,Gene Rhodes,NA,SG,25,NBA,INO,1
1953,1297,349,George Feigenbaum,NA,PG,24,NBA,MLH,2
1953,1298,245,George Kaftan,1928,SF,24,NBA,BLB,5
1953,1299,457,George King,1928,PG,24,NBA,SYR,2
1953,1300,493,George McLeod,NA,F,22,NBA,BLB,1
1953,1301,246,George Mikan,1924,C,28,NBA,MNL,5
1953,1302,350,George Ratkovicz,NA,PF,30,NBA,TOT,4
1953,1303,350,George Ratkovicz,NA,PF,30,NBA,BLB,4
1953,1304,350,George Ratkovicz,NA,PF,30,NBA,MLH,4
1953,1305,71,George Senesky,1922,PG,30,NBA,PHW,7
1953,1306,248,Harry Gallatin,1927,PF,25,NBA,NYK,5
1953,1307,357,Howie Schultz,NA,PF,30,NBA,MNL,3
1953,1308,359,Jack Coleman,NA,PF,28,NBA,ROC,4
1953,1309,361,Jack Kerris,NA,PF,28,NBA,TOT,4
1953,1310,361,Jack Kerris,NA,F-C,28,NBA,FTW,4
1953,1311,361,Jack Kerris,NA,PF,28,NBA,BLB,4
1953,1312,458,Jack Kiley,NA,SG,24,NBA,FTW,2
1953,1313,494,Jack McCloskey,NA,SG,27,NBA,PHW,1
1953,1314,495,Jack McMahon,NA,PG,24,NBA,ROC,1
1953,1315,256,Jack Nichols,1926,PF,26,NBA,MLH,4
1953,1316,459,Jake Fendley,NA,PG,23,NBA,FTW,2
1953,1317,94,Jerry Fleishman,1922,SG,30,NBA,PHW,5
1953,1318,496,Jim Baechtold,NA,SF,25,NBA,BLB,1
1953,1319,497,Jim Brasco,NA,G,21,NBA,TOT,1
1953,1320,497,Jim Brasco,NA,G,21,NBA,SYR,1
1953,1321,497,Jim Brasco,NA,G,21,NBA,MLH,1
1953,1322,498,Jim Holstein,NA,SF,22,NBA,MNL,1
1953,1323,499,Jim Mooney,NA,SF,22,NBA,PHW,1
1953,1324,261,Jim Pollard,1922,SF,30,NBA,MNL,5
1953,1325,99,Joe Fulks,1921,PF,31,NBA,PHW,7
1953,1326,265,Joe Graboski,1930,C,23,NBA,INO,4
1953,1327,104,John Mahnken,1922,C,30,NBA,BOS,7
1953,1328,500,John O'Boyle,NA,SG,24,NBA,MLH,1
1953,1329,378,Johnny Payak,NA,SG,26,NBA,MLH,2
1953,1330,269,Kenny Rollins,1923,PG,29,NBA,BOS,3
1953,1331,440,Kevin O'Shea,NA,SG,27,NBA,BLB,3
1953,1332,112,Kleggie Hermsen,1923,C-F,29,NBA,TOT,6
1953,1333,112,Kleggie Hermsen,1923,C-F,29,NBA,BOS,6
1953,1334,112,Kleggie Hermsen,1923,C-F,29,NBA,INO,6
1953,1335,441,Larry Foust,NA,C,24,NBA,FTW,3
1953,1336,380,Leo Barnhorst,NA,SF,28,NBA,INO,4
1953,1337,465,Lew Hitch,NA,PF,23,NBA,MNL,2
1953,1338,501,Mark Workman,NA,PF,22,NBA,TOT,1
1953,1339,501,Mark Workman,NA,PF,22,NBA,MLH,1
1953,1340,501,Mark Workman,NA,F-C,22,NBA,PHW,1
1953,1341,120,Max Zaslofsky,1925,SG,27,NBA,NYK,7
1953,1342,466,Mel Hutchins,NA,C,24,NBA,MLH,2
1953,1343,467,Mel Payton,NA,SF,26,NBA,INO,2
1953,1344,502,Mike O'Neill,NA,SF,24,NBA,MLH,1
1953,1345,503,Mo Mahoney,NA,F,25,NBA,BOS,1
1953,1346,504,Moe Radovich,NA,PG,23,NBA,PHW,1
1953,1347,505,Monk Meineke,NA,PF,22,NBA,FTW,1
1953,1348,443,Nat Clifton,NA,PF,30,NBA,NYK,3
1953,1349,469,Neil Johnston,NA,C,23,NBA,PHW,2
1953,1350,393,Nelson Bobb,NA,PG,28,NBA,PHW,4
1953,1351,132,Noble Jorgensen,1925,C,27,NBA,SYR,5
1953,1352,278,Odie Spears,1924,SF,28,NBA,ROC,4
1953,1353,192,Paul Hoffman,1925,SG,27,NBA,BLB,4
1953,1354,195,Paul Seymour,1928,SG,25,NBA,SYR,5
1953,1355,397,Paul Walther,NA,SG,25,NBA,INO,4
1953,1356,398,Pep Saul,NA,SG,28,NBA,MNL,4
1953,1357,506,Pete Darcey,NA,C,22,NBA,MLH,1
1953,1358,400,Ralph Johnson,NA,PG,31,NBA,FTW,4
1953,1359,470,Ralph O'Brien,NA,PG,24,NBA,TOT,2
1953,1360,470,Ralph O'Brien,NA,G,24,NBA,INO,2
1953,1361,470,Ralph O'Brien,NA,G,24,NBA,FTW,2
1953,1362,470,Ralph O'Brien,NA,PG,24,NBA,BLB,2
1953,1363,507,Ralph Polson,NA,PF,23,NBA,TOT,1
1953,1364,507,Ralph Polson,NA,PF,23,NBA,NYK,1
1953,1365,507,Ralph Polson,NA,PF,23,NBA,PHW,1
1953,1366,401,Ray Corley,NA,G,25,NBA,FTW,3
1953,1367,285,Ray Lumpp,1923,PG,29,NBA,TOT,5
1953,1368,285,Ray Lumpp,1923,G,29,NBA,NYK,5
1953,1369,285,Ray Lumpp,1923,PG,29,NBA,BLB,5
1953,1370,287,Red Holzman,1920,PG,32,NBA,ROC,5
1953,1371,197,Red Rocha,1923,C,29,NBA,SYR,6
1953,1372,508,Sherwin Raiken,NA,G,24,NBA,NYK,1
1953,1373,406,Slater Martin,NA,PG,27,NBA,MNL,4
1953,1374,148,Stan Miasek,1923,SF,29,NBA,TOT,6
1953,1375,148,Stan Miasek,1923,C-F,29,NBA,BLB,6
1953,1376,148,Stan Miasek,1923,SF,29,NBA,MLH,6
1953,1377,410,Vern Mikkelsen,NA,PF,24,NBA,MNL,4
1953,1378,411,Vince Boryla,NA,SF,25,NBA,NYK,4
1953,1379,473,Wally Osterkorn,NA,SF,24,NBA,SYR,2
1953,1380,474,Whitey Skoog,NA,SG,26,NBA,MNL,2
1953,1381,509,Zeke Zawoluk,NA,PF,22,NBA,INO,1
1954,1382,476,Al Masino,NA,PG,25,NBA,TOT,2
1954,1383,476,Al Masino,NA,PG,25,NBA,ROC,2
1954,1384,476,Al Masino,NA,PG,25,NBA,SYR,2
1954,1385,510,Al Roges,NA,SF,23,NBA,BLB,1
1954,1386,300,Alex Hannum,NA,PF,30,NBA,ROC,5
1954,1387,447,Alfred McGuire,NA,PG,25,NBA,NYK,3
1954,1388,162,Andy Phillip,1922,PG,31,NBA,FTW,7
1954,1389,209,Arnie Risen,1924,C,29,NBA,ROC,6
1954,1390,511,Bato Govedarica,NA,PG,25,NBA,SYR,1
1954,1391,512,Bill Bolger,NA,SF,22,NBA,BLB,1
1954,1392,210,Bill Calhoun,1927,SF,26,NBA,MLH,6
1954,1393,303,Bill Gabor,NA,SG,31,NBA,SYR,5
1954,1394,419,Bill Sharman,NA,SG,27,NBA,BOS,4
1954,1395,448,Bill Tosheff,NA,PG,27,NBA,MLH,3
1954,1396,513,Billy Kenville,NA,PG,23,NBA,SYR,1
1954,1397,306,Bob Brannum,NA,PF,27,NBA,BOS,4
1954,1398,420,Bob Cousy,NA,PG,25,NBA,BOS,4
1954,1399,216,Bob Davies,1920,PG,34,NBA,ROC,6
1954,1400,421,Bob Donham,NA,SG,27,NBA,BOS,4
1954,1401,309,Bob Harris,NA,SF,26,NBA,BOS,5
1954,1402,310,Bob Harrison,NA,SG,26,NBA,TOT,5
1954,1403,310,Bob Harrison,NA,G,26,NBA,MNL,5
1954,1404,310,Bob Harrison,NA,SG,26,NBA,MLH,5
1954,1405,514,Bob Houbregs,NA,PF,21,NBA,TOT,1
1954,1406,514,Bob Houbregs,NA,C-F,21,NBA,MLH,1
1954,1407,514,Bob Houbregs,NA,PF,21,NBA,BLB,1
1954,1408,422,Bob Lavoy,NA,PF,27,NBA,TOT,4
1954,1409,422,Bob Lavoy,NA,PF,27,NBA,MLH,4
1954,1410,422,Bob Lavoy,NA,PF,27,NBA,SYR,4
1954,1411,515,Bob Peterson,NA,F,22,NBA,TOT,1
1954,1412,515,Bob Peterson,NA,F,22,NBA,BLB,1
1954,1413,515,Bob Peterson,NA,F,22,NBA,MLH,1
1954,1414,219,Bobby Wanzer,1921,SG,32,NBA,ROC,6
1954,1415,423,Cal Christensen,NA,SF,26,NBA,ROC,4
1954,1416,169,Carl Braun,1927,SG,26,NBA,NYK,5
1954,1417,424,Chuck Cooper,NA,SF,27,NBA,BOS,4
1954,1418,450,Chuck Share,NA,C,26,NBA,TOT,3
1954,1419,450,Chuck Share,NA,C,26,NBA,FTW,3
1954,1420,450,Chuck Share,NA,C,26,NBA,MLH,3
1954,1421,516,Clyde Lovellette,NA,C,24,NBA,MNL,1
1954,1422,517,Connie Rea,NA,G-F,23,NBA,BLB,1
1954,1423,39,Connie Simmons,1925,C,28,NBA,NYK,8
1954,1424,484,Danny Finn,NA,PG,25,NBA,PHW,2
1954,1425,518,Dick Knostman,NA,C,22,NBA,SYR,1
1954,1426,325,Dick McGuire,NA,PG,28,NBA,NYK,5
1954,1427,426,Dick Schnittker,NA,SF,25,NBA,MNL,2
1954,1428,487,Dick Surhoff,NA,PF,24,NBA,MLH,2
1954,1429,328,Dolph Schayes,NA,C,25,NBA,SYR,5
1954,1430,519,Don Ackerman,NA,PG,23,NBA,NYK,1
1954,1431,520,Don Asmonga,NA,G,25,NBA,BLB,1
1954,1432,453,Don Barksdale,NA,PF,30,NBA,BOS,3
1954,1433,427,Don Lofgran,NA,SF,24,NBA,MLH,4
1954,1434,521,Don Sunderlage,NA,SG,24,NBA,MLH,1
1954,1435,429,Earl Lloyd,NA,SF,25,NBA,SYR,3
1954,1436,522,Ed Earle,NA,PF,26,NBA,SYR,1
1954,1437,337,Ed Macauley,NA,C,25,NBA,BOS,5
1954,1438,237,Ed Mikan,1925,C,28,NBA,BOS,6
1954,1439,523,Ed Smith,NA,SF,24,NBA,NYK,1
1954,1440,490,Eddie Miller,NA,C,22,NBA,BLB,2
1954,1441,524,Ernie Barrett,NA,SG,24,NBA,BOS,1
1954,1442,525,Ernie Beck,NA,SG,22,NBA,PHW,1
1954,1443,340,Ernie Vandeweghe,NA,SG,25,NBA,NYK,5
1954,1444,526,Frank Reddout,NA,F,22,NBA,ROC,1
1954,1445,344,Frankie Brian,NA,SG,30,NBA,FTW,5
1954,1446,345,Fred Schaus,NA,SF,28,NBA,TOT,5
1954,1447,345,Fred Schaus,NA,F,28,NBA,FTW,5
1954,1448,345,Fred Schaus,NA,SF,28,NBA,NYK,5
1954,1449,61,Fred Scolari,1922,PG,31,NBA,FTW,8
1954,1450,527,Gene Dyker,NA,F,23,NBA,MLH,1
1954,1451,457,George King,1928,PG,25,NBA,SYR,3
1954,1452,246,George Mikan,1924,C,29,NBA,MNL,6
1954,1453,350,George Ratkovicz,NA,PF,31,NBA,MLH,5
1954,1454,71,George Senesky,1922,PG,31,NBA,PHW,8
1954,1455,528,George Yardley,NA,SF,25,NBA,FTW,1
1954,1456,529,Hal Uplinger,NA,SG,24,NBA,BLB,1
1954,1457,248,Harry Gallatin,1927,PF,26,NBA,NYK,6
1954,1458,530,Irv Bemoras,NA,SF,23,NBA,MLH,1
1954,1459,531,Isaac Walthour,NA,G,23,NBA,MLH,1
1954,1460,359,Jack Coleman,NA,PF,29,NBA,ROC,5
1954,1461,532,Jack George,NA,PG,25,NBA,PHW,1
1954,1462,495,Jack McMahon,NA,PG,25,NBA,ROC,2
1954,1463,533,Jack Molinas,NA,SF,22,NBA,FTW,1
1954,1464,256,Jack Nichols,1926,PF,27,NBA,TOT,5
1954,1465,256,Jack Nichols,1926,PF,27,NBA,MLH,5
1954,1466,256,Jack Nichols,1926,PF,27,NBA,BOS,5
1954,1467,534,James Phelan,NA,G,24,NBA,PHW,1
1954,1468,496,Jim Baechtold,NA,SF,26,NBA,NYK,2
1954,1469,535,Jim Fritsche,NA,PF,22,NBA,TOT,1
1954,1470,535,Jim Fritsche,NA,PF,22,NBA,MNL,1
1954,1471,535,Jim Fritsche,NA,PF,22,NBA,BLB,1
1954,1472,498,Jim Holstein,NA,SF,23,NBA,MNL,2
1954,1473,536,Jim Luisi,NA,PG,25,NBA,BLB,1
1954,1474,537,Jim Neal,NA,C,23,NBA,SYR,1
1954,1475,261,Jim Pollard,1922,SF,31,NBA,MNL,6
1954,1476,99,Joe Fulks,1921,PF,32,NBA,PHW,8
1954,1477,265,Joe Graboski,1930,PF,24,NBA,PHW,5
1954,1478,538,Joe Smyth,NA,SF,24,NBA,TOT,1
1954,1479,538,Joe Smyth,NA,SF,24,NBA,NYK,1
1954,1480,538,Joe Smyth,NA,SF,24,NBA,BLB,1
1954,1481,439,Ken Murray,NA,SG,25,NBA,FTW,2
1954,1482,441,Larry Foust,NA,C,25,NBA,FTW,4
1954,1483,380,Leo Barnhorst,NA,SF,29,NBA,TOT,5
1954,1484,380,Leo Barnhorst,NA,SF,29,NBA,BLB,5
1954,1485,380,Leo Barnhorst,NA,SF,29,NBA,FTW,5
1954,1486,465,Lew Hitch,NA,PF,24,NBA,MLH,3
1954,1487,501,Mark Workman,NA,F-C,23,NBA,BLB,2
1954,1488,120,Max Zaslofsky,1925,SG,28,NBA,TOT,8
1954,1489,120,Max Zaslofsky,1925,SG,28,NBA,BLB,8
1954,1490,120,Max Zaslofsky,1925,SG,28,NBA,MLH,8
1954,1491,120,Max Zaslofsky,1925,SG,28,NBA,FTW,8
1954,1492,466,Mel Hutchins,NA,PF,25,NBA,FTW,3
1954,1493,277,Mike Novak,1915,PF,38,NBA,SYR,3
1954,1494,503,Mo Mahoney,NA,F,26,NBA,BLB,2
1954,1495,505,Monk Meineke,NA,PF,23,NBA,FTW,2
