seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,pg_percent,sg_percent,sf_percent,pf_percent,c_percent,on_court_plus_minus_per_100_poss,net_plus_minus_per_100_poss,bad_pass_turnover,lost_ball_turnover,shooting_foul_committed,offensive_foul_committed,shooting_foul_drawn,offensive_foul_drawn,points_generated_by_assists,and1,fga_blocked
30232,2022,4865,Naji Marshall,NA,SF,24,2,NBA,NOP,55,735,NA,24,56,20,1,-2.4,-1.6,24,10,31,7,44,6,144,5,18
30233,2022,4770,Nassir Little,NA,SF,21,3,NBA,POR,42,1088,NA,NA,64,35,NA,-0.7,11.3,15,15,50,5,44,5,147,12,14
30234,2022,4867,Nate Hinton,NA,SG,22,2,NBA,IND,2,2,NA,100,NA,NA,NA,93.3,97.4,1,0,0,0,0,0,0,0,0
30235,2022,4868,Nathan Knight,NA,PF,24,2,NBA,MIN,37,267,NA,NA,NA,27,73,4.4,2.1,6,5,19,6,29,0,54,4,12
30236,2022,4771,Naz Reid,NA,C,22,3,NBA,MIN,77,1215,NA,NA,NA,7,93,-3.6,-8.7,26,24,101,19,79,7,178,21,33
30237,2022,4995,Neemias Queta,NA,C,22,1,NBA,SAC,14,120,NA,NA,NA,NA,100,-2.4,3.1,1,1,8,3,8,0,12,1,3
30238,2022,4351,Nemanja Bjelica,NA,C,33,7,NBA,GSW,71,1142,NA,NA,NA,NA,100,4.9,-1.2,41,22,69,14,34,0,381,7,19
30239,2022,4278,Nerlens Noel,NA,C,27,8,NBA,NYK,25,562,NA,NA,NA,NA,100,-4.4,-5.4,3,7,33,6,10,6,53,4,4
30240,2022,4869,Nick Richards,NA,C,24,2,NBA,CHO,50,367,NA,NA,NA,NA,100,-12.3,-14.1,6,5,17,9,21,5,32,7,8
30241,2022,4772,Nickeil Alexander-Walker,NA,SG,23,3,NBA,TOT,65,1466,3,42,41,14,NA,-4.1,-5.6,63,18,48,7,47,11,373,7,43
30242,2022,4772,Nickeil Alexander-Walker,NA,SG,23,3,NBA,NOP,50,1317,4,40,42,15,NA,-5.3,-6.3,58,16,39,6,42,11,329,5,41
30243,2022,4772,Nickeil Alexander-Walker,NA,SG,23,3,NBA,UTA,15,149,NA,61,38,1,NA,6.6,0.6,5,2,9,1,5,0,44,2,2
30244,2022,3841,Nicolas Batum,NA,PF,33,14,NBA,LAC,59,1462,NA,NA,NA,89,12,-5.1,-8.3,29,2,27,2,18,11,236,4,6
30245,2022,4773,Nicolas Claxton,NA,C,22,3,NBA,BRK,47,974,NA,NA,NA,7,93,0.7,-0.9,7,12,59,12,48,5,104,15,20
30246,2022,4280,Nik Stauskas,NA,SG,28,6,NBA,TOT,8,39,NA,38,62,NA,NA,28,22.3,0,1,1,0,3,1,5,0,0
30247,2022,4280,Nik Stauskas,NA,SG,28,6,NBA,MIA,2,24,NA,9,91,NA,NA,33.7,29.3,0,0,1,0,2,1,3,0,0
30248,2022,4280,Nik Stauskas,NA,SG,28,6,NBA,BOS,6,15,NA,84,16,NA,NA,18.9,11.2,0,1,0,0,1,0,2,0,0
30249,2022,4352,Nikola Jokić,NA,C,26,7,NBA,DEN,74,2476,NA,NA,NA,NA,100,8.4,16.4,173,76,101,21,188,10,1356,72,66
30250,2022,4047,Nikola Vučević,NA,C,31,11,NBA,CHI,73,2418,NA,NA,NA,NA,100,-1.8,-3.7,61,43,122,18,51,4,587,15,46
30251,2022,4353,Norman Powell,NA,SF-SG,28,7,NBA,TOT,45,1458,4,21,68,6,NA,-7.4,1.3,30,29,48,4,107,6,233,21,32
30252,2022,4353,Norman Powell,NA,SF,28,7,NBA,POR,40,1333,NA,18,75,7,NA,-7.6,2,27,27,41,3,92,6,200,18,29
30253,2022,4353,Norman Powell,NA,SG,28,7,NBA,LAC,5,125,44,56,NA,NA,NA,-5.9,-6.2,3,2,7,1,15,0,33,3,3
30254,2022,4776,Norvel Pelle,NA,C,28,3,NBA,UTA,3,19,NA,NA,NA,5,95,-56,-62.4,1,0,0,0,0,0,0,0,0
30255,2022,4871,Obi Toppin,NA,PF,23,2,NBA,NYK,72,1230,NA,NA,NA,98,2,7.1,9.9,18,12,50,15,60,2,203,13,28
30256,2022,4555,OG Anunoby,NA,SF,24,5,NBA,TOR,48,1728,6,31,56,7,NA,3.9,3.1,37,25,55,11,47,5,309,9,49
30257,2022,4996,Olivier Sarr,NA,C,22,1,NBA,OKC,22,421,NA,NA,NA,NA,100,-1.6,7.5,7,6,29,7,10,1,52,2,10
30258,2022,4997,Omer Yurtseven,NA,C,23,1,NBA,MIA,56,706,NA,NA,NA,NA,100,4.8,0.3,13,11,52,12,31,4,121,9,18
30259,2022,4872,Onyeka Okongwu,NA,C,21,2,NBA,ATL,48,992,NA,NA,NA,2,98,5.2,4.4,14,12,91,13,55,3,133,16,21
30260,2022,4777,Oshae Brissett,NA,SF,23,3,NBA,IND,67,1564,NA,NA,20,75,5,-5.9,-3.1,23,15,48,9,82,10,181,18,30
30261,2022,4189,Otto Porter,NA,PF,28,9,NBA,GSW,63,1396,NA,NA,NA,64,36,6.8,1.6,18,7,47,7,27,3,241,6,9
30262,2022,3698,P.J. Tucker,NA,PF,36,11,NBA,MIA,71,1981,NA,NA,NA,96,4,5.6,2.1,30,11,70,16,15,20,383,3,18
30263,2022,4778,P.J. Washington,NA,PF,23,3,NBA,CHO,65,1768,NA,NA,2,48,50,2.9,4.2,48,22,87,10,39,4,365,7,25
30264,2022,4998,Paris Bass,NA,SF,26,1,NBA,PHO,2,7,NA,NA,100,NA,NA,12.5,4.8,1,1,1,0,1,0,0,0,2
30265,2022,4437,Pascal Siakam,NA,PF,27,6,NBA,TOR,68,2578,NA,NA,1,62,37,4.5,6.6,91,49,95,27,180,6,891,49,61
30266,2022,4354,Pat Connaughton,NA,SG,29,7,NBA,MIL,65,1691,1,28,58,13,NA,-1,-7.2,21,8,46,4,20,17,202,5,14
30267,2022,4124,Patrick Beverley,NA,PG,33,10,NBA,MIN,58,1476,96,4,NA,NA,NA,3.7,2.1,50,9,67,7,44,31,648,9,23
30268,2022,4873,Patrick Williams,NA,PF,20,2,NBA,CHI,17,422,NA,NA,NA,89,11,-7.2,-7.7,9,6,15,0,18,4,36,4,7
30269,2022,3898,Patty Mills,NA,PG,33,13,NBA,BRK,81,2346,100,NA,NA,NA,NA,1.4,0,46,15,40,6,19,38,414,6,25
30270,2022,3969,Paul George,NA,SF,31,12,NBA,LAC,31,1077,NA,11,45,42,2,4.3,5.7,80,34,27,9,61,11,430,13,29
30271,2022,3701,Paul Millsap,NA,PF,36,16,NBA,TOT,33,376,NA,NA,7,46,47,-4.5,-6.4,5,8,41,4,10,2,70,2,5
30272,2022,3701,Paul Millsap,NA,PF,36,16,NBA,BRK,24,270,NA,NA,10,61,30,0.2,-1.3,3,4,30,2,7,1,56,1,3
30273,2022,3701,Paul Millsap,NA,PF,36,16,NBA,PHI,9,106,NA,NA,NA,9,91,-16.3,-19.5,2,4,11,2,3,1,14,1,2
30274,2022,4874,Paul Reed,NA,C,22,2,NBA,PHI,38,302,NA,NA,NA,27,73,-5.6,-9,1,4,31,5,8,2,40,2,9
30275,2022,4779,Paul Watson,NA,SF,27,3,NBA,OKC,9,156,NA,13,27,60,NA,-18.3,-10.4,2,0,4,2,0,0,19,0,1
30276,2022,4875,Payton Pritchard,NA,SG,24,2,NBA,BOS,71,1001,82,18,NA,NA,NA,3.5,-5.6,22,9,20,2,6,3,353,2,13
30277,2022,4999,Petr Cornelie,NA,PF,26,1,NBA,DEN,13,38,NA,NA,4,75,22,6,3.7,3,0,5,1,0,0,8,0,1
30278,2022,4557,PJ Dozier,NA,SG,25,5,NBA,DEN,18,340,NA,16,60,25,NA,-12.6,-16.3,10,1,16,0,7,5,70,1,5
30279,2022,4876,Precious Achiuwa,NA,C,22,2,NBA,TOR,73,1725,NA,NA,NA,2,98,2.2,0,19,26,70,24,64,10,200,15,51
30280,2022,5000,Quentin Grimes,NA,SG,21,1,NBA,NYK,46,786,14,76,10,NA,NA,-1.1,-1.7,16,4,30,2,4,5,108,3,2
30281,2022,4780,Quinndary Weatherspoon,NA,SG,25,3,NBA,GSW,11,73,29,57,14,NA,NA,-6.8,-12.8,2,0,6,1,4,0,12,3,0
30282,2022,4877,R.J. Hampton,NA,SG,20,2,NBA,ORL,64,1402,20,76,4,NA,NA,-14.3,-9.5,52,21,51,3,52,11,409,10,38
30283,2022,3704,Rajon Rondo,NA,PG,35,16,NBA,TOT,39,697,94,6,NA,NA,NA,-7.6,-8.3,56,9,21,1,3,7,403,1,10
30284,2022,3704,Rajon Rondo,NA,PG,35,16,NBA,LAL,18,289,89,12,NA,NA,NA,-10.3,-7.8,28,6,11,0,0,5,155,0,4
30285,2022,3704,Rajon Rondo,NA,PG,35,16,NBA,CLE,21,408,97,3,NA,NA,NA,-5.6,-8.6,28,3,10,1,3,2,248,1,6
30286,2022,4358,Raul Neto,NA,PG,29,7,NBA,WAS,70,1372,90,10,NA,NA,NA,-2.5,1.2,53,15,44,5,45,22,519,14,24
30287,2022,4781,Rayjon Tucker,NA,SG,24,3,NBA,TOT,5,71,9,64,26,NA,NA,-4.5,-7.4,0,1,1,0,2,1,25,0,0
30288,2022,4781,Rayjon Tucker,NA,SG,24,3,NBA,DEN,3,29,23,71,6,NA,NA,2.7,0.4,0,0,0,0,1,0,11,0,0
30289,2022,4781,Rayjon Tucker,NA,SG,24,3,NBA,MIL,2,42,NA,60,40,NA,NA,-9.4,-12.7,0,1,1,0,1,1,14,0,0
30290,2022,4194,Reggie Bullock,NA,SF,30,9,NBA,DAL,68,1902,NA,11,65,24,NA,7.4,7.4,24,6,44,4,11,5,200,4,16
30291,2022,4050,Reggie Jackson,NA,SG,31,11,NBA,LAC,75,2337,76,24,NA,NA,NA,-1,-2.9,120,35,66,10,58,24,859,11,38
30292,2022,4878,Reggie Perry,NA,PF,21,2,NBA,TOT,10,187,NA,NA,NA,NA,100,-20.1,-12,5,4,17,2,8,0,31,3,3
30293,2022,4878,Reggie Perry,NA,PF,21,2,NBA,POR,9,177,NA,NA,NA,NA,100,-20.2,-11.8,5,4,15,2,8,0,31,3,3
30294,2022,4878,Reggie Perry,NA,PF,21,2,NBA,IND,1,10,NA,NA,NA,NA,100,-19,-15,0,0,2,0,0,0,0,0,0
30295,2022,4359,Richaun Holmes,NA,C,28,7,NBA,SAC,45,1074,NA,NA,NA,NA,100,-5.9,-0.6,18,18,74,13,44,4,118,17,20
30296,2022,4051,Ricky Rubio,NA,PG,31,11,NBA,CLE,34,970,47,53,NA,NA,NA,8.8,9,61,18,20,6,30,15,527,5,26
30297,2022,4782,RJ Barrett,NA,SF,21,3,NBA,NYK,70,2417,NA,2,93,5,NA,-2.8,-7.9,83,46,71,11,197,16,496,40,105
30298,2022,5001,RJ Nembhard Jr.,NA,SG,22,1,NBA,CLE,14,63,43,51,6,NA,NA,-8.2,-10.5,1,2,2,0,1,1,28,0,3
30299,2022,5002,Rob Edwards,NA,SG,25,1,NBA,OKC,2,11,19,17,64,NA,NA,-51.7,-43.5,1,0,0,0,0,0,0,0,0
30300,2022,4197,Robert Covington,NA,PF-SF,31,9,NBA,TOT,71,1940,NA,1,9,84,7,1,10.7,43,13,99,14,23,9,229,2,28
30301,2022,4197,Robert Covington,NA,PF,31,9,NBA,POR,48,1431,NA,NA,1,90,9,-2.2,10.4,31,13,67,9,11,8,172,1,18
30302,2022,4197,Robert Covington,NA,SF,31,9,NBA,LAC,23,509,NA,4,29,66,1,10.2,11.5,12,0,32,5,12,1,57,1,10
30303,2022,4667,Robert Williams,NA,C,24,4,NBA,BOS,61,1804,NA,NA,NA,43,57,9.9,4,31,12,90,8,45,1,302,14,10
30304,2022,4880,Robert Woodard,NA,SF,22,2,NBA,SAC,12,42,NA,NA,48,52,NA,12.5,18.2,0,1,3,0,1,1,7,0,2
30305,2022,3845,Robin Lopez,NA,C,33,14,NBA,ORL,36,612,NA,NA,NA,NA,100,-6.5,2,9,11,36,17,24,2,127,6,5
30306,2022,4285,Rodney Hood,NA,SF-SG,29,8,NBA,TOT,52,709,1,14,43,40,1,0.5,-2.7,8,1,19,0,8,3,96,2,0
30307,2022,4285,Rodney Hood,NA,SF,29,8,NBA,MIL,39,581,1,11,41,46,2,-1.3,-5.3,5,1,17,0,5,2,77,1,0
30308,2022,4285,Rodney Hood,NA,SG,29,8,NBA,LAC,13,128,1,28,56,15,NA,9,9.1,3,0,2,0,3,1,19,1,0
30309,2022,4443,Rodney McGruder,NA,SG,30,6,NBA,DET,51,754,NA,42,54,4,NA,-3.3,5.9,10,8,28,4,12,4,117,2,15
30310,2022,4783,Romeo Langford,NA,SG,22,3,NBA,TOT,48,771,3,44,52,2,NA,1.9,-6.7,9,3,28,1,19,5,53,6,14
30311,2022,4783,Romeo Langford,NA,SG,22,3,NBA,BOS,44,728,3,43,52,2,NA,1.3,-7.8,9,3,27,1,17,3,49,6,14
30312,2022,4783,Romeo Langford,NA,SG,22,3,NBA,SAS,4,43,NA,64,36,NA,NA,13,13,0,0,1,0,2,2,4,0,0
30313,2022,4560,Royce O'Neale,NA,SF,28,5,NBA,UTA,77,2406,NA,18,78,5,NA,5,-2.9,52,9,83,7,20,16,480,8,15
30314,2022,3713,Rudy Gay,NA,PF,35,16,NBA,UTA,55,1038,NA,NA,NA,77,23,8.7,3.6,20,16,49,6,37,4,140,7,19
30315,2022,4199,Rudy Gobert,NA,C,29,9,NBA,UTA,66,2120,NA,NA,NA,NA,100,9.4,7.1,25,36,83,40,172,6,185,27,48
30316,2022,4784,Rui Hachimura,NA,PF,23,3,NBA,WAS,42,943,NA,NA,19,77,5,-5.8,-3.4,11,10,22,3,33,1,125,8,16
30317,2022,3849,Russell Westbrook,NA,PG,33,14,NBA,LAL,78,2678,89,11,1,NA,NA,-4.3,-3.6,190,67,80,22,178,14,1303,37,82
30318,2022,4561,Ryan Arcidiacono,NA,PG,27,5,NBA,NYK,10,76,15,51,34,NA,NA,-7.3,-7.7,3,0,1,0,0,4,9,0,0
30319,2022,4881,Saben Lee,NA,PG,22,2,NBA,DET,37,604,100,NA,NA,NA,NA,-8,0,24,7,21,1,34,7,259,5,22
30320,2022,4882,Saddiq Bey,NA,SF,22,2,NBA,DET,82,2704,NA,7,59,34,NA,-9.5,-4.7,46,14,44,18,117,5,561,26,52
30321,2022,4362,Sam Dekker,NA,PF,27,5,NBA,TOR,1,1,NA,NA,NA,NA,100,-250,-252.2,0,0,0,0,0,0,0,0,0
30322,2022,5003,Sam Hauser,NA,SF,24,1,NBA,BOS,26,158,NA,2,57,41,NA,2.6,-5.3,1,0,2,0,0,0,24,0,1
30323,2022,4883,Sam Merrill,NA,SG,25,2,NBA,MEM,6,58,66,15,11,8,NA,-11.5,-17.5,2,0,2,0,2,1,8,1,0
30324,2022,5004,Sandro Mamukelashvili,NA,PF,22,1,NBA,MIL,41,407,NA,NA,NA,33,67,-18.2,-23.7,7,3,18,1,11,0,56,4,9
30325,2022,5005,Santi Aldama,NA,PF,21,1,NBA,MEM,32,360,NA,NA,3,49,49,2.3,-3.8,7,3,16,5,16,1,58,5,5
30326,2022,5006,Scottie Barnes,NA,PF,20,1,NBA,TOR,74,2617,NA,1,38,54,7,1.5,-2,83,26,81,12,107,16,622,30,38
30327,2022,5007,Scottie Lewis,NA,SG,21,1,NBA,CHO,2,7,33,67,NA,NA,NA,-26.7,-27.3,0,0,0,0,0,0,2,0,0
30328,2022,4201,Scotty Hopson,NA,SG,32,3,NBA,OKC,1,18,NA,21,79,NA,NA,-14.2,-5.9,1,0,0,1,0,0,2,0,0
30329,2022,4785,Sekou Doumbouya,NA,PF,21,3,NBA,LAL,2,16,NA,NA,NA,100,NA,65.5,68.9,0,2,1,0,1,0,0,0,1
30330,2022,4562,Semi Ojeleye,NA,PF,27,5,NBA,TOT,30,406,NA,NA,6,80,14,-16.1,-19.9,6,3,15,0,12,2,23,3,9
30331,2022,4562,Semi Ojeleye,NA,PF,27,5,NBA,MIL,20,308,NA,1,6,75,18,-18.3,-23.2,3,2,12,0,5,1,14,1,6
30332,2022,4562,Semi Ojeleye,NA,PF,27,5,NBA,LAC,10,98,NA,NA,5,95,1,-9.4,-9.8,3,1,3,0,7,1,9,2,3
30333,2022,3902,Serge Ibaka,NA,C-PF,32,13,NBA,TOT,54,877,NA,NA,2,39,59,-2.2,-4,13,14,47,10,20,1,116,7,13
30334,2022,3902,Serge Ibaka,NA,C,32,13,NBA,LAC,35,538,NA,NA,NA,16,84,-3,-3.7,11,11,25,7,13,0,85,3,10
30335,2022,3902,Serge Ibaka,NA,PF,32,13,NBA,MIL,19,339,NA,NA,5,76,19,-0.9,-4.5,2,3,22,3,7,1,31,4,3
30336,2022,4203,Seth Curry,NA,SG,31,8,NBA,TOT,64,2135,15,77,8,NA,NA,3.7,1.6,59,22,45,7,24,15,547,11,13
30337,2022,4203,Seth Curry,NA,SG,31,8,NBA,PHI,45,1566,18,76,7,NA,NA,2.8,0.1,47,18,32,5,20,11,435,9,9
30338,2022,4203,Seth Curry,NA,SG,31,8,NBA,BRK,19,569,6,82,12,NA,NA,6.3,5.8,12,4,13,2,4,4,112,2,4
30339,2022,4670,Shai Gilgeous-Alexander,NA,PG,23,4,NBA,OKC,56,1942,65,33,2,NA,NA,-6.8,2.9,78,50,61,19,168,6,806,35,64
30340,2022,4671,Shake Milton,NA,PG,25,4,NBA,PHI,55,1179,59,41,NA,NA,NA,-1.3,-5.7,23,8,47,10,37,5,332,15,20
30341,2022,5008,Shaq Buchanan,NA,PG,25,1,NBA,MEM,2,10,NA,100,NA,NA,NA,-8.7,-14.5,1,0,1,0,0,0,4,0,1
30342,2022,4563,Shaquille Harrison,NA,SG,28,5,NBA,BRK,2,23,NA,NA,72,28,NA,-10.8,-12.2,2,0,1,0,0,1,8,0,1
30343,2022,5009,Sharife Cooper,NA,PG,20,1,NBA,ATL,13,39,99,1,NA,NA,NA,-42.5,-44.8,2,2,0,0,0,0,12,0,3
30344,2022,4885,Skylar Mays,NA,SG,24,2,NBA,ATL,28,220,28,59,13,NA,NA,-11.7,-14.3,6,2,5,1,4,2,47,3,5
30345,2022,4207,Solomon Hill,NA,PF,30,9,NBA,ATL,13,139,NA,NA,49,51,NA,16,14.6,0,0,6,1,0,0,32,0,1
30346,2022,4291,Spencer Dinwiddie,NA,PG,28,8,NBA,TOT,67,1980,57,42,1,NA,NA,-0.9,0,70,14,58,14,119,15,824,26,40
30347,2022,4291,Spencer Dinwiddie,NA,PG,28,8,NBA,WAS,44,1330,64,36,NA,NA,NA,-4.1,-1.3,48,10,40,11,63,7,604,12,26
30348,2022,4291,Spencer Dinwiddie,NA,PG,28,8,NBA,DAL,23,650,44,54,3,NA,NA,5.7,2.6,22,4,18,3,56,8,220,14,14
30349,2022,4364,Stanley Johnson,NA,PF,25,7,NBA,LAL,48,1094,NA,NA,6,57,37,-1.2,2.6,15,10,50,6,35,5,195,8,19
30350,2022,3903,Stephen Curry,NA,PG,33,13,NBA,GSW,64,2211,97,3,NA,NA,NA,10.1,10,120,52,52,16,105,13,945,25,39
30351,2022,4565,Sterling Brown,NA,SG,26,5,NBA,DAL,49,628,NA,15,58,28,NA,1.8,-2.1,9,9,26,2,6,1,83,1,13
30352,2022,4208,Steven Adams,NA,C,28,9,NBA,MEM,76,1999,NA,NA,NA,NA,100,7.9,4.2,71,15,78,19,83,13,569,23,44
30353,2022,4672,Sviatoslav Mykhailiuk,NA,SF,24,4,NBA,TOR,56,716,11,52,34,3,NA,-6.5,-10.7,14,11,24,3,15,6,110,2,11
30354,2022,4365,T.J. McConnell,NA,PG,29,7,NBA,IND,27,652,100,NA,NA,NA,NA,-4.8,-0.9,22,5,27,0,9,11,322,3,11
30355,2022,4788,Tacko Fall,NA,C,26,3,NBA,CLE,11,59,NA,NA,NA,NA,100,-0.3,-2.4,0,3,3,0,4,0,5,1,1
30356,2022,3905,Taj Gibson,NA,C,36,13,NBA,NYK,52,946,NA,NA,NA,10,90,4.1,4.9,8,3,56,11,22,4,84,4,9
30357,2022,4789,Talen Horton-Tucker,NA,SG,21,3,NBA,LAL,60,1511,NA,14,78,9,NA,-2.7,0.7,44,23,75,8,59,6,386,11,28
30358,2022,4450,Taurean Prince,NA,PF,27,6,NBA,MIN,69,1177,NA,1,53,45,NA,-0.1,-3.6,24,14,66,2,42,23,164,13,13
30359,2022,4791,Terance Mann,NA,SF,25,3,NBA,LAC,81,2317,NA,19,62,20,NA,1.9,4.1,38,22,60,13,75,17,532,15,44
30360,2022,4792,Terence Davis,NA,SG,24,3,NBA,SAC,30,536,NA,47,51,3,NA,5.6,12.8,16,5,34,5,19,2,92,8,14
30361,2022,4131,Terrence Ross,NA,SG,30,10,NBA,ORL,63,1448,NA,26,74,NA,NA,-12.7,-7.1,43,18,20,8,55,5,273,18,24
30362,2022,4366,Terry Rozier,NA,SG,27,7,NBA,CHO,73,2458,31,69,NA,NA,NA,1.2,1.6,60,22,62,7,71,25,795,29,46
30363,2022,5010,Terry Taylor,NA,SG,22,1,NBA,IND,33,714,NA,12,67,21,NA,-8.7,-5.7,9,6,25,4,27,3,104,7,14
30364,2022,3791,Thaddeus Young,NA,PF,33,15,NBA,TOT,52,845,NA,10,34,15,41,1.8,0.6,33,16,46,3,23,12,246,9,20
30365,2022,3791,Thaddeus Young,NA,PF,33,15,NBA,SAS,26,370,NA,NA,2,7,91,-3.6,-4.1,19,9,19,2,7,5,139,4,9
30366,2022,3791,Thaddeus Young,NA,PF,33,15,NBA,TOR,26,475,NA,18,59,22,1,6,4.4,14,7,27,1,16,7,107,5,11
30367,2022,4367,Thanasis Antetokounmpo,NA,SF,29,4,NBA,MIL,48,473,1,27,51,20,1,-10.6,-15.6,8,6,33,4,20,7,53,2,13
30368,2022,4886,Théo Maledon,NA,PG,20,2,NBA,OKC,51,908,74,26,NA,NA,NA,-11.7,-4.4,37,14,27,1,48,7,279,12,24
30369,2022,4674,Theo Pinson,NA,SF,26,4,NBA,DAL,19,148,NA,9,47,44,NA,-11.1,-15.2,5,0,5,0,3,0,40,0,0
30370,2022,4568,Thomas Bryant,NA,C,24,5,NBA,WAS,27,439,NA,NA,NA,NA,100,-9.1,-6.6,9,1,29,6,19,0,52,4,7
30371,2022,4294,Tim Frazier,NA,PG,31,8,NBA,TOT,12,208,100,NA,NA,NA,NA,-19.2,-11.9,9,3,8,2,4,4,79,1,2
30372,2022,4294,Tim Frazier,NA,PG,31,8,NBA,ORL,10,200,100,NA,NA,NA,NA,-17.7,-10,8,2,7,2,4,4,77,1,2
30373,2022,4294,Tim Frazier,NA,PG,31,8,NBA,CLE,2,8,100,NA,NA,NA,NA,-57.9,-60.1,1,1,1,0,0,0,2,0,0
30374,2022,4209,Tim Hardaway Jr.,NA,SG,29,9,NBA,DAL,42,1245,NA,50,48,2,NA,1.3,-3.3,17,12,26,1,43,13,220,9,18
30375,2022,4453,Timothé Luwawu-Cabarrot,NA,SF,26,6,NBA,ATL,52,685,NA,3,82,14,NA,-2.6,-5.4,13,3,37,2,20,8,99,4,9
30376,2022,4055,Tobias Harris,NA,PF,29,11,NBA,PHI,73,2543,NA,NA,NA,97,3,3.3,1.7,43,42,91,23,100,2,597,30,71
30377,2022,4454,Tomáš Satoranský,NA,SG,30,6,NBA,TOT,55,906,10,54,30,6,NA,-7.9,-6.6,32,10,23,2,27,10,440,6,11
30378,2022,4454,Tomáš Satoranský,NA,SG,30,6,NBA,NOP,32,481,5,38,47,11,NA,-14.4,-15.1,13,7,6,1,15,5,182,5,6
30379,2022,4454,Tomáš Satoranský,NA,SG,30,6,NBA,SAS,1,9,NA,5,96,NA,NA,19.3,19.2,0,0,0,0,2,0,0,0,0
30380,2022,4454,Tomáš Satoranský,NA,SG,30,6,NBA,WAS,22,416,17,75,9,NA,NA,-0.9,2.6,19,3,17,1,10,5,258,1,5
30381,2022,4569,Tony Bradley,NA,C,24,5,NBA,CHI,55,549,NA,NA,NA,NA,100,7.8,9.5,5,11,28,17,16,4,66,3,18
30382,2022,4212,Tony Snell,NA,SG,30,9,NBA,TOT,53,823,2,30,62,6,NA,-7.1,-1.1,12,4,37,1,3,0,70,2,4
30383,2022,4212,Tony Snell,NA,SG,30,9,NBA,POR,38,546,4,24,67,5,NA,-12.5,-4.2,9,2,21,0,2,0,48,1,3
30384,2022,4212,Tony Snell,NA,SG,30,9,NBA,NOP,15,277,NA,41,53,6,NA,3.5,5,3,2,16,1,1,0,22,1,1
30385,2022,4570,Torrey Craig,NA,SF,31,5,NBA,TOT,78,1596,NA,1,19,72,8,-4.5,-5.8,35,19,73,4,25,13,223,8,14
30386,2022,4570,Torrey Craig,NA,SF,31,5,NBA,IND,51,1034,NA,NA,5,83,12,-7.7,-4.9,19,11,45,3,16,10,146,5,10
30387,2022,4570,Torrey Craig,NA,SF,31,5,NBA,PHO,27,562,NA,3,46,51,NA,1.5,-7.3,16,8,28,1,9,3,77,3,4
30388,2022,4676,Trae Young,NA,PG,23,4,NBA,ATL,76,2652,100,NA,NA,NA,NA,2.9,3.4,221,54,47,9,151,28,1709,32,93
30389,2022,5011,Trayvon Palmer,NA,SG,27,1,NBA,DET,1,17,NA,NA,100,NA,NA,-33.9,-26,1,0,1,0,0,0,0,0,0
30390,2022,4887,Tre Jones,NA,PG,22,2,NBA,SAS,69,1148,100,NA,NA,NA,NA,-0.5,-0.9,29,10,30,5,40,27,572,12,28
30391,2022,5012,Tre Mann,NA,PG,20,1,NBA,OKC,60,1367,100,NA,NA,NA,NA,-10.9,-4,30,28,62,2,40,4,216,9,33
30392,2022,5013,Tre Scott,NA,SF,25,1,NBA,CLE,2,11,NA,NA,17,83,NA,20.3,18.3,0,0,0,0,0,0,0,0,0
30393,2022,4793,Tremont Waters,NA,PG,24,3,NBA,TOT,3,50,100,NA,NA,NA,NA,-18.1,-19.7,2,2,3,0,0,0,16,0,0
30394,2022,4793,Tremont Waters,NA,PG,24,3,NBA,TOR,2,42,100,NA,NA,NA,NA,-26.7,-29.3,2,2,2,0,0,0,16,0,0
30395,2022,4793,Tremont Waters,NA,PG,24,3,NBA,WAS,1,8,100,NA,NA,NA,NA,27.2,30.5,0,0,1,0,0,0,0,0,0
30396,2022,5014,Trendon Watford,NA,SF,21,1,NBA,POR,48,869,NA,NA,NA,39,61,-18.7,-12.6,20,6,59,14,47,4,200,9,20
30397,2022,4888,Trent Forrest,NA,PG,23,2,NBA,UTA,60,765,85,15,NA,NA,NA,6.2,0.2,29,7,21,3,23,0,262,6,12
30398,2022,5015,Trevelin Queen,NA,SG,24,1,NBA,HOU,10,74,37,62,1,NA,NA,3.6,12.9,2,4,4,1,3,1,10,2,0
30399,2022,3563,Trevor Ariza,NA,SF,36,18,NBA,LAL,24,462,NA,NA,44,55,2,-4.8,-1.9,5,3,13,0,6,4,72,3,3
30400,2022,4214,Trey Burke,NA,PG,29,9,NBA,DAL,42,441,100,NA,NA,NA,NA,-1.3,-5.4,15,7,21,3,8,4,135,0,6
30401,2022,4369,Trey Lyles,NA,PF,26,7,NBA,TOT,75,1537,NA,NA,1,57,42,-7.7,-0.7,34,19,68,15,127,10,217,42,34
30402,2022,4369,Trey Lyles,NA,PF,26,7,NBA,DET,51,990,NA,NA,NA,35,65,-8.1,-0.2,25,14,51,11,93,6,145,33,18
30403,2022,4369,Trey Lyles,NA,PF,26,7,NBA,SAC,24,547,NA,NA,4,95,1,-6.8,-1.6,9,5,17,4,34,4,72,9,16
30404,2022,5016,Trey Murphy III,NA,SF,21,1,NBA,NOP,62,864,NA,2,50,47,2,-1.2,-0.2,10,5,31,1,24,9,94,6,13
30405,2022,4058,Tristan Thompson,NA,PF,30,11,NBA,TOT,57,897,NA,NA,NA,30,70,-3.8,-0.6,4,14,45,20,48,1,82,9,29
