seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,gs,mp,fg,fga,fg_percent,x3p,x3pa,x3p_percent,x2p,x2pa,x2p_percent,e_fg_percent,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts
30149,2022,4345,Larry Nance Jr.,NA,PF,29,7,NBA,NOP,9,0,182,27,49,0.551,4,8,0.5,23,41,0.561,0.592,8,8,1,14,25,39,8,5,7,10,17,66
30150,2022,4535,Lauri Markkanen,NA,PF,24,5,NBA,CLE,61,61,1878,313,703,0.445,136,380,0.358,177,323,0.548,0.542,138,159,0.868,59,286,345,81,45,30,54,130,900
30151,2022,4979,Leandro Bolmaro,NA,SF,21,1,NBA,MIN,35,2,241,17,54,0.315,5,18,0.278,12,36,0.333,0.361,11,13,0.846,16,27,43,21,6,0,13,26,50
30152,2022,3463,LeBron James,NA,SF,37,19,NBA,LAL,56,56,2084,640,1221,0.524,161,448,0.359,479,773,0.62,0.59,254,336,0.756,63,396,459,349,73,59,196,121,1695
30153,2022,4980,Lindell Wigginton,NA,PG,23,1,NBA,MIL,19,0,199,26,61,0.426,9,26,0.346,17,35,0.486,0.5,19,35,0.543,3,22,25,23,5,1,12,17,80
30154,2022,4981,Lindy Waters III,NA,SG,24,1,NBA,OKC,25,1,465,71,175,0.406,53,146,0.363,18,29,0.621,0.557,4,5,0.8,6,67,73,24,19,8,11,31,199
30155,2022,4653,Lonnie Walker,NA,SG,23,4,NBA,SAS,70,6,1612,311,764,0.407,111,353,0.314,200,411,0.487,0.48,116,148,0.784,18,163,181,152,44,19,71,98,849
30156,2022,4537,Lonzo Ball,NA,PG,24,5,NBA,CHI,35,35,1212,162,383,0.423,110,260,0.423,52,123,0.423,0.567,21,28,0.75,35,155,190,178,64,31,82,85,455
30157,2022,3619,Lou Williams,NA,PG,35,17,NBA,ATL,56,0,799,125,320,0.391,37,102,0.363,88,218,0.404,0.448,67,78,0.859,16,71,87,105,28,3,43,48,354
30158,2022,4753,Louis King,NA,SF,22,3,NBA,SAC,10,0,104,15,47,0.319,8,27,0.296,7,20,0.35,0.404,7,10,0.7,0,12,12,9,2,1,0,14,45
30159,2022,4754,Luguentz Dort,NA,SF,22,3,NBA,OKC,51,51,1665,293,726,0.404,130,391,0.332,163,335,0.487,0.493,161,191,0.843,38,174,212,88,46,18,88,149,877
30160,2022,4654,Luka Dončić,NA,PG,22,4,NBA,DAL,65,65,2301,641,1403,0.457,201,569,0.353,440,834,0.528,0.529,364,489,0.744,56,537,593,568,75,36,292,145,1847
30161,2022,4982,Luka Garza,NA,C,23,1,NBA,DET,32,5,389,66,147,0.449,16,49,0.327,50,98,0.51,0.503,38,61,0.623,58,42,100,20,9,6,18,55,186
30162,2022,4538,Luke Kennard,NA,SG,25,5,NBA,LAC,70,13,1919,287,639,0.449,190,423,0.449,97,216,0.449,0.598,69,77,0.896,20,210,230,146,42,6,60,101,833
30163,2022,4539,Luke Kornet,NA,C,26,5,NBA,TOT,15,0,103,13,27,0.481,0,5,0,13,22,0.591,0.481,4,6,0.667,13,16,29,9,4,3,0,9,30
30164,2022,4539,Luke Kornet,NA,C,26,5,NBA,CLE,2,0,15,1,5,0.2,0,1,0,1,4,0.25,0.2,2,3,0.667,2,1,3,1,0,1,0,1,4
30165,2022,4539,Luke Kornet,NA,C,26,5,NBA,MIL,1,0,3,0,1,0,0,0,NA,0,1,0,0,0,0,NA,1,0,1,0,0,0,0,1,0
30166,2022,4539,Luke Kornet,NA,C,26,5,NBA,BOS,12,0,85,12,21,0.571,0,4,0,12,17,0.706,0.571,2,3,0.667,10,15,25,8,4,2,0,7,26
30167,2022,4983,M.J. Walker,NA,SG,23,1,NBA,PHO,2,0,8,0,4,0,0,2,0,0,2,0,0,0,0,NA,0,1,1,1,2,0,0,1,0
30168,2022,4984,Mac McClung,NA,SG-PG,23,1,NBA,TOT,2,0,25,3,6,0.5,1,3,0.333,2,3,0.667,0.583,1,1,1,0,3,3,1,1,1,3,5,8
30169,2022,4984,Mac McClung,NA,PG,23,1,NBA,CHI,1,0,3,1,1,1,0,0,NA,1,1,1,1,0,0,NA,0,0,0,0,0,0,1,0,2
30170,2022,4984,Mac McClung,NA,SG,23,1,NBA,LAL,1,0,22,2,5,0.4,1,3,0.333,1,2,0.5,0.5,1,1,1,0,3,3,1,1,1,2,5,6
30171,2022,4860,Malachi Flynn,NA,PG,23,2,NBA,TOR,44,5,537,72,183,0.393,30,90,0.333,42,93,0.452,0.475,15,24,0.625,10,53,63,70,20,4,13,45,189
30172,2022,4424,Malcolm Brogdon,NA,PG,29,6,NBA,IND,36,36,1206,243,543,0.448,58,186,0.312,185,357,0.518,0.501,143,167,0.856,33,152,185,212,30,14,77,71,687
30173,2022,4985,Malcolm Hill,NA,SF-SG,26,1,NBA,TOT,19,0,212,24,52,0.462,13,36,0.361,11,16,0.688,0.587,11,14,0.786,11,24,35,8,7,3,3,24,72
30174,2022,4985,Malcolm Hill,NA,SG,26,1,NBA,ATL,3,0,46,5,8,0.625,3,5,0.6,2,3,0.667,0.813,4,4,1,2,4,6,1,4,1,0,7,17
30175,2022,4985,Malcolm Hill,NA,SF,26,1,NBA,CHI,16,0,166,19,44,0.432,10,31,0.323,9,13,0.692,0.545,7,10,0.7,9,20,29,7,3,2,3,17,55
30176,2022,4426,Malik Beasley,NA,SG,25,6,NBA,MIN,79,18,1976,332,850,0.391,240,637,0.377,92,213,0.432,0.532,49,60,0.817,26,201,227,116,43,12,43,88,953
30177,2022,4861,Malik Fitts,NA,PF,24,2,NBA,TOT,15,0,63,8,19,0.421,5,10,0.5,3,9,0.333,0.553,0,0,NA,2,15,17,5,0,0,2,4,21
30178,2022,4861,Malik Fitts,NA,PF,24,2,NBA,UTA,7,0,35,2,9,0.222,2,4,0.5,0,5,0,0.333,0,0,NA,0,10,10,0,0,0,2,3,6
30179,2022,4861,Malik Fitts,NA,PF,24,2,NBA,BOS,8,0,28,6,10,0.6,3,6,0.5,3,4,0.75,0.75,0,0,NA,2,5,7,5,0,0,0,1,15
30180,2022,4541,Malik Monk,NA,SG,23,5,NBA,LAL,76,37,2139,391,826,0.473,173,442,0.391,218,384,0.568,0.578,93,117,0.795,37,219,256,218,61,29,122,138,1048
30181,2022,4756,Malik Newman,NA,PG,24,2,NBA,CLE,1,0,8,3,5,0.6,0,1,0,3,4,0.75,0.6,2,2,1,0,1,1,1,0,0,1,0,8
30182,2022,4862,Mamadi Diakite,NA,PF,25,2,NBA,OKC,13,3,188,25,47,0.532,0,5,0,25,42,0.595,0.532,6,11,0.545,17,42,59,2,5,9,7,33,56
30183,2022,4986,Marcus Garrett,NA,SG,23,1,NBA,MIA,12,0,128,5,21,0.238,1,4,0.25,4,17,0.235,0.262,2,5,0.4,9,14,23,7,5,3,2,16,13
30184,2022,4042,Marcus Morris,NA,PF,32,11,NBA,LAC,54,54,1564,300,691,0.434,101,275,0.367,199,416,0.478,0.507,129,148,0.872,26,213,239,113,28,18,69,115,830
30185,2022,4275,Marcus Smart,NA,PG,27,8,NBA,BOS,71,71,2296,300,718,0.418,119,360,0.331,181,358,0.506,0.501,142,179,0.793,41,228,269,417,119,18,159,160,861
30186,2022,4544,Markelle Fultz,NA,PG,23,5,NBA,ORL,18,3,360,83,175,0.474,4,17,0.235,79,158,0.5,0.486,25,31,0.806,4,45,49,99,20,5,40,22,195
30187,2022,4043,Markieff Morris,NA,PF,32,11,NBA,MIA,17,1,298,54,114,0.474,13,39,0.333,41,75,0.547,0.531,8,9,0.889,17,28,45,23,6,1,20,33,129
30188,2022,4987,Marko Simonovic,NA,C,22,1,NBA,CHI,9,0,35,4,15,0.267,1,5,0.2,3,10,0.3,0.3,8,11,0.727,5,5,10,0,1,1,2,6,17
30189,2022,4863,Markus Howard,NA,SG,22,2,NBA,DEN,31,0,176,39,101,0.386,28,70,0.4,11,31,0.355,0.525,20,23,0.87,2,10,12,7,9,0,7,17,126
30190,2022,4428,Marquese Chriss,NA,PF,24,6,NBA,DAL,34,0,346,62,134,0.463,8,25,0.32,54,109,0.495,0.493,22,33,0.667,33,70,103,17,13,12,17,64,154
30191,2022,4656,Marvin Bagley III,NA,PF,22,4,NBA,TOT,48,25,1146,225,446,0.504,23,97,0.237,202,349,0.579,0.53,67,101,0.663,105,233,338,36,22,18,39,93,540
30192,2022,4656,Marvin Bagley III,NA,PF,22,4,NBA,SAC,30,17,656,114,246,0.463,15,62,0.242,99,184,0.538,0.494,35,47,0.745,67,148,215,17,9,11,21,50,278
30193,2022,4656,Marvin Bagley III,NA,PF,22,4,NBA,DET,18,8,490,111,200,0.555,8,35,0.229,103,165,0.624,0.575,32,54,0.593,38,85,123,19,13,7,18,43,262
30194,2022,4864,Mason Jones,NA,SG,23,2,NBA,LAL,4,0,51,7,15,0.467,1,4,0.25,6,11,0.545,0.5,12,15,0.8,1,9,10,4,2,0,1,8,27
30195,2022,4180,Mason Plumlee,NA,C,31,9,NBA,CHO,73,73,1793,205,320,0.641,0,2,0,205,318,0.645,0.641,67,171,0.392,176,389,565,226,61,52,100,224,477
30196,2022,4760,Matisse Thybulle,NA,SG,24,3,NBA,PHI,66,50,1685,150,300,0.5,45,144,0.313,105,156,0.673,0.575,34,43,0.791,42,109,151,75,115,71,39,158,379
30197,2022,4761,Matt Mooney,NA,SG,24,2,NBA,NYK,1,0,2,0,1,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,0,1,0,1,0,0
30198,2022,4988,Matt Ryan,NA,SF,24,1,NBA,BOS,1,0,5,1,5,0.2,1,5,0.2,0,0,NA,0.3,0,0,NA,0,0,0,0,1,0,0,0,3
30199,2022,4762,Matt Thomas,NA,SG,27,3,NBA,CHI,40,0,459,55,134,0.41,35,91,0.385,20,43,0.465,0.541,16,20,0.8,3,47,50,20,8,3,8,18,161
30200,2022,4115,Maurice Harkless,NA,SF,28,10,NBA,SAC,47,24,863,83,181,0.459,31,101,0.307,52,80,0.65,0.544,20,28,0.714,12,100,112,23,29,24,31,77,217
30201,2022,4763,Max Strus,NA,SF,25,3,NBA,MIA,68,16,1587,249,564,0.441,181,442,0.41,68,122,0.557,0.602,42,53,0.792,24,178,202,92,28,16,57,116,721
30202,2022,4547,Maxi Kleber,NA,PF,30,5,NBA,DAL,59,21,1450,141,354,0.398,83,255,0.325,58,99,0.586,0.516,46,65,0.708,70,280,350,68,30,58,47,137,411
30203,2022,4989,McKinley Wright IV,NA,PG,23,1,NBA,MIN,5,0,19,2,3,0.667,1,2,0.5,1,1,1,0.833,0,0,NA,0,0,0,3,0,0,1,1,5
30204,2022,4657,Melvin Frazier,NA,SG,25,3,NBA,OKC,3,0,120,13,48,0.271,1,21,0.048,12,27,0.444,0.281,5,7,0.714,5,8,13,1,1,0,3,8,32
30205,2022,4990,Micah Potter,NA,C,23,1,NBA,DET,3,0,31,5,11,0.455,0,2,0,5,9,0.556,0.455,2,2,1,4,5,9,0,1,1,1,4,12
30206,2022,4766,Michael Porter Jr.,NA,SF,23,3,NBA,DEN,9,9,265,37,103,0.359,10,48,0.208,27,55,0.491,0.408,5,9,0.556,9,50,59,17,10,2,12,16,89
30207,2022,4658,Mikal Bridges,NA,SF,25,4,NBA,PHO,82,82,2854,458,858,0.534,115,312,0.369,343,546,0.628,0.601,131,157,0.834,74,273,347,185,96,36,68,150,1162
30208,2022,3779,Mike Conley,NA,PG,34,15,NBA,UTA,72,72,2058,344,791,0.435,169,414,0.408,175,377,0.464,0.542,129,162,0.796,47,170,217,385,96,21,123,142,986
30209,2022,4183,Mike Muscala,NA,C,30,9,NBA,OKC,43,0,592,113,248,0.456,70,163,0.429,43,85,0.506,0.597,48,57,0.842,21,108,129,22,18,26,14,58,344
30210,2022,4659,Miles Bridges,NA,PF,23,4,NBA,CHO,80,80,2837,596,1214,0.491,154,465,0.331,442,749,0.59,0.554,267,333,0.802,90,469,559,300,74,67,150,193,1613
30211,2022,4991,Miles McBride,NA,PG,21,1,NBA,NYK,40,2,372,32,108,0.296,17,68,0.25,15,40,0.375,0.375,8,12,0.667,4,38,42,41,14,1,5,45,89
30212,2022,4661,Mitchell Robinson,NA,C,23,4,NBA,NYK,72,62,1848,261,343,0.761,0,0,NA,261,343,0.761,0.761,88,181,0.486,295,322,617,38,58,133,60,195,610
30213,2022,4767,Miye Oni,NA,SG,24,3,NBA,UTA,16,0,44,2,9,0.222,1,8,0.125,1,1,1,0.278,0,1,0,1,6,7,5,0,0,1,7,5
30214,2022,4662,Mo Bamba,NA,C,23,4,NBA,ORL,71,69,1824,296,617,0.48,107,281,0.381,189,336,0.563,0.566,57,73,0.781,148,424,572,85,38,118,77,182,756
30215,2022,4551,Monte Morris,NA,PG,26,5,NBA,DEN,75,74,2239,374,773,0.484,124,314,0.395,250,459,0.545,0.564,73,84,0.869,27,199,226,333,56,14,78,92,945
30216,2022,4349,Montrezl Harrell,NA,C,28,7,NBA,TOT,71,3,1641,358,555,0.645,4,17,0.235,354,538,0.658,0.649,212,296,0.716,149,282,431,145,29,43,72,137,932
30217,2022,4349,Montrezl Harrell,NA,C,28,7,NBA,WAS,46,3,1117,247,383,0.645,4,15,0.267,243,368,0.66,0.65,149,205,0.727,96,213,309,96,18,31,50,88,647
30218,2022,4349,Montrezl Harrell,NA,C,28,7,NBA,CHO,25,0,524,111,172,0.645,0,2,0,111,170,0.653,0.645,63,91,0.692,53,69,122,49,11,12,22,49,285
30219,2022,4663,Moritz Wagner,NA,C,24,4,NBA,ORL,63,3,959,197,396,0.497,66,201,0.328,131,195,0.672,0.581,104,129,0.806,42,190,232,87,20,13,56,123,564
30220,2022,4768,Moses Brown,NA,C,22,3,NBA,TOT,40,6,345,64,108,0.593,0,0,NA,64,108,0.593,0.593,43,72,0.597,39,96,135,1,7,16,20,53,171
30221,2022,4768,Moses Brown,NA,C,22,3,NBA,DAL,26,1,169,27,50,0.54,0,0,NA,27,50,0.54,0.54,27,43,0.628,16,45,61,1,3,9,14,28,81
30222,2022,4768,Moses Brown,NA,C,22,3,NBA,CLE,14,5,176,37,58,0.638,0,0,NA,37,58,0.638,0.638,16,29,0.552,23,51,74,0,4,7,6,25,90
30223,2022,4992,Moses Moody,NA,SG,19,1,NBA,GSW,52,11,607,80,183,0.437,40,110,0.364,40,73,0.548,0.546,28,36,0.778,17,63,80,23,7,10,13,43,228
30224,2022,4993,Moses Wright,NA,PF,23,1,NBA,TOT,4,0,14,1,4,0.25,0,1,0,1,3,0.333,0.25,3,3,1,1,2,3,2,0,1,0,0,5
30225,2022,4993,Moses Wright,NA,PF,23,1,NBA,LAC,1,0,1,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,1,0,0,0,0,0
30226,2022,4993,Moses Wright,NA,PF,23,1,NBA,DAL,3,0,13,1,4,0.25,0,1,0,1,3,0.333,0.25,3,3,1,1,2,3,1,0,1,0,0,5
30227,2022,4769,Mychal Mulder,NA,PG,27,3,NBA,TOT,17,3,239,24,77,0.312,17,54,0.315,7,23,0.304,0.422,4,4,1,2,22,24,5,4,2,8,13,69
30228,2022,4769,Mychal Mulder,NA,PG,27,3,NBA,ORL,15,2,195,20,67,0.299,13,46,0.283,7,21,0.333,0.396,2,2,1,2,19,21,3,4,1,8,12,55
30229,2022,4769,Mychal Mulder,NA,PG,27,3,NBA,MIA,2,1,44,4,10,0.4,4,8,0.5,0,2,0,0.6,2,2,1,0,3,3,2,0,1,0,1,14
30230,2022,4994,Myles Powell,NA,PG,24,1,NBA,PHI,11,0,52,5,17,0.294,1,6,0.167,4,11,0.364,0.324,2,2,1,1,5,6,3,1,0,3,8,13
30231,2022,4350,Myles Turner,NA,C,25,7,NBA,IND,42,42,1235,200,393,0.509,61,183,0.333,139,210,0.662,0.587,79,105,0.752,65,232,297,44,28,118,54,119,540
30232,2022,4865,Naji Marshall,NA,SF,24,2,NBA,NOP,55,4,735,109,269,0.405,21,105,0.2,88,164,0.537,0.444,74,93,0.796,38,104,142,62,33,8,46,69,313
30233,2022,4770,Nassir Little,NA,SF,21,3,NBA,POR,42,23,1088,145,315,0.46,51,154,0.331,94,161,0.584,0.541,69,94,0.734,58,178,236,54,25,36,40,82,410
30234,2022,4867,Nate Hinton,NA,SG,22,2,NBA,IND,2,0,2,0,1,0,0,0,NA,0,1,0,0,0,0,NA,0,0,0,0,0,0,1,0,0
30235,2022,4868,Nathan Knight,NA,PF,24,2,NBA,MIN,37,2,267,45,88,0.511,4,13,0.308,41,75,0.547,0.534,44,60,0.733,32,53,85,22,7,8,18,42,138
30236,2022,4771,Naz Reid,NA,C,22,3,NBA,MIN,77,6,1215,233,476,0.489,57,166,0.343,176,310,0.568,0.549,114,149,0.765,102,199,301,71,40,71,82,172,637
30237,2022,4995,Neemias Queta,NA,C,22,1,NBA,SAC,14,0,120,17,38,0.447,0,0,NA,17,38,0.447,0.447,11,17,0.647,14,17,31,6,1,8,6,18,45
30238,2022,4351,Nemanja Bjelica,NA,C,33,7,NBA,GSW,71,0,1142,160,342,0.468,54,149,0.362,106,193,0.549,0.547,59,81,0.728,62,232,294,159,41,26,87,128,433
30239,2022,4278,Nerlens Noel,NA,C,27,8,NBA,NYK,25,11,562,32,60,0.533,0,3,0,32,57,0.561,0.533,21,30,0.7,48,93,141,23,30,31,20,67,85
30240,2022,4869,Nick Richards,NA,C,24,2,NBA,CHO,50,5,367,60,90,0.667,0,0,NA,60,90,0.667,0.667,30,43,0.698,34,52,86,13,9,21,24,51,150
30241,2022,4772,Nickeil Alexander-Walker,NA,SG,23,3,NBA,TOT,65,21,1466,253,680,0.372,105,338,0.311,148,342,0.433,0.449,81,109,0.743,37,150,187,156,46,23,93,103,692
30242,2022,4772,Nickeil Alexander-Walker,NA,SG,23,3,NBA,NOP,50,19,1317,237,632,0.375,95,305,0.311,142,327,0.434,0.45,70,97,0.722,36,128,164,139,41,19,85,88,639
30243,2022,4772,Nickeil Alexander-Walker,NA,SG,23,3,NBA,UTA,15,2,149,16,48,0.333,10,33,0.303,6,15,0.4,0.438,11,12,0.917,1,22,23,17,5,4,8,15,53
30244,2022,3841,Nicolas Batum,NA,PF,33,14,NBA,LAC,59,54,1462,179,387,0.463,108,270,0.4,71,117,0.607,0.602,25,38,0.658,29,225,254,100,58,42,40,80,491
30245,2022,4773,Nicolas Claxton,NA,C,22,3,NBA,BRK,47,19,974,178,264,0.674,0,0,NA,178,264,0.674,0.674,54,93,0.581,91,173,264,43,24,51,38,110,410
30246,2022,4280,Nik Stauskas,NA,SG,28,6,NBA,TOT,8,0,39,5,14,0.357,4,10,0.4,1,4,0.25,0.5,4,6,0.667,1,2,3,2,0,0,1,1,18
30247,2022,4280,Nik Stauskas,NA,SG,28,6,NBA,MIA,2,0,24,3,8,0.375,2,4,0.5,1,4,0.25,0.5,3,4,0.75,1,2,3,1,0,0,0,1,11
30248,2022,4280,Nik Stauskas,NA,SG,28,6,NBA,BOS,6,0,15,2,6,0.333,2,6,0.333,0,0,NA,0.5,1,2,0.5,0,0,0,1,0,0,1,0,7
30249,2022,4352,Nikola Jokić,NA,C,26,7,NBA,DEN,74,74,2476,764,1311,0.583,97,288,0.337,667,1023,0.652,0.62,379,468,0.81,206,813,1019,584,109,63,281,191,2004
30250,2022,4047,Nikola Vučević,NA,C,31,11,NBA,CHI,73,73,2418,546,1154,0.473,104,331,0.314,442,823,0.537,0.518,92,121,0.76,142,662,804,236,70,71,136,181,1288
30251,2022,4353,Norman Powell,NA,SF-SG,28,7,NBA,TOT,45,41,1458,279,605,0.461,106,253,0.419,173,352,0.491,0.549,189,233,0.811,20,125,145,96,42,21,69,106,853
30252,2022,4353,Norman Powell,NA,SF,28,7,NBA,POR,40,39,1333,247,542,0.456,93,229,0.406,154,313,0.492,0.542,159,198,0.803,17,114,131,82,40,17,62,92,746
30253,2022,4353,Norman Powell,NA,SG,28,7,NBA,LAC,5,2,125,32,63,0.508,13,24,0.542,19,39,0.487,0.611,30,35,0.857,3,11,14,14,2,4,7,14,107
30254,2022,4776,Norvel Pelle,NA,C,28,3,NBA,UTA,3,0,19,3,5,0.6,0,0,NA,3,5,0.6,0.6,0,0,NA,3,3,6,0,0,1,2,1,6
30255,2022,4871,Obi Toppin,NA,PF,23,2,NBA,NYK,72,10,1230,251,473,0.531,52,169,0.308,199,304,0.655,0.586,94,124,0.758,69,199,268,77,25,33,56,102,648
30256,2022,4555,OG Anunoby,NA,SF,24,5,NBA,TOR,48,48,1728,309,697,0.443,115,317,0.363,194,380,0.511,0.526,89,118,0.754,74,190,264,125,71,25,80,131,822
30257,2022,4996,Olivier Sarr,NA,C,22,1,NBA,OKC,22,2,421,58,101,0.574,13,29,0.448,45,72,0.625,0.639,24,29,0.828,34,59,93,19,6,15,22,52,153
30258,2022,4997,Omer Yurtseven,NA,C,23,1,NBA,MIA,56,12,706,130,247,0.526,1,11,0.091,129,236,0.547,0.528,38,61,0.623,85,209,294,49,17,20,41,84,299
30259,2022,4872,Onyeka Okongwu,NA,C,21,2,NBA,ATL,48,6,992,156,226,0.69,0,0,NA,156,226,0.69,0.69,80,110,0.727,115,168,283,53,31,60,44,149,392
30260,2022,4777,Oshae Brissett,NA,SF,23,3,NBA,IND,67,25,1564,208,506,0.411,83,237,0.35,125,269,0.465,0.493,114,164,0.695,108,250,358,72,44,29,54,116,613
30261,2022,4189,Otto Porter,NA,PF,28,9,NBA,GSW,63,15,1396,193,416,0.464,80,216,0.37,113,200,0.565,0.56,49,61,0.803,86,276,362,94,68,29,37,83,515
30262,2022,3698,P.J. Tucker,NA,PF,36,11,NBA,MIA,71,70,1981,207,428,0.484,80,193,0.415,127,235,0.54,0.577,45,61,0.738,100,287,387,149,58,15,66,161,539
30263,2022,4778,P.J. Washington,NA,PF,23,3,NBA,CHO,65,28,1768,250,532,0.47,110,301,0.365,140,231,0.606,0.573,58,81,0.716,82,255,337,147,57,61,82,152,668
30264,2022,4998,Paris Bass,NA,SF,26,1,NBA,PHO,2,0,7,2,6,0.333,0,2,0,2,4,0.5,0.333,2,2,1,2,2,4,0,1,0,2,2,6
30265,2022,4437,Pascal Siakam,NA,PF,27,6,NBA,TOR,68,68,2578,596,1207,0.494,75,218,0.344,521,989,0.527,0.525,284,379,0.749,128,452,580,360,85,42,181,225,1551
30266,2022,4354,Pat Connaughton,NA,SG,29,7,NBA,MIL,65,19,1691,227,496,0.458,146,370,0.395,81,126,0.643,0.605,45,54,0.833,45,228,273,82,59,15,35,86,645
30267,2022,4124,Patrick Beverley,NA,PG,33,10,NBA,MIN,58,54,1476,177,436,0.406,83,242,0.343,94,194,0.485,0.501,96,133,0.722,62,178,240,268,67,52,73,174,533
30268,2022,4873,Patrick Williams,NA,PF,20,2,NBA,CHI,17,9,422,54,102,0.529,15,29,0.517,39,73,0.534,0.603,30,41,0.732,17,52,69,15,9,9,16,28,153
30269,2022,3898,Patty Mills,NA,PG,33,13,NBA,BRK,81,48,2346,324,794,0.408,227,568,0.4,97,226,0.429,0.551,48,59,0.814,18,138,156,183,51,17,73,112,923
30270,2022,3969,Paul George,NA,SF,31,12,NBA,LAC,31,31,1077,268,636,0.421,91,257,0.354,177,379,0.467,0.493,127,148,0.858,12,201,213,176,67,13,126,74,754
30271,2022,3701,Paul Millsap,NA,PF,36,16,NBA,TOT,33,1,376,45,115,0.391,8,35,0.229,37,80,0.463,0.426,17,24,0.708,41,73,114,29,10,13,19,67,115
30272,2022,3701,Paul Millsap,NA,PF,36,16,NBA,BRK,24,0,270,32,85,0.376,6,27,0.222,26,58,0.448,0.412,12,17,0.706,29,60,89,24,5,11,11,48,82
30273,2022,3701,Paul Millsap,NA,PF,36,16,NBA,PHI,9,1,106,13,30,0.433,2,8,0.25,11,22,0.5,0.467,5,7,0.714,12,13,25,5,5,2,8,19,33
30274,2022,4874,Paul Reed,NA,C,22,2,NBA,PHI,38,2,302,54,96,0.563,2,8,0.25,52,88,0.591,0.573,6,14,0.429,44,48,92,16,33,14,10,57,116
30275,2022,4779,Paul Watson,NA,SF,27,3,NBA,OKC,9,3,156,12,35,0.343,6,26,0.231,6,9,0.667,0.429,1,2,0.5,3,24,27,8,3,3,4,10,31
30276,2022,4875,Payton Pritchard,NA,SG,24,2,NBA,BOS,71,2,1001,160,373,0.429,101,245,0.412,59,128,0.461,0.564,21,21,1,32,102,134,139,24,6,41,61,442
30277,2022,4999,Petr Cornelie,NA,PF,26,1,NBA,DEN,13,0,38,5,15,0.333,1,8,0.125,4,7,0.571,0.367,3,4,0.75,7,7,14,3,1,1,4,7,14
30278,2022,4557,PJ Dozier,NA,SG,25,5,NBA,DEN,18,0,340,36,99,0.364,15,48,0.313,21,51,0.412,0.439,10,13,0.769,14,49,63,29,11,6,13,33,97
30279,2022,4876,Precious Achiuwa,NA,C,22,2,NBA,TOR,73,28,1725,265,603,0.439,56,156,0.359,209,447,0.468,0.486,78,131,0.595,146,327,473,82,37,41,84,151,664
30280,2022,5000,Quentin Grimes,NA,SG,21,1,NBA,NYK,46,6,786,95,235,0.404,72,189,0.381,23,46,0.5,0.557,13,19,0.684,24,70,94,44,31,11,28,72,275
30281,2022,4780,Quinndary Weatherspoon,NA,SG,25,3,NBA,GSW,11,0,73,12,21,0.571,1,5,0.2,11,16,0.688,0.595,5,5,1,2,12,14,5,1,1,3,15,30
30282,2022,4877,R.J. Hampton,NA,SG,20,2,NBA,ORL,64,14,1402,175,457,0.383,64,183,0.35,111,274,0.405,0.453,75,117,0.641,23,171,194,158,42,13,87,101,489
30283,2022,3704,Rajon Rondo,NA,PG,35,16,NBA,TOT,39,1,697,68,176,0.386,31,88,0.352,37,88,0.42,0.474,19,26,0.731,15,93,108,170,30,6,68,56,186
30284,2022,3704,Rajon Rondo,NA,PG,35,16,NBA,LAL,18,0,289,23,71,0.324,8,30,0.267,15,41,0.366,0.38,1,2,0.5,10,39,49,67,12,5,34,25,55
30285,2022,3704,Rajon Rondo,NA,PG,35,16,NBA,CLE,21,1,408,45,105,0.429,23,58,0.397,22,47,0.468,0.538,18,24,0.75,5,54,59,103,18,1,34,31,131
30286,2022,4358,Raul Neto,NA,PG,29,7,NBA,WAS,70,19,1372,204,441,0.463,35,120,0.292,169,321,0.526,0.502,83,108,0.769,13,121,134,217,55,3,79,104,526
30287,2022,4781,Rayjon Tucker,NA,SG,24,3,NBA,TOT,5,0,71,6,9,0.667,4,5,0.8,2,4,0.5,0.889,5,7,0.714,3,5,8,10,4,0,1,5,21
30288,2022,4781,Rayjon Tucker,NA,SG,24,3,NBA,DEN,3,0,29,1,2,0.5,1,2,0.5,0,0,NA,0.75,3,4,0.75,1,3,4,4,1,0,0,3,6
30289,2022,4781,Rayjon Tucker,NA,SG,24,3,NBA,MIL,2,0,42,5,7,0.714,3,3,1,2,4,0.5,0.929,2,3,0.667,2,2,4,6,3,0,1,2,15
30290,2022,4194,Reggie Bullock,NA,SF,30,9,NBA,DAL,68,37,1902,201,501,0.401,141,392,0.36,60,109,0.55,0.542,40,48,0.833,33,208,241,83,41,14,40,111,583
30291,2022,4050,Reggie Jackson,NA,SG,31,11,NBA,LAC,75,75,2337,479,1222,0.392,167,512,0.326,312,710,0.439,0.46,138,163,0.847,39,232,271,359,55,15,173,159,1263
30292,2022,4878,Reggie Perry,NA,PF,21,2,NBA,TOT,10,1,187,40,79,0.506,3,16,0.188,37,63,0.587,0.525,9,15,0.6,15,32,47,12,9,6,11,33,92
30293,2022,4878,Reggie Perry,NA,PF,21,2,NBA,POR,9,1,177,39,78,0.5,3,16,0.188,36,62,0.581,0.519,9,15,0.6,15,31,46,12,9,6,11,30,90
30294,2022,4878,Reggie Perry,NA,PF,21,2,NBA,IND,1,0,10,1,1,1,0,0,NA,1,1,1,1,0,0,NA,0,1,1,0,0,0,0,3,2
