seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,gs,mp,fg,fga,fg_percent,x3p,x3pa,x3p_percent,x2p,x2pa,x2p_percent,e_fg_percent,ft,fta,ft_percent,orb,drb,trb,ast,stl,blk,tov,pf,pts
29648,2022,4219,Aaron Gordon,NA,PF,26,8,NBA,DEN,75,75,2376,434,834,0.52,87,260,0.335,347,574,0.605,0.573,171,230,0.743,125,314,439,188,44,44,133,148,1126
29649,2022,4899,Aaron Henry,NA,SF,22,1,NBA,PHI,6,0,17,1,5,0.2,0,1,0,1,4,0.25,0.2,0,0,NA,0,1,1,0,0,2,2,2,2
29650,2022,4582,Aaron Holiday,NA,PG,25,4,NBA,TOT,63,15,1021,151,338,0.447,39,103,0.379,112,235,0.477,0.504,59,68,0.868,24,98,122,153,42,9,67,92,400
29651,2022,4582,Aaron Holiday,NA,PG,25,4,NBA,WAS,41,14,663,100,214,0.467,23,67,0.343,77,147,0.524,0.521,28,35,0.8,9,58,67,78,24,9,39,60,251
29652,2022,4582,Aaron Holiday,NA,PG,25,4,NBA,PHO,22,1,358,51,124,0.411,16,36,0.444,35,88,0.398,0.476,31,33,0.939,15,40,55,75,18,0,28,32,149
29653,2022,4805,Aaron Nesmith,NA,SF,22,2,NBA,BOS,52,3,574,72,182,0.396,31,115,0.27,41,67,0.612,0.481,21,26,0.808,15,74,89,22,20,5,31,70,196
29654,2022,4900,Aaron Wiggins,NA,SG,23,1,NBA,OKC,50,35,1209,156,337,0.463,42,138,0.304,114,199,0.573,0.525,62,85,0.729,51,127,178,68,30,10,54,93,416
29655,2022,4463,Abdel Nader,NA,SF,28,5,NBA,PHO,14,0,145,12,35,0.343,4,14,0.286,8,21,0.381,0.4,6,10,0.6,4,23,27,7,8,4,11,20,34
29656,2022,4901,Ade Murkey,NA,SG,24,1,NBA,SAC,1,0,1,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,0,0
29657,2022,4688,Admiral Schofield,NA,SF,24,2,NBA,ORL,38,1,469,54,129,0.419,26,79,0.329,28,50,0.56,0.519,12,15,0.8,17,72,89,25,4,5,21,58,146
29658,2022,4902,Ahmad Caver,NA,PG,25,1,NBA,IND,1,0,1,1,1,1,0,0,NA,1,1,1,1,0,0,NA,0,0,0,0,0,0,0,0,2
29659,2022,3734,Al Horford,NA,C,35,15,NBA,BOS,69,69,2005,266,569,0.467,89,265,0.336,177,304,0.582,0.546,80,95,0.842,108,422,530,232,49,92,65,130,701
29660,2022,3982,Alec Burks,NA,SG,30,11,NBA,NYK,81,44,2318,285,728,0.391,157,389,0.404,128,339,0.378,0.499,217,264,0.822,47,350,397,239,85,26,91,215,944
29661,2022,4903,Aleem Ford,NA,SF,24,1,NBA,ORL,5,0,74,6,20,0.3,2,15,0.133,4,5,0.8,0.35,0,0,NA,2,13,15,2,1,0,4,7,14
29662,2022,4806,Aleksej Pokusevski,NA,PF,20,2,NBA,OKC,61,12,1233,186,456,0.408,57,197,0.289,129,259,0.498,0.47,35,50,0.7,73,245,318,131,39,38,94,88,464
29663,2022,4465,Alex Caruso,NA,SG,27,5,NBA,CHI,41,18,1147,102,256,0.398,42,126,0.333,60,130,0.462,0.48,58,73,0.795,33,115,148,165,71,15,57,106,304
29664,2022,4142,Alex Len,NA,C,28,9,NBA,SAC,39,10,620,94,176,0.534,6,21,0.286,88,155,0.568,0.551,41,63,0.651,52,109,161,45,13,25,43,100,235
29665,2022,4466,Alfonzo McKinnie,NA,SF,29,5,NBA,CHI,17,3,206,24,61,0.393,9,27,0.333,15,34,0.441,0.467,2,8,0.25,13,20,33,5,2,3,7,26,59
29666,2022,4583,Alize Johnson,NA,PF,25,4,NBA,TOT,23,0,167,17,39,0.436,0,4,0,17,35,0.486,0.436,7,12,0.583,28,33,61,9,5,0,12,18,41
29667,2022,4583,Alize Johnson,NA,PF,25,4,NBA,CHI,16,0,121,12,23,0.522,0,2,0,12,21,0.571,0.522,4,7,0.571,16,20,36,8,3,0,8,15,28
29668,2022,4583,Alize Johnson,NA,PF,25,4,NBA,WAS,3,0,18,2,6,0.333,0,2,0,2,4,0.5,0.333,0,1,0,5,7,12,0,0,0,3,0,4
29669,2022,4583,Alize Johnson,NA,PF,25,4,NBA,NOP,4,0,28,3,10,0.3,0,0,NA,3,10,0.3,0.3,3,4,0.75,7,6,13,1,2,0,1,3,9
29670,2022,4904,Alperen Şengün,NA,C,19,1,NBA,HOU,72,13,1489,249,525,0.474,29,117,0.248,220,408,0.539,0.502,165,232,0.711,138,255,393,185,59,68,145,214,692
29671,2022,4690,Amir Coffey,NA,SG,24,3,NBA,LAC,69,30,1567,211,466,0.453,96,254,0.378,115,212,0.542,0.556,101,117,0.863,26,171,197,124,38,15,45,87,619
29672,2022,4064,Andre Drummond,NA,C,28,10,NBA,TOT,73,36,1437,247,433,0.57,0,3,0,247,430,0.574,0.57,86,164,0.524,229,451,680,131,78,68,115,192,580
29673,2022,4064,Andre Drummond,NA,C,28,10,NBA,PHI,49,12,902,128,238,0.538,0,2,0,128,236,0.542,0.538,42,82,0.512,136,297,433,97,56,45,79,121,298
29674,2022,4064,Andre Drummond,NA,C,28,10,NBA,BRK,24,24,535,119,195,0.61,0,1,0,119,194,0.613,0.61,44,82,0.537,93,154,247,34,22,23,36,71,282
29675,2022,3500,Andre Iguodala,NA,SF,38,18,NBA,GSW,31,0,603,46,121,0.38,17,74,0.23,29,47,0.617,0.45,15,20,0.75,21,79,100,114,27,22,28,34,124
29676,2022,4223,Andrew Wiggins,NA,SF,26,8,NBA,GSW,73,73,2329,475,1019,0.466,157,399,0.393,318,620,0.513,0.543,149,235,0.634,85,240,325,161,76,51,111,158,1256
29677,2022,4586,Anfernee Simons,NA,SG,22,4,NBA,POR,57,30,1681,353,797,0.443,179,442,0.405,174,355,0.49,0.555,103,116,0.888,26,125,151,221,30,6,115,110,988
29678,2022,4066,Anthony Davis,NA,C,28,10,NBA,LAL,40,40,1404,370,695,0.532,13,70,0.186,357,625,0.571,0.542,174,244,0.713,106,288,394,122,49,90,82,97,927
29679,2022,4808,Anthony Edwards,NA,SG,20,2,NBA,MIN,72,72,2466,549,1245,0.441,215,602,0.357,334,643,0.519,0.527,220,280,0.786,62,281,343,275,105,46,190,164,1533
29680,2022,4809,Anthony Gill,NA,PF,29,2,NBA,WAS,44,0,463,62,109,0.569,14,26,0.538,48,83,0.578,0.633,42,52,0.808,33,52,85,27,5,11,18,58,180
29681,2022,4810,Anthony Lamb,NA,SF,24,2,NBA,SAS,2,0,8,0,2,0,0,2,0,0,0,NA,0,0,0,NA,0,1,1,2,0,0,0,0,0
29682,2022,4811,Armoni Brooks,NA,SG-PG,23,2,NBA,TOT,54,11,844,98,289,0.339,74,249,0.297,24,40,0.6,0.467,18,21,0.857,20,83,103,62,28,11,27,74,288
29683,2022,4811,Armoni Brooks,NA,SG,23,2,NBA,HOU,41,8,690,87,251,0.347,64,213,0.3,23,38,0.605,0.474,16,19,0.842,12,69,81,49,21,8,23,60,254
29684,2022,4811,Armoni Brooks,NA,PG,23,2,NBA,TOR,13,3,154,11,38,0.289,10,36,0.278,1,2,0.5,0.421,2,2,1,8,14,22,13,7,3,4,14,34
29685,2022,4905,Arnoldas Kulboka,NA,SF,24,1,NBA,CHO,2,0,5,0,1,0,0,1,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,1,0
29686,2022,4906,Austin Reaves,NA,SG,23,1,NBA,LAL,61,19,1418,146,318,0.459,53,167,0.317,93,151,0.616,0.542,99,118,0.839,45,148,193,110,29,20,40,87,444
29687,2022,4069,Austin Rivers,NA,SG,29,10,NBA,DEN,67,18,1480,146,350,0.417,79,231,0.342,67,119,0.563,0.53,32,44,0.727,19,95,114,90,51,6,54,121,403
29688,2022,3918,Avery Bradley,NA,SG,31,12,NBA,LAL,62,45,1406,148,350,0.423,82,210,0.39,66,140,0.471,0.54,16,18,0.889,31,105,136,47,53,9,38,118,394
29689,2022,4907,Ayo Dosunmu,NA,SG,22,1,NBA,CHI,77,40,2110,278,535,0.52,70,186,0.376,208,349,0.596,0.585,53,78,0.679,27,187,214,256,60,29,108,182,679
29690,2022,4588,B.J. Johnson,NA,SF,26,3,NBA,ORL,4,0,65,11,25,0.44,4,10,0.4,7,15,0.467,0.52,0,0,NA,6,9,15,0,0,1,0,4,26
29691,2022,4472,Bam Adebayo,NA,C,24,5,NBA,MIA,56,56,1825,406,729,0.557,0,6,0,406,723,0.562,0.557,256,340,0.753,137,427,564,190,80,44,148,171,1068
29692,2022,4148,Ben McLemore,NA,SG,28,9,NBA,POR,64,6,1285,216,539,0.401,151,417,0.362,65,122,0.533,0.541,72,88,0.818,12,91,103,59,38,10,55,103,655
29693,2022,3984,Bismack Biyombo,NA,C,29,11,NBA,PHO,36,3,506,86,145,0.593,0,0,NA,86,145,0.593,0.593,38,71,0.535,63,104,167,23,12,26,25,70,210
29694,2022,3920,Blake Griffin,NA,PF,32,12,NBA,BRK,56,24,958,133,313,0.425,38,145,0.262,95,168,0.565,0.486,55,76,0.724,60,168,228,105,27,14,31,95,359
29695,2022,4306,Boban Marjanović,NA,C,33,7,NBA,DAL,23,0,128,42,70,0.6,1,4,0.25,41,66,0.621,0.607,13,22,0.591,8,31,39,3,0,3,15,24,98
29696,2022,4307,Bobby Portis,NA,C,26,7,NBA,MIL,72,59,2028,417,871,0.479,133,338,0.393,284,533,0.533,0.555,85,113,0.752,180,477,657,86,53,51,90,174,1052
29697,2022,4475,Bogdan Bogdanović,NA,SG,29,5,NBA,ATL,63,27,1848,342,794,0.431,169,459,0.368,173,335,0.516,0.537,97,115,0.843,29,221,250,194,68,14,70,132,950
29698,2022,4224,Bojan Bogdanović,NA,PF,32,8,NBA,UTA,69,69,2131,422,928,0.455,181,468,0.387,241,460,0.524,0.552,223,260,0.858,58,238,296,120,34,1,118,116,1248
29699,2022,4692,Bol Bol,NA,PF,22,3,NBA,DEN,14,0,81,15,27,0.556,1,4,0.25,14,23,0.609,0.574,2,5,0.4,4,16,20,5,1,2,4,4,33
29700,2022,4908,Bones Hyland,NA,PG,21,1,NBA,DEN,69,4,1310,230,571,0.403,131,358,0.366,99,213,0.465,0.518,107,125,0.856,14,174,188,191,41,20,86,153,698
29701,2022,4591,Brad Wanamaker,NA,PG,32,4,NBA,TOT,23,2,320,28,77,0.364,4,17,0.235,24,60,0.4,0.39,23,25,0.92,6,33,39,55,7,6,23,45,83
29702,2022,4591,Brad Wanamaker,NA,PG,32,4,NBA,IND,22,1,293,26,72,0.361,4,17,0.235,22,55,0.4,0.389,20,22,0.909,6,29,35,48,5,6,23,42,76
29703,2022,4591,Brad Wanamaker,NA,PG,32,4,NBA,WAS,1,1,27,2,5,0.4,0,0,NA,2,5,0.4,0.4,3,3,1,0,4,4,7,2,0,0,3,7
29704,2022,4072,Bradley Beal,NA,SG,28,10,NBA,WAS,40,40,1439,348,771,0.451,63,210,0.3,285,561,0.508,0.492,169,203,0.833,38,151,189,265,36,15,135,95,928
29705,2022,4909,Brandon Boston Jr.,NA,SG,20,1,NBA,LAC,51,0,760,125,325,0.385,34,111,0.306,91,214,0.425,0.437,59,72,0.819,17,94,111,51,26,13,31,43,343
29706,2022,4693,Brandon Clarke,NA,PF,25,3,NBA,MEM,64,1,1246,288,447,0.644,5,22,0.227,283,425,0.666,0.65,85,130,0.654,135,207,342,86,39,68,34,122,666
29707,2022,4592,Brandon Goodwin,NA,PG,26,4,NBA,CLE,36,5,502,64,154,0.416,19,55,0.345,45,99,0.455,0.477,24,38,0.632,14,53,67,91,25,1,36,39,171
29708,2022,4379,Brandon Ingram,NA,SF,24,6,NBA,NOP,55,55,1869,453,983,0.461,74,226,0.327,379,757,0.501,0.498,266,322,0.826,35,285,320,307,34,26,151,119,1246
29709,2022,3985,Brandon Knight,NA,PG,30,9,NBA,DAL,5,0,65,10,25,0.4,4,17,0.235,6,8,0.75,0.48,8,8,1,0,8,8,8,1,0,4,5,32
29710,2022,4910,Brandon Williams,1999,PG,22,1,NBA,POR,24,16,640,105,282,0.372,31,106,0.292,74,176,0.42,0.427,68,97,0.701,19,55,74,94,24,10,58,52,309
29711,2022,4911,Braxton Key,NA,SF,24,1,NBA,TOT,11,0,197,33,72,0.458,6,21,0.286,27,51,0.529,0.5,7,13,0.538,13,37,50,11,10,11,11,26,79
29712,2022,4911,Braxton Key,NA,SF,24,1,NBA,PHI,2,0,6,1,2,0.5,0,1,0,1,1,1,0.5,0,0,NA,1,1,2,1,1,0,2,1,2
29713,2022,4911,Braxton Key,NA,SF,24,1,NBA,DET,9,0,191,32,70,0.457,6,20,0.3,26,50,0.52,0.5,7,13,0.538,12,36,48,10,9,11,9,25,77
29714,2022,4813,Brodric Thomas,NA,SG,25,2,NBA,BOS,12,0,60,8,18,0.444,2,9,0.222,6,9,0.667,0.5,3,5,0.6,2,8,10,11,1,1,6,7,21
29715,2022,3801,Brook Lopez,NA,C,33,14,NBA,MIL,13,11,298,61,131,0.466,19,53,0.358,42,78,0.538,0.538,20,23,0.87,19,34,53,6,8,15,12,34,161
29716,2022,4594,Bruce Brown,NA,SF,25,4,NBA,BRK,72,45,1774,256,506,0.506,38,94,0.404,218,412,0.529,0.543,97,128,0.758,100,245,345,148,77,52,56,176,647
29717,2022,4695,Bruno Fernando,NA,C,23,3,NBA,TOT,30,0,152,36,55,0.655,1,2,0.5,35,53,0.66,0.664,15,24,0.625,18,37,55,7,1,11,14,24,88
29718,2022,4695,Bruno Fernando,NA,C,23,3,NBA,BOS,20,0,58,7,14,0.5,1,1,1,6,13,0.462,0.536,4,5,0.8,7,8,15,4,0,3,5,6,19
29719,2022,4695,Bruno Fernando,NA,C,23,3,NBA,HOU,10,0,94,29,41,0.707,0,1,0,29,40,0.725,0.707,11,19,0.579,11,29,40,3,1,8,9,18,69
29720,2022,4381,Bryn Forbes,NA,SG,28,6,NBA,TOT,75,2,1286,231,539,0.429,122,295,0.414,109,244,0.447,0.542,79,87,0.908,10,83,93,75,25,5,56,95,663
29721,2022,4381,Bryn Forbes,NA,SG,28,6,NBA,SAS,40,1,676,128,296,0.432,63,151,0.417,65,145,0.448,0.539,44,49,0.898,4,59,63,41,17,3,33,42,363
29722,2022,4381,Bryn Forbes,NA,SG,28,6,NBA,DEN,35,1,610,103,243,0.424,59,144,0.41,44,99,0.444,0.545,35,38,0.921,6,24,30,34,8,2,23,53,300
29723,2022,4382,Buddy Hield,NA,SG,29,6,NBA,TOT,81,32,2499,446,1098,0.406,262,716,0.366,184,382,0.482,0.526,111,127,0.874,66,287,353,229,72,25,153,184,1265
29724,2022,4382,Buddy Hield,NA,SG,29,6,NBA,SAC,55,6,1574,265,693,0.382,182,495,0.368,83,198,0.419,0.514,80,92,0.87,43,178,221,105,48,15,90,113,792
29725,2022,4382,Buddy Hield,NA,SG,29,6,NBA,IND,26,26,925,181,405,0.447,80,221,0.362,101,184,0.549,0.546,31,35,0.886,23,109,132,124,24,10,63,71,473
29726,2022,3582,C.J. Miles,NA,SG,34,16,NBA,BOS,1,0,2,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,1,0
29727,2022,4912,Cade Cunningham,NA,PG,20,1,NBA,DET,64,64,2088,429,1031,0.416,114,363,0.314,315,668,0.472,0.471,142,168,0.845,58,296,354,356,78,43,234,200,1114
29728,2022,4696,Caleb Martin,NA,SF,26,3,NBA,MIA,60,12,1372,208,410,0.507,64,155,0.413,144,255,0.565,0.585,71,93,0.763,70,160,230,64,58,30,52,104,551
29729,2022,4697,Cam Reddish,NA,SF,22,3,NBA,TOT,49,7,1012,165,408,0.404,66,184,0.359,99,224,0.442,0.485,101,112,0.902,25,80,105,48,47,15,57,60,497
29730,2022,4697,Cam Reddish,NA,SF,22,3,NBA,ATL,34,7,797,138,343,0.402,58,153,0.379,80,190,0.421,0.487,72,80,0.9,20,64,84,38,35,11,44,45,406
29731,2022,4697,Cam Reddish,NA,SF,22,3,NBA,NYK,15,0,215,27,65,0.415,8,31,0.258,19,34,0.559,0.477,29,32,0.906,5,16,21,10,12,4,13,15,91
29732,2022,4913,Cam Thomas,NA,SG,20,1,NBA,BRK,67,2,1176,218,503,0.433,47,174,0.27,171,329,0.52,0.48,87,105,0.829,16,145,161,78,33,8,55,66,570
29733,2022,4698,Cameron Johnson,NA,PF,25,3,NBA,PHO,66,16,1730,279,607,0.46,166,391,0.425,113,216,0.523,0.596,98,114,0.86,42,231,273,99,57,16,47,113,822
29734,2022,4914,Cameron McGriff,NA,SF,24,1,NBA,POR,3,0,46,5,14,0.357,2,6,0.333,3,8,0.375,0.429,2,2,1,6,9,15,3,0,1,0,7,14
29735,2022,4814,Cameron Oliver,NA,SF,25,2,NBA,ATL,2,0,43,10,15,0.667,1,3,0.333,9,12,0.75,0.7,2,3,0.667,2,4,6,3,1,1,0,5,23
29736,2022,4311,Cameron Payne,NA,PG,27,7,NBA,PHO,58,12,1278,240,587,0.409,71,211,0.336,169,376,0.449,0.469,75,89,0.843,24,151,175,282,40,17,103,119,626
29737,2022,4383,Caris LeVert,NA,SG,27,6,NBA,TOT,58,49,1781,379,854,0.444,82,256,0.32,297,598,0.497,0.492,146,193,0.756,43,171,214,248,51,23,108,131,986
29738,2022,4383,Caris LeVert,NA,SG,27,6,NBA,IND,39,39,1214,278,622,0.447,61,189,0.323,217,433,0.501,0.496,111,146,0.76,30,120,150,173,35,18,75,91,728
29739,2022,4383,Caris LeVert,NA,SG,27,6,NBA,CLE,19,10,567,101,232,0.435,21,67,0.313,80,165,0.485,0.481,35,47,0.745,13,51,64,75,16,5,33,40,258
29740,2022,4915,Carlik Jones,NA,PG,24,1,NBA,TOT,5,0,23,1,9,0.111,0,1,0,1,8,0.125,0.111,2,2,1,1,2,3,5,1,0,3,0,4
29741,2022,4915,Carlik Jones,NA,PG,24,1,NBA,DAL,3,0,19,0,7,0,0,1,0,0,6,0,0,2,2,1,1,2,3,5,1,0,3,0,2
29742,2022,4915,Carlik Jones,NA,PG,24,1,NBA,DEN,2,0,4,1,2,0.5,0,0,NA,1,2,0.5,0.5,0,0,NA,0,0,0,0,0,0,0,0,2
29743,2022,3435,Carmelo Anthony,NA,PF,37,19,NBA,LAL,69,3,1793,319,723,0.441,149,397,0.375,170,326,0.521,0.544,132,159,0.83,62,226,288,68,47,52,59,166,919
29744,2022,4699,Carsen Edwards,NA,SG,23,3,NBA,DET,4,0,79,9,30,0.3,4,16,0.25,5,14,0.357,0.367,1,1,1,2,4,6,14,2,0,5,4,23
29745,2022,4815,Cassius Stanley,NA,SG,22,2,NBA,DET,9,1,155,19,46,0.413,4,17,0.235,15,29,0.517,0.457,10,10,1,5,14,19,4,5,2,6,17,52
29746,2022,4816,Cassius Winston,NA,PG,23,2,NBA,WAS,7,0,39,4,11,0.364,2,6,0.333,2,5,0.4,0.455,4,4,1,0,1,1,7,0,0,3,9,14
29747,2022,4916,Cat Barber,NA,PG,27,1,NBA,ATL,3,0,13,0,4,0,0,0,NA,0,4,0,0,0,4,0,1,2,3,3,0,0,1,1,0
29748,2022,4479,Cedi Osman,NA,SF,26,5,NBA,CLE,66,3,1462,247,572,0.432,128,359,0.357,119,213,0.559,0.544,87,131,0.664,25,121,146,135,52,10,67,127,709
29749,2022,4596,Chandler Hutchison,NA,SF,25,4,NBA,PHO,6,0,22,1,2,0.5,0,0,NA,1,2,0.5,0.5,2,2,1,0,5,5,2,0,0,4,1,4
29750,2022,4917,Charles Bassey,NA,PF,21,1,NBA,PHI,23,0,168,30,47,0.638,0,4,0,30,43,0.698,0.638,9,12,0.75,22,40,62,7,5,17,8,32,69
29751,2022,4700,Charlie Brown,NA,SG,24,3,NBA,TOT,22,2,177,10,39,0.256,1,12,0.083,9,27,0.333,0.269,9,10,0.9,14,18,32,6,10,4,5,18,30
29752,2022,4700,Charlie Brown,NA,SG,24,3,NBA,DAL,3,0,15,1,5,0.2,0,3,0,1,2,0.5,0.2,0,0,NA,0,1,1,1,2,1,0,2,2
29753,2022,4700,Charlie Brown,NA,SG,24,3,NBA,PHI,19,2,162,9,34,0.265,1,9,0.111,8,25,0.32,0.279,9,10,0.9,14,17,31,5,8,3,5,16,28
29754,2022,4918,Chaundee Brown Jr.,NA,SG-SF,23,1,NBA,TOT,5,2,104,10,32,0.313,6,18,0.333,4,14,0.286,0.406,5,6,0.833,1,15,16,4,2,0,1,7,31
29755,2022,4918,Chaundee Brown Jr.,NA,SF,23,1,NBA,LAL,2,0,21,1,7,0.143,0,3,0,1,4,0.25,0.143,0,0,NA,0,2,2,0,0,0,1,0,2
29756,2022,4918,Chaundee Brown Jr.,NA,SG,23,1,NBA,ATL,3,2,83,9,25,0.36,6,15,0.4,3,10,0.3,0.48,5,6,0.833,1,13,14,4,2,0,0,7,29
29757,2022,4385,Cheick Diallo,NA,C,25,5,NBA,DET,3,0,31,3,8,0.375,0,0,NA,3,8,0.375,0.375,5,6,0.833,4,8,12,0,1,0,1,6,11
29758,2022,4597,Chimezie Metu,NA,C,24,4,NBA,SAC,60,20,1279,203,449,0.452,57,186,0.306,146,263,0.555,0.516,71,91,0.78,34,301,335,60,51,32,61,93,534
29759,2022,4481,Chris Boucher,NA,PF,29,5,NBA,TOR,80,9,1690,268,577,0.464,68,229,0.297,200,348,0.575,0.523,150,193,0.777,179,315,494,25,49,75,42,174,754
29760,2022,4598,Chris Chiozza,NA,PG,26,4,NBA,GSW,34,1,372,24,81,0.296,17,53,0.321,7,28,0.25,0.401,2,3,0.667,9,27,36,65,13,0,32,32,67
29761,2022,4919,Chris Duarte,NA,SG,24,1,NBA,IND,55,39,1541,268,621,0.432,94,255,0.369,174,366,0.475,0.507,90,112,0.804,41,185,226,114,56,10,90,95,720
29762,2022,3585,Chris Paul,NA,PG,36,17,NBA,PHO,65,65,2139,363,736,0.493,63,199,0.317,300,537,0.559,0.536,169,202,0.837,22,261,283,702,121,20,153,134,958
29763,2022,4702,Chris Silva,NA,PF,25,3,NBA,TOT,10,0,91,8,15,0.533,0,0,NA,8,15,0.533,0.533,10,12,0.833,13,23,36,7,0,1,8,20,26
29764,2022,4702,Chris Silva,NA,PF,25,3,NBA,MIN,1,0,3,0,0,NA,0,0,NA,0,0,NA,NA,0,0,NA,0,1,1,0,0,0,0,0,0
29765,2022,4702,Chris Silva,NA,PF,25,3,NBA,MIA,9,0,88,8,15,0.533,0,0,NA,8,15,0.533,0.533,10,12,0.833,13,22,35,7,0,1,8,20,26
29766,2022,4313,Christian Wood,NA,C,26,6,NBA,HOU,68,67,2094,440,878,0.501,131,336,0.39,309,542,0.57,0.576,207,332,0.623,110,576,686,155,54,65,126,171,1218
29767,2022,4817,Chuma Okeke,NA,PF,23,2,NBA,ORL,70,20,1749,216,575,0.376,118,371,0.318,98,204,0.48,0.478,55,65,0.846,47,300,347,118,97,42,57,95,605
29768,2022,4818,CJ Elleby,NA,SF,21,2,NBA,POR,58,28,1174,121,308,0.393,37,126,0.294,84,182,0.462,0.453,60,84,0.714,66,161,227,87,35,19,56,116,339
29769,2022,4154,CJ McCollum,NA,SG,30,9,NBA,TOT,62,62,2145,536,1164,0.46,182,469,0.388,354,695,0.509,0.539,116,170,0.682,53,216,269,315,70,22,127,121,1370
29770,2022,4154,CJ McCollum,NA,SG,30,9,NBA,POR,36,36,1267,290,665,0.436,111,289,0.384,179,376,0.476,0.52,48,68,0.706,34,119,153,163,36,21,70,77,739
29771,2022,4154,CJ McCollum,NA,SG,30,9,NBA,NOP,26,26,878,246,499,0.493,71,180,0.394,175,319,0.549,0.564,68,102,0.667,19,97,116,152,34,1,57,44,631
29772,2022,4230,Clint Capela,NA,C,27,8,NBA,ATL,74,73,2042,370,604,0.613,0,1,0,370,603,0.614,0.613,80,169,0.473,279,598,877,92,55,93,44,166,820
29773,2022,4703,Coby White,NA,PG,21,3,NBA,CHI,61,17,1675,279,644,0.433,136,353,0.385,143,291,0.491,0.539,78,91,0.857,17,165,182,176,29,11,70,137,772
29774,2022,4704,Cody Martin,NA,SF,26,3,NBA,CHO,71,11,1866,204,423,0.482,61,159,0.384,143,264,0.542,0.554,75,107,0.701,82,203,285,179,88,32,61,116,544
29775,2022,4155,Cody Zeller,NA,C,29,9,NBA,POR,27,0,355,51,90,0.567,0,4,0,51,86,0.593,0.567,38,49,0.776,50,75,125,22,8,6,19,56,140
29776,2022,4819,Cole Anthony,NA,PG,21,2,NBA,ORL,65,65,2059,357,912,0.391,132,391,0.338,225,521,0.432,0.464,216,253,0.854,32,316,348,369,46,17,170,171,1062
29777,2022,4599,Collin Sexton,NA,SG,23,4,NBA,CLE,11,11,316,68,151,0.45,11,45,0.244,57,106,0.538,0.487,29,39,0.744,13,23,36,23,10,0,31,25,176
29778,2022,4920,Corey Kispert,NA,SF,22,1,NBA,WAS,77,36,1801,234,514,0.455,112,320,0.35,122,194,0.629,0.564,54,62,0.871,53,156,209,85,35,22,50,93,634
29779,2022,3992,Cory Joseph,NA,PG,30,11,NBA,DET,65,39,1600,178,400,0.445,65,157,0.414,113,243,0.465,0.526,100,113,0.885,29,145,174,237,42,17,85,147,521
29780,2022,4921,Craig Sword,NA,SG,28,1,NBA,WAS,3,0,19,3,4,0.75,0,1,0,3,3,1,0.75,0,0,NA,0,0,0,1,4,0,1,7,6
29781,2022,3805,D.J. Augustin,NA,PG,34,14,NBA,TOT,55,2,883,94,222,0.423,68,164,0.415,26,58,0.448,0.577,38,43,0.884,11,57,68,107,17,1,56,39,294
29782,2022,3805,D.J. Augustin,NA,PG,34,14,NBA,HOU,34,2,510,55,136,0.404,39,96,0.406,16,40,0.4,0.548,33,38,0.868,7,34,41,74,10,0,45,17,182
29783,2022,3805,D.J. Augustin,NA,PG,34,14,NBA,LAL,21,0,373,39,86,0.453,29,68,0.426,10,18,0.556,0.622,5,5,1,4,23,27,33,7,1,11,22,112
29784,2022,4482,D.J. Wilson,NA,PF,25,5,NBA,TOR,4,1,54,11,15,0.733,0,2,0,11,13,0.846,0.733,8,10,0.8,1,15,16,5,5,1,2,6,30
29785,2022,4317,D'Angelo Russell,NA,PG,25,7,NBA,MIN,65,65,2077,401,975,0.411,176,518,0.34,225,457,0.492,0.502,198,240,0.825,25,191,216,460,62,22,165,130,1176
29786,2022,4922,Daishen Nix,NA,SG,19,1,NBA,HOU,24,0,261,27,67,0.403,7,26,0.269,20,41,0.488,0.455,16,30,0.533,7,26,33,40,15,0,26,21,77
29787,2022,4820,Dakota Mathias,NA,SG,26,2,NBA,MEM,6,0,16,2,6,0.333,2,6,0.333,0,0,NA,0.5,0,0,NA,0,2,2,1,1,0,0,1,6
29788,2022,4923,Dalano Banton,NA,SF,22,1,NBA,TOR,64,1,696,83,202,0.411,13,51,0.255,70,151,0.464,0.443,26,44,0.591,38,86,124,99,28,10,53,68,205
29789,2022,4387,Damian Jones,NA,C,26,6,NBA,SAC,56,15,1017,175,266,0.658,10,29,0.345,165,237,0.696,0.677,94,131,0.718,75,171,246,69,26,47,59,130,454
29790,2022,4077,Damian Lillard,NA,PG,31,10,NBA,POR,29,29,1056,222,552,0.402,92,284,0.324,130,268,0.485,0.486,159,181,0.878,13,107,120,212,17,11,83,37,695
29791,2022,4484,Damion Lee,NA,SG,29,5,NBA,GSW,63,5,1256,169,383,0.441,63,187,0.337,106,196,0.541,0.523,66,75,0.88,27,176,203,63,39,6,38,95,467
29792,2022,4485,Damyean Dotson,NA,SG,27,5,NBA,NYK,2,0,21,2,4,0.5,0,1,0,2,3,0.667,0.5,0,0,NA,0,2,2,1,0,0,0,0,4
29793,2022,4705,Daniel Gafford,NA,C,23,3,NBA,WAS,72,53,1444,285,411,0.693,0,1,0,285,410,0.695,0.693,107,153,0.699,155,252,407,68,30,99,65,170,677
