seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp
30062,2022,4971,Joshua Primo,NA,SG,19,1,NBA,SAS,50,965,7.1,0.487,0.507,0.219,3.5,8.9,6.1,10.6,1,2,16.1,15.4,-0.6,0.6,0,0.001,-3.9,-1.1,-5,-0.7
30063,2022,3891,Jrue Holiday,NA,PG,31,13,NBA,MIL,67,2207,19.8,0.593,0.336,0.189,3.4,10.9,7.2,31.8,2.4,1.3,15,23.5,4.5,2.4,6.9,0.15,2.9,0.3,3.2,2.9
30064,2022,4972,JT Thor,NA,PF,19,1,NBA,CHO,33,262,9.7,0.525,0.491,0.364,4.4,13.1,8.7,9.2,1.5,4,13.6,12,0.1,0.2,0.3,0.058,-3.1,0.1,-3,-0.1
30065,2022,4419,Juan Hernangómez,NA,PF,26,6,NBA,TOT,40,445,11.5,0.542,0.651,0.321,7,17.1,12.2,6,1.6,2,11.7,13.4,0.3,0.6,0.9,0.095,-0.7,0.1,-0.6,0.2
30066,2022,4419,Juan Hernangómez,NA,PF,26,6,NBA,BOS,18,96,3.8,0.307,0.667,0.333,10.4,17.6,14.1,4,2.1,1.9,16.2,17,-0.3,0.2,-0.1,-0.05,-6.9,-1.4,-8.3,-0.2
30067,2022,4419,Juan Hernangómez,NA,PF,26,6,NBA,SAS,5,51,9,0.451,0.5,0.667,8.2,22.8,15.4,6.9,0.9,1.6,20.5,8.1,0,0.1,0.1,0.055,-2.4,-0.1,-2.5,0
30068,2022,4419,Juan Hernangómez,NA,PF,26,6,NBA,UTA,17,298,14.5,0.638,0.658,0.288,5.7,16,11,6.5,1.5,2.1,8.9,13.2,0.6,0.4,0.9,0.149,1.5,0.7,2.2,0.3
30069,2022,4739,Juan Toscano-Anderson,NA,SF,28,3,NBA,GSW,73,994,11,0.561,0.37,0.298,3.2,15.8,9.7,17.6,2.4,1.6,20.4,14.7,0.3,1.8,2,0.098,-3.2,2.4,-0.8,0.3
30070,2022,4266,Julius Randle,NA,PF,27,8,NBA,NYK,72,2544,15.7,0.509,0.313,0.322,5.2,25.5,15.1,25.1,1,1.5,14.7,28.7,-0.3,3.4,3.1,0.059,0.4,0.2,0.5,1.6
30071,2022,4337,Justin Anderson,NA,SF,28,6,NBA,TOT,16,316,10.4,0.493,0.621,0.2,1.4,15,8.1,14.2,1.2,1.7,7.2,15.1,0.2,0.2,0.4,0.054,-1.9,-1.3,-3.2,-0.1
30072,2022,4337,Justin Anderson,NA,SF,28,6,NBA,CLE,3,47,10.7,0.666,0.75,0.5,0,13.8,7.1,17.3,1.1,0,17,11.1,0.1,0,0.1,0.124,-3,0.4,-2.6,0
30073,2022,4337,Justin Anderson,NA,SF,28,6,NBA,IND,13,269,10.3,0.475,0.609,0.172,1.6,15.2,8.3,13.6,1.3,1.9,6,15.8,0.1,0.1,0.2,0.041,-1.7,-1.6,-3.3,-0.1
30074,2022,4973,Justin Champagnie,NA,SF,20,1,NBA,TOR,36,281,13.6,0.571,0.418,0.134,13.5,14.3,13.9,5.4,1.4,1.4,10.1,12,0.5,0.3,0.8,0.138,-1.3,-0.7,-2,0
30075,2022,4102,Justin Holiday,NA,SF-SG,32,9,NBA,TOT,74,2057,9.5,0.543,0.728,0.094,1.5,8.8,5.1,8.6,1.3,1.4,9.2,15.8,0.8,0.6,1.4,0.033,-1.4,-0.8,-2.2,-0.1
30076,2022,4102,Justin Holiday,NA,SF,32,9,NBA,IND,49,1416,10.3,0.568,0.734,0.09,1.4,9.4,5.3,8.8,1.2,1.1,9.3,15.9,1,0.3,1.4,0.047,-0.8,-0.8,-1.7,0.1
30077,2022,4102,Justin Holiday,NA,SG,32,9,NBA,SAC,25,641,7.9,0.488,0.716,0.103,1.8,7.5,4.7,8.1,1.6,2,9,15.7,-0.3,0.3,0,0.004,-2.6,-0.8,-3.4,-0.2
30078,2022,4528,Justin Jackson,NA,SF,26,5,NBA,TOT,7,37,7.7,0.472,0.6,0.133,3,16.9,10.1,7.1,0,0,5.9,19.7,0,0,0,0.032,-2.2,-1.1,-3.3,0
30079,2022,4528,Justin Jackson,NA,SF,26,5,NBA,BOS,1,2,22.7,0.532,0,2,0,0,0,0,0,0,0,41.4,0,0,0,0.251,1.9,-4.4,-2.5,0
30080,2022,4528,Justin Jackson,NA,SF,26,5,NBA,PHO,6,35,6.8,0.464,0.643,0,3.1,17.9,10.7,7.5,0,0,6.7,18.4,0,0,0,0.019,-2.5,-0.9,-3.4,0
30081,2022,4741,Justin Robinson,NA,PG,24,3,NBA,TOT,25,304,3.6,0.404,0.656,0.086,1.4,6,3.7,14,1.4,0.3,15,16,-0.5,0.2,-0.3,-0.055,-6.4,-1.3,-7.6,-0.4
30082,2022,4741,Justin Robinson,NA,PG,24,3,NBA,MIL,17,198,4.3,0.415,0.649,0.035,1.1,5.8,3.5,13.7,1.9,0,16,14.8,-0.3,0.1,-0.1,-0.03,-6.3,-0.3,-6.6,-0.2
30083,2022,4741,Justin Robinson,NA,PG,24,3,NBA,SAC,3,15,-13.5,0.125,0.375,0,0,7.3,3.6,17.3,0,0,11.1,25.8,-0.1,0,-0.1,-0.459,-18.5,-7.7,-26.2,-0.1
30084,2022,4741,Justin Robinson,NA,PG,24,3,NBA,DET,5,91,4.9,0.457,0.75,0.214,2.3,6.3,4.2,14.3,0.5,1,14,16.8,-0.1,0,-0.1,-0.041,-4.7,-2.3,-6.9,-0.1
30085,2022,4338,Justise Winslow,NA,SF,25,7,NBA,TOT,48,774,13.1,0.479,0.257,0.257,7,20.9,14,16.1,2.2,2.9,14.6,18.9,-0.3,1.1,0.8,0.048,-2.7,1,-1.7,0.1
30086,2022,4338,Justise Winslow,NA,SF,25,7,NBA,LAC,37,479,12.4,0.49,0.206,0.291,6.8,22.1,14.7,15.5,2.1,3.2,18.9,18,-0.3,0.9,0.6,0.056,-3.5,2,-1.5,0.1
30087,2022,4338,Justise Winslow,NA,SF,25,7,NBA,POR,11,295,14.1,0.465,0.319,0.216,7.2,18.9,12.8,16.9,2.3,2.3,8.6,20.4,0,0.2,0.2,0.037,-1.3,-0.7,-2,0
30088,2022,4267,Jusuf Nurkić,NA,C,27,8,NBA,POR,56,1579,20,0.586,0.093,0.447,11.2,32.6,21.5,16.6,1.9,2.1,16.6,23.6,2,1.7,3.6,0.11,0.1,0.2,0.3,0.9
30089,2022,4743,Juwan Morgan,NA,PF,24,3,NBA,TOT,2,31,8.3,0.833,0.667,0,6.6,7.4,7,4.2,0,0,0,4.1,0.1,0,0.1,0.124,-3.3,-3.9,-7.2,0
30090,2022,4743,Juwan Morgan,NA,PF,24,3,NBA,TOR,1,27,9.5,0.833,0.667,0,7.6,8.5,8,4.8,0,0,0,4.8,0.1,0,0.1,0.139,-3.2,-4.2,-7.3,0
30091,2022,4743,Juwan Morgan,NA,PF,24,3,NBA,BOS,1,4,0,NA,NA,NA,0,0,0,0,0,0,NA,0,0,0,0,0.024,-4,-2,-6,0
30092,2022,4974,Kai Jones,NA,C,21,1,NBA,CHO,21,63,9.2,0.628,0.143,0.571,5,13.7,9.2,8.6,0.8,3,25.5,15.9,0,0,0,0.009,-5.2,-1.4,-6.6,-0.1
30093,2022,4339,Karl-Anthony Towns,NA,C,26,7,NBA,MIN,74,2476,24.1,0.64,0.301,0.385,8.2,23.6,15.7,18,1.4,3.2,13.7,27.8,7.1,3.2,10.3,0.199,4.5,0.5,5,4.4
30094,2022,4975,Keifer Sykes,NA,PG,28,1,NBA,IND,32,566,5.9,0.456,0.474,0.089,1.5,7.4,4.4,14.9,1,0.6,14.3,17.4,-0.5,0.1,-0.5,-0.04,-4.4,-2.5,-6.9,-0.7
30095,2022,4646,Keita Bates-Diop,NA,SF,26,4,NBA,SAS,59,956,12.4,0.578,0.209,0.232,6.8,18.7,12.7,5.7,1.4,1.2,13.4,14.8,0.6,1,1.6,0.08,-2.1,-0.5,-2.6,-0.1
30096,2022,4744,Kelan Martin,NA,SF,26,3,NBA,TOT,30,450,9.4,0.484,0.439,0.076,4.1,9.6,6.8,6.7,1.4,1.7,7.3,18.1,-0.1,0.2,0,0.005,-2.6,-1,-3.6,-0.2
30097,2022,4744,Kelan Martin,NA,SF,26,3,NBA,IND,27,444,9.7,0.492,0.44,0.077,4,9.5,6.7,6.8,1.4,1.8,7.5,18.1,-0.1,0.2,0.1,0.01,-2.4,-0.9,-3.3,-0.1
30098,2022,4744,Kelan Martin,NA,SF,26,3,NBA,BOS,3,6,-11.3,0,0.333,0,18.5,17.6,18,0,0,0,0,22,-0.1,0,0,-0.382,-14.7,-10.5,-25.1,0
30099,2022,4745,Keldon Johnson,NA,SF,22,3,NBA,SAS,75,2392,15.2,0.574,0.395,0.231,3.5,16.7,10,9.5,1.2,0.5,7.6,21.3,2.9,2,4.9,0.098,0.7,-1.2,-0.5,0.9
30100,2022,4853,Keljin Blevins,NA,SF,26,2,NBA,POR,31,349,4.8,0.41,0.649,0.099,4.9,9.5,7.1,7.7,1.8,0.3,12.8,16.5,-0.6,0.1,-0.5,-0.066,-5.6,-2.9,-8.5,-0.6
30101,2022,4177,Kelly Olynyk,NA,C,30,9,NBA,DET,40,764,16.7,0.561,0.416,0.311,7.3,18.3,12.5,23.3,2,2.2,15.1,21.5,0.8,0.8,1.6,0.104,0.5,1,1.6,0.7
30102,2022,4341,Kelly Oubre Jr.,NA,SF,26,7,NBA,CHO,76,1999,14.9,0.56,0.593,0.203,4.1,12,8,6.2,1.8,1.5,6.2,23,1.8,1.4,3.3,0.079,0.2,-1.6,-1.4,0.3
30103,2022,4034,Kemba Walker,NA,PG,31,11,NBA,NYK,37,948,13.9,0.537,0.538,0.192,1.6,11.2,6.3,22.2,1.4,0.7,10.7,20.8,1,0.9,1.8,0.093,0.7,-0.2,0.4,0.6
30104,2022,4647,Kenrich Williams,NA,SF,27,4,NBA,OKC,49,1072,13.3,0.532,0.382,0.174,7.1,14.1,10.5,15.3,2,0.9,11.9,15.6,0.8,1,1.8,0.081,-1.3,1.1,-0.3,0.5
30105,2022,4104,Kent Bazemore,NA,SF,32,10,NBA,LAL,39,545,6,0.451,0.576,0.122,2.6,11,6.8,8.1,2.2,1.5,12.5,13.2,-0.4,0.5,0.1,0.006,-5.1,0.8,-4.3,-0.3
30106,2022,4178,Kentavious Caldwell-Pope,NA,SG,28,9,NBA,WAS,77,2329,12.6,0.568,0.492,0.186,2,10.3,6.2,9.1,1.8,0.9,9.8,19,1.4,1.4,2.8,0.058,-0.9,-0.6,-1.5,0.3
30107,2022,4854,Kenyon Martin Jr.,NA,SF,21,2,NBA,HOU,79,1656,14.3,0.603,0.321,0.235,5.3,14.5,9.9,9.4,1,2.2,9.4,16.3,2.3,0.6,2.9,0.084,0,-1.2,-1.2,0.4
30108,2022,4976,Keon Johnson,NA,SG,19,1,NBA,TOT,37,697,8.7,0.453,0.368,0.188,3.7,9.1,6.3,16.3,2,1.7,13.5,21.2,-0.8,0.4,-0.5,-0.031,-4,-2,-5.9,-0.7
30109,2022,4976,Keon Johnson,NA,SG,19,1,NBA,LAC,15,135,9.4,0.44,0.216,0.412,4.8,11.4,8.2,13.7,2.5,1.3,10.4,21.9,-0.1,0.2,0.1,0.018,-6,0.3,-5.7,-0.1
30110,2022,4976,Keon Johnson,NA,SG,19,1,NBA,POR,22,562,8.5,0.457,0.403,0.136,3.4,8.5,5.9,17,1.8,1.8,14.3,21.1,-0.7,0.2,-0.5,-0.043,-3.5,-2.5,-6,-0.6
30111,2022,4977,Kessler Edwards,NA,SF,21,1,NBA,BRK,48,987,8.3,0.516,0.509,0.071,5,13.8,9.5,4.1,1.4,2.2,13.2,13.8,-0.2,0.9,0.6,0.031,-3.1,-0.8,-3.8,-0.5
30112,2022,3770,Kevin Durant,NA,PF,33,14,NBA,BRK,55,2047,25.6,0.634,0.269,0.367,1.6,19.6,10.8,29.1,1.1,2.3,12.9,31.2,6.4,2,8.4,0.198,6.4,0.7,7.2,4.8
30113,2022,4648,Kevin Huerter,NA,SG,23,4,NBA,ATL,74,2188,11.9,0.57,0.541,0.068,1.6,11,6.4,13.2,1.2,1.1,10.4,17.5,1.8,1,2.8,0.062,-0.5,-0.7,-1.2,0.4
30114,2022,4649,Kevin Knox,NA,SF,22,4,NBA,TOT,30,222,10.9,0.491,0.635,0.259,6.8,14.8,10.7,6.5,0.9,0.8,6.9,20,0.1,0.2,0.2,0.047,-1.9,-2.2,-4.1,-0.1
30115,2022,4649,Kevin Knox,NA,SF,22,4,NBA,NYK,13,111,11.6,0.529,0.7,0.25,7.6,13.8,10.7,4.2,0.9,0.9,10.1,19.5,0,0.1,0.1,0.062,0.5,-1.9,-1.4,0
30116,2022,4649,Kevin Knox,NA,SF,22,4,NBA,ATL,17,111,10.1,0.457,0.578,0.267,5.9,15.7,10.8,8.8,0.9,0.8,3.8,20.6,0,0.1,0.1,0.031,-4.4,-2.5,-6.9,-0.1
30117,2022,3830,Kevin Love,NA,PF,33,14,NBA,CLE,74,1665,19.6,0.594,0.627,0.26,5.9,29.2,17.8,15.3,0.8,1,10.4,25.1,3.2,2.5,5.7,0.164,4.3,0.1,4.5,2.7
30118,2022,4978,Kevin Pangos,NA,PG,29,1,NBA,CLE,24,166,6.5,0.408,0.565,0.087,1.4,5.9,3.7,24.6,0.9,0,12.8,14.6,-0.1,0.1,0.1,0.016,-4.7,-1.4,-6.1,-0.2
30119,2022,4748,Kevin Porter Jr.,NA,PG,21,3,NBA,HOU,61,1907,13.5,0.531,0.511,0.239,2.5,13,7.7,30.7,1.7,1,17.7,24.1,0,0.8,0.8,0.021,-0.1,-1.6,-1.6,0.2
30120,2022,4342,Kevon Looney,NA,C,25,7,NBA,GSW,82,1732,15.7,0.586,0.003,0.343,13.5,23.8,18.8,13.2,1.4,2.9,13.8,12.2,3.5,3.2,6.8,0.187,-0.9,1.7,0.9,1.3
30121,2022,4531,Khem Birch,NA,C,29,5,NBA,TOR,55,991,13.2,0.534,0.07,0.355,12.7,13.5,13.1,7.6,1.5,2.6,11.1,11.2,1.5,1.1,2.6,0.126,-1.7,0.4,-1.3,0.2
30122,2022,4107,Khris Middleton,NA,SF,30,10,NBA,MIL,66,2141,18.1,0.577,0.425,0.285,2.1,15.3,8.8,25.5,1.7,0.8,14.2,26.7,3.2,2.2,5.3,0.119,1.9,-0.3,1.6,1.9
30123,2022,4855,Killian Hayes,NA,PG,20,2,NBA,DET,66,1647,9.3,0.461,0.364,0.161,2.2,12,6.9,24.6,2.3,1.9,18.4,15.7,-1,1.5,0.5,0.014,-4.3,0.8,-3.5,-0.6
30124,2022,4856,Killian Tillie,NA,C,23,2,NBA,MEM,36,461,7.6,0.452,0.677,0.063,4.7,9.1,6.8,5.9,2.4,2.9,9.1,12.8,-0.1,0.6,0.6,0.058,-3.8,1.1,-2.7,-0.1
30125,2022,4857,Kira Lewis Jr.,NA,PG,20,2,NBA,NOP,24,341,9.8,0.466,0.397,0.082,2.9,10,6.3,21.7,1.6,0.3,14.7,22.3,-0.3,0.2,-0.1,-0.017,-2.8,-1.2,-4,-0.2
30126,2022,4036,Klay Thompson,NA,SG,31,9,NBA,GSW,32,941,16.7,0.547,0.517,0.089,1.8,12.4,7.3,16.1,0.8,1.7,6.7,29.6,0.6,1.2,1.8,0.091,2.6,-1.6,1.1,0.7
30127,2022,4421,Kris Dunn,NA,PG,27,6,NBA,POR,15,336,12.5,0.482,0.108,0.176,2.8,13.6,8,35.1,3.3,0.9,22.5,18.3,-0.1,0.3,0.2,0.024,-4.6,-0.8,-5.4,-0.3
30128,2022,4343,Kristaps Porziņģis,NA,PF,26,6,NBA,TOT,51,1481,23.7,0.577,0.329,0.373,7.7,23.1,15.4,13.7,1.3,5,8.3,29.5,3.2,2.4,5.6,0.18,3.3,0.6,3.9,2.2
30129,2022,4343,Kristaps Porziņģis,NA,PF,26,6,NBA,DAL,34,1002,21.8,0.561,0.341,0.335,7.1,21.9,14.5,11.7,1.3,5.3,8.3,28.6,1.6,1.8,3.4,0.161,2.2,0.8,3,1.3
30130,2022,4343,Kristaps Porziņģis,NA,PF,26,6,NBA,WAS,17,479,27.7,0.606,0.305,0.448,8.9,25.5,17.3,17.9,1.2,4.4,8.3,31.4,1.6,0.6,2.2,0.22,5.4,0.2,5.6,0.9
30131,2022,4271,Kyle Anderson,NA,PF,28,8,NBA,MEM,69,1484,14.5,0.506,0.232,0.224,4.8,21.6,13,16.2,2.5,2.8,12.1,16.2,1,2.5,3.5,0.113,-0.9,2.1,1.2,1.2
30132,2022,4751,Kyle Guy,NA,SG,24,3,NBA,MIA,19,186,9.5,0.526,0.615,0.185,2.5,7.8,5.2,13.5,1.9,0.6,15.6,19.9,-0.1,0.2,0.1,0.035,-3.1,-0.3,-3.4,-0.1
30133,2022,4534,Kyle Kuzma,NA,PF,26,5,NBA,WAS,66,2204,15.2,0.547,0.401,0.234,3.6,24.3,14.1,16.3,0.9,2.2,14.1,24.2,0,2,2,0.044,0.2,-0.4,-0.2,1
30134,2022,3685,Kyle Lowry,NA,PG,35,16,NBA,MIA,63,2133,15,0.6,0.609,0.278,1.8,13,7.5,32.3,1.6,0.8,19.3,18.2,3.7,2.7,6.4,0.143,1.1,0.8,1.9,2.1
30135,2022,4037,Kyrie Irving,NA,PG,29,11,NBA,BRK,29,1091,21.4,0.592,0.388,0.209,1.6,10.8,6.3,25.2,1.8,1.4,9.8,29.4,2.4,0.9,3.3,0.147,4.2,-1.2,3,1.4
30136,2022,4752,KZ Okpala,NA,PF,22,3,NBA,MIA,21,244,10.4,0.521,0.377,0.159,5.2,13.7,9.5,8.3,0.8,3,6.3,14.4,0.2,0.3,0.5,0.097,-3.2,0.4,-2.8,-0.1
30137,2022,4858,Lamar Stevens,NA,PF,24,2,NBA,CLE,63,1015,11.3,0.544,0.204,0.235,5.2,12.5,8.9,6.5,1.5,1.6,10.4,17.1,0.4,1.2,1.6,0.078,-3.2,0.3,-2.9,-0.2
30138,2022,3686,LaMarcus Aldridge,NA,C,36,16,NBA,BRK,47,1050,19.6,0.604,0.1,0.223,7.8,18.7,13.4,6.3,0.6,4,8,22.4,2.1,1,3.1,0.141,1.3,-0.6,0.7,0.7
30139,2022,4859,LaMelo Ball,NA,PG,20,2,NBA,CHO,75,2422,19.7,0.554,0.451,0.194,4.7,17.4,11,35.7,2.4,1.2,15.3,28.2,3.4,2.5,5.8,0.116,3.3,0.2,3.4,3.3
30140,2022,3954,Lance Stephenson,NA,SG-SF,31,10,NBA,TOT,46,814,13.6,0.536,0.279,0.248,1.6,16,8.7,30.2,1.4,0.4,16.7,22.6,0.4,0.4,0.8,0.048,-1.6,-1.6,-3.1,-0.2
30141,2022,3954,Lance Stephenson,NA,SF,31,10,NBA,ATL,6,70,4.5,0.396,0.231,0.154,1.6,21.8,11.7,19.9,0,0,22.4,11.2,-0.1,0,0,-0.023,-6.5,-0.6,-7.2,-0.1
30142,2022,3954,Lance Stephenson,NA,SG,31,10,NBA,IND,40,744,14.5,0.542,0.281,0.252,1.6,15.4,8.4,31.2,1.6,0.5,16.5,23.7,0.5,0.3,0.8,0.055,-1.1,-1.6,-2.7,-0.1
30143,2022,4652,Landry Shamet,NA,SG,24,4,NBA,PHO,69,1437,10.2,0.55,0.689,0.167,1.2,8,4.7,9.7,0.9,0.6,7.3,16.8,1.1,1.5,2.6,0.085,-0.9,-0.4,-1.2,0.3
30144,2022,4272,Langston Galloway,NA,SG,30,8,NBA,TOT,7,107,0.7,0.269,0.615,0,3.1,14.7,9,13.7,0.4,0,18.8,12.8,-0.3,0.1,-0.2,-0.1,-8,-1.8,-9.8,-0.2
30145,2022,4272,Langston Galloway,NA,SG,30,8,NBA,BRK,4,58,1.8,0.462,0.615,0,1.9,12.8,7.5,11,0,0,27.8,13.3,-0.1,0,-0.1,-0.072,-7.6,-2.8,-10.4,-0.1
30146,2022,4272,Langston Galloway,NA,SG,30,8,NBA,MIL,3,49,-0.6,0.077,0.615,0,4.4,17,10.8,16.9,1,0,7.1,12.2,-0.2,0,-0.1,-0.133,-8.5,-0.6,-9.1,-0.1
30147,2022,4345,Larry Nance Jr.,NA,PF,29,7,NBA,TOT,46,1040,14.4,0.59,0.283,0.231,7.4,19.3,13.1,11.4,2,1.9,12,12.8,1.5,0.8,2.3,0.104,-0.5,0.4,-0.1,0.5
30148,2022,4345,Larry Nance Jr.,NA,PF,29,7,NBA,POR,37,858,14.4,0.581,0.313,0.247,7.2,20.1,13.4,12.5,2.2,1.5,11,12.4,1.3,0.6,1.9,0.104,-0.3,0.6,0.3,0.5
30149,2022,4345,Larry Nance Jr.,NA,PF,29,7,NBA,NOP,9,182,14.2,0.628,0.163,0.163,8.3,15.6,11.9,6.4,1.4,3.7,16,14.7,0.2,0.2,0.4,0.104,-1.1,-0.8,-1.9,0
30150,2022,4535,Lauri Markkanen,NA,PF,24,5,NBA,CLE,61,1878,14.7,0.582,0.541,0.226,3.5,16.5,10.2,6.6,1.2,1.4,6.5,19.5,2.7,2.3,5,0.127,0.4,-0.1,0.4,1.1
30151,2022,4979,Leandro Bolmaro,NA,SF,21,1,NBA,MIN,35,241,5.4,0.419,0.333,0.241,6.9,12.3,9.6,11,1.2,0,17.9,12.6,-0.1,0.2,0,0.004,-5.1,-0.7,-5.8,-0.2
30152,2022,3463,LeBron James,NA,SF,37,19,NBA,LAL,56,2084,26.2,0.619,0.367,0.275,3.3,20.4,11.8,30.6,1.7,2.5,12.5,32.3,5.2,2.3,7.5,0.172,6.9,0.8,7.7,5.1
30153,2022,4980,Lindell Wigginton,NA,PG,23,1,NBA,MIL,19,199,10.2,0.524,0.426,0.574,1.6,11.5,6.7,15.7,1.2,0.5,13.6,19,0,0.1,0.2,0.044,-3.2,-1.9,-5,-0.2
30154,2022,4981,Lindy Waters III,NA,SG,24,1,NBA,OKC,25,465,13,0.562,0.834,0.029,1.3,15,8.1,8.1,2,1.6,5.8,17.5,0.3,0.5,0.8,0.081,-0.8,-0.8,-1.6,0.1
30155,2022,4653,Lonnie Walker,NA,SG,23,4,NBA,SAS,70,1612,12.3,0.512,0.462,0.194,1.2,10.7,5.9,13.4,1.3,1,7.9,23.6,0.1,1.1,1.2,0.037,-1.2,-1.3,-2.5,-0.2
30156,2022,4537,Lonzo Ball,NA,PG,24,5,NBA,CHI,35,1212,14.5,0.575,0.679,0.073,3.3,14.3,8.8,20,2.6,2.2,17.2,17.4,0.8,1.4,2.2,0.088,0.9,1.6,2.5,1.4
30157,2022,3619,Lou Williams,NA,PG,35,17,NBA,ATL,56,799,12.1,0.5,0.319,0.244,2.2,9.7,6,18.6,1.7,0.3,10.8,21.7,0.2,0.4,0.6,0.034,-2,-1.4,-3.4,-0.3
30158,2022,4753,Louis King,NA,SF,22,3,NBA,SAC,10,104,8.1,0.438,0.574,0.213,0,12.7,6.3,12.5,0.9,0.8,0,21.2,0,0,0,0,-3,-1.6,-4.6,-0.1
30159,2022,4754,Luguentz Dort,NA,SF,22,3,NBA,OKC,51,1665,12.3,0.541,0.539,0.263,2.3,10.9,6.5,8.6,1.3,1,9.8,23.3,0.2,1.1,1.4,0.04,-1.5,-0.7,-2.3,-0.1
30160,2022,4654,Luka Dončić,NA,PG,22,4,NBA,DAL,65,2301,25.1,0.571,0.406,0.349,2.7,26,14.3,46,1.6,1.4,15.3,37.4,3.8,3.8,7.6,0.159,6.4,1.8,8.2,5.9
30161,2022,4982,Luka Garza,NA,C,23,1,NBA,DET,32,389,15.6,0.535,0.333,0.415,15.3,12.3,13.9,8.3,1.1,1.4,9.4,21.1,0.5,0.2,0.8,0.093,-0.5,-2,-2.5,-0.1
30162,2022,4538,Luke Kennard,NA,SG,25,5,NBA,LAC,70,1919,13.3,0.619,0.662,0.121,1.1,11.3,6.3,11.2,1.1,0.3,8.2,16.8,2.8,1.7,4.5,0.113,0.8,-0.3,0.5,1.2
30163,2022,4539,Luke Kornet,NA,C,26,5,NBA,TOT,15,103,17.1,0.506,0.185,0.222,14,16.4,15.2,12.4,1.9,2.6,0,12.7,0.2,0.2,0.4,0.2,-0.7,0.8,0.1,0.1
30164,2022,4539,Luke Kornet,NA,C,26,5,NBA,CLE,2,15,8.7,0.316,0.2,0.6,15.1,7.2,11.1,8.8,0,5.9,0,18.6,0,0,0,0.008,-6.7,-3.2,-9.9,0
30165,2022,4539,Luke Kornet,NA,C,26,5,NBA,MIL,1,3,-5,0,0,0,36.1,0,17.7,0,0,0,0,14.2,0,0,0,-0.154,-14.2,-10.5,-24.7,0
30166,2022,4539,Luke Kornet,NA,C,26,5,NBA,BOS,12,85,19.4,0.582,0.19,0.143,13,18.6,15.9,13.5,2.3,2.1,0,11.6,0.3,0.2,0.4,0.246,0.8,1.9,2.7,0.1
30167,2022,4983,M.J. Walker,NA,SG,23,1,NBA,PHO,2,8,-3.3,0,0.5,0,0,13.1,6.7,13.8,12,0,0,21.5,-0.1,0,0,-0.276,-15.8,6.2,-9.6,0
30168,2022,4984,Mac McClung,NA,SG-PG,23,1,NBA,TOT,2,25,5.2,0.621,0.5,0.167,0,12.9,6.5,5.2,1.9,3.6,31.8,16.3,0,0,0,-0.043,-8.4,-1.2,-9.6,0
30169,2022,4984,Mac McClung,NA,PG,23,1,NBA,CHI,1,3,8.7,1,0,0,0,0,0,0,0,0,50,29.4,0,0,0,-0.251,-6.9,-8.4,-15.3,0
30170,2022,4984,Mac McClung,NA,SG,23,1,NBA,LAL,1,22,4.7,0.551,0.6,0.2,0,14.6,7.3,6,2.2,4,26.9,14.5,0,0,0,-0.015,-8.6,-0.2,-8.8,0
30171,2022,4860,Malachi Flynn,NA,PG,23,2,NBA,TOR,44,537,11.7,0.488,0.492,0.131,1.9,11.3,6.4,18.5,1.9,0.7,6.3,16.5,0.5,0.5,1,0.092,-1.8,0.4,-1.5,0.1
30172,2022,4424,Malcolm Brogdon,NA,PG,29,6,NBA,IND,36,1206,18,0.557,0.343,0.308,3,14.3,8.6,26.9,1.2,1,11.1,24.6,2.2,0.4,2.7,0.106,2.8,-0.5,2.3,1.3
30173,2022,4985,Malcolm Hill,NA,SF-SG,26,1,NBA,TOT,19,212,12.7,0.619,0.692,0.269,5.8,12.6,9.2,5,1.6,1.2,4.9,12.7,0.4,0.2,0.6,0.126,-1.1,-0.5,-1.6,0
30174,2022,4985,Malcolm Hill,NA,SG,26,1,NBA,ATL,3,46,19,0.871,0.625,0.5,4.8,9.5,7.1,2.9,4.3,1.9,0,9.3,0.2,0.1,0.2,0.252,0.3,3.5,3.8,0.1
30175,2022,4985,Malcolm Hill,NA,SF,26,1,NBA,CHI,16,166,11,0.568,0.705,0.227,6.1,13.5,9.8,5.6,0.9,1,5.8,13.6,0.2,0.1,0.3,0.091,-1.5,-1.6,-3.1,0
30176,2022,4426,Malik Beasley,NA,SG,25,6,NBA,MIN,79,1976,11.9,0.544,0.749,0.071,1.4,11.2,6.2,8.5,1,0.6,4.7,19.4,1.7,1.2,2.9,0.069,0.7,-1.5,-0.7,0.7
30177,2022,4861,Malik Fitts,NA,PF,24,2,NBA,TOT,15,63,10.7,0.553,0.526,0,3.5,25.2,14.7,12.7,0,0,9.5,14.6,0.1,0.1,0.1,0.097,-0.6,-0.5,-1.1,0
30178,2022,4861,Malik Fitts,NA,PF,24,2,NBA,UTA,7,35,-1.6,0.333,0.444,0,0,30.3,15.6,0,0,0,18.2,13.7,-0.1,0,-0.1,-0.104,-7.9,-1.9,-9.8,-0.1
