seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,mp,per,ts_percent,x3p_ar,f_tr,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,ows,dws,ws,ws_48,obpm,dbpm,bpm,vorp
29027,2021,4595,Cameron Reynolds,NA,SF,25,2,NBA,HOU,2,34,6.5,0.406,0.75,0,6,9.8,7.8,8.8,0,0,0,20,0,0,0,-0.043,-5,-4,-9,-0.1
29028,2021,4383,Caris LeVert,NA,SG,26,5,NBA,TOT,47,1486,17.8,0.531,0.317,0.221,2.5,13.1,7.8,25.4,2.1,1.7,10.2,28.7,0.9,1.5,2.4,0.077,0.3,-0.4,-0.1,0.7
29029,2021,4383,Caris LeVert,NA,SG,26,5,NBA,BRK,12,334,19.1,0.516,0.315,0.17,3.5,13.2,8.6,34.1,1.9,1.6,10.8,31.5,0.3,0.3,0.6,0.084,1.3,-0.7,0.6,0.2
29030,2021,4383,Caris LeVert,NA,SG,26,5,NBA,IND,35,1152,17.4,0.535,0.318,0.238,2.2,13,7.6,22.9,2.2,1.7,10.1,27.9,0.6,1.2,1.8,0.075,0,-0.3,-0.3,0.5
29031,2021,3435,Carmelo Anthony,NA,PF,36,18,NBA,POR,69,1690,14.6,0.547,0.418,0.198,2,11.8,6.8,9.2,1.3,2,6.7,23.1,1.7,0.8,2.6,0.073,0.1,-1.6,-1.5,0.2
29032,2021,4699,Carsen Edwards,NA,SG,22,2,NBA,BOS,31,276,10.2,0.527,0.568,0.117,1.2,9.4,5.2,7.4,1.2,0.3,5.7,19.3,0.1,0.2,0.3,0.051,-2.9,-1.9,-4.8,-0.2
29033,2021,4815,Cassius Stanley,NA,SG,21,1,NBA,IND,24,93,5.5,0.383,0.302,0.209,9.4,13.9,11.7,1.4,0.5,1.7,2.1,22,-0.2,0.1,-0.1,-0.05,-7,-4.2,-11.2,-0.2
29034,2021,4816,Cassius Winston,NA,PG,22,1,NBA,WAS,22,98,10.8,0.575,0.515,0.182,0,9.7,4.9,16.3,0.9,0.9,12.3,17.2,0.1,0.1,0.1,0.066,-1.7,-1.3,-3,0
29035,2021,4479,Cedi Osman,NA,SF,25,4,NBA,CLE,59,1510,10.3,0.488,0.553,0.162,2.8,12.4,7.5,17.7,1.7,0.5,11.3,20.4,-0.5,1,0.5,0.014,-1.9,-0.9,-2.8,-0.3
29036,2021,4596,Chandler Hutchison,NA,SF,24,3,NBA,TOT,25,346,6.8,0.469,0.214,0.243,1.9,22.2,12.1,6.3,1.6,1.2,14.9,16.2,-0.5,0.4,-0.1,-0.007,-5.9,-0.2,-6.1,-0.4
29037,2021,4596,Chandler Hutchison,NA,SF,24,3,NBA,CHI,7,64,0.4,0.344,0.167,0.111,1.8,32.6,17.3,7.9,0.8,0,20.9,16.2,-0.2,0.1,-0.1,-0.103,-9.4,-1.5,-10.9,-0.1
29038,2021,4596,Chandler Hutchison,NA,SF,24,3,NBA,WAS,18,282,8.2,0.494,0.224,0.271,1.9,19.9,10.9,6,1.8,1.5,13.6,16.2,-0.2,0.3,0.1,0.014,-5.1,0.1,-5,-0.2
29039,2021,4700,Charlie Brown,NA,SG,23,2,NBA,OKC,9,152,4.1,0.422,0.488,0.233,2,9.7,5.8,8.2,1.3,1.2,11.2,14.9,-0.2,0.1,-0.1,-0.032,-7.8,-1.2,-8.9,-0.3
29040,2021,4384,Chasson Randle,NA,PG,27,4,NBA,ORL,41,837,7.4,0.515,0.549,0.203,0.8,9.6,5.1,12.9,1.3,0.5,15.1,15.7,-0.4,0.4,0,-0.001,-4.9,-1.3,-6.2,-0.9
29041,2021,4597,Chimezie Metu,NA,C,23,3,NBA,SAC,36,488,14.5,0.571,0.207,0.24,7,18.7,12.7,8.2,1.4,3.1,12.8,20,0.3,0.3,0.6,0.061,-2.3,-1.7,-3.9,-0.2
29042,2021,4481,Chris Boucher,NA,C,28,4,NBA,TOR,60,1453,21.9,0.634,0.42,0.345,8.5,22.5,15.3,6.9,1.2,7.6,6.7,20.5,4,2.1,6.1,0.201,2.8,0.1,2.9,1.8
29043,2021,4598,Chris Chiozza,NA,PG,25,3,NBA,BRK,22,232,12.9,0.461,0.477,0.193,1.5,9.5,5.7,36.9,1.5,2.3,14.4,21,0.1,0.2,0.3,0.063,-0.7,-0.9,-1.6,0
29044,2021,3585,Chris Paul,NA,PG,35,16,NBA,PHO,70,2199,21.4,0.599,0.294,0.206,1.3,14.5,8,40.9,2.2,0.8,14,22.6,6.5,2.7,9.2,0.201,3.4,1.3,4.7,3.7
29045,2021,4702,Chris Silva,NA,PF,24,2,NBA,TOT,15,92,11.5,0.708,0.063,0.938,8.9,24.4,16.8,9.3,0.5,6.6,30.7,15.9,0.1,0.1,0.2,0.101,-6.2,0.8,-5.5,-0.1
29046,2021,4702,Chris Silva,NA,PF,24,2,NBA,MIA,11,83,13.4,0.765,0.077,1.154,9.8,24.4,17.2,10.3,0.6,6.3,31.5,15.5,0.1,0.1,0.2,0.136,-5,1.2,-3.8,0
29047,2021,4702,Chris Silva,NA,PF,24,2,NBA,SAC,4,9,-5.9,0.333,0,0,0,25,12.3,0,0,9.4,25,19.1,-0.1,0,0,-0.219,-17.9,-3.1,-21,0
29048,2021,4313,Christian Wood,NA,C,25,5,NBA,HOU,41,1326,20,0.591,0.322,0.309,5.9,26.8,15.9,9.4,1.2,3.2,9.9,25.9,1.4,1.4,2.8,0.1,1.9,-0.5,1.4,1.2
29049,2021,4817,Chuma Okeke,NA,PF,22,1,NBA,ORL,45,1133,11.8,0.511,0.435,0.123,3.7,13.2,8.3,13.2,2.1,1.8,10,14.5,0.3,1,1.3,0.056,-1.8,0.4,-1.4,0.2
29050,2021,4818,CJ Elleby,NA,SF,20,1,NBA,POR,30,192,9.4,0.468,0.515,0.227,6,12,8.9,7.1,1.5,1.4,6.4,17.4,0,0.1,0.1,0.032,-4.1,-1.5,-5.6,-0.2
29051,2021,4154,CJ McCollum,NA,SG,29,8,NBA,POR,47,1600,20.8,0.577,0.475,0.15,2,10.6,6.2,23,1.3,1.2,6.5,27.1,4.1,0.6,4.7,0.141,4.9,-1.5,3.3,2.1
29052,2021,4230,Clint Capela,NA,C,26,7,NBA,ATL,63,1898,24.3,0.601,0,0.327,17.5,34.3,26.1,4.1,1.1,6,8.4,19.9,4.9,3.3,8.2,0.207,2.7,-0.2,2.5,2.1
29053,2021,4703,Coby White,NA,PG,20,2,NBA,CHI,69,2156,12,0.54,0.503,0.157,1.5,13,7.3,21.8,0.9,0.6,13.9,22.5,0.7,1.7,2.4,0.052,-1.1,-1.4,-2.6,-0.3
29054,2021,4704,Cody Martin,NA,SF,25,2,NBA,CHO,52,849,10.6,0.5,0.309,0.229,6.5,14.1,10.3,13.9,2.1,1.4,16.2,12.5,0.2,0.9,1.1,0.061,-2.6,0.3,-2.2,-0.1
29055,2021,4155,Cody Zeller,NA,C,28,8,NBA,CHO,48,1005,18.2,0.599,0.086,0.367,12.6,22.9,17.7,13.2,1.3,1.7,11.9,18.3,2.1,1.1,3.3,0.156,-0.2,-0.1,-0.3,0.4
29056,2021,4819,Cole Anthony,NA,PG,20,1,NBA,ORL,47,1273,12.1,0.496,0.312,0.237,3,15.4,9,24.2,1.1,1.3,14.8,24.3,-0.9,0.9,0,-0.001,-2,-1.3,-3.3,-0.4
29057,2021,4599,Collin Sexton,NA,SG,22,3,NBA,CLE,60,2115,18,0.573,0.239,0.347,3,7,4.9,22.6,1.4,0.4,11.6,29.7,2.6,0.9,3.5,0.08,1.9,-1.9,0,1
29058,2021,3992,Cory Joseph,NA,PG,29,10,NBA,TOT,63,1446,12.5,0.556,0.31,0.207,2.7,9.7,6.1,21.4,2,1.1,14.5,16.3,1.3,0.8,2.1,0.069,-1.9,-0.3,-2.1,-0.1
29059,2021,3992,Cory Joseph,NA,PG,29,10,NBA,SAC,44,944,9.9,0.534,0.376,0.188,2.9,8.8,5.8,14.9,2,0.8,14,14.3,0.4,0.3,0.7,0.037,-3,-0.6,-3.7,-0.4
29060,2021,3992,Cory Joseph,NA,PG,29,10,NBA,DET,19,502,17.3,0.588,0.216,0.233,2.2,11.2,6.6,33.7,2.1,1.6,15.3,19.9,0.8,0.5,1.4,0.13,0.3,0.5,0.8,0.4
29061,2021,4316,Cristiano Felício,NA,C,28,6,NBA,CHI,18,84,14.7,0.574,0.154,1.231,13.3,20.9,17.2,13.6,2.3,0,16.6,12.4,0.2,0.1,0.3,0.151,-1,0.7,-0.3,0
29062,2021,3805,D.J. Augustin,NA,PG,33,13,NBA,TOT,57,1129,12.1,0.57,0.633,0.274,1.9,7,4.4,22.2,1.2,0.1,14.5,16.8,1.5,0.5,2.1,0.088,-0.5,-1.6,-2.1,0
29063,2021,3805,D.J. Augustin,NA,PG,33,13,NBA,MIL,37,713,10.2,0.542,0.672,0.208,1.7,5.5,3.7,18.6,1.3,0.1,14,14.3,0.8,0.4,1.2,0.08,-1,-1.1,-2.1,0
29064,2021,3805,D.J. Augustin,NA,PG,33,13,NBA,HOU,20,416,15.5,0.604,0.583,0.358,2.2,9.4,5.6,28.3,0.9,0,15.1,21,0.8,0.1,0.9,0.103,0.3,-2.5,-2.2,0
29065,2021,4482,D.J. Wilson,NA,PF,24,4,NBA,TOT,35,433,11.5,0.511,0.518,0.149,4.8,23.2,13.7,7.9,1.2,3.3,10.9,19.7,-0.2,0.5,0.3,0.032,-2.8,-0.7,-3.5,-0.2
29066,2021,4482,D.J. Wilson,NA,PF,24,4,NBA,MIL,12,105,8.4,0.49,0.651,0.047,3.1,21.3,12.5,3.7,0.4,3.4,8.4,19.1,-0.1,0.1,0,0.022,-3.3,-2.1,-5.4,-0.1
29067,2021,4482,D.J. Wilson,NA,PF,24,4,NBA,HOU,23,328,12.5,0.518,0.472,0.184,5.3,23.8,14.1,9.3,1.4,3.3,11.8,19.9,-0.1,0.3,0.2,0.036,-2.6,-0.2,-2.8,-0.1
29068,2021,4317,D'Angelo Russell,NA,PG,24,6,NBA,MIN,42,1196,17.6,0.555,0.475,0.229,1.4,8.9,5,33.6,1.8,1.3,13.5,29.1,1,0.6,1.6,0.063,3,-1.9,1.1,1
29069,2021,4820,Dakota Mathias,NA,SG,25,1,NBA,PHI,8,123,9.8,0.474,0.542,0.125,0.9,5.3,3.1,15.1,0.4,2.2,1.9,18.1,0,0.1,0.2,0.061,-1.9,-1.7,-3.6,0
29070,2021,4387,Damian Jones,NA,C,25,5,NBA,TOT,39,547,14.6,0.712,0.049,0.563,7.3,17.4,12.3,7,1,4.6,16.8,12.3,1,0.5,1.6,0.138,-2.2,0.9,-1.4,0.1
29071,2021,4387,Damian Jones,NA,C,25,5,NBA,PHO,14,94,6.7,0.528,0.063,0.688,8.6,13,10.9,5.3,0.5,4.8,22.4,12.7,0,0.1,0.1,0.043,-7.2,1.1,-6.1,-0.1
29072,2021,4387,Damian Jones,NA,C,25,5,NBA,LAL,8,112,17.1,0.965,0,0.706,8.1,18,13,1.3,0.4,5.6,18.3,10.6,0.4,0.2,0.5,0.235,-1.6,1.8,0.2,0.1
29073,2021,4387,Damian Jones,NA,C,25,5,NBA,SAC,17,341,15.9,0.691,0.057,0.5,6.7,18.5,12.5,9.4,1.3,4.2,14.9,12.7,0.7,0.2,0.9,0.132,-1.1,0.5,-0.6,0.1
29074,2021,4077,Damian Lillard,NA,PG,30,9,NBA,POR,67,2398,25.6,0.623,0.528,0.363,1.4,11.5,6.3,34.6,1.3,0.6,11.6,31.4,9.6,0.8,10.4,0.209,7.4,-1.6,5.9,4.8
29075,2021,4484,Damion Lee,NA,SG,28,4,NBA,GSW,57,1079,11.8,0.636,0.708,0.161,2.2,15.4,8.9,9.1,1.7,0.7,9.3,12.8,1.4,1.3,2.7,0.119,-0.8,0.5,-0.3,0.5
29076,2021,4485,Damyean Dotson,NA,SG,26,4,NBA,CLE,46,907,8.1,0.499,0.543,0.123,0.6,11.1,5.7,15.1,0.9,0.4,12,16.9,-0.4,0.3,0,-0.002,-3.3,-1.6,-4.8,-0.6
29077,2021,4705,Daniel Gafford,NA,PF-C,22,2,NBA,TOT,54,791,22.2,0.697,0,0.48,12.9,18.6,15.8,5.3,1.5,8.1,13.1,16.7,2.1,1.3,3.5,0.209,0.9,1.6,2.5,0.9
29078,2021,4705,Daniel Gafford,NA,PF,22,2,NBA,CHI,31,383,18.8,0.7,0,0.471,12.9,16.9,14.9,6.2,1.4,7.7,17.3,14.4,0.8,0.6,1.5,0.182,-0.9,1.4,0.5,0.2
29079,2021,4705,Daniel Gafford,NA,C,22,2,NBA,WAS,23,408,25.4,0.696,0,0.486,13,20.2,16.6,4.4,1.7,8.4,10.2,18.9,1.3,0.7,2,0.235,2.6,1.7,4.4,0.7
29080,2021,4821,Daniel Oturu,NA,C,21,1,NBA,LAC,30,161,12.5,0.471,0.096,0.231,15.1,18.3,16.8,8.5,1.2,3.9,13.6,18.2,0,0.2,0.3,0.081,-4,-1.6,-5.6,-0.1
29081,2021,4487,Daniel Theis,NA,C,28,4,NBA,TOT,65,1601,15,0.609,0.326,0.236,6.5,18.3,12.4,9.5,1.2,3.3,11.4,15.6,2.4,1.8,4.3,0.128,-0.6,0.5,-0.2,0.7
29082,2021,4487,Daniel Theis,NA,C,28,4,NBA,BOS,42,1027,15,0.625,0.33,0.233,5.8,18.1,11.9,9.3,1.2,3.9,11.4,15,1.7,1.2,2.9,0.134,-0.5,0.7,0.2,0.6
29083,2021,4487,Daniel Theis,NA,C,28,4,NBA,CHI,23,574,14.9,0.584,0.32,0.242,7.6,18.5,13.1,10,1.4,2.1,11.3,16.8,0.7,0.7,1.4,0.116,-0.9,0.1,-0.8,0.2
29084,2021,3807,Danilo Gallinari,NA,PF,32,12,NBA,ATL,51,1222,16.3,0.613,0.535,0.366,1.6,17,9.5,9.2,1.2,0.7,7.2,21.2,2.7,1,3.7,0.146,1.6,-0.8,0.9,0.9
29085,2021,3867,Danny Green,NA,SF,33,12,NBA,PHI,69,1934,12.1,0.582,0.794,0.074,3.2,11.5,7.4,8.3,2.3,2.6,10.7,14,1.6,3.1,4.6,0.115,0.2,1.2,1.5,1.7
29086,2021,4233,Dante Exum,NA,SG,25,6,NBA,CLE,6,116,5.9,0.428,0.423,0.077,1.9,14.8,8.2,15.8,1.7,1.5,20.7,12.7,-0.2,0.1,-0.1,-0.025,-4.8,1.7,-3.1,0
29087,2021,4389,Danuel House,NA,SF,27,5,NBA,HOU,36,932,9.1,0.525,0.574,0.232,2,13.6,7.5,10.6,1,1.5,10.7,15.3,0,0.5,0.5,0.026,-2.7,-0.5,-3.1,-0.3
29088,2021,4706,DaQuan Jeffries,NA,SG,23,2,NBA,TOT,31,493,7.9,0.514,0.558,0.067,4.1,11.8,7.8,6.1,1.4,1.8,10.2,11.9,0,0.2,0.3,0.027,-3.8,-1.2,-5,-0.4
29089,2021,4706,DaQuan Jeffries,NA,SG,23,2,NBA,SAC,18,232,7.2,0.524,0.491,0.123,4.2,9.7,6.9,3.3,1.4,1.5,11.8,12.6,0,0.1,0,0.008,-3.9,-1.8,-5.6,-0.2
29090,2021,4706,DaQuan Jeffries,NA,SG,23,2,NBA,HOU,13,261,8.5,0.504,0.619,0.016,3.9,13.6,8.6,8.6,1.5,2.1,8.6,11.3,0.1,0.2,0.2,0.043,-3.8,-0.6,-4.4,-0.2
29091,2021,4390,Dario Šarić,NA,C,26,5,NBA,PHO,50,871,14.3,0.567,0.395,0.289,6.1,18.4,12.4,10.4,1.7,0.4,12.9,22.6,0.7,1,1.7,0.093,-1.4,-0.8,-2.2,0
29092,2021,4707,Darius Bazley,NA,PF,20,2,NBA,OKC,55,1714,9.7,0.491,0.414,0.258,3.1,21.2,12,8.9,0.8,1.3,13.7,22.1,-2.3,1.4,-0.9,-0.026,-3.1,-1.4,-4.4,-1
29093,2021,4708,Darius Garland,NA,PG,21,2,NBA,CLE,54,1790,14.2,0.547,0.332,0.165,1.4,6.8,4,30.9,1.8,0.3,16,24.9,0.3,0.9,1.2,0.033,0.2,-1.8,-1.6,0.1
29094,2021,4079,Darius Miller,NA,SF,30,6,NBA,OKC,18,197,15.9,0.685,0.875,0.25,1,11.8,6.3,15.4,3.1,2.3,13.1,13.2,0.4,0.2,0.6,0.156,1.2,2.7,3.9,0.3
29095,2021,4391,David Nwaba,NA,SF,28,5,NBA,HOU,30,679,14.4,0.557,0.289,0.312,6,12.8,9.3,6.9,2.1,2.8,6.4,16.6,0.7,0.6,1.3,0.094,-1.3,1,-0.3,0.3
29096,2021,4392,Dāvis Bertāns,NA,PF,28,5,NBA,WAS,57,1464,11.4,0.62,0.895,0.241,1.3,10.8,6.1,4.4,1,0.7,5.9,15.9,2.1,1,3.1,0.101,0.4,-1.4,-1,0.4
29097,2021,4489,De'Aaron Fox,NA,PG,23,4,NBA,SAC,58,2036,20.7,0.565,0.288,0.376,1.8,9.4,5.5,32.7,2.1,1.1,11.9,31,3.4,0.8,4.2,0.098,2.9,-1.5,1.4,1.7
29098,2021,4709,De'Andre Hunter,NA,SF,23,2,NBA,ATL,23,678,15.7,0.603,0.383,0.343,2.8,14.7,8.9,9.7,1.4,1.6,9.2,20.2,1.2,0.6,1.7,0.123,0.8,-0.1,0.8,0.5
29099,2021,4602,De'Anthony Melton,NA,PG,22,3,NBA,MEM,52,1045,15.2,0.568,0.537,0.13,3,13.4,8.2,17.5,2.7,2.7,13.7,19.5,0.7,1.5,2.2,0.103,0.6,1.4,2,1
29100,2021,4710,Dean Wade,NA,PF,24,2,NBA,CLE,63,1212,11.3,0.573,0.685,0.125,3.4,16.8,9.9,8.9,1.4,1.5,8.4,12.9,1.1,0.9,2,0.08,-1,-0.2,-1.2,0.2
29101,2021,4603,Deandre Ayton,NA,C,22,3,NBA,PHO,69,2115,20.3,0.653,0.029,0.252,12.4,26.3,19.5,6.8,1,3.4,11.9,18.2,5.3,3.1,8.4,0.191,0.9,0,0.9,1.6
29102,2021,3810,DeAndre Jordan,NA,C,32,13,NBA,BRK,57,1246,17.1,0.736,0.004,0.369,10.9,26.1,18.9,10.1,0.7,4.6,22.7,13.1,2.4,1.5,3.9,0.152,0,0.7,0.7,0.8
29103,2021,4393,DeAndre' Bembry,NA,SF,26,5,NBA,TOR,51,972,11.2,0.57,0.232,0.289,3.6,13.3,8.3,15.6,2.6,1.9,21.6,14.6,0.1,1.1,1.2,0.059,-3.2,1.2,-2.1,0
29104,2021,4822,Deividas Sirvydis,NA,SG,20,1,NBA,DET,20,133,5.7,0.481,0.7,0.15,0,24.5,12.1,5.4,0.7,0,10.5,15.7,-0.1,0.1,0,-0.01,-4.5,-1.1,-5.6,-0.1
29105,2021,4394,Dejounte Murray,NA,PG,24,4,NBA,SAS,67,2139,16.5,0.509,0.204,0.138,2.8,21.1,11.8,25.9,2.3,0.3,10.2,23.4,0.7,2.6,3.3,0.074,-0.2,0.8,0.6,1.4
29106,2021,4320,Delon Wright,NA,SG-PG,28,6,NBA,TOT,63,1748,16.3,0.562,0.332,0.243,4.1,13.1,8.6,23,2.8,1.5,12.6,16.3,2.5,1.8,4.3,0.117,0.7,1.3,2,1.7
29107,2021,4320,Delon Wright,NA,SG,28,6,NBA,DET,36,1052,16.5,0.562,0.304,0.307,3.9,13.6,8.7,25.7,2.7,1.6,12.6,15.8,1.7,1.3,2.9,0.134,1.1,1.8,2.8,1.3
29108,2021,4320,Delon Wright,NA,PG,28,6,NBA,SAC,27,696,15.9,0.563,0.369,0.16,4.4,12.5,8.4,18.9,3,1.3,12.7,17.1,0.8,0.5,1.3,0.092,0.2,0.6,0.8,0.5
29109,2021,3872,DeMar DeRozan,NA,PF,31,12,NBA,SAS,61,2056,22,0.591,0.08,0.478,2,11.6,6.7,32,1.3,0.6,9.7,26.1,5.9,1.5,7.4,0.172,3.4,-0.2,3.2,2.7
29110,2021,3926,DeMarcus Cousins,NA,C,30,10,NBA,TOT,41,713,16.4,0.537,0.443,0.266,8,32.7,20,16.3,2.3,3,15.8,24.5,0,1.2,1.2,0.079,-1.2,1.9,0.7,0.5
29111,2021,3926,DeMarcus Cousins,NA,C,30,10,NBA,HOU,25,506,14.9,0.511,0.552,0.281,6.1,35.4,20.1,18,2,3.2,14.2,23.1,-0.1,0.8,0.7,0.062,-1.5,1.9,0.4,0.3
29112,2021,3926,DeMarcus Cousins,NA,C,30,10,NBA,LAC,16,207,20.3,0.597,0.2,0.232,12.9,25.9,19.6,12.4,3.1,2.6,19.3,27.7,0.1,0.4,0.5,0.119,-0.4,1.8,1.4,0.2
29113,2021,4823,Deni Avdija,NA,SF,20,1,NBA,WAS,54,1257,7.6,0.515,0.538,0.144,1.9,20.2,11,6.3,1.2,1,9,12,0,1.2,1.2,0.046,-3.6,-0.3,-3.9,-0.6
29114,2021,4157,Dennis Schröder,NA,SG,27,8,NBA,LAL,61,1956,13.8,0.543,0.279,0.32,1.7,10.3,6.1,26.9,1.7,0.6,15.8,22.9,1,2.7,3.8,0.093,-1.1,0,-1.1,0.4
29115,2021,4490,Dennis Smith Jr.,NA,PG,23,4,NBA,TOT,23,420,13.6,0.492,0.4,0.179,3.1,11.5,7.3,27.8,2.7,2.9,14.3,19,0.1,0.5,0.6,0.07,-1.3,1.5,0.2,0.2
29116,2021,4490,Dennis Smith Jr.,NA,PG,23,4,NBA,NYK,3,28,6.8,0.356,0.4,0.6,0,7.7,3.9,14.4,5.4,0,7.3,21.7,-0.1,0.1,0,-0.015,-8.2,3.9,-4.3,0
29117,2021,4490,Dennis Smith Jr.,NA,PG,23,4,NBA,DET,20,392,14.1,0.504,0.4,0.148,3.4,11.8,7.5,28.8,2.5,3.1,14.8,18.8,0.1,0.5,0.6,0.076,-0.8,1.3,0.5,0.3
29118,2021,4396,Denzel Valentine,NA,SG,27,4,NBA,CHI,62,1036,10.1,0.479,0.582,0.041,2.6,18.3,10.5,14,1.4,0.6,9,19.5,-0.4,1.1,0.7,0.032,-2.1,-0.8,-2.9,-0.3
29119,2021,3928,Derrick Favors,NA,C,29,11,NBA,UTA,68,1039,19.7,0.663,0.008,0.329,14.7,23.3,19.2,6,1.5,5.3,11.5,13,2.9,2.2,5.1,0.237,0.2,1.8,2,1
29120,2021,4397,Derrick Jones Jr.,NA,SF,23,5,NBA,POR,58,1318,11.9,0.576,0.447,0.299,6.1,10.7,8.3,4.8,1.4,3.7,8.5,12.3,1.6,0.8,2.4,0.089,-1.6,-0.3,-1.9,0.1
29121,2021,3812,Derrick Rose,NA,PG,32,12,NBA,TOT,50,1279,18.3,0.55,0.211,0.208,1.7,9.3,5.5,28,1.9,1.4,10.5,25.8,1.6,1.6,3.1,0.118,1.4,0.1,1.5,1.1
29122,2021,3812,Derrick Rose,NA,PG,32,12,NBA,DET,15,342,17.1,0.517,0.212,0.272,1.9,7.6,4.7,32.5,2.6,1,12.3,30,0,0.3,0.4,0.051,1.2,-0.8,0.4,0.2
29123,2021,3812,Derrick Rose,NA,PG,32,12,NBA,NYK,35,937,18.8,0.565,0.211,0.18,1.6,10,5.9,26.3,1.7,1.5,9.6,24.3,1.5,1.2,2.8,0.142,1.4,0.5,1.9,0.9
29124,2021,4492,Derrick White,NA,SG,26,4,NBA,SAS,36,1064,15,0.55,0.536,0.252,1.3,9.6,5.4,17.4,1.2,2.9,8.2,22.4,1,0.9,1.9,0.085,1.1,0,1.1,0.8
29125,2021,4824,Desmond Bane,NA,SG,22,1,NBA,MEM,68,1519,12.2,0.6,0.543,0.098,2.1,12.6,7.3,10.6,1.3,0.9,10.2,16.1,1.6,1.3,2.9,0.093,-0.7,-0.3,-1,0.4
29126,2021,4321,Devin Booker,NA,SG,24,6,NBA,PHO,67,2270,19.2,0.587,0.288,0.305,1.7,12.1,7,20.6,1.2,0.6,12.4,32.7,2.9,2,4.9,0.104,1.4,-1.5,-0.1,1.1
29127,2021,4825,Devin Cannady,NA,PG,24,1,NBA,ORL,8,74,11.2,0.547,0.571,0.25,0,7.3,3.5,2.1,3.3,1.2,6,19.3,0,0.1,0.1,0.057,-4.4,1.3,-3.1,0
29128,2021,4826,Devin Vassell,NA,SF,20,1,NBA,SAS,62,1056,10.6,0.524,0.495,0.168,2.4,15.4,8.8,7.1,2,1.4,6.3,14.3,0.4,1.1,1.5,0.069,-2.5,0.6,-1.9,0.1
29129,2021,4827,Devon Dotson,NA,PG,21,1,NBA,CHI,11,50,19.3,0.548,0.333,0,4.5,6.6,5.5,21.4,3.9,0,0,18.2,0.1,0.1,0.2,0.177,-0.1,2.2,2.1,0.1
29130,2021,4712,Devontae Cacok,NA,PF,24,2,NBA,LAL,20,98,17.2,0.576,0,0.379,13.8,22.8,18.4,1.5,2.5,3.7,12.9,17.2,0.1,0.2,0.3,0.142,-1.3,0.6,-0.7,0
29131,2021,4607,Devonte' Graham,NA,PG,25,3,NBA,CHO,55,1659,14.6,0.552,0.713,0.236,1.4,8.4,4.8,26.3,1.4,0.4,10.2,21.4,2.5,0.9,3.4,0.099,1.6,-1.1,0.5,1
29132,2021,4158,Dewayne Dedmon,NA,C,31,8,NBA,MIA,16,210,24.5,0.735,0.077,0.415,15.5,31,23.4,9.6,2.1,3,14.5,19.3,0.7,0.4,1.1,0.256,1.2,0.7,1.9,0.2
29133,2021,4828,Didi Louzada,NA,SF,21,1,NBA,NOP,3,56,-0.9,0.308,0.615,0,1.9,3.9,2.9,6.5,1.7,0,18.8,12,-0.1,0,-0.1,-0.099,-8.2,-1.6,-9.8,-0.1
29134,2021,4494,Dillon Brooks,NA,SF,25,4,NBA,MEM,67,1997,12.1,0.515,0.361,0.189,2.8,7.7,5.2,11.7,1.9,1.2,9.6,26.1,-0.5,1.8,1.4,0.033,-2.6,-1.3,-3.9,-1
29135,2021,4400,Domantas Sabonis,NA,PF,24,5,NBA,IND,62,2231,20.6,0.601,0.179,0.363,7.3,28.6,18,27.5,1.6,1.2,16.9,24.1,4,3,6.9,0.149,2.4,1.5,3.9,3.3
29136,2021,4495,Donovan Mitchell,NA,PG,24,4,NBA,UTA,53,1771,21.3,0.569,0.423,0.29,3.1,10.6,7,26.7,1.4,0.7,10.7,33.5,3.9,2.2,6.2,0.167,4.1,-0.6,3.5,2.5
29137,2021,4714,Donta Hall,NA,PF,23,2,NBA,ORL,13,179,22.3,0.731,0,0.971,13.5,22.8,18,9.4,1.4,5.1,13.8,14,0.6,0.2,0.8,0.223,0.9,1.2,2.2,0.2
29138,2021,4608,Donte DiVincenzo,NA,SG,24,3,NBA,MIL,66,1814,13,0.542,0.574,0.118,4.9,16.7,11,14.2,1.9,0.7,12.5,16.7,1.5,2.1,3.6,0.095,-0.3,0.2,-0.1,0.9
29139,2021,4401,Dorian Finney-Smith,NA,PF,27,5,NBA,DAL,60,1921,12,0.609,0.648,0.088,5.7,13,9.3,7.2,1.3,1.2,9,12.2,2.8,1.6,4.4,0.11,0.1,-0.1,-0.1,0.9
29140,2021,4237,Doug McDermott,NA,PF,29,7,NBA,IND,66,1619,15.6,0.635,0.43,0.147,4,10.7,7.4,7.8,0.6,0.3,7,20,3.1,0.7,3.8,0.112,1.5,-2.1,-0.5,0.6
29141,2021,4085,Draymond Green,NA,PF,30,9,NBA,GSW,63,1982,13.3,0.53,0.332,0.232,3,20.9,12.1,36.4,2.5,2.3,31,13.1,1.2,3.4,4.6,0.112,-1.7,3.3,1.5,1.8
29142,2021,4610,Drew Eubanks,NA,C,23,3,NBA,SAS,54,755,17.9,0.618,0.01,0.517,10.2,24,17,7.9,1.2,5.5,15.2,17.1,1.2,1.1,2.3,0.145,-1.1,1.2,0,0.4
29143,2021,4611,Duncan Robinson,NA,SF,26,3,NBA,MIA,72,2262,11,0.628,0.855,0.105,0.4,12.1,6.3,8.3,0.9,0.9,9.7,16.6,1.9,1.8,3.7,0.079,-0.2,-0.9,-1.1,0.5
