seas_id,season,player_id,player,birth_year,pos,age,experience,lg,tm,g,gs,mp,fg_per_36_min,fga_per_36_min,fg_percent,x3p_per_36_min,x3pa_per_36_min,x3p_percent,x2p_per_36_min,x2pa_per_36_min,x2p_percent,ft_per_36_min,fta_per_36_min,ft_percent,orb_per_36_min,drb_per_36_min,trb_per_36_min,ast_per_36_min,stl_per_36_min,blk_per_36_min,tov_per_36_min,pf_per_36_min,pts_per_36_min
30040,2022,4965,Jonathan Kuminga,NA,SF,19,1,NBA,GSW,70,12,1185,7.2,14,0.513,1.5,4.5,0.336,5.7,9.4,0.598,3.9,5.8,0.684,1.6,5.5,7.1,1.9,0.9,0.7,2.2,4.4,19.8
30041,2022,4523,Jordan Bell,NA,C,27,5,NBA,CHI,1,0,2,0,0,NA,0,0,NA,0,0,NA,0,0,NA,18,0,18,0,18,0,0,36,0
30042,2022,4265,Jordan Clarkson,NA,SG,29,8,NBA,UTA,79,1,2141,7.8,18.7,0.419,3.2,10,0.318,4.6,8.7,0.535,2.4,2.9,0.828,1.1,3.5,4.6,3.3,1.1,0.3,2.2,2.5,21.3
30043,2022,4966,Jordan Goodwin,NA,SG,23,1,NBA,WAS,2,0,6,0,18,0,0,6,0,0,12,0,0,0,NA,0,6,6,0,0,0,0,6,0
30044,2022,4736,Jordan McLaughlin,NA,PG,25,3,NBA,MIN,62,3,902,3.5,8,0.44,1.1,3.4,0.318,2.4,4.6,0.53,1.2,1.6,0.75,0.9,2.9,3.8,7.2,2.3,0.4,1.5,2.2,9.3
30045,2022,4849,Jordan Nwora,NA,SF,23,2,NBA,MIL,62,13,1185,5.7,14,0.403,2.4,6.9,0.348,3.3,7.1,0.455,1.1,1.3,0.837,1.1,5.6,6.7,1.8,0.8,0.5,1.7,2.4,14.8
30046,2022,4737,Jordan Poole,NA,SG,22,3,NBA,GSW,76,51,2283,7.5,16.7,0.448,3.3,9.1,0.364,4.1,7.5,0.55,3.9,4.2,0.925,0.5,3.6,4.1,4.8,0.9,0.4,2.9,3.2,22.2
30047,2022,4967,Jordan Schakel,NA,SG,23,1,NBA,WAS,4,0,30,1.2,13.2,0.091,1.2,7.2,0.167,0,6,0,2.4,2.4,1,2.4,7.2,9.6,0,1.2,0,1.2,0,6
30048,2022,4968,Jose Alvarado,NA,PG,23,1,NBA,NOP,54,1,834,5.7,12.7,0.446,1.4,4.7,0.291,4.3,7.9,0.538,1.6,2.3,0.679,1.1,3.2,4.3,6.6,3.1,0.3,1.7,3.2,14.2
30049,2022,4969,Josh Christopher,NA,SG,20,1,NBA,HOU,74,2,1334,6,13.5,0.448,1.5,5.1,0.296,4.5,8.4,0.54,2.2,3,0.735,1.4,3.6,5,4,1.8,0.4,3.1,2.6,15.8
30050,2022,4970,Josh Giddey,NA,SG,19,1,NBA,OKC,54,54,1700,6,14.2,0.419,1.2,4.5,0.263,4.8,9.7,0.492,1.2,1.7,0.709,2.1,6.8,8.9,7.3,1.1,0.4,3.6,1.9,14.3
30051,2022,4850,Josh Green,NA,SG,21,2,NBA,DAL,67,3,1039,4.5,8.9,0.508,1,2.7,0.359,3.5,6.2,0.573,1.1,1.6,0.689,1.8,3.8,5.6,2.7,1.6,0.5,1.5,4,11.1
30052,2022,4525,Josh Hart,NA,SG-SF,26,5,NBA,TOT,54,53,1791,5.8,11.4,0.504,1.5,4.3,0.343,4.3,7.2,0.601,3.2,4.2,0.758,1.2,6.6,7.8,4.5,1.2,0.3,2.3,3,16.2
30053,2022,4525,Josh Hart,NA,SG,26,5,NBA,NOP,41,40,1374,5.1,10.1,0.505,1.1,3.4,0.323,4,6.7,0.598,3,4,0.753,1.4,6.9,8.3,4.4,1.2,0.3,2.1,3.1,14.4
30054,2022,4525,Josh Hart,NA,SF,26,5,NBA,POR,13,13,417,7.9,15.8,0.503,2.7,7.2,0.373,5.3,8.6,0.61,3.8,4.9,0.772,0.8,5.3,6,4.8,1.4,0.2,2.8,2.8,22.4
30055,2022,4526,Josh Jackson,NA,SF,24,5,NBA,TOT,51,3,830,5.2,13,0.4,1.4,5.6,0.254,3.8,7.4,0.512,2.4,3.3,0.714,0.9,5.2,6.1,2.3,1.1,1,2,3.8,14.2
30056,2022,4526,Josh Jackson,NA,SF,24,5,NBA,DET,39,3,707,5.2,12.8,0.41,1.5,5.8,0.265,3.7,7,0.529,2,2.9,0.714,0.9,5.4,6.3,2.5,1.1,0.9,1.9,3.6,14.1
30057,2022,4526,Josh Jackson,NA,SF,24,5,NBA,SAC,12,0,123,5,14.3,0.347,0.9,5,0.176,4.1,9.4,0.438,4.4,6.1,0.714,1.2,4.1,5.3,1.5,1.5,1.2,2.6,5,15.2
30058,2022,4644,Josh Okogie,NA,SG,23,4,NBA,MIN,49,6,516,2.9,7.3,0.404,1,3.3,0.298,2,4,0.491,2.4,3.6,0.686,2,2.9,4.9,1.7,1.8,0.8,1.6,3.7,9.3
30059,2022,4336,Josh Richardson,NA,SG,28,7,NBA,TOT,65,7,1600,5.3,12,0.438,2.3,5.5,0.415,3,6.5,0.458,2.2,2.4,0.889,0.9,3.2,4.2,2.6,1.3,0.7,1.5,2.6,15
30060,2022,4336,Josh Richardson,NA,SG,28,7,NBA,BOS,44,0,1087,5,11.4,0.443,2.1,5.2,0.397,3,6.2,0.481,2,2.4,0.859,0.9,3.3,4.1,2.2,1.1,0.8,1.3,2.7,14.1
30061,2022,4336,Josh Richardson,NA,SG,28,7,NBA,SAS,21,7,513,5.8,13.4,0.429,2.8,6.3,0.444,2.9,7.1,0.416,2.5,2.6,0.946,1.1,3.1,4.2,3.4,1.5,0.4,1.9,2.4,16.8
30062,2022,4971,Joshua Primo,NA,SG,19,1,NBA,SAS,50,16,965,3.8,10.1,0.374,1.6,5.1,0.307,2.2,5,0.444,1.6,2.2,0.746,1.2,3,4.2,3,0.7,0.9,2.1,2.9,10.7
30063,2022,3891,Jrue Holiday,NA,PG,31,13,NBA,MIL,67,64,2207,7.8,15.6,0.501,2.2,5.2,0.411,5.6,10.3,0.547,2.2,2.9,0.761,1.1,3.8,4.9,7.5,1.8,0.5,3,2.2,20
30064,2022,4972,JT Thor,NA,PF,19,1,NBA,CHO,33,0,262,3.3,7.6,0.436,1,3.7,0.259,2.3,3.8,0.607,1.6,2.7,0.6,1.5,4.4,5.9,2.6,1.1,1.5,1.4,3.6,9.2
30065,2022,4419,Juan Hernangómez,NA,PF,26,6,NBA,TOT,40,9,445,3.6,8.6,0.415,1.9,5.6,0.348,1.6,3,0.541,1.5,2.8,0.559,2.3,5.8,8.1,1.6,1.1,0.8,1.3,2,10.6
30066,2022,4419,Juan Hernangómez,NA,PF,26,6,NBA,BOS,18,0,96,1.9,10.1,0.185,1.1,6.8,0.167,0.7,3.4,0.222,2.3,3.4,0.667,3.4,6,9.4,1.1,1.5,0.7,2.3,2.6,7.1
30067,2022,4419,Juan Hernangómez,NA,PF,26,6,NBA,SAS,5,0,51,1.4,4.2,0.333,0,2.1,0,1.4,2.1,0.667,2.1,2.8,0.75,2.8,7.8,10.6,2.1,0.7,0.7,1.4,0,4.9
30068,2022,4419,Juan Hernangómez,NA,PF,26,6,NBA,UTA,17,9,298,4.5,8.8,0.507,2.5,5.8,0.438,1.9,3,0.64,1.2,2.5,0.476,1.8,5.4,7.2,1.7,1.1,0.8,1,2.2,12.7
30069,2022,4739,Juan Toscano-Anderson,NA,SF,28,3,NBA,GSW,73,6,994,4.2,8.5,0.489,1,3.2,0.322,3.2,5.4,0.588,1.4,2.5,0.571,1,5.4,6.4,4.6,1.7,0.6,2.5,4.2,10.8
30070,2022,4266,Julius Randle,NA,PF,27,8,NBA,NYK,72,72,2544,7.2,17.6,0.411,1.7,5.5,0.308,5.5,12.1,0.458,4.3,5.7,0.756,1.8,8.4,10.1,5.2,0.7,0.6,3.5,2.9,20.5
30071,2022,4337,Justin Anderson,NA,SF,28,6,NBA,TOT,16,6,316,4.1,10.8,0.379,1.7,6.7,0.254,2.4,4.1,0.583,1.7,2.2,0.789,0.5,4.8,5.2,3.8,0.9,0.7,0.9,2.5,11.6
30072,2022,4337,Justin Anderson,NA,SF,28,6,NBA,CLE,3,0,47,3.1,6.1,0.5,1.5,4.6,0.333,1.5,1.5,1,2.3,3.1,0.75,0,4.6,4.6,4.6,0.8,0,1.5,3.1,10
30073,2022,4337,Justin Anderson,NA,SF,28,6,NBA,IND,13,6,269,4.3,11.6,0.368,1.7,7.1,0.245,2.5,4.6,0.559,1.6,2,0.8,0.5,4.8,5.4,3.6,0.9,0.8,0.8,2.4,11.9
30074,2022,4973,Justin Champagnie,NA,SF,20,1,NBA,TOR,36,0,281,4,8.6,0.463,1.3,3.6,0.357,2.7,5,0.538,1.2,1.2,1,4.7,4.5,9.2,1.4,1,0.5,1,4.1,10.4
30075,2022,4102,Justin Holiday,NA,SF-SG,32,9,NBA,TOT,74,65,2057,4.6,11.6,0.394,3.1,8.4,0.367,1.5,3.2,0.467,0.9,1.1,0.806,0.5,2.8,3.3,2.2,1,0.6,1.2,2.7,13.1
30076,2022,4102,Justin Holiday,NA,SF,32,9,NBA,IND,49,40,1416,4.8,11.6,0.415,3.2,8.5,0.378,1.6,3.1,0.516,0.9,1,0.829,0.5,3,3.4,2.3,0.9,0.5,1.2,2.7,13.8
30077,2022,4102,Justin Holiday,NA,SG,32,9,NBA,SAC,25,25,641,4,11.5,0.348,2.8,8.2,0.342,1.2,3.3,0.362,0.9,1.2,0.762,0.6,2.5,3.1,2.1,1.2,0.8,1.2,2.8,11.7
30078,2022,4528,Justin Jackson,NA,SF,26,5,NBA,TOT,7,0,37,4.9,14.6,0.333,2.9,8.8,0.333,1.9,5.8,0.333,1.9,1.9,1,1,5.8,6.8,1.9,0,0,1,2.9,14.6
30079,2022,4528,Justin Jackson,NA,SF,26,5,NBA,BOS,1,0,2,0,18,0,0,0,NA,0,18,0,36,36,1,0,0,0,0,0,0,0,0,36
30080,2022,4528,Justin Jackson,NA,SF,26,5,NBA,PHO,6,0,35,5.1,14.4,0.357,3.1,9.3,0.333,2.1,5.1,0.4,0,0,NA,1,6.2,7.2,2.1,0,0,1,3.1,13.4
30081,2022,4741,Justin Robinson,NA,PG,24,3,NBA,TOT,25,0,304,3.3,11,0.301,2.1,7.2,0.295,1.2,3.8,0.313,0.5,0.9,0.5,0.5,2,2.5,3.8,1.1,0.1,2,3.2,9.2
30082,2022,4741,Justin Robinson,NA,PG,24,3,NBA,MIL,17,0,198,3.3,10.4,0.316,1.8,6.7,0.27,1.5,3.6,0.4,0.4,0.4,1,0.4,2,2.4,3.8,1.5,0,2,3.1,8.7
30083,2022,4741,Justin Robinson,NA,PG,24,3,NBA,SAC,3,0,15,2.4,19.2,0.125,0,7.2,0,2.4,12,0.2,0,0,NA,0,2.4,2.4,4.8,0,0,2.4,4.8,4.8
30084,2022,4741,Justin Robinson,NA,PG,24,3,NBA,DET,5,0,91,3.6,11.1,0.321,3.2,8.3,0.381,0.4,2.8,0.143,0.8,2.4,0.333,0.8,2,2.8,3.6,0.4,0.4,2,3.2,11.1
30085,2022,4338,Justise Winslow,NA,SF,25,7,NBA,TOT,48,11,774,5.1,12,0.428,0.7,3.1,0.227,4.4,8.9,0.497,1.8,3.1,0.591,2.3,7.1,9.4,3.9,1.6,1.2,2.3,3.1,12.7
30086,2022,4338,Justise Winslow,NA,SF,25,7,NBA,LAC,37,1,479,4.7,10.6,0.447,0.4,2.2,0.172,4.4,8.4,0.518,1.9,3.1,0.61,2.3,7.7,10,3.9,1.6,1.4,2.8,3.5,11.7
30087,2022,4338,Justise Winslow,NA,SF,25,7,NBA,POR,11,10,295,5.7,14.2,0.405,1.2,4.5,0.27,4.5,9.6,0.468,1.7,3.1,0.56,2.4,6,8.4,3.9,1.7,0.9,1.5,2.6,14.4
30088,2022,4267,Jusuf Nurkić,NA,C,27,8,NBA,POR,56,56,1579,7.3,13.7,0.535,0.3,1.3,0.268,7,12.4,0.563,4.2,6.1,0.69,3.8,10.3,14.1,3.6,1.4,0.8,3.3,4.3,19.2
30089,2022,4743,Juwan Morgan,NA,PF,24,3,NBA,TOT,2,0,31,2.3,3.5,0.667,1.2,2.3,0.5,1.2,1.2,1,0,0,NA,2.3,2.3,4.6,1.2,0,0,0,3.5,5.8
30090,2022,4743,Juwan Morgan,NA,PF,24,3,NBA,TOR,1,0,27,2.7,4,0.667,1.3,2.7,0.5,1.3,1.3,1,0,0,NA,2.7,2.7,5.3,1.3,0,0,0,4,6.7
30091,2022,4743,Juwan Morgan,NA,PF,24,3,NBA,BOS,1,0,4,0,0,NA,0,0,NA,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0
30092,2022,4974,Kai Jones,NA,C,21,1,NBA,CHO,21,0,63,5.1,8,0.643,0.6,1.1,0.5,4.6,6.9,0.667,1.7,4.6,0.375,1.7,4.6,6.3,2.3,0.6,1.1,3.4,4.6,12.6
30093,2022,4339,Karl-Anthony Towns,NA,C,26,7,NBA,MIN,74,74,2476,9.3,17.7,0.529,2.2,5.3,0.41,7.2,12.3,0.58,5.6,6.8,0.822,2.8,7.7,10.6,3.9,1,1.2,3.3,3.9,26.4
30094,2022,4975,Keifer Sykes,NA,PG,28,1,NBA,IND,32,11,566,4.4,12.1,0.363,1.7,5.7,0.3,2.7,6.4,0.42,1,1.1,0.882,0.5,2.4,2.9,3.9,0.8,0.3,2.1,3.2,11.4
30095,2022,4646,Keita Bates-Diop,NA,SF,26,4,NBA,SAS,59,14,956,5.1,9.9,0.517,0.6,2.1,0.309,4.5,7.8,0.572,1.7,2.3,0.754,2.3,6.4,8.7,1.5,1,0.5,1.7,2.3,12.6
30096,2022,4744,Kelan Martin,NA,SF,26,3,NBA,TOT,30,1,450,5.6,13.7,0.409,1.8,6,0.293,3.8,7.7,0.5,0.7,1,0.692,1.4,3,4.4,1.7,1,0.7,1.1,2.9,13.7
30097,2022,4744,Kelan Martin,NA,SF,26,3,NBA,IND,27,1,444,5.7,13.6,0.417,1.8,6,0.297,3.9,7.6,0.511,0.7,1.1,0.692,1.3,3,4.3,1.7,1.1,0.7,1.1,2.9,13.9
30098,2022,4744,Kelan Martin,NA,SF,26,3,NBA,BOS,3,0,6,0,18,0,0,6,0,0,12,0,0,0,NA,6,6,12,0,0,0,0,0,0
30099,2022,4745,Keldon Johnson,NA,SF,22,3,NBA,SAS,75,74,2392,7.1,15.2,0.466,2.4,6,0.398,4.7,9.2,0.51,2.7,3.5,0.756,1.2,5.7,6.9,2.4,0.9,0.2,1.4,2.2,19.2
30100,2022,4853,Keljin Blevins,NA,SF,26,2,NBA,POR,31,1,349,3.5,11.4,0.306,2.2,7.4,0.292,1.3,4,0.333,0.6,1.1,0.545,1.7,3,4.6,2,1.3,0.1,1.8,3,9.8
30101,2022,4177,Kelly Olynyk,NA,C,30,9,NBA,DET,40,1,764,6,13.5,0.448,1.9,5.6,0.336,4.1,7.9,0.527,3.3,4.2,0.775,2.5,5.8,8.3,5.2,1.5,0.9,2.7,4.7,17.2
30102,2022,4341,Kelly Oubre Jr.,NA,SF,26,7,NBA,CHO,76,13,1999,7.4,16.8,0.44,3.4,10,0.345,3.9,6.8,0.578,2.3,3.4,0.667,1.4,4,5.4,1.5,1.4,0.6,1.2,3.4,20.5
30103,2022,4034,Kemba Walker,NA,PG,31,11,NBA,NYK,37,37,948,5.7,14.1,0.403,2.8,7.6,0.367,2.9,6.5,0.444,2.3,2.7,0.845,0.5,3.7,4.2,5,1,0.3,1.8,1.4,16.4
30104,2022,4647,Kenrich Williams,NA,SF,27,4,NBA,OKC,49,0,1072,4.9,10.6,0.461,1.4,4.1,0.339,3.5,6.6,0.536,1,1.8,0.545,2.5,4.9,7.4,3.6,1.5,0.3,1.5,2.7,12.2
30105,2022,4104,Kent Bazemore,NA,SF,32,10,NBA,LAL,39,14,545,3,9.2,0.324,1.9,5.3,0.363,1.1,3.9,0.271,0.9,1.1,0.765,0.9,3.7,4.6,2.2,1.7,0.6,1.4,4.6,8.7
30106,2022,4178,Kentavious Caldwell-Pope,NA,SG,28,9,NBA,WAS,77,77,2329,5.6,12.8,0.435,2.5,6.3,0.39,3.1,6.5,0.48,2.1,2.4,0.89,0.6,3.4,4,2.2,1.3,0.4,1.5,2.1,15.7
30107,2022,4854,Kenyon Martin Jr.,NA,SF,21,2,NBA,HOU,79,2,1656,6.1,11.4,0.533,1.3,3.7,0.357,4.8,7.7,0.617,1.7,2.7,0.634,1.7,4.7,6.5,2.2,0.7,0.9,1.3,2.5,15.1
30108,2022,4976,Keon Johnson,NA,SG,19,1,NBA,TOT,37,12,697,5,14,0.353,1.8,5.2,0.34,3.2,8.9,0.36,2.1,2.6,0.804,1.2,2.9,4.2,3.9,1.4,0.6,2.4,3.6,13.8
30109,2022,4976,Keon Johnson,NA,SG,19,1,NBA,LAC,15,0,135,4.5,13.6,0.333,0.8,2.9,0.273,3.7,10.7,0.35,4.3,5.6,0.762,1.6,4,5.6,3.5,1.9,0.5,1.9,5.6,14.1
30110,2022,4976,Keon Johnson,NA,SG,19,1,NBA,POR,22,12,562,5.1,14.2,0.357,2,5.7,0.348,3.1,8.5,0.364,1.6,1.9,0.833,1.2,2.7,3.8,4,1.3,0.6,2.5,3.1,13.7
30111,2022,4977,Kessler Edwards,NA,SF,21,1,NBA,BRK,48,23,987,4,9.7,0.412,1.8,5,0.353,2.3,4.8,0.473,0.6,0.7,0.842,1.6,4.7,6.3,1.1,1.1,0.9,1.5,3.1,10.4
30112,2022,3770,Kevin Durant,NA,PF,33,14,NBA,BRK,55,55,2047,10.2,19.6,0.518,2,5.3,0.383,8.1,14.3,0.568,6.5,7.2,0.91,0.5,6.6,7.2,6.2,0.8,0.9,3.4,2,28.9
30113,2022,4648,Kevin Huerter,NA,SG,23,4,NBA,ATL,74,60,2188,5.7,12.5,0.454,2.6,6.8,0.389,3,5.7,0.53,0.7,0.9,0.808,0.5,3.7,4.2,3.3,0.9,0.4,1.5,3,14.7
30114,2022,4649,Kevin Knox,NA,SF,22,4,NBA,TOT,30,0,222,5,13.8,0.365,2.4,8.8,0.278,2.6,5,0.516,2.6,3.6,0.727,2.3,4.9,7.1,1.6,0.6,0.3,1.1,3.1,15.1
30115,2022,4649,Kevin Knox,NA,SF,22,4,NBA,NYK,13,0,111,4.9,13,0.375,3.2,9.1,0.357,1.6,3.9,0.417,2.3,3.2,0.7,2.6,4.5,7.1,1,0.6,0.3,1.6,1.6,15.2
30116,2022,4649,Kevin Knox,NA,SF,22,4,NBA,ATL,17,0,111,5.2,14.6,0.356,1.6,8.4,0.192,3.6,6.2,0.579,2.9,3.9,0.75,1.9,5.2,7.1,2.3,0.6,0.3,0.6,4.5,14.9
30117,2022,3830,Kevin Love,NA,PF,33,14,NBA,CLE,74,4,1665,7.1,16.5,0.43,4,10.3,0.392,3,6.1,0.493,3.6,4.3,0.838,1.9,9.7,11.6,3.5,0.6,0.4,2.1,2.2,21.8
30118,2022,4978,Kevin Pangos,NA,PG,29,1,NBA,CLE,24,3,166,3.3,10,0.326,1.3,5.6,0.231,2,4.3,0.45,0.7,0.9,0.75,0.4,2,2.4,6.5,0.7,0,1.5,2.4,8.5
30119,2022,4748,Kevin Porter Jr.,NA,PG,21,3,NBA,HOU,61,61,1907,6.3,15.3,0.415,2.9,7.8,0.375,3.4,7.5,0.456,2.3,3.6,0.642,0.8,4.2,5,7.1,1.3,0.4,3.6,2.9,17.9
30120,2022,4342,Kevon Looney,NA,C,25,7,NBA,GSW,82,80,1732,4.3,7.6,0.571,0,0,0,4.3,7.5,0.573,1.6,2.6,0.6,4.3,8.1,12.4,3.4,1,1.1,1.4,4.5,10.2
30121,2022,4531,Khem Birch,NA,C,29,5,NBA,TOR,55,28,991,3.5,7.3,0.485,0,0.5,0,3.5,6.8,0.522,1.9,2.6,0.746,4.4,4.3,8.7,2,1.1,0.9,1.1,3.8,9
30122,2022,4107,Khris Middleton,NA,SF,30,10,NBA,MIL,66,66,2141,7.6,17.2,0.443,2.7,7.3,0.373,4.9,9.9,0.494,4.4,4.9,0.89,0.7,5.3,6,6,1.3,0.3,3.2,2.7,22.3
30123,2022,4855,Killian Hayes,NA,PG,20,2,NBA,DET,66,40,1647,3.8,10,0.383,1,3.7,0.263,2.9,6.4,0.452,1.2,1.6,0.77,0.8,3.8,4.6,6.1,1.7,0.8,2.4,4,9.9
30124,2022,4856,Killian Tillie,NA,C,23,2,NBA,MEM,36,3,461,3.4,9.9,0.339,2.1,6.7,0.314,1.2,3.2,0.39,0.4,0.6,0.625,1.6,3,4.7,1.7,1.8,1.2,1,4.5,9.2
30125,2022,4857,Kira Lewis Jr.,NA,PG,20,2,NBA,NOP,24,0,341,6.2,15.4,0.404,1.4,6.1,0.224,4.9,9.3,0.523,1.1,1.3,0.833,1,3.2,4.1,5.2,1.2,0.1,2.7,1.8,14.9
30126,2022,4036,Klay Thompson,NA,SG,31,9,NBA,GSW,32,32,941,9.4,21.9,0.429,4.4,11.3,0.385,5,10.6,0.477,1.8,2,0.902,0.6,4.2,4.8,3.4,0.6,0.7,1.6,2.1,24.9
30127,2022,4421,Kris Dunn,NA,PG,27,6,NBA,POR,15,3,336,4.7,10.9,0.431,0.1,1.2,0.091,4.6,9.7,0.473,1.8,1.9,0.944,1,4.3,5.2,8.5,2.5,0.3,3.4,4.1,11.4
30128,2022,4343,Kristaps Porziņģis,NA,PF,26,6,NBA,TOT,51,51,1481,8.6,18.6,0.459,1.9,6.1,0.31,6.7,12.5,0.532,6,7,0.867,2.5,7.5,10,2.9,0.9,2,2,3.3,25
30129,2022,4343,Kristaps Porziņģis,NA,PF,26,6,NBA,DAL,34,34,1002,8.2,18.3,0.451,1.8,6.2,0.283,6.5,12,0.537,5.3,6.1,0.865,2.3,7.1,9.4,2.5,0.9,2.1,1.9,3.2,23.5
30130,2022,4343,Kristaps Porziņģis,NA,PF,26,6,NBA,WAS,17,17,479,9.2,19.5,0.475,2.2,5.9,0.367,7.1,13.5,0.522,7.6,8.7,0.871,2.9,8.4,11.3,3.8,0.9,1.9,2.1,3.7,28.3
30131,2022,4271,Kyle Anderson,NA,PF,28,8,NBA,MEM,69,11,1484,5.1,11.4,0.446,0.9,2.6,0.33,4.2,8.7,0.481,1.6,2.5,0.638,1.7,7.3,8.9,4.4,1.9,1.1,1.7,2.6,12.6
30132,2022,4751,Kyle Guy,NA,SG,24,3,NBA,MIA,19,0,186,5,12.6,0.4,2.7,7.7,0.35,2.3,4.8,0.48,1.5,2.3,0.667,0.8,2.5,3.3,3.3,1.4,0.2,2.5,2.3,14.3
30133,2022,4534,Kyle Kuzma,NA,PF,26,5,NBA,WAS,66,66,2204,6.9,15.3,0.452,2.1,6.1,0.341,4.8,9.2,0.526,2.5,3.6,0.712,1.1,8,9.2,3.8,0.7,0.9,2.8,2.1,18.5
30134,2022,3685,Kyle Lowry,NA,PG,35,16,NBA,MIA,63,63,2133,4.7,10.6,0.44,2.4,6.4,0.377,2.2,4.1,0.539,2.5,2.9,0.851,0.6,4.2,4.8,8,1.1,0.3,2.8,3,14.2
30135,2022,4037,Kyrie Irving,NA,PG,29,11,NBA,BRK,29,29,1091,9.5,20.3,0.469,3.3,7.9,0.418,6.2,12.4,0.501,3.9,4.3,0.915,0.5,3.7,4.2,5.5,1.4,0.6,2.4,2.7,26.3
30136,2022,4752,KZ Okpala,NA,PF,22,3,NBA,MIA,21,0,244,4.4,10.2,0.435,1.3,3.8,0.346,3.1,6.3,0.488,1.2,1.6,0.727,1.6,4.4,6,2.1,0.6,1,0.7,3.7,11.4
30137,2022,4858,Lamar Stevens,NA,PF,24,2,NBA,CLE,63,13,1015,5.5,11.3,0.489,0.6,2.3,0.277,4.9,9,0.543,1.9,2.7,0.707,1.7,4.1,5.8,1.6,1.1,0.6,1.5,3.8,13.6
30138,2022,3686,LaMarcus Aldridge,NA,C,36,16,NBA,BRK,47,12,1050,8.6,15.7,0.55,0.5,1.6,0.304,8.2,14.1,0.578,3.1,3.5,0.873,2.5,6.3,8.8,1.4,0.5,1.6,1.5,2.7,20.8
30139,2022,4859,LaMelo Ball,NA,PG,20,2,NBA,CHO,75,75,2422,8,18.6,0.429,3.3,8.4,0.389,4.7,10.2,0.462,3.2,3.6,0.872,1.6,5.8,7.4,8.5,1.8,0.4,3.6,3.5,22.4
30140,2022,3954,Lance Stephenson,NA,SG-SF,31,10,NBA,TOT,46,1,814,6.5,14.3,0.455,1.2,4,0.3,5.3,10.3,0.515,2.8,3.5,0.788,0.5,5.1,5.6,7.3,1.1,0.2,3.2,4.2,17
30141,2022,3954,Lance Stephenson,NA,SF,31,10,NBA,ATL,6,0,70,2.6,6.7,0.385,0,1.5,0,2.6,5.1,0.5,0.5,1,0.5,0.5,7.2,7.7,5.7,0,0,2.1,4.1,5.7
30142,2022,3954,Lance Stephenson,NA,SG,31,10,NBA,IND,40,1,744,6.9,15,0.458,1.3,4.2,0.31,5.6,10.8,0.516,3,3.8,0.795,0.5,4.9,5.4,7.5,1.2,0.2,3.3,4.3,18
30143,2022,4652,Landry Shamet,NA,SG,24,4,NBA,PHO,69,14,1437,4.8,12.2,0.394,3.1,8.4,0.368,1.7,3.8,0.45,1.7,2,0.84,0.4,2.8,3.2,2.7,0.7,0.2,1,2.3,14.4
30144,2022,4272,Langston Galloway,NA,SG,30,8,NBA,TOT,7,0,107,2,8.7,0.231,0.7,5.4,0.125,1.3,3.4,0.4,0,0,NA,1,5,6.1,4,0.3,0,2,2.4,4.7
30145,2022,4272,Langston Galloway,NA,SG,30,8,NBA,BRK,4,0,58,3.1,8.1,0.385,1.2,5,0.25,1.9,3.1,0.6,0,0,NA,0.6,4.3,5,3.1,0,0,3.1,3.1,7.4
30146,2022,4272,Langston Galloway,NA,SG,30,8,NBA,MIL,3,0,49,0.7,9.6,0.077,0,5.9,0,0.7,3.7,0.2,0,0,NA,1.5,5.9,7.3,5.1,0.7,0,0.7,1.5,1.5
30147,2022,4345,Larry Nance Jr.,NA,PF,29,7,NBA,TOT,46,11,1040,4.5,8.6,0.522,0.8,2.4,0.329,3.7,6.1,0.599,1.4,2,0.702,2.5,6.1,8.6,2.8,1.5,0.7,1.3,2.9,11.1
30148,2022,4345,Larry Nance Jr.,NA,PF,29,7,NBA,POR,37,11,858,4.3,8.3,0.515,0.8,2.6,0.306,3.5,5.7,0.61,1.3,2.1,0.653,2.4,6.3,8.8,3.1,1.6,0.5,1.1,2.8,10.7
30149,2022,4345,Larry Nance Jr.,NA,PF,29,7,NBA,NOP,9,0,182,5.3,9.7,0.551,0.8,1.6,0.5,4.5,8.1,0.561,1.6,1.6,1,2.8,4.9,7.7,1.6,1,1.4,2,3.4,13.1
30150,2022,4535,Lauri Markkanen,NA,PF,24,5,NBA,CLE,61,61,1878,6,13.5,0.445,2.6,7.3,0.358,3.4,6.2,0.548,2.6,3,0.868,1.1,5.5,6.6,1.6,0.9,0.6,1,2.5,17.3
30151,2022,4979,Leandro Bolmaro,NA,SF,21,1,NBA,MIN,35,2,241,2.5,8.1,0.315,0.7,2.7,0.278,1.8,5.4,0.333,1.6,1.9,0.846,2.4,4,6.4,3.1,0.9,0,1.9,3.9,7.5
30152,2022,3463,LeBron James,NA,SF,37,19,NBA,LAL,56,56,2084,11.1,21.1,0.524,2.8,7.7,0.359,8.3,13.4,0.62,4.4,5.8,0.756,1.1,6.8,7.9,6,1.3,1,3.4,2.1,29.3
30153,2022,4980,Lindell Wigginton,NA,PG,23,1,NBA,MIL,19,0,199,4.7,11,0.426,1.6,4.7,0.346,3.1,6.3,0.486,3.4,6.3,0.543,0.5,4,4.5,4.2,0.9,0.2,2.2,3.1,14.5
