Date,City,State,Dead,Injured,Total,Description
2021-10-09,Albany,New York,1,6,7,Responding officers found one man deceased and six wounded were later found in local hospitals.
2021-10-08,Baltimore,Maryl,0,4,4,Four men were wounded in Southeast Baltimore in the afternoon.
2021-10-08,Washington D.C.,Washington D.C.,1,3,4,"Responding police discovered a deceased man and another wounded, with two more identified at local hospitals."
2021-10-07,Chicago,Illinois,0,4,4,Two teenagers and two adults were wounded in the early morning after someone opened fire on another car on the Near North Side.
2021-10-07,Milwaukee,Wisconsin,0,5,5,Five people were wounded when a police officer opened fire on an armed suspect who returned fire before he fled the area.
2021-10-07,Milwaukee,Wisconsin,3,1,4,Three adults were killed and another wounded after two men came back thirty minutes after an argument over parking and opened fire.
2021-10-06,Cleveland,Ohio,0,4,4,Four adults were wounded at a music studio shortly before midnight.
2021-10-06,Baltimore,Maryl,1,5,6,A woman was killed and five people were wounded in East Baltimore.
2021-10-06,New Orleans,Louisiana,1,3,4,A man was killed and three others wounded after four people exited a vehicle and opened fire on them. The victims were doing work in a parking lot behind a church.
2021-10-05,Rockford,Illinois,1,3,4,Responding police found four injured due to an evening shooting and one later died at the hospital.
2021-10-05,Saint Paul,Minnesota,0,4,4,A teen shot four people inside a vehicle at an intersection.
2021-10-04,Minneapolis,Minnesota,0,4,4,Three men and a juvenile were wounded at a local gas station.
2021-10-03,Bishopville,South Carolina,1,4,5,A man was killed and four others wounded in an early morning drive by shooting at a Waffle House.
2021-10-02,Aurora,Colorado,1,3,4,"A man was killed and two adults and a teenager were wounded at an early morning hotel party,"
2021-10-02,San Antonio,Texas,1,3,4,A man was killed and two adults and a teenager wounded at an apartment complex.
2021-10-01,Washington D.C.,Washington D.C.,1,5,6,Five adults were wounded and one killed in Southwest D.C. late at night.
2021-10-01,Cedar Rapids,Iowa,0,6,6,Five adults and a teenager were wounded after an argument at a hotel birthday party celebration escalated.
2021-09-29,Chicago,Illinois,0,5,5,Five bystanders were wounded when passengers of two separate cars opened fire on one another while driving down a Fulton River District road.
2021-09-28,Minneapolis,Minnesota,1,3,4,A man was fatally shot and three others injured in a gunfire incident on Bloomington Avenue in the Phillips neighborhood.
2021-09-28,Chicago,Illinois,1,3,4,A woman was killed and three others injured in the early morning after a man opened fire on a car in Park Manor.
2021-09-27,Chicago,Illinois,1,3,4,A man was killed and two adults and a teenager wounded in Humboldt Park on the Northwest Side.
2021-09-27,New York City,New York,0,5,5,A man opened fire outside a club in Inwood in Upper Manhattan wounding four. Responding officers opened fire and wounded him.
2021-09-26,Des Moines,Washington,3,3,6,Two groups of people began fighting in a bar and others joined in as it spilled into the parking lot. Some fighters got into cars and opened fire while driving away killing three and wounding three others.
2021-09-26,Chicago,Illinois,0,6,6,Six adults were wounded in East Garfield Park on the West Side in the early morning.
2021-09-26,Oakland,California,0,4,4,Four people including a teenager were wounded in East Oakland.
2021-09-25,Athens,Tennessee,4,0,4,Two adults arrived at a home and engaged in an argument with the four adults there over a 10-month old. The dispute escalated and the four adults living at the home were killed and the two suspects kidnapped the child.
2021-09-25,Riverside,California,0,6,6,Shortly after midnight six people were wounded at a large house party.
2021-09-25,Chattanooga,Tennessee,2,5,7,Responding police found two adults killed and four adults and a child wounded.
2021-09-25,Utica,New York,0,4,4,Four men were wounded in the early morning.
2021-09-24,Los Angeles,California,0,4,4,Four people were wounded at the Rosa Parks Metro Station in Willowbrook.
2021-09-24,Aiken,South Carolina,4,1,5,A man murdered his parents and sister and wounded another sibling before committing suicide.
2021-09-23,Collierville,Tennessee,2,14,16,"Collierville Kroger shooting: A worker at a third-party venue inside the store opened fire in a Kroger, killing one and injuring 14, before taking his own life."
2021-09-23,Philadelphia,Pennsylvania,0,4,4,Four men were wounded in the Mantua neighborhood.
2021-09-22,Fayetteville,North Carolina,2,2,4,Two teenagers were killed and two others injured in a home invasion. Three days earlier a relative of the two deceased had been killed in another home.
2021-09-21,Washington D.C.,Washington D.C.,0,5,5,"A man opened fire and wounded four adults and one child near Alabama Avenue, Southeast."
2021-09-20,St. Louis,Missouri,1,3,4,"A man was killed and three others wounded while at a vigil for another homicide victim, when a group of people opened fire from a black SUV."
2021-09-20,El Monte,California,1,4,5,"A man was killed and four others wounded, with the deceased found behind the wheel of a vehicle."
2021-09-20,Philadelphia,Pennsylvania,1,5,6,A man was killed and five others injured in a drive-by shooting in the Fern Rock neighborhood.
2021-09-19,Miami,Florida,0,4,4,"During an argument one of the victims pulled out her gun and pointed it at the ground, after things calmed down she put it away and began to enter a car with her husband, and two children. The man she was arguing with opened fire once they got to the car, wounding her, her husband and two children."
2021-09-19,Dallas,Texas,2,4,6,Two adults were killed and three others and a teenager wounded shortly after midnight when a man opened fire.
2021-09-19,Oakland,California,1,3,4,A man was killed and three others wounded in the early morning while outside a club.
2021-09-19,Chicago,Illinois,0,5,5,"Five people were wounded while sitting on a porch in Austin during the early morning, after two men exited a vehicle and opened fire."
2021-09-19,Rochester,New York,2,2,4,"Two people were killed and two injured after someone shot down an alley at a group standing outside, who were attending a party. The shooting occurred on the anniversary of a similar mass shooting in 2020."
2021-09-19,Yemassee,South Carolina,1,7,7,After an argument escalated someone opened fire shortly after midnight killing one adult and wounding one adult and seven children.
2021-09-18,Opelousas,Louisiana,0,5,5,Five family members were injured after a gunman opened fire on their mobile home at night.
2021-09-18,Danville,Illinois,2,2,4,Two people were killed and two wounded at a liquor store in the early morning.
2021-09-18,New York City,New York,1,3,4,"A man was killed and three others wounded at a BBQ at Claremont Park in the Bronx, after an argument escalated."
2021-09-18,New York City,New York,0,4,4,Four people were shot outside a club in the East Flatbush area of Brooklyn after a dispute.
2021-09-17,Augusta,Georgia,0,4,4,Four people were wounded in the early morning at a night club. Two men were later arrested.
2021-09-14,Baltimore,Maryl,0,4,4,Three teenagers and a boy were injured in a shooting.
2021-09-14,Cleveland,Ohio,0,6,6,Six people were wounded after an incident at a liquor store escalated.
2021-09-13,Milwaukee,Wisconsin,0,5,5,Five people were wounded in a shooting at a candlelight vigil near the intersection in Sherman Park. The vigil was held for a 16-year-old who was killed at the same intersection earlier that day.
2021-09-12,Saint Paul,Minnesota,4,0,4,"An SUV with four deceased adults was found in a local cornfield in Wheeler, Wisconsin. It was discovered later that the four victims were shot in Saint Paul following an argument at a bar with the shooter. The perpetrator's father followed his son in a vehicle on the way to Wheeler and then gave his son a ride home after his son abandoned the SUV in the cornfield."
2021-09-12,Temple,Texas,0,4,4,Four people were found wounded from a shooting.
2021-09-12,Detroit,Michigan,2,4,6,Two women were killed and four others wounded in a drive-by shooting that targeted a family birthday party.
2021-09-12,Blue Island,Illinois,2,2,4,"Three people were found wounded on the street by police, and a fourth victim was located after he fled to the hospital. Two of the victims perished at the hospital."
2021-09-11,Chicago,Illinois,1,5,6,A woman was killed and four adults and a teenager wounded in a West Pullman drive-by while walking as a group.
2021-09-11,Dothan,Alabama,0,5,5,Five teenagers were wounded at a party at a local shopping center.
2021-09-11,Utica,New York,0,4,4,Responding officers found four men wounded.
2021-09-11,Paterson,New Jersey,0,4,4,Responding officers discovered two wounded from an early morning shooting. Two others arrived were identified at the hospital.
2021-09-11,Chicago,Illinois,1,3,4,A man was killed and three others injured in South Side drive-by shooting.
2021-09-10,Orlando,Florida,0,4,4,"Deputies were called after a man got drunk and fired shots into the air. He then opened fire on the security guard and officers, before driving down the road, getting into a car accident and opening fire on those in the car. He wounded the security guards and three in the vehicle."
2021-09-09,East St. Louis,Illinois,0,7,7,Six adults and a child were wounded in a drive-by shooting. The suspects attempted to flee the area but were hit by a MetroLink train.
2021-09-09,Montgomery,Alabama,1,3,4,Responding officers found one child deceased and two adults and another child injured.
2021-09-08,St. Louis,Missouri,0,4,4,Four people were wounded after two men got into an argument after one was seen arguing and pistol whipping a woman.
2021-09-07,Wilmington,Delaware,0,4,4,Four people were wounded in a local park in the Southbridge neighborhood after a drive-by shooting.
2021-09-07,Wichita,Kansas,1,5,6,"After getting kicked out of a night club shortly after midnight, a man opened fire killed a man and wounded five women."
2021-09-06,Atlanta,Georgia,0,5,5,"A man opened fire after an argument at a local Black Pride festival, wounding five."
2021-09-05,Houston,Texas,4,0,4,Firefighters discovered a husband and wife and two children deceased when responding to a house fire. Family members believe the family had been dead for days before the fire.
2021-09-05,Cincinnati,Ohio,0,4,4,"Three adults and a teenager were wounded after an argument outside a Mt. Washington home. The victims went inside, before the suspect fired through the door."
2021-09-05,Lakeland,Florida,4,2,6,"A former Marine sharpshooter shot and killed three adults, an infant, and a dog and wounded a child inside and outside a home, before engaging in a shootout with police. The shooter was eventually injured in the gunfight and then apprehended."
2021-09-05,Athens,Georgia,0,7,7,A man fired into a crowd of people that were fighting in the early morning. He wounded seven and turned himself in the next day.
2021-09-05,Detroit,Michigan,0,4,4,Four men were injured in a shooting outside a rollerskating rink on Eight Mile Road in the west side.
2021-09-05,Wyatt,Missouri,0,4,4,Four adults were wounded at a family car show after two men opened fire on the crowd in suspected gang violence.
2021-09-05,New York City,New York,0,4,4,Four adults were wounded outside a catering hall in the Bronx after an argument escalated.
2021-09-05,Independence,Missouri,0,4,4,An adult and three teenagers were wounded at a local festival after two people got into an argument and one opened fire.
2021-09-04,Monroe,Louisiana,1,3,4,"Responding officers found four people injured, with one later dying at the hospital."
2021-09-04,Washington D.C.,Washington D.C.,3,3,6,"Six people were found injured in Northwest DC, with three later dying at a hospital."
2021-09-04,Birmingham,Alabama,2,2,4,Two people were killed and two injured after an argument inside a strip mall store escalated. Three people were arrested and one went on the run.
2021-09-04,Pittsburgh,Pennsylvania,0,4,4,A teenager shot four people on the street in Homewood South.
2021-09-04,Chicago,Illinois,0,5,5,Five people were injured in a drive-by shooting in Lawndale shortly after midnight.
2021-09-04,Warner Robins,Georgia,1,4,5,A teenager was killed and four others injured while attending a block party.
2021-09-03,Syracuse,New York,0,4,4,Four adults were wounded in an early morning shooting during an outdoor party.
2021-09-03,New Iberia,Louisiana,1,3,4,"One person was killed and three injured outside a shoe store in a strip mall, after two men exited a car and opened fire."
2021-09-03,Austin,Texas,1,3,4,A woman was killed and three others injured in an apartment complex close to US Highway 290 in East Austin.
2021-09-02,Niagara Falls,New York,0,4,4,Four people were wounded after shooters opened fire on them across the street while they were standing outside a deli.
2021-08-31,Elm City,North Carolina,2,2,4,A man killed one person and wounded two others before kidnapping a woman and infant. He later killed the woman and left the baby alive in the stolen vehicle and is still on the run.
2021-08-30,Normal,Illinois,3,3,6,"A man killed two people and wounded three others in a mobile home park, before being killed by responding police."
2021-08-29,Las Vegas,Nevada,1,3,4,Three adults were wounded and one was killed near Rainbow Boulevard.
2021-08-29,Nashville,Tennessee,0,5,5,Five people were wounded in an early morning drive by shooting on Jefferson Street.
2021-08-29,Milwaukee,Wisconsin,0,4,4,An adult and three teenagers were wounded.
2021-08-28,San Diego,California,0,4,4,"Two groups got into an argument near Belmont Park and a man opened fire, wounding four people."
2021-08-28,Chicago,Illinois,0,4,4,Four adults were wounded in Douglas Park while attending a large gathering.
2021-08-28,Albany,New York,0,5,5,"Responding officers found two wounded men, a wounded teenager and two other adults were later found at hospitals."
2021-08-27,Sharon Hill,Pennsylvania,1,4,5,"After a football game at a high school, a civilian was injured in a drive-by shooting. Police fired back, which district attorney Jack Stollsteimer says likely hit four people, including an eight-year-old girl who was killed."
2021-08-27,Huntington,West Virginia,2,2,4,"Two adults and two children were shot, with an adult and child later dying from their injuries."
2021-08-27,Los Angeles,California,0,4,4,Four men were found injured in the West Hollywood neighborhood.
2021-08-26,Minneapolis,Minnesota,0,7,7,Seven people were wounded just after midnight when two people opened fire at one another.
2021-08-23,Chicago,Illinois,0,4,4,A teenager and three adults were wounded in a drive by shooting in Uptown.
2021-08-22,Portland,Oregon,0,5,5,Five men were wounded at a vigil for a man that had been killed in the same location earlier in the day.
2021-08-22,Grand Rapids,Michigan,1,3,4,One person was killed and three wounded in an early morning shooting.
2021-08-22,Carbondale,Illinois,1,3,4,A SIU student was killed and three other people wounded at a party hosted at a private residence.
2021-08-22,Chicago,Illinois,1,4,5,"A man was killed and three adults and a teenager were wounded in East Garfield Park, about four hours after a previous mass shooting."
2021-08-21,Chicago,Illinois,0,4,4,Four people were wounded in an East Garfield Park drive-by.
2021-08-21,Chicago,Illinois,1,5,6,"A man was killed and five others wounded while standing in a Calumet Heights parking lot, after two men opened fire from an alley."
2021-08-20,Flint,Michigan,1,3,4,One person died and three were injured after a shooting.
2021-08-19,Edgewood,Maryl,1,3,4,A man was killed and three others wounded in an evening shooting.
2021-08-19,Philadelphia,Pennsylvania,1,4,5,A drive-by shooting outside a barbershop killed one and wounded four.
2021-08-19,Chicago,Illinois,0,4,4,Four people were shot in a Bronzeville business.
2021-08-18,Germantown,Maryl,1,3,4,"A teenager was arrested for allegedly shooting four people on a basketball court, killing a man and wounding three teenagers."
2021-08-18,Youngstown,Ohio,2,4,6,"Two people, including a 10-year-old girl, were killed, and four wounded after a shooting."
2021-08-18,Los Angeles,California,0,4,4,Four men were wounded after a shooting in Playa del Ray.
2021-08-18,Durham,North Carolina,1,3,4,A man was killed and three injured in a shooting.
2021-08-17,New York City,New York,0,5,5,Five men were wounded in a drive-by shooting outside a grocery store in Brooklyn.
2021-08-16,New York City,New York,0,8,8,Five women and three men were wounded outside a housing project in Brooklyn shortly after midnight.
2021-08-16,Detroit,Michigan,1,3,4,A man was killed and three others injured outside a local bar.
2021-08-15,San Antonio,Texas,3,2,5,"Three people were killed and two injured after a fight escalated in the parking lot of a local sports bar on the East Side, by a man who drew a long gun and shot into the air."
2021-08-15,Chicago,Illinois,0,4,4,Three men and a woman were wounded standing outside a home shortly after midnight.
2021-08-14,Indianapolis,Indiana,1,4,5,A man was killed and three adults and a child wounded in a strip mall parking lot in the early morning.
2021-08-14,Trenton,New Jersey,0,4,4,Responding officers found four wounded in the early morning.
2021-08-14,Akron,Ohio,0,5,5,Four adults and a teenager were wounded outside a nightclub shortly after midnight.
2021-08-14,New York City,New York,0,4,4,Four men were wounded in Brooklyn shortly after midnight.
2021-08-13,Las Vegas,Nevada,1,6,7,One person was killed and six teenagers wounded after a fight broke out at a local park shortly after midnight.
2021-08-11,Philadelphia,Pennsylvania,1,4,5,A man opened fire on a group playing a dice game outside a local bar. One man was killed and four injured.
2021-08-10,Clarksdale,Mississippi,2,2,4,A woman and teenager were killed and two other individuals wounded in an evening shooting.
2021-08-10,Portland,Oregon,2,4,6,"Two men, identified as rap-artists connected to the Wu-Tang Clan, were killed and four others wounded, in a potential drive-by shooting."
2021-08-09,Flint,Michigan,2,4,6,Two teenagers were killed and four others injured at a late-night party at a city park.
2021-08-09,Boston,Massachusetts,1,5,6,"A woman was killed and five others were injured in a shooting on Irma Street near the Mattapan/Dorchester border. Police arrived at the scene at about 12:30 a.m. and pronounced the woman dead. On August 24, police charged a 37-year-old man with murder in connection to the shooting."
2021-08-08,Houston,Texas,1,5,6,A man was killed and five others wounded after a fight in a night club escalated out of the club and into the parking lot.
2021-08-08,Chicago,Illinois,1,6,7,"Two men were arguing outside a lounge on the South Side, before it escalated. One of the two was killed, and the other along with five bystanders was injured."
2021-08-08,New York City,New York,2,3,5,Two men were killed and three wounded at an outdoor event space in Brooklyn shortly after midnight.
2021-08-08,New Orleans,Louisiana,0,5,5,Five people were shot in the early morning on Bourbon Street. This was the second weekend in a row with a mass shooting in the city.
2021-08-08,Chicago,Illinois,1,4,5,A security guard and four others were wounded after a man got into an argument with two security guards outside a club on the South Side.
2021-08-07,Montgomery,Alabama,0,4,4,Three men and a woman were wounded shortly after midnight.
2021-08-07,Chicago,Illinois,0,4,4,Four men were wounded in a drive-by shooting.
2021-08-07,Norfolk,Virginia,0,4,4,Four people were wounded in an early morning shooting in the Neon District.
2021-08-06,Nashville,Tennessee,0,4,4,"Four people, two on the side walk and two in a vehicle, were wounded in a drive-by shooting in West Nashville."
2021-08-04,Philadelphia,Pennsylvania,0,4,4,Four adults were wounded a block away from Temple University Hospital.
2021-08-03,Urbana,Illinois,1,3,4,A woman was killed and three others injured in the early morning in a home. Three men walked to the side of the home and shot repeatedly through the windows and walls.
2021-08-02,Greenwood,South Carolina,3,1,4,Two adults and a child were killed and a child wounded in a home. The shooter was arrested in Florida shortly after.
2021-08-02,Columbia,South Carolina,0,9,9,Nine people were wounded in the early morning at a local dance studio.
2021-08-01,New Orleans,Louisiana,1,3,4,A teenager was killed and two teenagers and an adult were wounded by a teenager in the Central Business District. He was turned in by a family member.
2021-08-01,Providence,Rhode Isl,0,5,5,Five people were wounded in the parking lot of a Popeyes restaurant in the early morning.
2021-08-01,Nacogdoches,Texas,1,3,4,A man was killed and three wounded in an early morning shooting. Five suspects were later arrested.
2021-08-01,New Orleans,Louisiana,0,5,5,Five adults were wounded in an early morning shooting near Bourbon Street.
2021-07-31,Lexington,Kentucky,0,5,5,Responding officers found five people wounded in an evening shooting.
2021-07-31,Indianapolis,Indiana,0,5,5,Three adults and two children were wounded outside a funeral home. It is believed an argument escalated inside the building prior.
2021-07-31,New York City,New York,0,10,10,"Ten people, including seven bystanders, were wounded in a night-time gang shooting outside a laundromat. The incident took place in North Corona, Queens."
2021-07-31,Saginaw,Michigan,2,2,4,Two people were wounded and two killed at a large public gathering.
2021-07-31,Chicago,Illinois,0,4,4,Four adults were wounded in an early morning shooting while at a gathering in Jackson Park on the South Side.
2021-07-31,Columbus,Ohio,1,4,5,"Five people were wounded in an early morning shooting outside a local bar, and one died later at the hospital. An argument escalated causing a gunfight between multiple people."
2021-07-29,Davenport,Iowa,0,4,4,A feud between the occupants of two vehicles escalated into gunfire injuring three adults and a child.
2021-07-29,Pittsburgh,Pennsylvania,3,2,5,"After an argument a man shot and killed his parents. He called 911, and stated he wished to turn himself in, but opened fire at responding officers wounding two. He fled the scene in a vehicle that he crashed and was discovered dead due to a self inflicted gunshot wound."
2021-07-28,Washington D.C.,Washington D.C.,0,4,4,Four adults were wounded in a shooting in Southeast DC.
2021-07-28,Charleston,South Carolina,1,4,5,"Five people were wounded in an afternoon shooting, with one later dying at the hospital."
2021-07-26,Fort Worth,Texas,2,3,5,"A shooter killed one and injured three after opening fire at a backyard party, after becoming upset, leaving and returning. He was chased down by partygoers who threw bricks at him in defense, and was pronounced dead by responding police."
2021-07-25,Seattle,Washington,2,3,5,Two people were killed and three injured after someone opened fire on a group leaving a nightclub.
2021-07-25,Chicago,Illinois,0,5,5,"Five men were wounded shortly after midnight while standing in an Austin backyard, after a man entered and opened fire."
2021-07-25,Wasco,California,5,1,6,"When responding to a hostage situation at a home in Wasco, officers were fired upon by the shooter. Two officers were shot, and one succumbed to their injuries. Three people inside the house were slain by the shooter. The gunman was also killed during the shootout."
2021-07-25,Detroit,Michigan,0,7,7,Seven people were wounded at a candlelit vigil on the West Side for a hit and run victim. The shooter pulled up in a vehicle and opened fire on the crowd.
2021-07-24,Amarillo,Texas,0,6,6,Six people were wounded in an early morning shooting after an argument escalated at an after-hours club.
2021-07-24,Macon,Georgia,2,2,4,Two people were killed and two injured shortly after midnight after a fight escalated.
2021-07-24,Columbus,Ohio,0,4,4,Four people were wounded in a parking lot in Short North in an early morning.
2021-07-23,Darlington,South Carolina,0,4,4,Four people were wounded in a van after individuals in a pickup truck opened fire in the early morning.
2021-07-23,Spartanburg,South Carolina,2,2,4,Two people were killed and two wounded in a drive-by-shooting.
2021-07-23,San Rafael,California,2,4,6,"Two people were killed and four injured inside a parking garage near a local nightclub. Responding officers attempted to stop multiple vehicles leaving the structure, with some carrying shooting victims."
2021-07-22,Houston,Texas,1,5,6,One person was killed and five injured outside a local restaurant in a drive-by shooting.
2021-07-21,Chicago,Illinois,0,8,8,"Shortly before midnight someone opened fire on a party bus passing by a gas station in Old Town. Seven people were wounded in the bus, and one while pumping gas."
2021-07-21,Chicago,Illinois,2,3,5,A 15-year-old and a 16-year-old were killed and three other adults were wounded on a street corner. The 16-year-old died the next day.
2021-07-21,Adelphi,Maryl,1,4,5,A man was killed and four others wounded at a condo complex after an argument escalated.
2021-07-21,Chicago,Illinois,2,3,5,"Ten minutes after an earlier shooting, three teenagers  and two adults were wounded in North Lawndale."
2021-07-20,Jacksonville,Texas,4,0,4,Four adults were killed in a robbery after three men broke into their home. The three men were arrested later the next day.
2021-07-19,Chicago,Illinois,0,4,4,Four men were injured in Homan Square while standing outside at night.
2021-07-19,Perth Amboy,New Jersey,0,6,6,A gunman opened fire at a group of people leaving a bar early in the morning. Six people were wounded.
2021-07-18,Burlington,North Carolina,0,4,4,Four were wounded in a shooting after an argument.
2021-07-18,Toledo,Ohio,1,3,4,One person was killed and three wounded in a shooting.
2021-07-18,Gainesville,Florida,1,4,5,A man was killed and four others wounded in a drive by shooting outside of a convenience store.
2021-07-18,Houston,Texas,3,2,5,Responding officers arrived at a motel where a man was threatening to kill others and responding officers. The man shot and killed two adults and wounded two others before being shot and killed by police.
2021-07-18,Walnut Creek,California,1,3,4,One person died and three were wounded after a shooting outside a nightclub.
2021-07-18,Tucson,Arizona,2,4,6,"Two EMTs were injured after a man opened fire on them as they responded to an unrelated medical incident. The man then drove to a nearby structure fire and shot at nearby people, killing a bystander and wounding a firefighter."
2021-07-17,Chicago,Illinois,0,6,6,Five teenage girls aged 12 to 19 years old were wounded while standing outside a party in Austin on the West Side.
2021-07-17,Portland,Oregon,1,6,7,A woman was killed and six others were injured in a shooting in Downtown Portland.
2021-07-16,Greenville,South Carolina,1,3,4,One person was killed and three injured at Conestee Park after an argument escalated.
2021-07-16,Philadelphia,Pennsylvania,1,4,5,An adult was killed and three adults and a fourteen-year-old injured in an evening shooting.
2021-07-16,Chicago,Illinois,1,3,4,One man was killed and three others injured in Austin shortly before midnight.
2021-07-16,Manchester,New Hampshire,0,4,4,Four people were wounded as passengers in a van taking them from a nightclub.
2021-07-16,Washington D.C.,Washington D.C.,1,5,6,A six-year-old girl was killed and five adults were injured in a shooting in the nation's capital.
2021-07-16,Sacramento,California,2,4,6,Shortly before midnight two men were killed and four others injured in Old Sacramento near the old train tracks.
2021-07-15,Levelland,Texas,1,3,4,Officers responding to a 911 call were fired upon by a suspect who barricaded themselves in a home. One officer was killed and three injured.
2021-07-15,Lake Ozark,Missouri,1,4,5,A man was killed and four others injured after an argument and physical fight between multiple motorcycle clubs escalated.
2021-07-15,Boston,Massachusetts,0,4,4,Officers responding to a ShotSpotter alert discovered four people wounded at the Bromley Heath Projects in Mission Hill.
2021-07-14,Chicago,Illinois,0,5,5,Five adults were wounded outside a food mart in Gresham after three men jumped out of a car and opened fire.
2021-07-14,Chicago,Illinois,0,5,5,"Five people were wounded in West Garfield Park on the West Side, after a man approached them and opened fire."
2021-07-14,Claymont,Delaware,2,2,4,A man and teenager were killed and two adults wounded in an evening shooting in the Knollwood neighborhood.
2021-07-13,Indianapolis,Indiana,0,4,4,"Four men were wounded in an early morning shooting, three of the four were found in a vehicle."
2021-07-13,Detroit,Michigan,1,6,7,"A man was killed and six others wounded at a banquet hall, after a shooter opened fire due to an earlier argument. Attendees fired back and wounded the suspect, who was later arrested."
2021-07-12,Iselin,New Jersey,0,4,4,Four people were wounded in the early morning at a hotel.
2021-07-12,New York City,New York,0,4,4,Multiple masked shooters wounded four in Queens after exiting a car and opening fire.
2021-07-12,Beaver Falls,Pennsylvania,2,3,5,Two men were killed and three injured after a gun fight between two cars in the parking lot of a housing complex.
2021-07-12,Castroville,California,3,1,4,Three men were killed and one injured after a gunman opened fire at a house party.
2021-07-11,El Paso,Texas,1,5,6,A man was killed and five others wounded at an activities complex in the early morning.
2021-07-10,Philadelphia,Pennsylvania,0,6,6,Six men were wounded after two shooters walked up to them and opened fire shortly before midnight in the North Philadelphia neighborhood of Hunting Park.
2021-07-10,Springfield,Ohio,1,3,4,A man was killed and a woman and two children were injured at a gas station in a potential incident of domestic violence.
2021-07-10,Boston,Massachusetts,0,4,4,"Four people were wounded in Dorchester, neighbors at first believed it was continuing Independence Day celebrations."
2021-07-08,Hartford,Connecticut,0,4,4,Four men were wounded by five teenagers who opened fire at the same location they had wounded a woman two days prior. The teenagers were later arrested.
2021-07-05,Santa Rosa,California,1,3,4,A drive-by shooting left one person dead and three others injured at an illegal fireworks show.
2021-07-05,Toledo,Ohio,1,11,12,One person was killed and eleven others injured at an Independence Day block party.
2021-07-05,Buffalo,New York,0,4,4,Three adults and a three-year-old were injured while standing outside in a large group after someone opened fire.
2021-07-05,Chicago,Illinois,2,4,6,"A shooting in Washington Park left two dead and four injured, including a 12-year-old girl and a 13-year-old boy."
2021-07-04,Cleveland,Ohio,0,4,4,Four adults were wounded in an evening shooting.
2021-07-04,Dallas,Texas,0,5,5,A shooting at an Independence Day gathering in southeast Dallas left at least four people wounded.
2021-07-04,Kansas City,Missouri,0,4,4,"Four adults were wounded at a local club, and all refused to talk with law enforcement about the incident."
2021-07-04,Dallas,Texas,3,2,5,A shooting at a neighborhood block party left three people dead and two injured.
2021-07-04,Fort Worth,Texas,0,8,8,Eight people were wounded near a local car wash in the early morning.
2021-07-04,Thermal,California,0,4,4,"An overnight shooting left four injured, two critically."
2021-07-04,Danville,Illinois,0,4,4,Four people were wounded in a shooting at a rap concert.
2021-07-04,Rantoul,Illinois,0,5,5,Two juveniles and three adults were wounded in a shooting.
2021-07-04,Cincinnati,Ohio,2,3,5,Two people were killed and three injured in a shooting at a large teen party at a city park.
2021-07-04,Omaha,Nebraska,1,4,5,"A group of people were fired upon in a parking lot, leaving one dead and four injured."
2021-07-04,Peoria,Illinois,0,4,4,Two juveniles and two others were injured on Sunday night.
2021-07-03,Chadbourn,North Carolina,3,1,4,Responding officers found three men killed and one injured at a large party in the early morning.
2021-07-03,Lancaster,Pennsylvania,0,4,4,Four adults were wounded in an early morning shooting.
2021-07-03,Swainsboro,Georgia,1,3,4,One person was killed and three injured in a shooting at a sports bar.
2021-07-03,Chicago,Illinois,0,4,4,Shortly before midnight four men were wounded in a drive-by shooting in Gresham.
2021-07-02,Norfolk,Virginia,0,4,4,Three teenagers and a six-year-old were injured in an afternoon shooting. A fifteen-year-old was later arrested in connection with the shooting.
2021-07-02,Champaign,Illinois,1,4,5,"A teenager was killed and four adults, including a pregnant woman were injured at an American Legion after a funeral."
2021-07-02,Philadelphia,Pennsylvania,1,4,5,A man was killed and four others injured after an afternoon shooting in East Mount Airy.
2021-07-01,Chicago,Illinois,0,7,7,"Unknown assailants fired into a residence in Englewood, injuring seven people including a baby girl."
2021-07-01,Spartanburg,South Carolina,2,4,6,"Two people, including the believed shooter, were killed and four injured in a shooting at a local park."
2021-07-01,Chesapeake,Virginia,1,3,4,"Responding police officers to shots fired, found one man deceased and an adult and two teenagers injured."
2021-06-30,Dover,Delaware,1,3,4,"A group of people were fired upon, leaving one killed and three injured."
2021-06-30,Houston,Texas,3,1,4,Two adults and a six-year-old were killed and a ten-year-old injured in an evening shooting.
2021-06-30,Chicago,Illinois,0,4,4,Four teenagers were wounded while walking in Little Village on the West Side in the evening.
2021-06-30,Marrero,Louisiana,0,4,4,"A car pulled up to another car waiting to turn and opened fire. An adult, ten-month-old, four and fifteen-year olds were all injured."
2021-06-28,Rochester,New York,1,3,4,"A man opened fire into a crowded Walmart parking lot, killing one and injuring three."
2021-06-27,Chicago,Illinois,1,5,6,Five adults and a teenager were wounded in a drive-by shooting while standing outside in South Shore. A woman died later at the hospital
2021-06-27,Memphis,Tennessee,3,1,4,A tenant with a mental disorder killed three and wounded a neighbor in his boarding house.
2021-06-27,Greensboro,North Carolina,0,4,4,"After an argument escalated at a pool party hosted at an apartment complex, four people were wounded."
2021-06-27,Chicago,Illinois,1,10,11,A woman died and ten others were injured after three shooters approached them from an alley and opened fire in Marquette Park.
2021-06-27,St. Charles,Illinois,1,3,4,A man was killed and three others wounded at a night club in the early morning.
