Date,City,State,Dead,Injured,Total,Description
2018-06-27,Oakland,California,1,3,4,One person was killed and three were injured when at least one person began shooting at them outside a mini-mart.
2018-06-27,San Antonio,Texas,0,4,4,"During an argument between neighbors, two people drew weapons and wounded four people. One suspect was arrested."
2018-06-27,Hartford,Connecticut,0,4,4,Four victims were injured in a drive-by shooting outside a bodega.
2018-06-25,Chicago,Illinois,0,6,6,Six people were injured when a gunman began firing upon them as they stood near a park.
2018-06-24,Punta Gorda,Florida,0,4,4,Four people were wounded when an uninvited guest at a birthday party at an event center began shooting.
2018-06-24,Sanford,North Carolina,1,6,7,One person was killed and six were injured during a fight at a birthday party. One of the wounded was arrested.
2018-06-24,Indiantown,Florida,0,4,4,Four people were injured in a shooting at a block party.
2018-06-24,Palm Beach Gardens,Florida,1,3,4,One person was killed and three were injured in a shooting. Six teenage suspects were arrested in relation to the shooting after leading police on a car chase.
2018-06-24,Gary,Indiana,1,3,4,One person was killed and three were wounded in a shooting.
2018-06-24,Sandusky,Ohio,0,5,5,"After several fights inside a bar led the bar owner to close for the night, the fights continued outside before escalating to a shooting in which five people were wounded."
2018-06-23,Wichita,Kansas,0,4,4,Four people were injured in a gang-related shooting.
2018-06-23,Chicago,Illinois,1,4,5,One person was killed and four others were injured after being shot at from a vehicle.
2018-06-23,Covington,Tennessee,0,4,4,Four people were injured in a shooting.
2018-06-22,Homestead,Pennsylvania,1,3,4,One person was killed and three were injured when their car was shot at from another car.
2018-06-21,Chicago,Illinois,0,4,4,Four people were wounded in a shooting.
2018-06-21,Morganza,Louisiana,0,4,4,Four people were wounded in a shooting.
2018-06-21,San Bernardino,California,1,3,4,One person was killed and three were wounded in a fight that progressed to a shooting outside of a liquor store.
2018-06-20,Modesto,California,0,5,5,Five people were injured when someone drew a gun and began shooting during a fight.
2018-06-19,Huntsville,Alabama,0,4,4,A man returned after an argument and wounded four people. He was later taken into custody.
2018-06-18,Chicago,Illinois,2,3,5,Two people were killed and three people were injured in a shooting after a fight at a party.
2018-06-18,Bloomington,Illinois,3,1,4,Three people were killed and a four-year-old child was wounded in a shooting.
2018-06-17,Trenton,New Jersey,1,22,23,Art All Night shooting: Multiple gunmen wounded 17 people at the Art All Night festival. Five others were wounded when they were trampled by people around them. One of the suspected gunmen was shot and killed by police. Police suspect the shooting was gang-related.
2018-06-17,Macon,Georgia,1,3,4,A teenager was killed and three other people were injured in a drive-by shooting during a cookout. A 15-year-old was later charged with the killing.
2018-06-17,Chicago,Illinois,0,4,4,A gunman walked up to and wounded four people standing on the street.
2018-06-17,Charlotte,North Carolina,0,4,4,Four people were injured in a shooting at a gas station.
2018-06-14,Tracy,California,1,4,5,A fight turned into a shooting that resulted in a 15-year-old being killed and four other people being injured.
2018-06-14,Westminster,Colorado,1,3,4,"A 13-year-old boy was killed, and his mother, 8-year-old brother, and a bystander were wounded in a road rage incident after the shooter followed them to the parking lot of a dentist's office. The shooter was arrested."
2018-06-14,Buffalo,New York,1,4,5,One person was killed and four were wounded in a drive-by shooting.
2018-06-14,Philadelphia,Pennsylvania,0,4,4,Four people were injured in a shooting.
2018-06-14,Union City,California,0,5,5,Five people were injured in a shooting that took place in a cemetery.
2018-06-12,New York City,New York,0,4,4,Four people were injured in a shooting in the Bronx.
2018-06-11,Montgomery,Alabama,0,4,4,Four people were injured in a shooting after a verbal altercation. Three suspects were arrested.
2018-06-11,Orlando,Florida,5,1,6,"After barricading himself and his four children in a home for nearly 24 hours, a man shot and wounded a police officer before killing the four children and himself."
2018-06-10,Valley Village,California,0,6,6,Six people were injured by gunfire at a birthday party.
2018-06-10,Bradenton,Florida,1,5,6,One person was killed and five others were injured after a fight in a bar moved outside and a member of one of the groups began shooting.
2018-06-10,Chicago,Illinois,1,5,6,One person was killed and five others were injured in a drive-by shooting.
2018-06-10,Bloomington,Illinois,2,2,4,Two people were killed and two others were wounded after a shooting at a birthday party. The suspect was later taken into custody.
2018-06-10,Aurora,Illinois,0,7,7,"Seven people were injured after gunfire broke out at a party. Several men arrived at the home and began to shoot, and an attendee at the party shot back. The police believe the incident was gang-related."
2018-06-10,Indianapolis,Indiana,1,4,5,A 14-year-old boy was killed and four other people were wounded at a party. A 14-year-old boy was arrested in connection to the shooting.
2018-06-09,Philadelphia,Pennsylvania,1,4,5,Four or five gunmen killed one person and injured four others.
2018-06-09,Kannapolis,North Carolina,0,4,4,Four people were wounded after a gunman began shooting outside a high school graduation party.
2018-06-09,Boston,Massachusetts,0,4,4,Four people were injured in a shooting at a house party.
2018-06-05,Jacksonville,Florida,3,1,4,Three men were killed and a fourth was injured after a car pulled up alongside theirs and the occupant began shooting.
2018-06-04,Scottsdale,Arizona,7,0,7,"2018 Scottsdale shootings: Over the course of several days , a man killed a forensic psychologist, two paralegals, a counselor, and a couple from whom he took a handgun. The suspect killed himself when police began closing in on him."
2018-06-03,Chicago,Illinois,1,3,4,One person was killed and three others were wounded by two gunmen in a drive-by shooting.
2018-06-03,Dallas,Texas,0,5,5,"After an argument at a football game, a man drove a moped into the middle of the field and began to fire a gun. Multiple people then began firing at the shooter. Five people were injured in the exchange of gunshots."
2018-06-02,Buffalo,New York,0,5,5,Five people were injured in a shooting at an outdoor gathering.
2018-06-02,Omaha,Nebraska,1,6,7,One person was killed and six others were injured in a shooting. A suspect was taken into custody.
2018-05-31,Timmonsville,South Carolina,3,2,5,"A man killed a woman and two of her daughters, and injured her husband and her third daughter, when he shot them at their home. He has been arrested."
2018-05-27,Shreveport,Louisiana,0,4,4,Four people were injured in a shooting on the bank of the Red River.
2018-05-27,Aurora,Colorado,1,3,4,A fight in a nightclub spilled into the parking lot and resulted in a shooting that killed one person and injured three others.
2018-05-25,Cincinnati,Ohio,0,4,4,A shooting broke out after a man tried to rob a group of people playing dice. Four people were injured by gunshots. Two men were arrested.
2018-05-20,Hazlehurst,Mississippi,1,7,8,"Two suspects fired shots into a nightclub, killing one person and wounding seven others."
2018-05-20,Anderson,Indiana,0,4,4,Four people were wounded in a shooting at a block party.
2018-05-18,Santa Fe,Texas,10,14,24,"Santa Fe High School shooting: A student at Santa Fe High School shot and killed ten people and wounded fourteen others. Explosive devices were also found, but they were not detonated. The suspect was taken into custody by police."
2018-05-16,Ponder,Texas,5,1,6,A man wounded his ex-wife and killed their three children and his ex-wife's boyfriend before killing himself in a murder–suicide.
2018-05-14,Baltimore,Maryl,0,4,4,Four men were wounded in a shooting near a playground.
2018-05-13,Stockton,California,3,2,5,"A shooter fired into a home, killing a five-year-old girl and her parents, and wounding two other family members."
2018-05-13,Byhalia,Mississippi,0,4,4,"A man opened fire at a block party, possibly after a fight over a dice game, wounding four people. The suspect was arrested."
2018-05-13,Los Angeles,California,2,2,4,A man killed one teenage boy and wounded three others. One of the wounded boys died in the hospital several days later.
2018-05-12,Omaha,Nebraska,0,7,7,Seven people were wounded in a shooting.
2018-05-12,Paulsboro,New Jersey,0,4,4,Four people were injured by gunfire in a shooting following a fight at a birthday party.
2018-05-11,Talihina,Oklahoma,1,4,5,"Four police officers were injured in a shootout while trying to execute a search warrant, either by gunfire or from shrapnel from explosives in the home. The suspect was killed."
2018-05-11,St. Louis,Missouri,0,4,4,Two children and two adults were injured when shooters fired at them from two cars.
2018-05-09,Omaha,Nebraska,0,4,4,Four people were injured in a suspected drive-by shooting outside an apartment complex.
2018-05-09,St. Louis,Missouri,0,4,4,Four people were wounded in a shooting.
2018-05-07,San Diego,California,0,5,5,Two men approached a group of people and wounded four people. A fifth victim was shot and wounded several blocks away. Police believe the first attack was gang-related.
2018-05-06,Stillwater,Oklahoma,0,4,4,"After a fight and theft from the bar and a tip jar, private security shut down a party. As the guests left, several weapons were fired and four people were injured."
2018-05-06,Memphis,Tennessee,2,4,6,Two people were killed and four were injured after they were shot while traveling in a car by a gunman in another car.
2018-05-05,Columbus,Georgia,0,5,5,Five people were injured in a shooting. A suspect was arrested.
2018-05-04,Henderson,North Carolina,0,4,4,Four people were injured in a shooting.
2018-05-04,Chicago Heights,Illinois,0,4,4,A shooting at a house party wounded four people.
2018-05-02,Chicago,Illinois,1,4,5,"A man shot at a group of people from a car, killing one and wounding four. He and the driver of the car were later arrested."
2018-05-02,New York City,New York,1,4,5,One person was killed and four were wounded following a shooting outside of a Brooklyn apartment complex.
2018-05-02,Minneapolis,Minnesota,0,6,6,Six people were wounded after guns were fired following an argument at a housing complex. Three people were arrested.
2018-05-01,New Orleans,Louisiana,0,5,5,Five people were injured in a shooting.
2018-04-30,Pompano Beach,Florida,0,4,4,A man pulled out a gun after being punched during an after-party at a club and wounded four people.
2018-04-30,Washington,District of Columbia,0,4,4,Four people were injured in a drive-by shooting.
2018-04-29,Wartburg,Tennessee,0,4,4,A man shot and wounded two people at an apartment complex. Two more people were wounded by gunfire while trying to disarm the shooter. The shooter was arrested.
2018-04-29,Bryn Mawr-Skyway,Washington,2,2,4,Two people were killed and two others were injured in a shooting in a parking lot outside a motorcycle club.
2018-04-29,Monroe,North Carolina,1,3,4,A man killed one person and wounded three others in a shooting. He was later arrested by police.
2018-04-29,West Palm Beach,Florida,1,3,4,A man killed one person and injured three others in a shooting at a nightclub. He was later arrested by police.
2018-04-28,Maxton,North Carolina,0,5,5,Five were injured in a shooting following an argument at a party.
2018-04-25,Pine Bluff,Arkansas,0,4,4,Four people were injured after men stepped out of a truck and began shooting at them.
2018-04-25,St. Louis,Missouri,3,1,4,Three people were killed and one was wounded after being shot in a home. A suspect was later taken into custody by police.
2018-04-24,Flint,Michigan,0,4,4,Four people were injured in a shooting.
2018-04-22,Nashville,Tennessee,4,2,6,"Nashville Waffle House shooting: A gunman entered a Waffle House, where he killed four people and injured two others. He was later taken into custody."
2018-04-22,New Orleans,Louisiana,1,5,6,"After a domestic issue, a man went on a shooting spree that resulted in one death and five people being injured by gunfire. The man was arrested."
2018-04-21,Philadelphia,Pennsylvania,2,2,4,A man killed two people and wounded two others after being kicked out of a party.
2018-04-20,San Francisco,California,1,5,6,"A gunman shot six men standing near each, killing one and injuring five."
2018-04-18,Asheville,North Carolina,4,3,7,"A man killed a mother and two of her children, wounded her other three children, and then killed himself."
2018-04-15,Shreveport,Louisiana,0,6,6,Six people in a tattoo parlor were injured when they were shot at by a person in a pickup truck outside the business.
2018-04-09,Vallejo,California,0,4,4,Four people were injured in a shooting outside an apartment complex.
2018-04-08,Miami,Florida,2,2,4,Two people were killed and two were wounded in a shooting in the Liberty City neighborhood of Miami.
2018-04-08,Hickory,North Carolina,1,3,4,"Several people fired hundreds of rounds outside of a bar, killing one person and injuring three others. Three men were arrested."
2018-04-06,Jacksonville,Florida,0,4,4,Four people were wounded in a shooting.
2018-04-06,Virginia Beach,Virginia,1,3,4,One person was killed and three others were injured in a shooting.
2018-04-04,New Orleans,Louisiana,2,2,4,Two people were killed and two others were injured in a shooting.
2018-04-03,San Bruno,California,1,4,5,"YouTube headquarters shooting: A woman approached an outdoor patio at YouTube Headquarters and wounded three people before committing suicide, a fourth person was injured in the evacuation."
2018-04-02,Houston,Texas,1,3,4,One person was killed and three others were wounded in a drive-by shooting outside of a home.
2018-04-01,Mobile,Alabama,1,4,5,A fifteen-year-old was killed and four other people were wounded in a shooting at a spring break party.
2018-04-01,Saginaw,Michigan,0,5,5,Five people were injured in a shooting at a house party.
2018-03-31,Asbury Park,New Jersey,0,5,5,Five people were wounded in a drive-by shooting.
2018-03-29,Camden,New Jersey,0,4,4,Four people were wounded in a shooting inside a business.
2018-03-29,Plano,Texas,1,3,4,One person was killed and three others were injured in a shooting at an apartment complex. One person was arrested.
2018-03-24,West Valley City,Utah,0,4,4,Four people were injured in a drive-by shooting directed at a traveling rap group. The shooting may have been gang-related.
2018-03-21,San Francisco,California,1,5,6,"A police officer, the suspect, and four others were all wounded by gunfire. One of the wounded victims later died of his injuries."
2018-03-17,Louisville,Kentucky,0,7,7,Seven people were injured in a shooting in a nightclub.
2018-03-17,Harvey,Illinois,0,4,4,"Four men were wounded in a shooting in a strip club, which seemed to stem from an earlier incident at a different nightclub."
2018-03-13,Macclenny,Florida,0,4,4,Four people were injured in a drive-by shooting. Two people were later arrested.
2018-03-12,Modesto,California,0,4,4,Four people were injured when shots were fired through the garage door of the garage they were in.
2018-03-11,Saginaw,Michigan,0,5,5,Five people were injured in a shooting following an argument at a party.
2018-03-11,Champaign,Illinois,1,3,4,Three people were wounded and one other was fatally injured in a nightclub shooting following a verbal argument.
2018-03-11,South Bend,Indiana,0,6,6,Six people were wounded when a man began shooting at a house party. He was arrested.
2018-03-09,Yountville,California,5,0,5,Yountville Shooting: A man entered the Veterans Home of California and held three staff members hostage. He killed the three staff members  before killing himself in a murder–suicide.
2018-03-09,Wadesboro,North Carolina,3,1,4,A man killed three people and injured one other in a shooting at a restaurant and bar. He was arrested two days later.
2018-03-07,Hurtsboro,Alabama,2,2,4,A man entered a restaurant and killed the restaurant's owner and wounded three others. He was later taken into custody by police.
2018-03-04,Rockford,Illinois,1,4,5,One man was killed and four other people were injured in a shooting at a party.
2018-03-03,Miami,Florida,0,4,4,Four people were injured in a shooting.
2018-03-03,New York City,New York,1,3,4,One person was killed and three were injured in a shooting or series of shootings in a close vicinity in Brooklyn.
2018-02-27,Bridgeport,Connecticut,0,4,4,Four people were wounded after being shot by at least three shooters.
2018-02-26,Detroit,Michigan,5,0,5,"A man shot and killed the mother of his child and another woman who was sitting with her in a car at a gas station. He then killed another man at the gas station before returning home and killing his cousin. After being urged by his mother to turn himself in to police, the suspect killed himself."
2018-02-23,Palm Beach Gardens,Florida,1,3,4,One person was killed and three were injured after a drug deal.
2018-02-18,San Antonio,Texas,0,5,5,Five people were injured in a shooting outside a Texas Roadhouse.
2018-02-17,Memphis,Tennessee,0,5,5,Five people were wounded in a shooting outside a nightclub.
2018-02-17,Kansas City,Kansas,1,7,8,One person was killed and seven others were injured at a party in what police suspect to be a gang-related shooting.
2018-02-16,Oklahoma City,Oklahoma,1,3,4,One person was killed and three were injured inside a home. The man who died had been receiving threats after falling out with a gang. Two people were arrested.
2018-02-14,Parkland,Florida,17,17,34,"Stoneman Douglas High School shooting: A former student of Marjory Stoneman Douglas High School entered the school, killed seventeen people, and wounded seventeen others. He was taken into custody by police."
2018-02-13,New Orleans,Louisiana,3,5,8,A series of shootings left three people dead and five others wounded during the Mardi Gras celebration in New Orleans.
2018-02-11,Detroit,Michigan,4,3,7,Three women were killed and three police officers were wounded before a gunman killed himself in a murder–suicide in a home.
2018-02-10,Paintsville,Kentucky,5,0,5,A gunman killed two people in a home and two other people in an apartment building before killing himself in a murder–suicide.
2018-02-07,Lake Worth,Florida,3,3,6,A man killed two people and injured three others in a series of shootings before being shot and killed by a police officer.
2018-02-05,Colorado Springs,Colorado,2,4,6,A sheriff's deputy was killed and three detectives and a passerby were wounded in a shooting. The suspect was killed by police.
2018-02-03,Cleveland,Ohio,1,5,6,One person was killed and five others were injured in a shooting at a sports bar.
2018-01-31,St. Louis,Missouri,0,4,4,Three people in a car and a man standing at a bus stop were injured when they were shot at by someone in another vehicle.
2018-01-28,Melcroft,Pennsylvania,5,0,5,"A man shot his ex-girlfriend and three other people at a car wash. The suspect also sustained a gunshot injury, suspected to be self-inflicted, and later died of his injuries."
2018-01-28,Reading,Pennsylvania,4,0,4,Four men were killed in a shooting in an apartment.
2018-01-28,Indianapolis,Indiana,2,3,5,Two were killed and three people were injured in a shooting at a bar.
2018-01-27,Los Angeles,California,0,5,5,Five people were injured in a gang-related drive-by shooting.
2018-01-27,Bowling Green,Kentucky,0,4,4,Four people were wounded in a fight in and outside a club.
2018-01-25,Washington,District of Columbia,0,4,4,Four people were injured in a shooting.
2018-01-23,Philadelphia,Pennsylvania,0,4,4,Four people were injured in a drive-by shooting.
2018-01-23,Benton,Kentucky,2,16,18,Marshall County High School Shooting: A fifteen-year-old student killed two other students and injured sixteen others before discarding his weapon and attempting to hide among other students. He was apprehended by police.
2018-01-21,Orlando,Florida,0,4,4,Four children were injured in a shooting. Two teenage suspects were arrested by police.
2018-01-21,Chicago,Illinois,0,4,4,Four people were injured after being shot near the entrance to a party.
2018-01-17,Washington,District of Columbia,1,3,4,A man killed one person and injured three others after determining them to be acquaintances of a person who stole his favorite pistol. The man was later taken into custody.
2018-01-15,Alachua,Florida,0,5,5,Five people were injured in a gang-related drive-by shooting believed to be related to a murder that had happened the previous day. Two suspects were arrested.
2018-01-14,Eutaw,Alabama,1,4,5,One person was killed and four were injured in a shooting following a fight at a biker club party.
2018-01-14,Madison,Alabama,0,4,4,Four people were injured in a shooting at a hotel. A suspect was arrested.
2018-01-12,Nashville,Tennessee,3,2,5,"A man wounded his stepmother and killed her two daughters before highjacking a car, killing the driver and wounding the passenger. A suspect was arrested after abandoning the car."
2018-01-11,St. Robert,Missouri,2,2,4,"Four people were discovered in a vehicle, two deceased and two wounded, after police responded to calls of an abandoned car."
2018-01-07,Union Springs,Alabama,1,5,6,A shooting on US Highway 29 led to the shooting of another person at a local hospital. One person was killed and five others were wounded. Three suspects were arrested.
2018-01-07,Plantation,Florida,0,4,4,Four people were wounded while leaving a private party.
2018-01-05,Hattiesburg,Mississippi,0,6,6,Six people were wounded in a drive-by shooting behind a bar.
2018-01-04,Brinkley,Arkansas,1,3,4,A 33-year-old was killed and three others wounded in a common area of an apartment complex.
2018-01-01,Huntsville,Alabama,1,3,4,A 21-year-old was killed and three others were wounded shortly after midnight at a New Year's Eve party.
2017-12-31,Highlands Ranch,Colorado,2,6,8,"Copper Canyon Apartment Homes shooting: After being called to a home for a report of a disturbance, five police officers were shot in an ""ambush-style"" attack. One officer was killed and the other four were wounded. Two other people were also wounded in a neighboring apartment. Officers later re-entered the apartment with a SWAT team and killed the suspect; another officer was injured in this exchange."
2017-12-07,Aztec,New Mexico,3,0,3,Aztec High School shooting: A man walked into Aztec High School disguised as a student and killed two before killing himself.
2017-11-13,Tehama County,California,6,12,18,"Rancho Tehama Reserve shootings: A man killed his wife and hid her body under the floorboards of their home before killing two neighbors, firing at random at people, and then ramming his truck through the gates of an elementary school and firing at those inside. He then drove away and targeted other random victims before being rammed by police and shooting himself. He killed five people and injured twelve others  before committing suicide."
2017-11-05,Sutherland Springs,Texas,27,22,49,"Sutherland Springs church shooting: A gunman approached the First Baptist Church in Sutherland Springs and killed two people outside before entering and shooting at the congregation, killing 26 people  and injuring 22. He was confronted by a local man with a gun, and they exchanged gunfire before entering a vehicle. The man flagged down another person and they began a high-speed chase of the gunman, which ended when the gunman went off the road and was found dead from a self-inflicted gunshot wound."
2017-10-01,Paradise,Nevada,61,411,472,"2017 Las Vegas shooting: A man on the 32nd floor of a hotel opened fire on a country music festival happening outside, killing 60 people and injuring 867 others, with 411 of them suffering from gunshot wounds. The man then shot himself."
2017-09-24,Antioch,Tennessee,1,8,9,"Burnette Chapel shooting: A man killed a woman outside the Burnette Chapel Church of Christ before entering the chapel and wounding seven others. During a struggle with an usher, the man shot himself in the chest. The usher ran to his car to get his own pistol and held the man at gunpoint until police arrived to arrest him."
2017-09-10,Plano,Texas,9,1,10,"2017 Plano shooting: A man entered his ex-wife's home while she was hosting a football-watching party and killed her and seven others, and wounded one other. He was killed by police."
2017-08-28,Clovis,New Mexico,2,4,6,Clovis library shooting: A sixteen-year-old killed two people and wounded four others at a public library before surrendering to police.
2017-07-01,Little Rock,Arkansas,0,28,28,Little Rock nightclub shooting: Twenty-eight people were injured  when shooting broke out in a nightclub where rapper Finese 2Tymes was performing.
2017-06-30,New York City,New York,2,6,8,Bronx-Lebanon Hospital attack: A former hospital employee killed a doctor and wounded six others before he committed suicide.
2017-06-14,San Francisco,California,4,5,9,"San Francisco UPS shooting: A gunman entered his workplace and singled out coworkers, killing three and wounding five, before committing suicide."
2017-06-14,Alexandria,Virginia,1,6,7,"Congressional baseball shooting: A gunman shot and wounded four people, including Republican Congressman and House Majority Whip Steve Scalise, while they were practicing for the Congressional Baseball Game. Two others were also injured in other ways. The gunman was killed after being engaged by Capitol police officers assigned to protect Scalise and by police officers responding to the scene."
2017-06-08,Eaton Township,Pennsylvania,4,0,4,Eaton Township Weis Markets shooting: An employee of a Weis Markets supermarket who was working a night shift barricaded the exits and killed three coworkers before killing himself.
2017-06-06,Sandy,Utah,3,2,5,"Sandy, Utah attack: A man rammed a vehicle containing his ex-girlfriend, three children and one other adult, opened fire, killing two and wounding two, then committed suicide."
2017-06-05,Orlando,Florida,6,0,6,Orlando factory shooting: A former employee entered the factory through a rear exit and killed five employees and then himself.
2017-05-27,Lincoln County,Mississippi,8,1,9,"2017 Mississippi shootings: A man killed eight people, including several family members and a sheriff's deputy, at three separate houses. He was injured by police and then arrested. The shooter later said he had intended to commit suicide by cop."
2017-05-12,Kirkersville,Ohio,4,0,4,"Kirkersville shooting: After taking two people hostage, a man shot and killed a police officer and two nurses at a nursing home before he killed himself."
2017-04-10,San Bernardino,California,3,1,4,"North Park Elementary School shooting: A man entered an elementary school, telling school administrators he needed to drop something off for his wife. He entered the classroom where she was teaching and killed her, also killing a student and wounding another who were standing nearby. He then killed himself."
2017-03-26,Cincinnati,Ohio,2,16,18,Cincinnati nightclub shooting: Two men were killed and sixteen people were wounded after a fight escalated into a shooting at a crowded nightclub. One person was arrested.
2017-03-22,Schofield and Rothschild,Wisconsin,5,0,5,"2017 Schofield/Rothschild shootings: A man demanded his wife sign divorce papers and after a confrontation, returned to her place of work and shot and killed four people before being killed by the police."
2017-01-06,Broward County,Florida,5,6,11,"Fort Lauderdale airport shooting: A man killed five people and injured six in a shooting at Fort Lauderdale–Hollywood International Airport before running out of ammunition and lying on the ground to surrender to police. Thirty to forty other people were also hurt, with injuries not directly caused by gunfire."
2016-09-28,Townville,South Carolina,2,3,5,Townville Elementary School shooting: A fourteen-year-old shot and killed his father before driving to the local elementary school and injuring three students and a teacher. One student later died of his injuries. The shooter was later arrested.
2016-09-23,Burlington,Washington,5,0,5,Cascade Mall shooting: A man killed five people at the Cascade Mall. He was arrested a day later. The shooter later killed himself while in jail.
2016-08-20,Citronelle,Alabama,6,0,6,2016 Citronelle homicides: A man killed six people  while they were sleeping in a home. He was arrested by police.
2016-07-30,Mukilteo,Washington,3,1,4,2016 Mukilteo shooting: A student at the University of Washington killed three people and injured one other in a shooting at a party. One of the people he killed was his ex-girlfriend. The shooter was arrested and sentenced to life in prison.
2016-07-17,Baton Rouge,Louisiana,5,2,7,"2016 shooting of Baton Rouge police officers: A gunman killed four law enforcement officers, one of whom died in 2022, and injured three others. The gunman was killed by a member of the SWAT team that responded to the shooting. The shooting is believed to have been related to the unrest in Baton Rouge following the shooting of Alton Sterling, and the gunman was involved with black separatist and sovereign citizen organizations."
2016-07-11,St. Joseph,Michigan,3,2,5,St. Joseph courthouse shooting: A handcuffed inmate killed two bailiffs and injured a deputy and another woman after taking a deputy's gun in a courthouse. The inmate was killed by two other bailiffs.
2016-07-07,Dallas,Texas,6,11,17,2016 shooting of Dallas police officers: A shooter killed five police officers and wounded nine other officers and two civilians at a protest over the police shootings of Alton Sterling and Philando Castile. The shooter was killed by a bomb delivered by a remote control vehicle. He is believed to have been motivated by retribution for black men killed by police.
2016-06-12,Orlando,Florida,50,58,108,"Orlando nightclub shooting: A gunman killed 49 people and wounded 53 others in a shooting at Pulse, a gay nightclub. The gunman was killed in a shootout with the police."
2016-03-09,Wilkinsburg,Pennsylvania,6,3,9,"2016 Wilkinsburg mass shooting: Six people  were killed and three were injured by two gunmen in an attack during a backyard party. One person with a handgun drove the partygoers toward a backyard porch, where the second shot at them with an assault-style rifle."
2016-02-25,Hesston and Newton,Kansas,4,14,18,Hesston shooting: A man killed three people and injured fourteen others in an attack at his workplace. He had been served with a temporary order of protection shortly before he began shooting. He was killed by police who responded to the scene.
2016-02-20,Kalamazoo,Michigan,6,2,8,2016 Kalamazoo shootings: An Uber driver is suspected to have killed six people and wounded two others in a series of shootings targeting random people.
2015-12-02,San Bernardino,California,16,22,38,"2015 San Bernardino attack: A married couple opened fire on the husband's colleagues at a work training event. They killed fourteen people and injured twenty-two before being killed in a shootout with police. Pipe bombs set at their residence failed to detonate. The two perpetrators are believed to have been radicalized, though not believed to have been directly connected to a specific foreign terrorist organization."
2015-11-27,Colorado Springs,Colorado,3,9,12,Colorado Springs Planned Parenthood shooting: A man killed two civilians and a police officer and wounded nine others inside a Planned Parenthood clinic before surrendering to police. The shootings are suspected to have been motivated by the suspect's anti-abortion views.
2015-11-23,Minneapolis,Minnesota,0,5,5,"Shooting of protesters at a Black Lives Matter protest: During a Black Lives Matter protest related to the shooting of Jamar Clark, a man opened fire and injured five protestors. The perpetrator was later arrested."
2015-10-31,Colorado Springs,Colorado,4,0,4,"October 2015 Colorado Springs shooting. Noah Harpham killed three. Harpham was open carrying with his rifle for some time, before randomly opening fire on random people on the street "
2015-10-09,Flagstaff,Arizona,1,3,4,"Northern Arizona University shooting: A freshman at Northern Arizona University shot four students, killing one."
2015-10-01,Roseburg,Oregon,10,8,18,"Umpqua Community College shooting: A student at Umpqua Community College killed nine people and injured eight others on the college campus. After being wounded by police officers, he killed himself."
2015-08-26,Moneta,Virginia,3,1,4,"Murders of Alison Parker and Adam Ward: An enraged former employee for WDBJ  carried out a preplanned shooting targeting 3 reporters, conducting a live T.V. interview near Smith Mountain Lake. Alison Parker was fatally shot, and the cameraman Adam Ward was also killed. Vicki Gardner was also shot, but survived. He fled the scene in his car then took off on foot while a massive manhunt was underway. Before police could approach Williams, he committed suicide by shooting himself. He stated that the motive was the Charleston church shooting and possible discrimination at his workplace."
2015-08-08,Harris County,Texas,8,0,8,"2015 Harris County shooting: A man broke into his ex-girlfriend's home and held her hostage along with her husband and six children, one of whom was his son. Over the course of nine hours, he killed everyone in the home. After a shootout with police, he surrendered and was taken into custody."
2015-07-23,Lafayette,Louisiana,3,9,12,"2015 Lafayette shooting: A gunman killed two people and injured nine in a shooting at a movie theater. After trying to blend into the crowd leaving the theater, the gunman heard sirens, returned to the theater, and killed himself."
2015-07-16,Chattanooga,Tennessee,6,2,8,"2015 Chattanooga shootings: A man committed a drive-by shooting at a military recruitment center in a strip mall, wounding one Marine. With police in pursuit, he drove to a U.S. Navy Reserve center and rammed his vehicle through a gate. He fatally wounded a Navy sailor, killed four Marines, and wounded a police officer before being killed by a naval commander. The FBI later determined the gunman had been motivated by propaganda published by terrorist organizations."
2015-06-17,Charleston,South Carolina,9,1,10,"Charleston church shooting: A white supremacist killed nine black people during a prayer service at the Emanuel African Methodist Episcopal Church, wounding one other. He was taken into custody by police, and later said that he committed the shootings in an attempt to start a ""race war""."
2015-05-17,Waco,Texas,9,18,27,"2015 Waco shootout: Gunfire broke out at a restaurant where members of several motorcycle clubs had gathered to discuss political rights for motorcyclists. Members of the clubs and police were both involved in the gunfire. Nine people were killed and eighteen were injured in the shootout, all members of the motorcycle clubs. The shooting may have resulted from a territorial dispute between two of the motorcycle clubs."
2015-02-26,Tyrone,Missouri,8,1,9,2015 Tyrone shooting: A man killed seven people and wounded one after going door-to-door and shooting people in four separate homes. Four of the people he killed were family members. The man then killed himself. The shooting was possibly motivated by the man finding his mother dead from natural causes.
2014-12-15,Montgomery County,Pennsylvania,6,1,7,"2014 Montgomery County shootings: Six people were found dead and one wounded in three locations across Montgomery County. The shooter was found dead the next day after committing suicide by overdose. One of the victims was the shooter's ex-wife, the others were her relatives."
2014-12-12,Portland,Oregon,0,4,4,Rosemary Anderson High School shooting: A perpetrator shot and injured three students and an adult outside of the school.
2014-10-24,Marysville,Washington,5,1,6,Marysville Pilchuck High School shooting: A fifteen-year-old killed four people and injured one other in the cafeteria of Marysville Pilchuck High School before killing himself.
2014-07-09,Spring,Texas,6,1,7,2014 Harris County shooting: A man is suspected of killing six of his family members and wounding a seventh. He was arrested after a brief chase and a standoff that lasted several hours.
