LATITUDE,LONGITUDE
40.94061661,29.28526576
41.00436516,29.03031176
41.01398501,28.54734886
40.9743736,28.8743595
41.09489084,28.86334675
41.22299745,28.45500613
41.01207548,28.68179064
41.05508747,28.99931091
41.0951491,28.89592117
40.87516932,29.2543109
41.04925741,29.07687186
41.0381445,28.96805901
41.06827877,28.90753223
41.04519721,28.91682936
41.08772462,29.01774089
40.88755051,29.19164291
40.85619462,29.28717171
41.08562417,28.96854454
40.98804233,28.8841313
40.9719573,29.24918089
41.01543014,29.24371389
40.98520369,29.10719444
41.0499225,28.39087994
41.07614846,28.88070665
40.97831858,29.12361155
40.98428999,29.05691032
41.15146045,29.04263104
40.98385675,29.1658297
41.0137312,29.24597297
40.97239108,28.87823811
41.01779013,28.64613628
41.05127969,29.06445839
41.02386574,29.08152877
41.03131234,28.82300003
40.8662894,29.334885
41.08089449,28.20540691
41.03845927,28.97348141
41.08141999,28.22079936
40.88118159,29.34513705
41.07514309,28.9696002
40.97045161,29.10110514
40.89866138,29.25959823
40.99781132,28.60520225
41.02601545,28.97975053
41.07000505,28.90675266
40.91444451,29.14083401
41.0820832,28.89300155
41.07923068,28.62487209
41.00259596,28.78740856
41.09568787,27.99974117
41.06038321,28.08431524
40.98799075,28.79598148
41.07875581,29.25029521
41.08178999,29.34045862
40.96817004,29.25312263
41.09169625,28.63411926
40.94585412,29.12744229
41.022159,29.11268323
41.04331261,28.80304559
41.00860922,29.20170178
41.08089939,28.89335859
40.91730439,29.1436794
41.05668763,28.83049742
41.03538576,28.44583136
41.02468823,28.8285146
41.03650507,29.06536996
41.01604178,29.15031837
41.02936748,28.68260853
41.02380587,29.0420038
41.06971419,28.82515769
40.9667866,29.21556362
41.08395433,28.9487804
41.01840194,28.63257349
41.17913976,28.70304094
41.07437664,28.90499752
40.99944114,28.71346748
40.85944317,29.28156925
41.04180765,28.84978727
40.98218188,28.89369976
40.89574571,29.24902912
41.23183977,28.59967308
41.10409804,28.78326758
41.03339729,28.85129206
41.05952851,28.97611861
41.02706788,28.62663288
41.41039208,28.18491916
41.038761,28.9219505
40.98153282,29.06863687
40.83733449,29.29604496
40.90890613,29.20264182
41.06963005,28.2925998
41.09362435,29.00441833
41.03248925,28.88381225
41.0058405,28.62225456
41.02102385,28.56318003
41.05166704,28.38699643
41.03914139,28.91734304
41.15579592,29.60433743
41.12363691,28.62465206
40.90789654,29.29335117
41.02892188,29.01747482
41.04371363,28.94792856
41.01154738,28.69804547
40.99508185,28.70519435
41.05559916,28.90966919
41.07048389,28.90229838
41.14832259,29.11321153
41.0022152,28.91983752
41.04482464,28.81695939
41.01651051,29.17768789
41.08423543,28.97827214
41.02772258,28.90843274
41.00491317,28.63757733
40.87312562,29.26541195
40.89707377,29.22570029
41.0265303,28.46566259
41.01542544,28.8243583
41.01346337,28.69537048
40.94268716,29.14385305
40.90247235,29.2175119
41.22362268,28.45501922
41.00975537,29.21090597
41.01163702,28.82838406
41.11605161,28.45046913
40.96503519,29.27201947
40.90661526,29.25279936
41.03797011,28.64186646
41.0345758,28.83336008
40.98764191,29.08706788
41.13283082,28.47029877
41.0576361,28.94188186
40.96644558,29.10335137
40.97577486,29.05043269
40.94255158,29.30204185
41.06570788,29.00223845
40.99270409,29.223129
41.08253132,28.91672524
41.16612884,29.05648411
40.96642276,29.2165009
41.01293832,28.79168159
40.88955086,29.20683015
41.24434402,28.0673768
41.22746255,28.49171624
41.33691805,28.41568618
41.00846474,28.79462734
41.09428834,28.37628946
40.83580293,29.32389265
40.98766792,29.14387497
41.07999656,29.07078134
40.98696716,29.22608529
40.99637053,28.7966381
41.02923287,28.80651589
41.01313068,28.84679765
40.98640206,28.81960077
40.88688466,29.23998611
41.01682003,28.91287897
41.07857234,28.97196755
41.02860721,28.93680477
40.98943776,29.04218668
40.89430881,29.25927376
41.0604331,28.6985173
41.20086472,28.8250662
41.23651473,28.90607452
41.23374338,28.88446852
,
,
,
,
40.97776957,29.22081122
41.01713165,28.55737114
41.06293591,28.95089177
40.88079983,29.2551488
41.03783658,28.43729495
40.98061711,29.04183468
40.89976898,29.35113698
41.03264496,28.83403227
41.02314038,28.68670988
41.01981277,28.90877611
40.95044029,29.16276796
41.09865103,28.9003732
40.9900595,29.26385538
41.01519328,28.90779069
41.05404038,28.85444228
41.08893676,28.98501544
41.05444498,29.0337741
41.36927879,28.47366212
41.05024848,28.85920901
41.05037257,28.62850889
40.91110469,29.1952688
41.04376927,29.27918522
41.10371436,28.21939533
41.10741219,29.01511161
41.02058605,29.12964144
40.95069492,29.2818336
41.00798822,29.19311182
40.81945386,29.30622581
41.02742799,28.81262805
40.90536913,29.28536192
40.99031873,29.17570324
41.00181317,28.9724949
41.05413073,28.91050432
41.03098273,28.81448575
40.99363129,28.70950192
40.96050301,29.29159966
41.06987982,29.01527361
40.89993015,29.21995075
41.07552344,28.96980524
41.03686638,28.81027951
41.04591634,28.82983716
41.01036169,29.21040523
41.30537103,28.24175507
41.024838,29.22565949
41.10452214,28.8043003
41.06475707,28.67162883
41.05105637,28.68774615
41.09720383,28.90467187
41.04140457,28.83227784
40.98825712,28.71868008
41.0611405,28.89214984
41.05998749,28.83207995
41.15805446,28.45524206
41.07178455,28.69399993
41.09032672,28.63415889
41.04209302,28.8509598
40.89407129,29.19885509
40.97286792,29.26230214
41.01357205,28.84414047
40.98858144,28.79089044
40.96971958,29.26609861
40.94238474,29.30108773
41.03380717,28.68004637
41.05081503,28.05568473
40.99697425,29.08879255
41.01964816,28.67658853
40.84479138,29.30578453
41.04493396,29.17717304
40.89433953,29.2285325
41.055412,28.67180478
41.04264208,28.75635697
41.10724102,28.11222224
41.17749479,28.74801348
41.05682424,28.728053
41.046174,28.91548504
41.03364903,28.80740684
41.01369796,29.19118382
41.01423895,28.84219214
41.04893356,28.7996952
41.01682066,29.07617025
41.00976787,28.6551092
41.01257362,29.20741025
41.00559909,29.14620474
41.02663493,29.24273605
40.98258981,29.26674689
41.00725845,28.92843682
41.02710473,28.85689017
40.87573633,29.23297247
41.11428516,29.06011309
41.16027818,28.18607082
40.94062621,29.3698815
41.17215571,28.50272719
40.98244232,29.10612673
40.99101598,28.87090283
41.00221707,28.88614594
40.98594941,28.78385495
41.07694152,28.24642011
40.92611498,29.35090343
41.0794845,28.93045376
40.99540152,28.7046477
41.05981154,28.62519605
41.07560122,28.14473253
40.91616064,29.16989523
41.05015537,28.81207503
41.10135832,28.97994625
40.91196731,29.15455947
40.97402414,28.87318947
41.06432041,28.32077228
41.03196841,28.67431515
40.93778536,29.13796998
41.01952776,28.62933529
41.07092768,28.27675878
41.150833,28.45281339
40.86453919,29.27137385
40.99209548,28.83306635
40.84673672,29.29609942
41.04123713,28.96729852
41.03191942,28.90553774
41.17663651,28.89025116
41.03986787,28.97751708
41.10824568,28.59256998
40.88608338,29.28652515
41.15609625,28.63552097
41.06964438,28.90311374
41.0910949,28.3281697
41.05178542,28.91069202
41.03084799,29.23101092
41.06378245,28.74609478
40.85610836,29.2912771
41.00956266,28.52334775
41.13664862,28.811227
40.98163881,29.22145731
40.8939344,29.35516815
41.07112997,28.11282106
41.07994225,28.20693349
41.03210179,28.68206942
41.04444737,28.78202783
41.05223539,28.85814548
41.05105998,28.90763786
40.880055,29.25938796
40.9077861,29.34327854
40.96939307,29.25715278
40.89684752,29.22487999
41.10456986,28.42483278
41.11736787,28.62845275
41.13514557,28.4656453
41.07165321,28.97989356
40.93937772,29.31722879
40.87124126,29.33149329
41.03065998,28.66262247
40.90348792,29.3945814
41.00713878,29.19026753
41.18141575,28.74475651
41.0132846,29.1071528
41.12918897,29.85330148
40.99128692,28.91961874
40.99338983,28.63037763
41.01818585,29.17163602
41.08346835,28.36836091
41.25125326,28.4923899
41.00979678,28.907605
40.88107458,29.232362
40.96124162,28.65597255
40.90931038,29.29501351
41.00695521,29.02525145
40.9171911,29.35437229
41.04958293,28.82047125
,
,
,
,
,
40.88658933,29.24185877
41.06579205,28.93356718
40.98275215,29.66576089
41.26494688,28.68640353
41.05601313,28.99761204
41.04689728,28.83445194
41.06122011,29.00124934
41.0185385,29.08457534
41.17320357,29.05401308
40.95684723,29.21389622
41.02027443,28.55935159
40.92653517,29.31562524
41.04893433,29.05456576
41.02805148,28.89936721
41.18348043,28.59808428
40.98346922,29.09190576
41.02846585,28.91659513
41.00477289,29.035356
40.82407346,29.35201815
41.15407884,28.16835354
40.98849474,29.14550502
41.02869735,28.84646128
41.07809364,28.89904062
40.83917265,29.2954312
41.05624872,28.87563167
41.02749641,28.85739339
41.01450336,29.19039046
41.00799973,28.8817147
41.02458108,28.80633273
41.01139309,29.07532564
41.09601621,28.37413552
41.0598117,28.69920805
41.15123592,28.78779368
41.02773619,28.46297747
41.04312366,29.27602181
41.03746456,28.92574623
41.06121582,28.77545646
40.91055037,29.21150787
41.05882767,28.83104024
41.11233072,29.04087981
41.05850689,28.9656509
41.02169457,28.68757661
40.97938354,29.12716424
41.06387731,28.32291996
41.01670771,28.95509422
41.10996478,29.3107026
41.01160712,28.67935911
41.1157716,29.02328368
41.02319873,28.6186876
40.98684199,28.76996141
40.96441708,29.28132338
41.04841645,28.98502515
40.9749286,29.24066147
40.98784904,28.88374387
40.89881483,29.36930541
40.93891894,29.13621962
41.09495896,27.99693737
41.11753578,28.6294065
41.07131312,28.86789576
41.05779921,28.71278394
41.07607571,29.27753471
,
40.8172561,29.36250854
41.04098619,28.90970507
41.09487573,29.09087267
40.91728049,29.35200438
41.05215547,29.23965046
41.0795274,28.62598391
41.00707534,28.93679318
41.0179062,28.48309223
41.08393012,28.03649832
41.01651772,29.03016851
41.01724195,28.89044913
41.06626839,28.94297153
41.03532153,28.99380776
40.9291274,29.14617914
41.00791108,29.20168331
41.03408268,28.89697833
41.00999857,28.7943201
41.15802798,28.45400215
41.20384889,28.07676941
41.02308828,29.108036
41.05569525,28.89676411
41.01896944,28.63108952
41.19144222,29.03680574
41.06504724,28.3209861
41.05192001,29.05209435
40.91051823,29.21605159
40.95121784,29.29730485
41.15688719,29.6282651
41.00021027,28.80072929
40.91644049,29.1466845
41.144407,29.5762935
40.98943024,28.61889796
40.98135375,29.16506433
41.0837214,28.90890001
40.87931655,29.22049877
41.07888405,29.00292394
41.05653604,28.96513367
41.08185536,28.21834158
41.08344499,28.94887753
41.01813018,28.92844201
41.08989876,28.88303667
40.91082712,29.19910787
41.08065521,28.90724531
40.92936189,29.12954455
40.99171034,28.83805773
40.9316241,29.33890266
41.01634011,28.62590929
41.12971549,28.83778866
41.02251645,29.11600808
41.00851137,29.21597958
41.04799605,28.9686015
41.01637965,28.94926326
41.01976026,28.56367183
40.8862482,29.23630356
41.03967624,29.23452196
40.97755127,29.097093
40.99509797,28.89498736
41.03959059,28.9113182
40.89677383,29.20341709
41.02688061,29.23974643
41.1177242,29.06441979
40.91494082,29.30364366
40.98367542,28.64388918
41.15603424,29.03575604
41.02964793,28.86681223
41.0177712,28.95090075
40.91117178,29.1816818
40.97128421,29.25725831
40.93831269,29.14087701
41.02832064,28.87822706
41.0142777,28.90059434
41.00983903,29.01226015
40.92344507,29.15101452
41.08708975,28.86891506
40.99902935,29.15498896
41.4101955,28.1854755
41.00720945,29.24424775
40.9939861,28.89457035
41.0230893,29.04313523
41.04251084,28.84661452
40.93749563,29.14092765
41.016299,28.91167162
41.01046948,28.53174022
40.98166199,28.89088175
40.98563868,29.20100302
41.00336557,28.86629591
40.97086977,29.08365389
41.05629933,28.85260992
41.07231784,28.27391577
41.01431716,28.64691482
41.07527809,28.1328553
40.92027741,29.14773205
41.2033959,28.75979455
41.00988951,28.83102794
41.13278022,29.28257141
41.16944965,28.90500865
41.40368877,28.37736237
41.05196898,28.91129632
41.06029844,28.78955456
41.13654881,28.6229764
41.0841354,28.78432275
41.12164292,29.14625501
41.08524513,28.97806908
40.88430941,29.2359367
41.05823633,28.73067151
41.04084216,28.62583498
41.04468951,28.97831723
40.99013038,29.08203929
41.03181525,28.65739379
41.10404414,28.86197178
40.99291354,28.79361403
41.0314481,29.07960182
41.09846363,28.79100388
41.18201676,28.74285376
41.08336653,28.99973039
41.01390184,28.82591129
41.01578731,28.80376468
40.90179529,29.2470672
41.06738261,29.27611352
41.08103855,28.98676537
41.01876263,28.95443025
41.06569501,28.98749277
41.02980115,28.93902429
40.99610084,28.6252887
41.22622091,28.06378658
41.08161319,28.8962495
41.00831569,29.02304984
41.11754302,29.02355514
41.07458129,28.2617832
41.04773828,28.85967769
40.88408316,29.34923857
40.98881815,28.66760101
41.04239594,28.6764123
41.03679069,28.8528852
41.03209046,28.80008994
41.06005547,28.68809499
41.09173674,28.86447997
41.09474789,29.09756142
40.99309489,28.82714527
41.19727482,28.44551218
41.1278814,29.09614625
41.19165865,28.73369324
41.0168531,28.63926464
40.88918493,29.1811804
41.02069618,28.84041721
41.06180709,28.90231997
41.00649879,28.66754133
41.08044666,28.6524485
41.00697284,29.18824372
41.06737905,28.64951142
41.04156691,28.97933781
41.00805522,28.89697717
40.96618877,29.10487218
40.96122581,29.28279741
40.98161978,28.88431083
41.01651655,28.81163703
41.01667932,29.14160235
41.04359049,28.03589148
41.04060278,28.91167199
40.96764901,29.10274261
41.03833142,28.95672622
41.10887447,28.85970541
41.05473055,28.84050802
41.03370432,28.76812558
40.89118955,29.17736785
41.04063261,28.96738729
41.06957312,28.9164633
40.95732295,29.09763305
41.10294228,28.99991812
41.02222481,28.70110036
40.99051733,28.71819777
40.98599295,29.10873277
41.07864913,28.89545498
41.08082731,28.89435742
40.99700685,28.87159734
41.05805477,28.83089764
40.98103833,29.13111308
41.23063559,28.11426707
41.05667261,28.939119
41.01414594,29.16373448
41.00099729,28.82271767
41.03602095,28.6240577
41.06395049,28.6219796
41.00935027,28.70135904
41.17927948,28.88399551
41.16792395,29.56129221
41.00012885,28.6951154
40.87370848,29.26604853
41.04267971,28.89604688
41.03651323,28.89363037
41.02421121,29.05469689
41.00370175,28.94995966
41.0047102,28.66441315
41.00793467,29.18071075
41.0227853,29.1096133
41.00151354,29.07805502
40.96435042,29.27415361
41.01262049,28.53723371
40.95854245,29.21479814
41.06025487,28.8411575
41.04574924,28.93140871
41.04501043,28.82303359
41.10731249,28.22173863
40.94263139,29.37344999
40.97919989,29.10475127
40.97264735,28.78982828
41.10851251,29.02328986
41.01743535,28.56224986
41.01459555,29.07573056
41.05692589,28.95109131
40.92669114,29.31750646
41.05010145,28.89979986
40.93139349,29.12881027
40.91212164,29.19191256
41.093558,28.86348523
40.99066123,29.07682169
40.94776756,29.1234393
41.0243886,28.62363627
41.0031846,29.03408572
41.06871475,28.66075445
41.03986548,28.83360109
40.88151563,29.24040116
41.03675632,28.88732712
41.0283927,28.4598228
41.05403682,28.83352668
40.92404171,29.15102638
41.0366427,28.79714928
41.25586386,28.03628635
41.00105092,28.61802638
40.98060433,29.22024278
41.02743229,28.84747155
41.08802801,29.34381762
41.04137304,28.88090155
41.02977568,28.86348697
41.04460254,28.82071922
40.93971866,29.13335023
41.03699088,28.62478209
41.00390425,29.21688436
41.16743031,29.54177093
41.13196351,28.82696282
41.19566588,28.82221018
,
