ID,CAPACITY_OF_PARK,WORKING_TIME,LONGITUDE,LATITUDE
141,35,24 Saat,29.0434456557705,41.0769661627346
142,15,08:00-18:00,29.127123333261096,40.9917095878278
143,23,08:00-19:00,29.0155525933482,41.0759293956722
144,35,08:00-19:00,28.872050216950896,40.9806231385266
145,900,24 Saat,28.8897135955605,41.0037999619243
146,300,07:00-19:00,28.9625371803385,41.0212466773958
147,700,24 Saat,28.954060482124895,41.00244618656129
148,115,08:00-19:00,29.3083834663339,40.9265207879998
149,450,24 Saat,28.970996895616,41.0949064167938
150,100,24 Saat,29.0207236770374,40.988822228600895
151,80,24 Saat,29.0097754176427,41.0255479298423
152,120,24 Saat,28.8354305719794,41.0564331827691
153,350,24 Saat,29.0688869508228,41.0793995821568
154,200,07:00-23:00,29.0655611359131,41.0785592750628
155,130,24 Saat,28.9687443288828,41.0241885818196
156,60,08:00-18:00,29.1013688141632,40.9720450780398
157,34,07:45-17:00,29.1137750926334,41.0263086617048
158,769,24 Saat,29.002756653306896,41.093723783633
159,60,07:00-18:00,29.1821139433891,40.885938536883
160,104,24 Saat,29.079862171330095,40.9559517784307
161,740,24 Saat,28.844041986263,41.0072185283518
162,50,24 Saat,29.021775817102,40.9911378886129
163,20,10:00-22:00,29.0966746987808,40.952198939689
164,663,24 Saat,28.858173123526,41.0152872949501
165,650,24 Saat,28.842225954775,41.0311288599712
166,40,08:00-20:00,28.987333398700095,41.0358333354863
167,21,08:00-19:00,28.9942028111378,41.050020025891
168,40,08:00-19:00,28.9903710135295,41.050105358229
169,40,08:00-19:00,28.9911902711766,41.0493614231984
170,40,08:00-00:00,28.9930413379695,41.0459901024179
171,30,08:00-00:00,28.993580562258895,41.0453009048286
172,17,08:00-20:00,28.9913277384686,41.0479459523351
173,45,08:00-18:00,28.9821351527487,41.04996743654689
174,40,08:00-18:00,28.9812607586555,41.0489303452746
175,40,08:00-18:00,28.9835577246968,41.0571563997977
176,52,08:00-18:00,29.008564769189096,41.0655239712901
177,30,08:00-18:00,29.0059412710555,41.0663668895065
178,40,08:00-18:00,29.0089320264214,41.0648088429101
179,20,08:00-19:00,29.0999132651654,41.0250710710964
180,23,08:00-19:00,29.018219274160096,41.0753115872474
181,23,08:00-19:00,29.015305282336,41.0758420371335
182,19,08:00-19:00,29.0180833877862,41.073330897332
183,35,08:00-19:00,29.0834659337997,41.0256147180259
184,20,08:00-18:00,29.0840920688961,41.0241193216294
185,30,08:00-19:00,29.0080873062634,41.0866406858706
186,21,08:00-19:00,29.0155765414238,41.0241820630618
187,32,08:00-18:00,28.9708827265182,41.0234966570052
188,30,08:00-00:00,29.045717522329696,41.0702813705886
189,40,08:00-18:00,29.1058243767132,40.96707164678529
190,50,07:00-18:00,28.967131542032696,41.01793939888329
191,36,08:00-18:00,28.963196479400896,41.0205909977786
192,65,08:00-02:00,28.97890540407,41.0061732093938
193,60,08:00-18:00,28.9818158925228,41.076983577950095
194,250,08:00-21:00,28.9786523156457,41.0061751910245
195,50,08:00-18:00,29.1835861669033,40.8890010214122
196,75,08:00-23:00,29.0093862165969,41.0488910763028
197,75,08:00-23:00,29.0091871493428,41.0481872205022
198,50,08:00-23:00,29.0088712092774,41.0452461892141
199,26,09:00-18:00,29.0886092202278,41.135564870372
200,18,09:00-19:00,29.066208971994,41.10012189271949
201,30,07:00-00:00,28.974968215683695,41.0322461629038
202,22,08:00-18:00,28.9726776025518,41.004580721055696
203,45,08:00-18:00,28.9543879613902,41.0077334580615
204,31,08:00-18:00,28.9549925352072,41.0088303270062
205,35,07:00-17:00,28.9724379883571,41.0089437566607
206,18,07:30-18:00,28.9660103528594,41.0153209172544
207,50,08:00-19:00,29.0425933816987,40.9923532354129
208,26,08:00-19:00,28.950696909504,41.016649232538896
209,30,08:00-19:00,28.9472841009953,41.0200360261
210,100,09:00-17:30,28.2458668556303,41.0741005683343
211,50,09:00-17:30,28.2486526121714,41.0734997438994
212,40,08:00-23:00,29.0162684593892,41.04480961639229
213,70,09:00-20:00,28.9866401855668,41.03125203494049
214,760,24 Saat,29.033469673164095,40.9905799188888
215,59,08:00-17:00,28.9366560828552,41.0029341019473
216,35,08:30-18:30,28.959095145288096,41.0201366525684
217,40,08:00-18:00,28.951857315319696,41.0142025900192
218,45,07:30-18:30,28.9457781051854,41.010099805526494
219,50,08:00-19:00,28.886257568731,41.0091756891742
220,50,08:00-19:00,28.888097244593,41.0095399869678
221,27,09:00-20:00,29.0653946484149,41.079303134973
222,35,08:00-18:00,28.8248261886532,40.9618791918256
223,50,08:00-18:00,28.8233813015516,40.9598146793368
224,50,08:00-18:00,28.8231015016162,40.959465193651695
225,45,08:30-17:30,28.7187442759328,40.9805253780395
226,40,08:00-18:00,28.6275832039646,41.0185711653702
227,30,08:00-18:00,28.627428823887296,41.0177784644351
228,80,06:00-17:00,29.05993377855,41.013649361654494
229,50,08:00-00:00,29.0571677343043,41.1059939369756
230,90,24 Saat,29.1880633493854,40.8873395511242
231,200,08:00-02:00,28.9814928372387,41.0080509671786
232,100,07:30-19:30,29.0106559103638,41.0811486773446
233,300,24 Saat,28.9690391064942,41.0189586751658
234,375,24 Saat,29.090184093969295,40.952362203688494
235,200,24 Saat,29.0006257751308,41.0497088077806
236,200,08:00-02:00,28.9811457957634,41.0070033341579
237,30,07:00-17:00,29.0235417812891,41.0324278613707
238,35,09:00-17:30,28.2477600281462,41.0744385757197
239,26,09:00-19:00,29.0398761698559,40.9723742783255
240,760,24 Saat,29.0333458664072,40.9907026712811
241,45,08:00-18:00,28.8907599449158,41.0094469767614
242,250,24 Saat,28.790369222648696,40.9715600499029
243,10,07:00-17:00,29.0071029305494,41.0428187170476
244,170,24 Saat,29.0360069274902,40.9685576207815
245,280,24 Saat,28.969276840879296,41.0184137869714
246,1004,24 Saat,29.0184447419548,40.9899909968514
247,1000,24 Saat,28.887391090393095,41.0091636163379
248,600,24 Saat,28.977250140974895,41.0229402951222
249,118,24 Saat,28.9396639838227,41.0197286892249
250,130,24 Saat,29.0734045417536,40.9585591053446
251,35,08:00-19:00,28.988212080095895,41.0494579175707
252,130,08:00-23:00,29.0755519632817,41.1034800086367
253,40,08:00-18:00,28.9763924538999,41.012969742489
254,40,07:00-17:00,29.011612032857496,41.0715743916453
255,50,08:00-19:00,28.8379358175919,40.9643809578392
256,40,08:00-22:00,28.954059498590496,41.0161648948098
257,40,08:00-22:00,28.9541522394258,41.0166520896524
258,30,09:00-18:00,29.0400183181445,40.9788202609784
259,50,08:00-18:00,28.9841634292099,41.0598012396442
260,30,08:00-19:00,29.006269398121695,41.08812226912929
261,42,08:00-18:00,29.0109362691402,41.0586236902266
262,30,07:00-19:00,28.9309891714305,41.0167852916899
263,70,08:00-19:00,28.9397962457675,41.0564862110081
264,100,24 Saat,29.0517569676763,41.1381443882869
265,40,09:00-19:00,28.8898819017231,41.1764729732221
266,508,24 Saat,28.9902057964602,41.048136550899
267,35,07:30-20:30,28.9880214120353,41.038414224151296
268,250,07:00-19:00,28.9182994145558,41.023305645367294
269,20,07:00-18:00,28.9518016576767,41.0064432942694
270,50,07:00-19:00,28.958006359303695,41.0127437614198
271,700,24 Saat,28.9164923338064,40.9922322731924
272,650,24 Saat,28.8417791173274,41.0330978614511
273,116,24 Saat,28.9449815819485,41.08777622558689
274,180,06:30-19:00,29.060452580452,40.997872735968
275,300,24 Saat,29.3036445339446,40.8150088134286
276,25,06:30-23:00,29.021704036754496,40.9899147235396
277,119,07:00-18:00,28.9469441351738,41.0130242136156
278,150,24 Saat,28.998012974970095,41.0731471591264
279,190,24 Saat,28.913043737411495,41.043170303657696
280,45,08:00-23:00,28.991334434127,41.0518530035512
281,300,24 Saat,28.9081981991292,41.0470146103079
282,50,08:00-19:00,29.1724856900986,41.0303729442975
283,350,24 Saat,28.8353911042213,40.98631063546
284,80,08:00-19:00,29.0394911170006,41.0245442767946
285,350,24 Saat,28.950601294738696,41.0057551467446
286,200,24 Saat,28.951573983051496,41.0049568024718
287,90,08:00-19:00,29.0177193407245,41.0735048337776
288,60,07:30-00:00,28.9572405370038,41.0277372163962
289,350,07:30-23:00,29.067353583018896,41.0810906777251
290,17,08:00-18:30,29.0003845095634,41.0671926420455
291,40,09:00-19:00,28.9482262730598,41.0182851861138
292,50,07:00-18:00,29.010089953025496,41.07987598725511
293,600,24 Saat,28.7216091156006,40.983818171315
294,135,06:00-17:00,29.206568598747296,40.9075693128331
295,25,09:00-19:00,28.6854883151754,41.070025875213
296,80,08:00-22:00,28.999802791782,41.0564978198988
297,840,24 Saat,29.0254819393158,41.0050992841806
298,197,24 Saat,29.019310176372496,41.0206448097112
299,130,24 Saat,29.034649729728695,41.0251877577304
300,35,08:00-20:00,28.9494129802795,41.0166835870469
301,300,07:00-23:00,29.3017601966858,40.8494139296324
302,104,24 Saat,28.8648789618908,41.0944117859861
303,25,08:00-18:00,28.9863416359333,41.0426427651563
304,26,08:00-18:00,28.9863429336572,41.0430813426176
305,1000,24 Saat,28.6590609810476,40.9638856422757
306,85,08:00-21:00,29.1368757391465,40.9094402447971
307,143,24 Saat,28.9548772866058,41.054237061923
308,100,24 Saat,28.8886686112516,41.0510037149773
309,54,07:00-23:00,28.8469437200644,40.9920154088387
310,40,07:00-23:00,29.0214285609932,40.9873879181812
311,80,07:00-17:00,29.2719447612762,40.864219236256496
312,50,07:00-17:00,29.2723202705383,40.8640001629382
313,25,08:00-18:00,29.1276929465593,40.9934481585166
314,230,24 Saat,29.0382224321365,40.99221644775191
315,400,24 Saat,28.9066778907358,41.051038210844
316,17,09:00-21:00,29.0308624165627,41.0785917283309
317,30,09:00-22:00,29.014740152170095,41.0756267567518
318,30,09:00-22:00,29.0144992705845,41.07611569496849
319,20,08:00-23:00,29.0567034551944,41.083249887178
320,130,07:00-21:00,29.255476215171896,40.9716805620891
321,700,24 Saat,28.7394691885721,41.1834616970172
322,1350,24 Saat,29.0500764411344,40.9977918776891
323,350,24 Saat,28.8559343388067,41.0295158384932
324,1000,24 Saat,28.8945926849422,41.041551975453
325,430,24 Saat,29.2492738658714,40.8829169687281
326,442,24 Saat,28.9130913424361,41.0335973473562
327,1162,24 Saat,-99.0,-99.0
328,1162,24 Saat,28.8556515123968,41.0340028757587
329,230,08:00-00:00,29.069544767826095,41.0267056319966
330,498,24 Saat,28.624137357335496,41.0220461669532
331,106,24 Saat,28.8346857193462,41.0329354584501
332,740,24 Saat,28.8438658940414,41.0075606625218
333,50,24 Saat,29.0218351577221,40.991177468041
334,663,24 Saat,28.857941211664695,41.015353931224496
335,44,08:00-19:00,-99.0,-99.0
336,35,08:00-19:00,28.989411490095,41.038319321225
337,20,08:00-19:00,29.1763905167864,41.032709574950495
338,50,08:00-19:00,28.993349257467095,41.0519613218585
339,30,08:00-20:00,28.9874364451638,41.0354898550985
340,40,08:00-19:00,28.9947635740992,41.0515334666083
341,40,08:00-19:00,28.9872879133204,41.06123666465
342,40,08:00-19:00,28.987119344369095,41.0606066510135
343,27,09:00-19:00,29.0030306876818,41.0444391236136
344,120,06:45-18:00,29.0124767466166,41.080218695762895
345,40,07:00-17:00,29.0114920399818,41.079949187785296
346,175,24 Saat,28.9636475517086,41.0072920884186
347,70,08:00-22:00,28.9741247551725,41.0220007012851
348,45,08:00-18:00,29.0405062252606,40.9930658458139
349,20,08:00-18:00,29.1192117333412,40.9925423959336
350,35,08:00-18:00,29.1261345148087,40.9926942345984
351,29,08:00-23:00,29.0526939406176,41.0803494588544
352,20,08:00-23:00,29.0558047593186,41.0818558368021
353,17,08:00-00:00,29.049546917487,41.0796940097818
354,11,08:00-00:00,29.0449030668544,41.072222185239
355,80,08:00-18:00,28.993226387875296,41.0355090939263
356,28,08:30-18:30,28.9568744398885,41.0171314951945
357,18,07:30-18:30,28.9535382991555,41.0112914996693
358,25,08:00-18:00,29.1276636706576,40.9930909318858
359,26,08:00-18:00,28.960487915605096,41.02019963918929
360,25,08:00-18:00,29.0552176166285,41.1146198454958
361,30,08:00-18:00,29.0601057493365,41.113820521016
362,11,08:00-18:00,29.069784781182296,41.1272417424237
363,35,09:00-20:00,29.0432715943784,41.1505325211231
364,35,09:00-20:00,29.0451022580013,41.148950524496
365,11,08:00-18:00,29.0571458406927,41.1683574279246
366,30,07:00-18:00,28.966984668008,41.0178777370334
367,40,07:00-18:00,28.9659351292733,41.0191485037068
368,100,07:00-22:00,28.974881209685,41.0162466134028
369,30,08:00-18:00,29.1897473088794,40.8892287355551
370,16,08:00-18:00,29.0562210057434,41.1684967829079
371,20,08:00-18:00,29.0076809868127,41.050337007292896
372,20,08:00-23:00,29.021871439660295,40.9895526989774
373,20,08:00-23:00,29.022079089193895,40.9897455795632
374,21,08:00-23:00,29.0226187709134,40.9889517661483
375,15,08:00-18:00,28.9453142465176,41.00827142397969
376,25,08:00-18:00,29.127008914947496,40.9916657738709
377,30,08:00-19:00,28.946094439604096,41.0212281492918
378,30,08:00-19:00,28.9441623852089,41.0226581030482
379,30,08:00-18:00,28.972318920482,41.0226502734991
380,40,09:00-19:00,29.2317049497702,40.877356120222096
381,35,24 Saat,29.043497403541295,41.0768657533188
382,80,07:00-22:00,29.0660661745633,41.0204396264326
383,25,08:00-19:00,28.9428804306775,41.0169754516484
384,50,09:00-19:00,28.840127775568696,40.9923047206351
385,60,09:00-19:00,28.842801403361296,40.9921183451896
386,30,09:00-19:00,28.903699962410695,40.9907770798343
387,50,08:00-18:00,28.9127101404422,41.0351621954738
388,40,08:00-00:00,28.9330016712335,41.0541552941076
389,30,08:00-19:00,28.9106710816922,41.05469311233529
390,50,08:00-19:00,28.888496963055296,41.0096961201846
391,27,09:00-20:00,29.0655296671,41.0796810572859
392,27,09:00-20:00,29.0669951237303,41.081170137732094
393,150,08:00-00:00,28.8215463493894,40.9559679050794
394,33,08:00-18:00,28.8347753164508,40.9591366124616
395,50,08:00-00:00,28.8320057062456,40.9577468165466
396,90,09:00-23:00,28.2437775310632,41.072890898517
397,40,24 Saat,28.875688896270695,40.9833651460067
398,300,06:00-23:00,29.0528048310173,41.1085721763519
399,500,08:00-21:00,29.0151175016762,41.0479460489626
400,140,24 Saat,29.0106517214342,41.0620415953331
401,350,24 Saat,28.9858067091949,41.0318488125712
402,200,24 Saat,28.9376096544914,41.046326666597
403,300,07:00-23:00,28.8957323177918,41.007335531114
404,200,08:00-02:00,28.9801221695723,41.0060662554233
405,16,07:00-22:00,29.0937899011629,40.952526073751
406,30,06:45-18:00,29.013330511088895,41.0791599999506
407,15,08:00-19:00,28.988440722311296,41.0576280525267
408,40,07:00-18:00,29.0076827710814,41.0869371830021
409,891,24 Saat,28.935994510341896,41.0191610500849
410,15,07:00-23:00,29.015795800813095,41.0276314801728
411,50,08:00-18:00,28.888664404453895,41.0092817416347
412,40,08:00-18:00,28.8871244683282,41.0132750503729
413,1020,24 Saat,29.309766629813,40.9239043724582
414,1000,24 Saat,28.876095779494,40.97393448051871
415,350,24 Saat,28.9858072178951,41.0318403687611
416,60,08:00-00:00,28.8359615614258,40.959460690961
417,24,08:00-17:00,29.1128138853195,41.0268348367626
418,25,07:00-18:00,28.934442058779,41.02053901636889
419,29,08:00-00:00,28.994640665658096,41.044441186241
420,40,07:00-17:00,29.0066447854042,41.069586911439
421,200,24 Saat,28.7766741822376,40.9762380109002
422,20,08:00-18:00,28.985212888807496,41.0554310167961
423,40,08:00-00:00,28.9900544661335,41.0488647497195
424,50,08:00-18:00,28.972624618407,41.003051900184
425,100,07:00-21:00,29.130917101126695,40.917723742295
426,1020,24 Saat,29.3097030759629,40.924198462722494
427,70,24 Saat,29.0565955638885,41.085392159146
428,35,09:00-18:00,29.0399001332712,40.9789159557948
429,80,05:45-16:00,28.6236955672732,41.0216146636318
430,64,08:00-18:00,29.0111027811794,41.0865178336972
431,100,08:00-18:00,28.9073251636242,41.0042713555296
432,30,08:00-19:00,29.0060223719673,41.0888734566838
433,40,08:00-19:00,28.8692529442042,40.977995220022095
434,250,24 Saat,28.8458602191436,40.9881280422327
435,60,08:00-18:00,29.1829468497314,40.8891892455183
436,150,24 Saat,28.8500430885043,40.9980205259426
437,24,08:00-17:00,29.1130204154137,41.0265242342662
438,40,07:00-18:00,28.968970958569,41.0181316171222
439,135,06:00-17:00,29.2065034041447,40.9074954125339
440,120,24 Saat,28.8782581686974,41.0426463543094
441,80,07:30-18:00,29.0090131759644,41.05715557938969
442,20,24 Saat,28.994448399092,41.0669312938775
443,130,24 Saat,28.9746046067958,41.032590677925
444,1005,24 Saat,28.97436439991,41.03190953169631
445,50,08:00-18:00,28.9553904533386,41.0111430658192
446,25,08:00-19:00,28.9998185634613,41.042577573004095
447,50,08:00-19:00,29.172897445738496,41.0310263554403
448,45,08:00-18:00,28.891761342435295,41.0081589877101
449,300,24 Saat,29.1234683990479,40.9262729760591
450,105,07:00-20:00,29.1080598103622,40.9625103489262
451,10,07:00-17:00,28.890492054617,41.0016662456777
452,193,07:00-23:00,29.325154108873,40.9326996800138
453,150,24 Saat,29.0252462985542,41.1292801899223
454,277,09:00-19:00,29.1970226168633,40.8854435978408
455,1100,24 Saat,28.951384876840496,41.000695262492094
456,100,08:00-19:00,28.9690995820422,41.0255038632929
457,144,24 Saat,28.8643401861191,41.05904459757409
458,100,07:00-21:00,29.326817393302896,40.9361253348448
459,250,06:00-20:00,28.9462872053287,41.16899309568289
460,1000,24 Saat,28.602149543325,40.9672818477468
461,130,07:00-23:00,29.086308238480296,41.1133482084457
462,100,07:00-22:00,29.1455644369125,40.901734989822494
463,60,24 Saat,28.8091778755188,40.961655193475295
464,130,08:00-00:00,29.0868669748306,41.1136166110195
465,30,08:30-19:00,28.942226171493495,41.020748016018
466,20,08:00-18:30,29.0003281831741,41.0678599725148
467,30,09:00-20:00,28.950295099705695,41.0064298428525
468,88,24 Saat,28.9422369003296,41.0878908883406
469,25,09:00-19:00,28.6895692413112,41.0722613570856
470,25,09:00-19:00,28.686668416819295,41.0701683773032
471,110,10:00-22:00,28.6901833336488,41.0720313711542
472,30,08:00-19:00,29.0381473302841,41.020786465384894
473,40,09:00-19:00,29.227409362793,40.8949918336494
474,4,07:00-23:00,29.2463586947418,40.882478721760094
475,1000,24 Saat,28.88508412597,41.0386915858544
476,84,24 Saat,29.0956429728045,40.9527243666534
477,250,06:30-19:00,28.9610775272874,41.0158234443331
478,25,08:00-18:00,28.9864147002029,41.0422046978908
479,430,06:00-17:00,29.2486095428467,40.882922990603696
480,150,06:00-20:00,29.05817603222,40.9987457065131
481,70,08:00-22:00,28.6452767927199,41.0136924097991
482,32,08:00-18:00,29.0192251680892,41.0192242668527
483,50,07:00-17:00,29.2725482583046,40.863559985654
484,135,07:00-18:00,29.0419989824295,41.0256774465564
485,230,24 Saat,29.0388810520838,40.9920378972668
486,35,24 Saat,29.034271319859695,41.056162902050495
487,159,24 Saat,28.9384609099211,41.0793200794339
488,343,24 Saat,28.832743065980896,41.0500841320561
489,15,08:00-19:00,29.014046290512695,41.0765585312392
490,15,07:30-18:00,28.9448494359921,41.0092644388704
491,400,24 Saat,28.7185068976158,40.9711954866657
492,80,14:00-23:00,28.714113676532495,40.9722402335861
493,700,24 Saat,28.954148060432,41.002496315202
494,100,24 Saat,29.0209376126923,40.989017666505
495,200,24 Saat,28.9902319255484,41.0808491059675
496,316,24 Saat,28.8730288299591,41.0413364320359
497,1054,24 Saat,-99.0,-99.0
498,115,08:00-19:00,29.307545219977296,40.927478247624094
499,130,24 Saat,28.9692861856162,41.0245045808554
500,250,08:00-22:00,28.9972854501447,41.0650202953697
501,110,24 Saat,28.925841597518495,41.0850632353534
502,150,07:00-18:00,29.1224876895442,40.949944235378894
503,48,07:00-17:30,29.0760080437173,40.9903660803086
504,350,24 Saat,28.9414952399064,41.0648623184837
505,20,24 Saat,28.797575995435295,41.0046815574757
506,104,24 Saat,29.0798844247311,40.9559993823039
507,30,07:00-22:00,29.0109457999173,41.025718920938495
508,231,24 Saat,28.8855357846905,41.0794060220007
509,100,08:00-00:00,29.0947677660433,41.1294191839175
