ID,CAPACITY_OF_PARK,WORKING_TIME,LONGITUDE,LATITUDE
510,20,08:00-00:00,29.0568270908247,41.0853956845786
511,38,08:00-19:00,29.036897703211096,40.9941242630298
512,40,08:00-20:00,28.8781663796872,40.9747865771189
513,35,08:00-19:00,28.990100598005895,41.0388109562502
514,50,08:00-19:00,28.9881290395756,41.0490102115612
515,50,08:00-19:00,28.9957386934589,41.05532953304989
516,25,08:00-19:00,28.99404555518,41.049092346691694
517,30,08:00-19:00,28.994853589541,41.0534362386512
518,50,08:00-00:00,28.994307744593495,41.0467187710567
519,40,08:00-18:00,28.9833408981726,41.0531409577011
520,30,08:00-19:00,28.987576628333,41.063402364554
521,40,08:00-19:00,28.986746514948,41.0598524596391
522,22,08:00-18:00,28.9969765624134,41.0637431718003
523,40,07:00-17:00,29.012122090155895,41.06798202679511
524,35,08:00-18:00,29.004285553242,41.0428391706898
525,40,06:45-18:00,29.0135379540576,41.0810493592643
526,35,08:00-19:00,29.0847131609917,41.0247992416911
527,45,08:00-18:00,29.0082733010954,41.0862668875676
528,50,07:00-17:00,29.2722747349236,40.8642165945946
529,40,08:00-18:00,28.9717101119185,41.0265093265643
530,20,08:00-18:00,28.973994763964296,41.0237861417734
531,16,08:00-18:00,28.9753086281979,41.0232014282903
532,40,08:00-18:00,29.0404352967453,40.992056580501
533,25,08:00-18:00,29.117344820625295,40.9924151622938
534,16,08:00-00:00,29.0570080224903,41.0845829102999
535,15,08:00-00:00,29.0427219374845,41.0672077467611
536,27,08:30-18:30,28.957930441033096,41.0184300606985
537,11,08:00-18:00,29.0571344725735,41.1681068094928
538,29,08:00-18:00,28.9627611692393,41.0210329467797
539,40,07:00-18:00,28.9648529296531,41.0197027080731
540,30,07:00-18:00,28.966274177889495,41.017071110084494
541,40,09:00-20:00,29.073435889368096,40.9597530676995
542,50,09:00-20:00,29.0757523169727,40.9619986013638
543,60,07:00-20:00,28.9761848988207,41.01497509312689
544,50,08:00-18:00,28.975761922864,41.0092770406124
545,75,07:00-22:00,28.973642693600496,41.0066882806944
546,75,07:00-22:00,28.9742397548511,41.0073048410607
547,50,08:00-23:00,29.0096090651442,41.0495730252424
548,25,09:00-19:00,29.235483109507296,40.8788748019956
549,15,08:00-23:00,29.026836454868295,41.050612361508
550,37,07:00-18:00,28.9693755641988,41.005328246269
551,37,07:00-18:00,28.9691095103396,41.0055183589376
552,35,08:00-18:00,28.956721865189095,41.0070789327206
553,30,08:00-18:00,29.0573328407998,41.1150621149252
554,20,08:00-18:00,29.1178984788888,40.9924426745313
555,25,08:00-19:00,28.951542839227496,41.0161469758954
556,25,08:00-19:00,28.945694385541,41.0187221516126
557,59,08:00-17:00,28.936785491841896,41.0029286139093
558,59,08:00-17:00,28.936319059096295,41.0043557409347
559,70,08:00-19:00,28.875957204603495,40.9784725236022
560,30,08:00-19:00,28.878549847204,40.9786184164184
561,48,09:00-19:00,28.9038349137749,40.9933790428899
562,30,08:00-18:00,28.9120675804557,41.036791347922495
563,30,08:00-18:00,28.911927671541495,41.0343075331104
564,100,24 Saat,29.2360525373367,40.8754208126874
565,30,09:00-18:00,28.988382881180296,41.0323479026334
566,40,08:30-19:00,28.950898953995,41.016154016362094
567,40,08:30-19:00,28.950516492674296,41.0156996990426
568,50,08:00-19:00,28.8856404202596,41.0090357033789
569,27,09:00-20:00,29.065915820473496,41.0802467042586
570,145,08:00-00:00,28.8231093953212,40.9575323782277
571,85,12:00-00:00,28.8223157132699,40.9571367972732
572,100,08:00-00:00,28.8212454401269,40.9551893023394
573,100,08:00-00:00,28.992838857199295,41.04301656497049
574,45,08:30-17:30,28.7182958832553,40.98061191490189
575,45,08:30-17:30,28.7170529967408,40.9808495339875
576,80,24 Saat,28.714170076906495,40.9722162402043
577,40,08:00-18:00,28.6272524390684,41.0175083222788
578,26,08:00-19:00,29.235877152468,40.8770379866724
579,40,08:00-19:00,29.2356051982498,40.87770440449471
580,250,24 Saat,28.9669545730466,41.0135639487422
581,400,08:00-00:00,28.718465566635096,40.9712309021757
582,200,08:00-05:00,28.974660556335696,41.0317898000128
583,1500,24 Saat,29.1029469575332,40.978484297008
584,600,24 Saat,29.1045454144478,40.9765973901075
585,118,24 Saat,28.939608244995895,41.01974358066769
586,230,08:00-00:00,29.0697805222364,41.0264293643873
587,40,07:00-15:00,28.9567286974396,41.0035037300784
588,426,24 Saat,29.053468959208296,41.0484355994512
589,2288,24 Saat,28.9958238392616,41.1003970701057
590,14,09:00-19:00,29.038990635327096,40.9713100107441
591,200,24 Saat,29.0328891015864,41.0505565333188
592,62,08:00-00:00,28.838386666978895,40.9591566955503
593,891,24 Saat,28.9359039352218,41.0193036255988
594,250,08:00-23:00,28.9669249484166,41.0135496488887
595,11,07:00-23:00,29.0310359120677,41.1401459367951
596,25,08:00-16:00,29.261385310299,40.88672332108509
597,50,07:00-22:00,29.037807200082,40.9923949144964
598,200,24 Saat,29.0005231475345,41.0497226732138
599,1000,08:00-20:00,28.786887178209895,40.9726998561913
600,1000,24 Saat,28.9042881614357,40.9965469007855
601,300,24 Saat,28.940445383882295,41.0160067137113
602,24,08:00-17:00,29.1126836778506,41.027017841635
603,66,24 Saat,29.067484714987,40.9637113280427
604,500,07:00-19:00,28.8129177050206,40.9628491559778
605,35,08:00-19:00,28.8693382177047,40.9802074031904
606,422,24 Saat,29.031158712317296,41.1402314254014
607,72,24 Saat,29.1901910305023,40.887331455586
608,40,08:00-22:00,28.9536236525008,41.0169435273394
609,200,24 Saat,28.937658213568,41.0462634409545
610,30,07:00-18:00,28.9674655449747,41.0154166485643
611,150,24 Saat,29.024053768765295,41.116532674841
612,22,09:00-18:00,29.091585464854695,41.1346004332964
613,30,09:00-18:00,29.039088990122295,40.97996632989089
614,40,09:00-18:00,29.0391678819179,40.9798145995934
615,30,09:00-18:00,29.0397486433706,40.979135527216
616,60,24 Saat,29.0216182101664,40.9899183509651
617,45,08:00-18:00,29.0114568326649,41.0590106537782
618,320,24 Saat,28.9499804001294,41.0570907959868
619,320,24 Saat,28.9499257153103,41.0570670441396
620,950,24 Saat,29.0081091758835,41.08358960158169
621,40,08:00-19:00,28.8700321405274,40.978074520918895
622,250,06:30-19:00,28.9608539005372,41.0160491429123
623,40,09:00-19:00,28.883408455823496,41.1793733766854
624,40,09:00-19:00,28.884440994303496,41.1783602003273
625,40,09:00-19:00,28.890104844136896,41.1764864031846
626,500,24 Saat,28.9061343669891,41.038901714561696
627,60,08:30-19:00,28.9530799370274,41.0161345344917
628,30,07:30-18:00,28.9667614064156,41.0142245832163
629,116,24 Saat,28.9445382356644,41.0877898089066
630,400,24 Saat,28.944418112968,41.0876029931356
631,20,24 Saat,28.944743306498495,41.0881731777381
632,70,08:00-00:00,28.8494378328323,40.9960143526425
633,150,08:00-18:00,28.8798835873604,41.0011359141164
634,35,24 Saat,29.0341401100159,41.0557660849204
635,500,24 Saat,29.1926908493042,40.913287585098
636,60,05:45-16:00,28.6223217351186,41.0224907672281
637,10,07:00-23:00,28.91044852088,41.01678010713
638,5000,06:00-20:00,28.9889197599634,41.1833081634424
639,540,24 Saat,28.8729094095495,41.00834423123231
640,2750,24 Saat,29.116086959838896,40.9313148438186
641,1100,24 Saat,28.9513778686523,41.0003869358983
642,124,24 Saat,29.2289006710052,40.8775184689066
643,124,24 Saat,29.2288416624069,40.877542805453
644,25,06:30-23:00,29.021811656285,40.9904827588532
645,110,24 Saat,28.985087871551496,41.0445499495558
646,110,24 Saat,28.994360268116,41.0590587548931
647,65,07:00-21:00,29.1608894931117,41.0157632571068
648,200,07:00-23:00,28.9504444599152,41.00638459560609
649,100,07:45-17:00,29.1183041371016,41.03293696765
650,60,07:45-17:00,29.119302197930896,41.03385978598
651,45,07:45-17:00,29.1195714114978,41.0341904952674
652,250,24 Saat,28.9185726180048,41.023527633124495
653,50,08:00-19:00,29.1727403294819,41.030674394162
654,45,08:00-18:00,28.891146183013895,41.0089025188688
655,24,08:00-17:00,29.1125243481899,41.02692986844129
656,24,09:00-19:00,29.2338305711746,40.88012851253
657,55,08:00-18:00,28.964200882611095,41.0195899292842
658,25,08:00-19:00,28.976090431602696,41.0169576758643
659,100,07:00-20:00,29.1711846706992,40.9179041192046
660,45,08:00-00:00,28.9784526837874,41.02341648872991
661,45,08:00-19:00,28.9443343877792,41.0219783846296
662,120,24 Saat,28.8640917646052,40.996474878231
663,25,09:00-19:00,28.6887158196755,41.0715141387959
664,65,24 Saat,28.9940804532142,41.056333451355
665,150,24 Saat,29.058060050010695,40.9987432025142
666,25,09:00-20:00,28.691156633669095,41.0673299119546
667,650,24 Saat,28.887219429016096,41.06414508015249
668,23,08:00-17:00,29.060645699501,40.987448512221
669,60,24 Saat,28.9529224727736,41.0232990736502
670,30,08:00-19:00,28.933302017358095,41.0134968049432
671,75,08:00-19:00,28.903195689325695,41.0414957483584
672,120,24 Saat,28.9087543358991,41.0395060134862
673,100,24 Saat,29.2370238482334,40.875523523153696
674,400,24 Saat,28.8496286819982,40.992526690271696
675,400,24 Saat,28.8539815179886,41.0443215746298
676,39,08:00-17:00,29.0252871470444,41.0155376994208
677,23,08:00-18:00,29.0194074217382,41.019189847579
678,26,07:00-19:00,29.0253373575026,41.033601776846
679,22,08:00-18:00,29.1276947278216,40.9933479050612
680,1000,24 Saat,28.7932531936644,41.0085446963211
681,230,06:45-18:00,29.1118522373458,41.03208011689689
682,400,24 Saat,28.9067765960929,41.0511236963451
683,30,09:00-22:00,-99.0,-99.0
684,15,08:00-00:00,29.0575767708468,41.107044336988096
685,45,08:30-17:30,28.7152270465458,40.9811745900338
686,19,08:00-00:00,29.056932287504,41.0843327967144
687,100,07:00-20:00,29.1711486846136,40.917917428184495
688,125,07:00-18:00,28.8009291052705,41.107371570268
689,180,06:30-19:00,29.058794778935,40.9983481796528
690,110,08:00-20:00,28.9910309360562,41.045817301996
691,5000,06:00-00:00,28.9196677863534,41.1967928344884
692,45,08:00-00:00,28.987056333258895,41.0537351622192
693,5000,06:00-00:00,28.920517674165296,41.1970264007371
694,115,08:00-19:00,29.307911532934696,40.9270358315771
695,347,24 Saat,28.7848154047482,41.0358298706201
696,277,09:00-19:00,29.1970078361443,40.88544646364831
697,100,08:00-19:00,29.105671852082,41.0260683915105
698,100,24 Saat,29.2330900330924,40.873368484693295
699,250,24 Saat,28.950212038831296,41.05874353075129
700,175,24 Saat,28.9637096267094,41.0073123357648
701,110,24 Saat,28.9067464587186,41.0382110158253
702,34,07:45-17:00,29.1150975405449,41.02613051458
703,34,07:45-17:00,29.1151310681576,41.026084986127
704,125,24 Saat,29.091125869549696,41.028778337696
705,510,24 Saat,28.9586859011259,41.05378690103289
706,135,07:00-18:00,29.0427961631656,41.0248455789954
707,25,08:00-19:00,29.176398063842296,41.032700826397
708,25,09:00-19:00,29.0364496713435,40.9692532913464
