,player_name,team_abbreviation,age,player_height,player_weight,college,country,draft_year,draft_round,draft_number,gp,pts,reb,ast,net_rating,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct,season
1337,Muggsy Bogues,TOR,35.0,160.02,63.956472,Wake Forest,USA,1987,1,12,80,5.1,1.7,3.7,0.4,0.016,0.076,0.11699999999999999,0.517,0.266,1999-00
1338,Nazr Mohammed,PHI,22.0,208.28,100.243832,Kentucky,USA,1998,1,29,28,1.9,1.8,0.1,-7.6,0.083,0.187,0.183,0.424,0.018000000000000002,1999-00
1339,Nick Anderson,SAC,32.0,198.12,103.418976,Illinois,USA,1989,1,11,72,10.8,4.7,1.7,-0.1,0.04,0.124,0.17600000000000002,0.479,0.08199999999999999,1999-00
1340,Nick Van Exel,DEN,28.0,185.42,86.18248,Cincinnati,USA,1993,2,37,79,16.1,3.9,9.0,-0.9,0.012,0.10300000000000001,0.22699999999999998,0.483,0.38,1999-00
1341,Obinna Ekezie,VAN,24.0,205.74,122.46983999999999,Maryland,Nigeria,1999,2,37,39,3.2,2.4,0.2,-2.6,0.125,0.214,0.18899999999999997,0.5379999999999999,0.039,1999-00
1342,Olden Polynice,UTA,35.0,213.36,113.398,Virginia,USA,1987,1,8,82,5.3,5.5,0.5,4.3,0.11199999999999999,0.19399999999999998,0.129,0.49700000000000005,0.03,1999-00
1343,Oliver Miller,PHX,30.0,205.74,142.88148,Arkansas,USA,1992,1,22,51,6.3,5.1,1.3,6.0,0.09300000000000001,0.16699999999999998,0.13699999999999998,0.609,0.095,1999-00
1344,Otis Thorpe,MIA,37.0,208.28,111.58363200000001,Providence,USA,1984,1,9,51,5.5,3.3,0.6,-3.3,0.091,0.17300000000000001,0.198,0.528,0.077,1999-00
1345,P.J. Brown,MIA,30.0,210.82,108.86208,Louisiana Tech,USA,1992,2,29,80,9.6,7.5,1.8,9.3,0.115,0.18100000000000002,0.17,0.516,0.098,1999-00
1346,Metta World Peace,CHI,20.0,198.12,110.676448,St. John's (NY),USA,1999,1,16,72,12.0,4.3,2.7,-8.6,0.031,0.129,0.215,0.491,0.171,1999-00
1347,Jerome Williams,DET,27.0,205.74,93.439952,Georgetown,USA,1996,1,26,82,8.4,9.6,0.8,4.0,0.153,0.278,0.142,0.593,0.053,1999-00
1348,Mitch Richmond,WAS,35.0,195.58,99.79024,Kansas State,USA,1988,1,5,74,17.4,2.9,2.5,-2.4,0.018000000000000002,0.085,0.251,0.536,0.136,1999-00
1349,Maurice Taylor,LAC,23.0,205.74,117.93392,Michigan,USA,1997,1,14,62,17.1,6.5,1.6,-13.4,0.047,0.156,0.25,0.49200000000000005,0.085,1999-00
1350,Mark Jackson,IND,35.0,190.5,83.91452,St. John's (NY),USA,1987,1,18,81,8.1,3.7,8.0,3.0,0.033,0.11199999999999999,0.161,0.5379999999999999,0.429,1999-00
1351,Matt Harpring,ORL,24.0,200.66,104.779752,Georgia Tech,USA,1998,1,15,4,4.0,3.0,2.0,0.3,0.081,0.11699999999999999,0.131,0.39799999999999996,0.17800000000000002,1999-00
1352,Jud Buechler,DET,32.0,198.12,103.418976,Arizona,USA,1990,2,38,58,2.2,1.6,0.6,2.6,0.05,0.107,0.115,0.409,0.077,1999-00
1353,Jumaine Jones,PHI,21.0,203.2,98.88305600000001,Georgia,USA,1999,1,27,33,1.7,1.2,0.2,1.2,0.109,0.152,0.24600000000000002,0.43200000000000005,0.07400000000000001,1999-00
1354,Juwan Howard,WAS,27.0,205.74,113.398,Michigan,USA,1994,1,5,82,14.9,5.7,3.0,-4.3,0.052000000000000005,0.13699999999999998,0.222,0.496,0.14300000000000002,1999-00
1355,Karl Malone,UTA,36.0,205.74,116.119552,Louisiana Tech,USA,1985,1,13,82,25.5,9.5,3.7,7.8,0.07400000000000001,0.251,0.318,0.5820000000000001,0.19699999999999998,1999-00
1356,Keith Closs,LAC,24.0,220.98,96.16150400000001,Central Connecticut State,USA,Undrafted,Undrafted,Undrafted,57,4.2,3.1,0.4,-11.4,0.087,0.156,0.141,0.514,0.048,1999-00
1357,Keith Van Horn,NJN,24.0,208.28,113.398,Utah,USA,1997,1,2,80,19.2,8.5,2.0,-4.5,0.076,0.198,0.265,0.537,0.102,1999-00
1358,Jonathan Bender,IND,19.0,210.82,91.625584,None,USA,1999,1,5,24,2.7,0.9,0.1,-0.3,0.033,0.126,0.27699999999999997,0.397,0.036000000000000004,1999-00
1359,Kelvin Cato,HOU,25.0,210.82,115.66596000000001,Iowa State,USA,1997,1,15,65,8.7,6.0,0.4,0.2,0.078,0.191,0.16,0.574,0.027000000000000003,1999-00
1360,Kenny Anderson,BOS,29.0,185.42,76.203456,Georgia Tech,USA,1991,1,2,82,14.0,2.7,5.1,1.4,0.023,0.079,0.204,0.524,0.253,1999-00
1361,Kenny Thomas,HOU,22.0,203.2,117.93392,New Mexico,USA,1999,1,22,72,8.3,6.1,1.6,0.9,0.094,0.17800000000000002,0.18,0.47700000000000004,0.099,1999-00
1362,Keon Clark,DEN,25.0,210.82,99.79024,Nevada-Las Vegas,USA,1998,1,13,81,8.6,6.2,0.9,-0.8,0.095,0.19899999999999998,0.172,0.573,0.063,1999-00
1363,Kerry Kittles,NJN,26.0,195.58,81.64656,Villanova,USA,1996,1,8,62,13.0,3.6,2.3,1.0,0.027000000000000003,0.107,0.19,0.535,0.122,1999-00
1364,Kevin Garnett,MIN,24.0,210.82,99.79024,None,USA,1995,1,5,81,22.9,11.8,5.0,5.7,0.08,0.267,0.276,0.545,0.21100000000000002,1999-00
1365,Kevin Johnson,PHX,34.0,185.42,86.18248,California,USA,1987,1,7,6,6.7,2.7,4.0,21.3,0.0,0.131,0.16,0.644,0.324,1999-00
1366,Kendall Gill,NJN,32.0,195.58,97.975872,Illinois,USA,1990,1,5,76,13.1,3.7,2.8,-1.5,0.036000000000000004,0.09699999999999999,0.21600000000000003,0.465,0.145,1999-00
1367,Kevin Ollie,PHI,27.0,193.04,88.45044,Connecticut,USA,Undrafted,Undrafted,Undrafted,40,1.8,0.8,1.2,0.9,0.015,0.10400000000000001,0.121,0.551,0.256,1999-00
1368,Jon Barry,SAC,30.0,195.58,95.25432,Georgia Tech,USA,1992,1,21,62,8.0,2.6,2.4,6.9,0.032,0.1,0.163,0.623,0.177,1999-00
1369,Johnny Newman,NJN,36.0,200.66,95.25432,Richmond,USA,1986,2,29,82,10.0,1.9,0.8,0.2,0.025,0.078,0.212,0.5660000000000001,0.067,1999-00
1370,Jerry Stackhouse,DET,25.0,198.12,98.88305600000001,North Carolina,USA,1995,1,3,82,23.6,3.8,4.5,0.0,0.043,0.07200000000000001,0.289,0.545,0.2,1999-00
1371,Jim Jackson,ATL,29.0,198.12,99.79024,Ohio State,USA,1992,1,4,79,16.7,5.0,2.9,-5.5,0.04,0.11599999999999999,0.243,0.496,0.142,1999-00
1372,Jim McIlvaine,NJN,27.0,215.9,119.74828799999999,Marquette,USA,1994,2,32,66,2.4,3.5,0.5,-0.5,0.109,0.131,0.092,0.439,0.048,1999-00
1373,Joe Kleine,POR,38.0,210.82,115.66596000000001,Arkansas,USA,1985,1,6,7,1.6,0.9,0.3,23.7,0.0,0.16699999999999998,0.214,0.446,0.1,1999-00
1374,Joe Smith,MIN,24.0,208.28,102.0582,Maryland,USA,1995,1,1,78,9.9,6.2,1.1,3.0,0.109,0.183,0.19399999999999998,0.525,0.07,1999-00
1375,Joe Stephens,VAN,27.0,200.66,95.25432,Arkansas-Little Rock,USA,Undrafted,Undrafted,Undrafted,13,3.2,2.8,0.8,7.1,0.087,0.146,0.14300000000000002,0.389,0.087,1999-00
1376,Johnny Taylor,ORL,26.0,205.74,99.79024,Tennessee-Chattanooga,USA,1997,1,17,6,1.8,1.0,0.2,16.5,0.059000000000000004,0.1,0.187,0.39299999999999996,0.042,1999-00
1377,John Amaechi,ORL,29.0,208.28,122.46983999999999,Penn State,England,Undrafted,Undrafted,Undrafted,80,10.5,3.3,1.2,0.8,0.040999999999999995,0.132,0.247,0.505,0.092,1999-00
1378,John Crotty,DET,30.0,187.96,87.996848,Virginia,USA,Undrafted,Undrafted,Undrafted,69,4.7,1.1,1.9,4.6,0.021,0.07,0.16399999999999998,0.557,0.21899999999999997,1999-00
1379,John Salley,LAL,36.0,210.82,115.66596000000001,Georgia Tech,USA,1986,1,11,45,1.6,1.4,0.6,0.7,0.068,0.156,0.14800000000000002,0.43700000000000006,0.146,1999-00
1380,John Starks,CHI,34.0,190.5,81.64656,Oklahoma State,USA,Undrafted,Undrafted,Undrafted,37,13.9,2.7,4.9,-3.7,0.009000000000000001,0.083,0.22699999999999998,0.45299999999999996,0.242,1999-00
1381,John Stockton,UTA,38.0,185.42,79.3786,Gonzaga,USA,1984,1,16,82,12.1,2.6,8.6,10.0,0.024,0.084,0.192,0.591,0.456,1999-00
1382,John Thomas,TOR,24.0,205.74,120.20188,Minnesota,USA,1997,1,25,55,2.1,1.4,0.2,-4.4,0.079,0.09699999999999999,0.126,0.456,0.028999999999999998,1999-00
1383,John Wallace,NYK,26.0,205.74,102.0582,Syracuse,USA,1996,1,18,60,6.5,2.3,0.4,-6.0,0.064,0.13699999999999998,0.26,0.52,0.055,1999-00
1384,John Celestand,LAL,23.0,193.04,80.73937600000001,Villanova,USA,1999,2,30,16,2.3,0.7,1.3,-3.1,0.006,0.055999999999999994,0.14800000000000002,0.38799999999999996,0.165,1999-00
1385,Matt Maloney,CHI,28.0,190.5,90.7184,Pennsylvania,USA,Undrafted,Undrafted,Undrafted,51,6.4,1.3,2.7,-4.4,0.01,0.052000000000000005,0.157,0.484,0.218,1999-00
1386,Kevin Willis,TOR,37.0,213.36,111.13004,Michigan State,USA,1984,1,11,79,7.6,6.1,0.6,-2.1,0.129,0.19699999999999998,0.19699999999999998,0.47100000000000003,0.05,1999-00
1387,Kiwane Garris,ORL,25.0,187.96,83.007336,Illinois,USA,Undrafted,Undrafted,Undrafted,3,1.3,0.3,0.7,14.0,0.0,0.059000000000000004,0.203,0.2,0.1,1999-00
1388,Malik Rose,SAS,25.0,200.66,115.66596000000001,Drexel,USA,1996,2,44,74,6.7,4.5,0.6,4.1,0.115,0.162,0.19399999999999998,0.525,0.061,1999-00
1389,Malik Sealy,MIN,30.0,203.2,90.7184,St. John's (NY),USA,1992,1,14,82,11.3,4.3,2.4,8.3,0.059000000000000004,0.115,0.18600000000000003,0.53,0.12,1999-00
1390,Marcus Brown,DET,26.0,190.5,83.91452,Murray State,USA,1996,2,46,6,1.7,1.2,0.5,-36.1,0.061,0.11800000000000001,0.17300000000000001,0.336,0.15,1999-00
1391,Marcus Camby,NYK,26.0,210.82,102.0582,Massachusetts,USA,1996,1,2,59,10.2,7.8,0.8,4.8,0.136,0.209,0.193,0.529,0.053,1999-00
1392,Mario Bennett,LAC,26.0,198.12,106.59411999999999,Arizona State,USA,1995,1,27,1,0.0,2.0,0.0,32.7,0.14300000000000002,0.25,0.276,0.0,0.0,1999-00
1393,Mario Elie,SAS,36.0,195.58,102.0582,American International,USA,1985,7,160,79,7.5,3.2,2.4,6.6,0.026000000000000002,0.098,0.136,0.565,0.13,1999-00
1394,Lucious Harris,NJN,29.0,195.58,92.98635999999999,Long Beach State,USA,1993,2,28,77,6.7,2.4,1.3,-0.3,0.038,0.10300000000000001,0.16399999999999998,0.506,0.11,1999-00
1395,Mark Bryant,CLE,35.0,205.74,111.13004,Seton Hall,USA,1988,1,21,75,5.7,4.7,0.8,-3.1,0.083,0.152,0.124,0.547,0.057,1999-00
1396,Mark Hendrickson,NJN,26.0,205.74,99.79024,Washington State,USA,1996,2,31,15,0.9,0.9,0.4,-18.7,0.049,0.16699999999999998,0.083,0.6659999999999999,0.182,1999-00
1397,Mark Strickland,MIA,29.0,208.28,99.79024,Temple,USA,Undrafted,Undrafted,Undrafted,58,4.9,2.4,0.4,-5.2,0.076,0.153,0.187,0.5710000000000001,0.06,1999-00
1398,Mark West,PHX,39.0,208.28,104.32616,Old Dominion,USA,1983,2,30,22,0.7,1.4,0.1,-4.1,0.048,0.217,0.075,0.483,0.023,1999-00
1399,Marty Conlon,LAC,32.0,208.28,101.604608,Providence,USA,Undrafted,Undrafted,Undrafted,3,0.7,0.7,0.0,-29.7,0.083,0.083,0.087,0.5,0.0,1999-00
1400,Matt Bullard,HOU,33.0,208.28,106.59411999999999,Iowa,USA,Undrafted,Undrafted,Undrafted,56,6.8,2.5,1.1,-2.5,0.013999999999999999,0.135,0.165,0.541,0.09699999999999999,1999-00
1401,Matt Geiger,PHI,30.0,215.9,112.490816,Georgia Tech,USA,1992,2,42,65,9.7,6.0,0.6,-2.0,0.12,0.192,0.233,0.483,0.048,1999-00
1402,Mark Davis,GSW,27.0,200.66,92.98635999999999,Texas Tech,USA,1995,2,48,23,6.2,3.7,1.7,-4.8,0.066,0.131,0.177,0.45299999999999996,0.129,1999-00
1403,Khalid Reeves,CHI,27.0,190.5,90.264808,Arizona,USA,1994,1,12,3,3.7,1.3,4.3,14.9,0.053,0.057,0.188,0.387,0.419,1999-00
1404,Luc Longley,PHX,31.0,218.44,117.93392,New Mexico,USA,1991,1,7,72,6.3,4.5,1.1,0.5,0.078,0.171,0.182,0.512,0.086,1999-00
1405,Lorenzo Williams,WAS,30.0,205.74,90.7184,Stetson,USA,Undrafted,Undrafted,Undrafted,8,1.8,3.1,0.1,-10.4,0.17600000000000002,0.16699999999999998,0.067,0.778,0.019,1999-00
1406,Kornel David,CLE,28.0,205.74,106.59411999999999,None,USA,Undrafted,Undrafted,Undrafted,32,5.6,2.5,0.5,-15.3,0.06,0.149,0.19899999999999998,0.493,0.065,1999-00
1407,Kurt Thomas,NYK,27.0,205.74,104.32616,Texas Christian,USA,1995,1,10,80,8.0,6.3,1.0,2.9,0.09300000000000001,0.209,0.17,0.542,0.07,1999-00
1408,LaPhonso Ellis,ATL,30.0,203.2,108.86208,Notre Dame,USA,1992,1,5,58,8.4,5.0,1.0,-6.4,0.083,0.162,0.193,0.48100000000000004,0.08,1999-00
1409,Lamar Odom,LAC,20.0,208.28,99.79024,Rhode Island,USA,1999,1,4,76,16.6,7.8,4.2,-8.2,0.063,0.18,0.23399999999999999,0.521,0.19899999999999998,1999-00
1410,Lamond Murray,CLE,27.0,200.66,107.047712,California,USA,1994,1,7,74,15.9,5.7,1.8,-3.7,0.057999999999999996,0.139,0.242,0.517,0.10099999999999999,1999-00
1411,Lari Ketner,CLE,23.0,208.28,129.27372,Massachusetts,USA,1999,2,49,22,1.5,1.5,0.0,-27.2,0.08900000000000001,0.20800000000000002,0.152,0.456,0.015,1999-00
1412,Loy Vaught,DET,32.0,205.74,108.86208,Michigan,USA,1990,1,13,43,1.7,2.1,0.3,-1.5,0.096,0.257,0.157,0.39,0.064,1999-00
1413,Laron Profit,WAS,22.0,195.58,92.532768,Maryland,USA,1999,2,38,33,1.5,0.8,0.8,-1.5,0.01,0.111,0.159,0.386,0.185,1999-00
1414,Larry Johnson,NYK,31.0,200.66,106.59411999999999,Nevada-Las Vegas,USA,1991,1,1,70,10.7,5.4,2.5,2.0,0.046,0.151,0.17300000000000001,0.517,0.127,1999-00
1415,Latrell Sprewell,NYK,29.0,195.58,86.18248,Alabama,USA,1992,1,24,82,18.6,4.3,4.0,2.9,0.018000000000000002,0.10400000000000001,0.24600000000000002,0.515,0.18,1999-00
1416,Lawrence Funderburke,SAC,29.0,205.74,104.32616,Ohio State,USA,1994,2,51,75,6.4,3.1,0.4,3.5,0.1,0.14400000000000002,0.192,0.569,0.053,1999-00
1417,Lazaro Borrell,SEA,27.0,203.2,99.79024,None,USA,Undrafted,Undrafted,Undrafted,17,3.6,2.4,0.6,9.7,0.08900000000000001,0.188,0.191,0.457,0.079,1999-00
1418,Lindsey Hunter,DET,29.0,187.96,88.45044,Jackson State,USA,1993,1,10,82,12.7,3.0,4.0,1.9,0.013999999999999999,0.085,0.165,0.5429999999999999,0.171,1999-00
1419,Lorenzen Wright,ATL,24.0,210.82,108.86208,Memphis,USA,1996,1,7,75,6.0,4.1,0.3,-9.0,0.10300000000000001,0.17300000000000001,0.175,0.5329999999999999,0.028999999999999998,1999-00
1420,Larry Hughes,GSW,21.0,195.58,83.91452,Saint Louis,USA,1998,1,8,82,15.0,4.3,2.5,-8.6,0.049,0.11599999999999999,0.27399999999999997,0.467,0.162,1999-00
1421,Kobe Bryant,LAL,21.0,200.66,95.25432,None,USA,1996,1,13,66,22.5,6.3,4.9,10.4,0.046,0.128,0.266,0.546,0.215,1999-00
1422,Jermaine Jackson,DET,24.0,195.58,92.532768,Detroit Mercy,USA,Undrafted,Undrafted,Undrafted,7,1.0,1.6,0.6,3.6,0.019,0.154,0.132,0.24100000000000002,0.083,1999-00
1423,Patrick Ewing,NYK,37.0,213.36,115.66596000000001,Georgetown,Jamaica,1985,1,1,62,15.0,9.7,0.9,2.9,0.085,0.265,0.243,0.516,0.051,1999-00
1424,Tony Battie,BOS,24.0,210.82,108.86208,Texas Tech,USA,1997,1,5,82,6.6,5.0,0.8,-0.3,0.11199999999999999,0.20800000000000002,0.171,0.515,0.069,1999-00
1425,Toni Kukoc,PHI,31.0,210.82,106.59411999999999,None,Croatia,1990,2,29,56,14.8,4.9,4.7,0.0,0.048,0.131,0.251,0.491,0.268,1999-00
1426,Tom Hammonds,MIN,33.0,205.74,102.0582,Georgia Tech,USA,1989,1,9,56,2.1,1.8,0.2,-14.5,0.095,0.18899999999999997,0.166,0.48100000000000004,0.044000000000000004,1999-00
1427,Tom Gugliotta,PHX,30.0,208.28,108.86208,North Carolina State,USA,1992,1,6,54,13.7,7.9,2.3,7.3,0.092,0.18,0.205,0.519,0.113,1999-00
1428,Todd Fuller,CHH,25.0,210.82,115.66596000000001,North Carolina State,USA,1996,1,11,41,3.3,2.7,0.1,-1.9,0.1,0.187,0.184,0.461,0.019,1999-00
1429,Todd Day,PHX,30.0,198.12,85.275296,Arkansas,USA,1992,1,8,58,6.8,2.2,1.1,9.5,0.038,0.115,0.19699999999999998,0.524,0.105,1999-00
1430,Toby Bailey,PHX,24.0,198.12,96.615096,UCLA,USA,1998,2,45,46,3.5,1.6,0.7,3.5,0.063,0.11199999999999999,0.18,0.483,0.099,1999-00
1431,Tim Young,GSW,24.0,218.44,122.46983999999999,Stanford,USA,1999,2,56,25,2.2,1.4,0.2,-4.6,0.086,0.19,0.18100000000000002,0.49200000000000005,0.057,1999-00
1432,Tim Thomas,MIL,23.0,208.28,104.32616,Villanova,USA,1997,1,7,80,11.8,4.2,1.4,-3.8,0.055999999999999994,0.129,0.21100000000000002,0.5489999999999999,0.092,1999-00
1433,Tim Legler,GSW,33.0,193.04,90.7184,La Salle,USA,Undrafted,Undrafted,Undrafted,23,3.3,1.0,1.0,-16.6,0.013000000000000001,0.077,0.13699999999999998,0.44799999999999995,0.134,1999-00
1434,Tim James,MIA,23.0,200.66,96.16150400000001,Miami (FL),USA,1999,1,25,4,2.8,1.0,0.5,38.9,0.13,0.042,0.319,0.359,0.14300000000000002,1999-00
1435,Tim Hardaway,MIA,33.0,182.88,88.45044,Texas-El Paso,USA,1989,1,14,52,13.4,2.9,7.4,7.4,0.018000000000000002,0.083,0.22699999999999998,0.5,0.368,1999-00
1436,Tim Duncan,SAS,24.0,213.36,117.93392,Wake Forest,US Virgin Islands,1997,1,1,74,23.2,12.4,3.2,9.5,0.109,0.244,0.28600000000000003,0.555,0.152,1999-00
1437,Thomas Hamilton,HOU,25.0,218.44,149.68536,Pittsburgh,USA,Undrafted,Undrafted,Undrafted,22,3.7,4.1,0.7,-8.0,0.129,0.27399999999999997,0.187,0.46,0.087,1999-00
1438,Theo Ratliff,PHI,27.0,208.28,102.0582,Wyoming,USA,1995,1,18,57,11.9,7.6,0.6,3.3,0.08800000000000001,0.179,0.175,0.568,0.032,1999-00
1439,Terry Porter,SAS,37.0,190.5,92.98635999999999,Wisconsin-Stevens Point,USA,1985,1,24,68,9.4,2.8,3.3,13.0,0.018000000000000002,0.111,0.183,0.596,0.22699999999999998,1999-00
1440,Terry Mills,DET,32.0,208.28,113.398,Michigan,USA,1990,1,16,82,6.7,4.8,1.0,-0.1,0.031,0.213,0.132,0.545,0.068,1999-00
1441,Terry Cummings,GSW,39.0,205.74,99.79024,DePaul,USA,1982,1,2,22,8.4,4.9,1.0,-7.6,0.10800000000000001,0.16899999999999998,0.22899999999999998,0.474,0.094,1999-00
1442,Terrell Brandon,MIN,30.0,180.34,78.471416,Oregon,USA,1991,1,11,71,17.1,3.4,8.9,6.9,0.02,0.08800000000000001,0.22899999999999998,0.535,0.375,1999-00
1443,Tariq Abdul-Wahad,DEN,25.0,198.12,101.151016,San Jose State,France,1997,1,11,61,11.4,4.8,1.6,-1.6,0.067,0.126,0.218,0.47700000000000004,0.098,1999-00
1444,Steven Smith,POR,31.0,203.2,97.52228000000001,Michigan State,USA,1991,1,5,82,14.9,3.8,2.5,9.1,0.055999999999999994,0.078,0.2,0.584,0.124,1999-00
1445,Steve Nash,DAL,26.0,190.5,88.45044,Santa Clara,Canada,1996,1,15,56,8.6,2.2,4.9,3.9,0.025,0.062,0.14800000000000002,0.601,0.252,1999-00
1446,Steve Kerr,SAS,34.0,190.5,81.64656,Arizona,USA,1988,2,50,32,2.8,0.6,0.4,0.8,0.012,0.062,0.14400000000000002,0.564,0.078,1999-00
1447,Steve Francis,HOU,23.0,190.5,87.543256,Maryland,USA,1999,1,2,77,18.0,5.3,6.6,-3.7,0.062,0.102,0.249,0.5429999999999999,0.315,1999-00
1448,Stephon Marbury,NJN,23.0,187.96,81.64656,Georgia Tech,USA,1996,1,4,74,22.2,3.2,8.4,0.0,0.022000000000000002,0.071,0.27699999999999997,0.528,0.38,1999-00
1449,Stanley Roberts,PHI,30.0,213.36,131.54168,Louisiana State,USA,1991,1,23,5,2.0,3.0,0.6,-16.3,0.115,0.2,0.16399999999999998,0.289,0.107,1999-00
1450,Stacey Augmon,POR,31.0,203.2,92.98635999999999,Nevada-Las Vegas,USA,1991,1,9,59,3.4,2.0,0.9,-3.6,0.07200000000000001,0.12300000000000001,0.158,0.51,0.131,1999-00
1451,Tony Delk,SAC,26.0,187.96,87.089664,Kentucky,USA,1996,1,16,46,6.4,1.9,1.2,12.0,0.057,0.08800000000000001,0.21,0.485,0.122,1999-00
1452,Sherman Douglas,NJN,33.0,185.42,88.45044,Syracuse,USA,1989,2,28,20,6.0,1.5,1.7,-11.5,0.040999999999999995,0.063,0.18100000000000002,0.586,0.215,1999-00
1453,Tony Farmer,GSW,30.0,205.74,110.676448,Nebraska,USA,Undrafted,Undrafted,Undrafted,74,6.3,4.0,1.0,-4.6,0.1,0.17600000000000002,0.177,0.542,0.094,1999-00
1454,Tracy McGrady,TOR,21.0,203.2,95.25432,None,USA,1997,1,9,79,15.4,6.3,3.3,0.4,0.084,0.146,0.24600000000000002,0.509,0.192,1999-00
1455,Jerome Kersey,SAS,38.0,200.66,111.13004,Longwood,USA,1984,2,46,72,4.5,3.1,1.0,6.4,0.051,0.138,0.149,0.431,0.086,1999-00
1456,Zan Tabak,IND,30.0,213.36,111.13004,None,USA,1991,2,51,18,2.1,1.8,0.2,4.2,0.15,0.138,0.175,0.493,0.057,1999-00
1457,William Avery,MIN,20.0,187.96,81.64656,Duke,USA,1999,1,14,59,2.6,0.7,1.5,-11.2,0.017,0.081,0.22,0.391,0.289,1999-00
1458,Will Perdue,CHI,34.0,213.36,108.86208,Vanderbilt,USA,1988,1,11,67,2.5,3.9,0.9,-12.8,0.102,0.205,0.132,0.392,0.106,1999-00
1459,Wesley Person,CLE,29.0,198.12,88.45044,Auburn,USA,1994,1,23,79,9.2,3.4,1.8,-2.1,0.023,0.124,0.158,0.528,0.114,1999-00
1460,Wayne Turner,BOS,24.0,187.96,86.18248,Kentucky,USA,Undrafted,Undrafted,Undrafted,3,1.3,1.0,1.7,-1.2,0.026000000000000002,0.053,0.124,0.231,0.192,1999-00
1461,Walter McCarty,BOS,26.0,208.28,104.32616,Kentucky,USA,1996,1,19,61,3.8,1.8,1.1,-4.6,0.042,0.10300000000000001,0.161,0.451,0.122,1999-00
1462,Walt Williams,HOU,30.0,203.2,104.32616,Maryland,USA,1992,1,7,76,10.9,4.0,2.1,1.6,0.042,0.141,0.201,0.562,0.138,1999-00
1463,Wally Szczerbiak,MIN,23.0,200.66,110.22285600000001,Miami (OH),USA,1999,1,6,73,11.6,3.7,2.8,5.0,0.048,0.1,0.171,0.5710000000000001,0.136,1999-00
1464,Voshon Lenard,MIA,27.0,193.04,97.52228000000001,Minnesota,USA,1994,2,46,53,11.9,2.9,2.6,4.3,0.03,0.087,0.21899999999999997,0.518,0.16399999999999998,1999-00
1465,Vonteego Cummings,GSW,24.0,190.5,86.18248,Pittsburgh,USA,1999,1,26,75,9.4,2.5,3.3,-7.6,0.032,0.08199999999999999,0.204,0.484,0.23199999999999998,1999-00
1466,Vladimir Stepania,SEA,24.0,213.36,107.047712,None,Georgia,1998,1,27,30,2.5,1.6,0.1,-10.9,0.09699999999999999,0.14400000000000002,0.235,0.395,0.026000000000000002,1999-00
1467,Vlade Divac,SAC,32.0,215.9,117.93392,None,Serbia and Montenegro,1989,1,26,82,12.3,8.0,3.0,2.5,0.075,0.205,0.19,0.552,0.14800000000000002,1999-00
1468,Vitaly Potapenko,BOS,25.0,208.28,127.00576000000001,Wright State,Ukraine,1996,1,12,79,9.2,6.3,1.0,-0.4,0.109,0.207,0.20199999999999999,0.527,0.068,1999-00
1469,Vinny Del Negro,MIL,33.0,193.04,90.7184,North Carolina State,USA,1988,2,29,67,5.2,1.6,2.4,-6.8,0.009000000000000001,0.096,0.146,0.51,0.20600000000000002,1999-00
1470,Vince Carter,TOR,23.0,200.66,97.52228000000001,North Carolina,USA,1998,1,5,82,25.7,5.8,3.9,3.6,0.052000000000000005,0.12,0.299,0.5429999999999999,0.195,1999-00
1471,Vin Baker,SEA,28.0,210.82,113.398,Hartford,USA,1993,1,8,79,16.6,7.7,1.9,0.4,0.087,0.14800000000000002,0.23800000000000002,0.5,0.086,1999-00
1472,Vernon Maxwell,SEA,34.0,193.04,81.64656,Florida,USA,1988,2,47,47,10.9,1.7,1.6,-3.7,0.015,0.073,0.27,0.462,0.134,1999-00
1473,Tyronn Lue,LAL,23.0,182.88,79.3786,Nebraska,USA,1998,1,23,8,6.0,1.5,2.1,-10.3,0.013999999999999999,0.078,0.149,0.564,0.185,1999-00
1474,Tyrone Nesby,LAC,24.0,198.12,102.0582,Nevada-Las Vegas,USA,Undrafted,Undrafted,Undrafted,73,13.3,3.8,1.7,-13.3,0.037000000000000005,0.098,0.212,0.48700000000000004,0.094,1999-00
1475,Tyrone Hill,PHI,32.0,205.74,113.398,Xavier,USA,1990,1,11,68,12.0,9.2,0.8,1.5,0.111,0.213,0.183,0.529,0.039,1999-00
1476,Tyrone Corbin,SAC,37.0,198.12,102.0582,DePaul,USA,1985,2,35,54,4.1,3.1,1.1,0.6,0.042,0.14,0.13,0.415,0.092,1999-00
1477,Troy Hudson,LAC,24.0,185.42,80.73937600000001,Southern Illinois,USA,Undrafted,Undrafted,Undrafted,62,8.8,2.4,3.9,-11.4,0.02,0.085,0.192,0.46799999999999997,0.24100000000000002,1999-00
1478,Travis Knight,LAL,25.0,213.36,106.59411999999999,Connecticut,USA,1996,1,29,63,1.7,2.0,0.4,3.7,0.124,0.22,0.16699999999999998,0.418,0.092,1999-00
1479,Travis Best,IND,27.0,180.34,82.553744,Georgia Tech,USA,1995,1,23,82,8.9,1.7,3.3,8.6,0.011000000000000001,0.084,0.207,0.569,0.285,1999-00
1480,Trajan Langdon,CLE,24.0,190.5,88.45044,Duke,USA,1999,1,11,10,4.9,1.5,1.1,18.8,0.031,0.079,0.147,0.546,0.10400000000000001,1999-00
