date,time,temperature_fahrenheit,dew_point_fahrenheit,humidity_percentage,wind,wind_speed_mph,wind_gust_mph,pressure_in,precip._in,condition
6/27/2022,13:30:00,93,75,56,WSW,7,0,29.62,0,Haze
6/27/2022,14:00:00,93,77,59,SSW,1,0,29.62,0,Haze
6/27/2022,14:30:00,93,77,59,S,1,0,29.59,0,Haze
6/27/2022,15:00:00,93,77,59,SSE,1,0,29.59,0,Haze
6/27/2022,15:30:00,93,77,59,S,9,0,29.56,0,Haze
6/27/2022,16:00:00,93,77,59,S,1,0,29.56,0,Haze
6/27/2022,16:30:00,93,77,59,S,1,0,29.56,0,Haze
6/27/2022,17:00:00,93,77,59,S,9,0,29.56,0,Haze
6/27/2022,17:30:00,93,77,59,SSW,1,0,29.56,0,Haze
6/27/2022,18:00:00,91,75,59,SSW,1,0,29.56,0,Haze
6/27/2022,18:30:00,90,73,59,S,1,0,29.59,0,Haze
6/27/2022,19:00:00,90,75,62,S,9,0,29.59,0,Haze
6/27/2022,19:30:00,90,75,62,S,1,0,29.59,0,Haze
6/27/2022,20:00:00,88,75,66,S,9,0,29.62,0,Haze
6/27/2022,20:30:00,88,75,66,S,7,0,29.62,0,Haze
6/27/2022,21:00:00,86,73,66,S,1,0,29.62,0,Haze
6/27/2022,21:30:00,86,73,66,S,1,0,29.65,0,Haze
6/27/2022,22:00:00,86,75,70,S,1,0,29.65,0,Haze
6/27/2022,22:30:00,86,75,70,SSE,1,0,29.65,0,Haze
6/27/2022,23:00:00,86,75,70,S,9,0,29.65,0,Haze
6/27/2022,23:30:00,86,73,66,S,1,0,29.65,0,Haze
6/28/2022,0:00:00,86,73,66,SSE,7,0,29.65,0,Haze
6/28/2022,0:30:00,86,73,66,SSW,9,0,29.65,0,Haze
6/28/2022,1:00:00,86,75,70,S,1,0,29.65,0,Haze
6/28/2022,1:30:00,84,75,74,SSW,7,0,29.62,0,Haze
6/28/2022,2:00:00,84,75,74,SSW,9,0,29.62,0,Haze
6/28/2022,2:30:00,84,75,74,S,1,0,29.62,0,Haze
6/28/2022,3:00:00,84,75,74,SSW,1,0,29.59,0,Haze
6/28/2022,3:30:00,84,75,74,S,9,0,29.59,0,Haze
6/28/2022,4:00:00,84,75,74,S,1,0,29.59,0,Haze
6/28/2022,4:30:00,84,75,74,S,1,0,29.59,0,Haze
6/28/2022,5:00:00,84,75,74,S,9,0,29.59,0,Haze
6/28/2022,5:30:00,84,75,74,S,9,0,29.62,0,Haze
6/28/2022,6:00:00,84,77,79,S,1,0,29.62,0,Haze
6/28/2022,6:30:00,84,77,79,S,1,0,29.62,0,Haze
6/28/2022,7:00:00,84,77,79,S,1,0,29.62,0,Haze
6/28/2022,7:30:00,84,77,79,S,1,0,29.62,0,Haze
6/28/2022,8:00:00,86,77,74,S,1,0,29.65,0,Haze
6/28/2022,8:30:00,86,77,74,S,1,0,29.65,0,Haze
6/28/2022,9:00:00,88,77,70,S,8,0,29.65,0,Haze
6/28/2022,9:30:00,88,77,70,S,9,0,29.65,0,Haze
6/28/2022,10:00:00,88,77,70,SSW,1,0,29.65,0,Haze
6/28/2022,10:30:00,88,77,70,SSW,1,0,29.65,0,Haze
6/28/2022,11:00:00,88,77,70,SSW,9,0,29.65,0,Haze
6/28/2022,11:30:00,90,79,70,SSW,9,0,29.65,0,Haze
6/28/2022,12:00:00,90,79,70,S,9,0,29.62,0,Haze
6/28/2022,12:30:00,90,79,70,S,9,0,29.59,0,Haze
6/28/2022,13:00:00,91,79,66,S,9,0,29.59,0,Haze
6/28/2022,13:30:00,91,79,66,S,9,0,29.59,0,Haze
6/28/2022,14:00:00,91,77,63,S,8,0,29.56,0,Haze
6/28/2022,14:30:00,91,77,63,S,9,0,29.56,0,Haze
6/28/2022,15:00:00,91,77,63,S,1,0,29.56,0,Haze
6/28/2022,15:30:00,91,77,63,WSW,1,0,29.56,0,Haze
6/28/2022,16:00:00,90,77,66,SW,7,0,29.56,0,Haze
6/28/2022,16:30:00,90,77,66,S,8,0,29.53,0,Haze
6/28/2022,17:00:00,90,77,66,S,1,0,29.53,0,Haze
6/28/2022,17:30:00,90,77,66,SSW,1,0,29.53,0,Haze
6/28/2022,18:00:00,88,75,66,S,9,0,29.53,0,Haze
6/28/2022,18:30:00,88,75,66,S,9,0,29.53,0,Haze
6/28/2022,19:00:00,88,75,66,S,9,0,29.56,0,Haze
6/28/2022,19:30:00,88,75,66,SSW,1,0,29.59,0,Haze
6/28/2022,20:00:00,86,75,70,S,1,0,29.59,0,Haze
6/28/2022,20:30:00,86,75,70,S,1,0,29.59,0,Haze
6/28/2022,21:00:00,86,75,70,SSE,9,0,29.59,0,Haze
6/28/2022,21:30:00,86,75,70,S,9,0,29.62,0,Haze
6/28/2022,22:00:00,86,75,70,S,9,0,29.62,0,Haze
6/28/2022,22:30:00,86,75,70,S,1,0,29.62,0,Haze
6/28/2022,23:00:00,86,75,70,S,7,0,29.62,0,Haze
6/28/2022,23:30:00,86,75,70,SSE,7,0,29.59,0,Haze
6/29/2022,0:00:00,86,75,70,SSE,1,0,29.59,0,Haze
6/29/2022,0:30:00,84,73,70,SSE,1,0,29.59,0,Haze
6/29/2022,1:00:00,84,73,70,S,1,0,29.56,0,Haze
6/29/2022,1:30:00,84,73,70,S,1,0,29.56,0,Haze
6/29/2022,2:00:00,84,73,70,S,1,0,29.56,0,Haze
6/29/2022,2:30:00,84,73,70,S,1,0,29.56,0,Haze
6/29/2022,3:00:00,84,75,74,S,1,0,29.56,0,Haze
6/29/2022,3:30:00,84,75,74,S,1,0,29.56,0,Haze
6/29/2022,4:00:00,84,75,74,SSE,9,0,29.53,0,Haze
6/29/2022,4:30:00,82,73,74,SE,7,0,29.53,0,Haze
6/29/2022,5:00:00,82,73,74,SSE,1,0,29.53,0,Haze
6/29/2022,5:30:00,82,73,74,SSE,9,0,29.56,0,Haze
6/29/2022,6:00:00,82,75,79,SSE,1,0,29.56,0,Haze
6/29/2022,6:03:00,82,75,79,SSE,8,0,29.59,0,Haze
6/29/2022,7:00:00,82,77,84,SSE,8,0,29.59,0,Haze
6/29/2022,7:30:00,84,77,79,SE,9,0,29.59,0,Haze
6/29/2022,8:00:00,84,77,79,SSE,9,0,29.59,0,Haze
6/29/2022,8:30:00,84,77,79,S,7,0,29.59,0,Haze
6/29/2022,9:00:00,86,77,74,S,7,0,29.59,0,Haze
6/29/2022,9:30:00,86,77,74,SSE,9,0,29.59,0,Haze
6/29/2022,10:00:00,88,79,75,SSE,8,0,29.59,0,Haze
6/29/2022,10:30:00,88,79,75,SSE,7,0,29.59,0,Haze
6/29/2022,11:00:00,86,77,74,SSE,9,0,29.59,0,Haze
6/29/2022,11:30:00,88,77,70,SSE,1,0,29.59,0,Haze
6/29/2022,12:00:00,90,79,70,SSW,9,0,29.56,0,Haze
6/29/2022,12:30:00,90,79,70,S,9,0,29.56,0,Haze
6/29/2022,13:00:00,91,77,63,S,7,0,29.56,0,Haze
6/29/2022,13:30:00,91,77,63,ESE,7,0,29.56,0,Haze
6/29/2022,14:00:00,84,81,89,S,1,0,29.53,0,Rain
6/29/2022,14:30:00,84,81,89,S,1,0,29.53,0,Drizzle
6/29/2022,15:00:00,84,81,89,S,1,0,29.53,0,Drizzle
6/29/2022,15:30:00,84,79,84,S,9,0,29.53,0,Drizzle
6/29/2022,16:00:00,86,77,74,S,6,0,29.5,0,Haze
6/29/2022,16:30:00,86,77,74,S,7,0,29.53,0,Haze
6/29/2022,17:00:00,86,77,74,S,9,0,29.53,0,Haze
6/29/2022,17:30:00,86,77,74,S,8,0,29.53,0,Haze
6/29/2022,18:00:00,86,77,74,S,9,0,29.53,0,Haze
6/29/2022,18:30:00,86,77,74,SSE,6,0,29.53,0,Haze
6/29/2022,19:00:00,86,77,74,S,9,0,29.53,0,Haze
6/29/2022,19:30:00,86,77,74,S,7,0,29.56,0,Haze
6/29/2022,20:00:00,84,77,79,S,9,0,29.56,0,Haze
6/29/2022,20:30:00,84,77,79,SSE,9,0,29.56,0,Haze
6/29/2022,21:00:00,84,77,79,SSE,5,0,29.56,0,Haze
6/29/2022,21:30:00,84,77,79,E,3,0,29.59,0,Haze
6/29/2022,22:00:00,84,77,79,SE,5,0,29.59,0,Haze
6/29/2022,22:30:00,84,77,79,ESE,3,0,29.59,0,Haze
6/29/2022,23:00:00,84,77,79,SSE,7,0,29.59,0,Haze
6/29/2022,23:30:00,84,77,79,SSE,7,0,29.59,0,Haze
6/30/2022,0:00:00,84,77,79,E,5,0,29.59,0,Haze
6/30/2022,0:30:00,84,77,79,SSE,7,0,29.59,0,Haze
6/30/2022,1:00:00,84,77,79,S,9,0,29.56,0,Haze
6/30/2022,1:30:00,84,77,79,S,9,0,29.56,0,Haze
6/30/2022,2:00:00,84,79,84,SSE,8,0,29.56,0,Haze
6/30/2022,2:30:00,84,79,84,SSE,7,0,29.56,0,Haze
6/30/2022,3:00:00,82,77,84,SE,7,0,29.53,0,Haze
6/30/2022,3:30:00,82,77,84,SSE,5,0,29.53,0,Haze
6/30/2022,4:00:00,82,77,84,SSE,7,0,29.53,0,Drizzle
6/30/2022,4:30:00,82,77,84,S,8,0,29.53,0,Haze
6/30/2022,5:00:00,81,75,84,S,8,0,29.53,0,Haze
6/30/2022,5:30:00,81,75,84,S,7,0,29.53,0,Haze
6/30/2022,6:00:00,81,75,84,S,7,0,29.56,0,Haze
6/30/2022,6:30:00,81,77,89,CALM,0,0,29.56,0,Drizzle
6/30/2022,7:00:00,81,77,89,SSE,5,0,29.56,0,Drizzle
6/30/2022,7:30:00,81,77,89,SSE,8,0,29.56,0,Drizzle
6/30/2022,8:00:00,81,77,89,SSE,7,0,29.56,0,Drizzle
6/30/2022,8:30:00,82,77,84,S,6,0,29.56,0,Haze
6/30/2022,9:00:00,82,77,84,SSE,7,0,29.59,0,Haze
6/30/2022,9:30:00,84,79,84,S,1,0,29.59,0,Haze
6/30/2022,10:00:00,84,77,79,SSE,1,0,29.59,0,Haze
6/30/2022,10:30:00,84,77,79,E,1,0,29.59,0,Haze
6/30/2022,11:00:00,84,79,84,ESE,9,0,29.59,0,Rain
6/30/2022,11:30:00,84,79,84,SSE,9,0,29.59,0,Haze
6/30/2022,12:00:00,84,79,84,SE,9,0,29.59,0,Haze
6/30/2022,12:30:00,84,79,84,SSE,9,0,29.59,0,Rain
6/30/2022,13:00:00,82,77,84,ESE,7,0,29.56,0,Rain
6/30/2022,13:30:00,81,77,89,E,6,0,29.56,0,Rain
6/30/2022,14:00:00,81,77,89,E,5,0,29.53,0,Rain
6/30/2022,14:30:00,81,77,89,E,3,0,29.53,0,Rain
6/30/2022,15:00:00,81,79,94,E,3,0,29.53,0,Rain
6/30/2022,15:30:00,81,79,94,E,5,0,29.5,0,Rain
6/30/2022,16:00:00,81,79,94,SSE,5,0,29.5,0,Rain
6/30/2022,16:30:00,82,81,94,SE,9,0,29.47,0,Drizzle
6/30/2022,17:00:00,82,79,89,SE,7,0,29.5,0,Drizzle
6/30/2022,17:30:00,84,81,89,ESE,3,0,29.5,0,Drizzle
6/30/2022,18:00:00,84,79,84,E,3,0,29.5,0,Haze
6/30/2022,18:30:00,84,79,84,E,5,0,29.5,0,Haze
6/30/2022,19:00:00,84,77,79,E,5,0,29.5,0,Haze
6/30/2022,19:30:00,82,77,84,E,6,0,29.53,0,Rain
6/30/2022,20:00:00,82,77,84,SE,3,0,29.53,0,Rain
6/30/2022,20:30:00,82,77,84,SE,7,0,29.56,0,Drizzle
6/30/2022,21:00:00,82,77,84,SSE,6,0,29.56,0,Drizzle
6/30/2022,21:30:00,82,77,84,SSE,6,0,29.56,0,Haze
6/30/2022,22:00:00,82,77,84,SSE,6,0,29.56,0,Haze
6/30/2022,22:30:00,82,75,79,SE,5,0,29.56,0,Haze
6/30/2022,23:00:00,82,75,79,SE,5,0,29.56,0,Haze
6/30/2022,23:30:00,82,75,79,CALM,0,0,29.56,0,Haze
