"Season","Player","WS"
2012,"Kyle Lowry",4.9
2012,"Kyrie Irving",4.1
2012,"Kyrylo Fesenko",0.1
2012,"Lamar Odom",0.3
2012,"LaMarcus Aldridge",7
2012,"Lance Stephenson",-0.3
2012,"Lance Thomas",1.2
2012,"Landry Fields",3.4
2012,"Larry Hughes",-0.5
2012,"Larry Owens",0.1
2012,"Larry Sanders",1
2012,"Lavoy Allen",1.6
2012,"Lazar Hayward",-0.1
2012,"Leandro Barbosa",1.7
2012,"LeBron James",14.5
2012,"Lester Hudson",0.1
2012,"Linas Kleiza",1.5
2012,"Lou Amundson",1
2012,"Lou Williams",6.1
2012,"Luc Mbah a Moute",2.4
2012,"Luis Scola",3.4
2012,"Luke Babbitt",0.7
2012,"Luke Harangody",0.2
2012,"Luke Ridnour",3.3
2012,"Luke Walton",-0.4
2012,"Luol Deng",5.8
2012,"Malcolm Lee",0.1
2012,"Malcolm Thomas",0
2012,"Manny Harris",0.3
2012,"Manu Ginobili",4.2
2012,"Marc Gasol",8.2
2012,"Marcin Gortat",7.6
2012,"Marco Belinelli",2.9
2012,"Marcus Camby",3.6
2012,"Marcus Morris",-0.2
2012,"Marcus Thornton",3.8
2012,"Mario Chalmers",4.3
2012,"Markieff Morris",1.5
2012,"Marquis Daniels",0.1
2012,"Marreese Speights",2.7
2012,"MarShon Brooks",0.8
2012,"Martell Webster",1.5
2012,"Marvin Williams",4.9
2012,"Matt Barnes",4.3
2012,"Matt Bonner",4
2012,"Matt Carroll",-0.6
2012,"Maurice Evans",0.3
2012,"Mehmet Okur",0
2012,"Metta World Peace",2.6
2012,"Michael Beasley",0.5
2012,"Michael Redd",0.8
2012,"Mickael Pietrus",1.2
2012,"Mickell Gladness",0.2
2012,"Mike Bibby",0.7
2012,"Mike Conley",6.4
2012,"Mike Dunleavy",4.4
2012,"Mike James",0.3
2012,"Mike Miller",1.8
2012,"Mikki Moore",0.1
2012,"Mo Williams",2.8
2012,"Monta Ellis",2.6
2012,"Morris Almond",0
2012,"Mychel Thompson",-0.2
2012,"Nate Robinson",2.8
2012,"Nazr Mohammed",1.3
2012,"Nene Hilario",2.7
2012,"Nick Collison",3.5
2012,"Nick Young",1.9
2012,"Nicolas Batum",4.8
2012,"Nikola Pekovic",4.5
2012,"Nikola Vucevic",1.8
2012,"Nolan Smith",-0.3
2012,"Norris Cole",0
2012,"O.J. Mayo",3.5
2012,"Omer Asik",2.6
2012,"Omri Casspi",1.2
2012,"Patrick Mills",0.9
2012,"Patrick Patterson",1.6
2012,"Pau Gasol",8.3
2012,"Paul George",6
2012,"Paul Millsap",7.8
2012,"Paul Pierce",7
2012,"Quentin Richardson",1.3
2012,"Quincy Pondexter",1.7
2012,"Raja Bell",1.1
2012,"Rajon Rondo",4.9
2012,"Ramon Sessions",3.7
2012,"Randy Foye",3.2
2012,"Rashard Lewis",0.3
2012,"Rasual Butler",-0.2
2012,"Ray Allen",4.7
2012,"Raymond Felton",1.7
2012,"Reggie Evans",1.3
2012,"Reggie Jackson",0.1
2012,"Reggie Williams",0.3
2012,"Renaldo Balkman",0.3
2012,"Richard Hamilton",1.3
2012,"Richard Jefferson",3.1
2012,"Ricky Rubio",2
2012,"Robin Lopez",2.1
2012,"Rodney Stuckey",4.5
2012,"Rodrigue Beaubois",2.2
2012,"Roger Mason",0.9
2012,"Ronnie Brewer",3.9
2012,"Ronnie Price",0.1
2012,"Ronny Turiaf",0.8
2012,"Roy Hibbert",6.2
2012,"Royal Ivey",0.2
2012,"Rudy Fernandez",1.2
2012,"Rudy Gay",6
2012,"Russell Westbrook",7.9
2012,"Ryan Anderson",8.9
2012,"Ryan Gomes",-0.2
2012,"Ryan Hollins",0.2
2012,"Ryan Reid",0.1
2012,"Sam Young",0.2
2012,"Samardo Samuels",0.7
2012,"Samuel Dalembert",4.1
2012,"Sasha Pavlovic",0.4
2012,"Sean Williams",0.4
2012,"Sebastian Telfair",1.1
2012,"Semih Erden",0.4
2012,"Serge Ibaka",6.2
2012,"Shane Battier",3.3
2012,"Shannon Brown",1.6
2012,"Shaun Livingston",1.3
2012,"Shawn Marion",3.7
2012,"Shawne Williams",-0.4
2012,"Shelden Williams",2.1
2012,"Shelvin Mack",0.7
2012,"Solomon Alabi",0.2
2012,"Solomon Jones",0.3
2012,"Spencer Hawes",2.9
2012,"Stephen Curry",2.2
2012,"Stephen Jackson",0.6
2012,"Steve Blake",1
2012,"Steve Nash",5.9
2012,"Steve Novak",3.9
2012,"Sundiata Gaines",1
2012,"T.J. Ford",0.2
2012,"Taj Gibson",4.5
2012,"Tayshaun Prince",2.1
2012,"Terrel Harris",0.1
2012,"Terrence Williams",0.3
2012,"Thabo Sefolosha",1.8
2012,"Thaddeus Young",6.3
2012,"Tiago Splitter",4.6
2012,"Tim Duncan",5.9
2012,"Timofey Mozgov",1.1
2012,"Tobias Harris",0.9
2012,"Toney Douglas",-0.6
2012,"Tony Allen",4.2
2012,"Tony Battie",0.5
2012,"Tony Parker",7.1
2012,"Tracy McGrady",1.6
2012,"Travis Leslie",0.1
2012,"Travis Outlaw",-0.1
2012,"Trevor Ariza",2.2
2012,"Trevor Booker",3
2012,"Trey Johnson",0.1
2012,"Trey Thompkins",0
2012,"Tristan Thompson",1.1
2012,"Troy Murphy",1.7
2012,"Ty Lawson",6.9
2012,"Tyler Hansbrough",3.9
2012,"Tyler Honeycutt",0
2012,"Tyreke Evans",2.7
2012,"Tyrus Thomas",-0.6
2012,"Tyson Chandler",9.5
2012,"Udonis Haslem",3.5
2012,"Vernon Macklin",0.5
2012,"Vince Carter",2.9
2012,"Vladimir Radmanovic",1.6
2012,"Von Wafer",0.4
2012,"Walker Russell",-0.4
2012,"Wayne Ellington",0.8
2012,"Wesley Johnson",0.6
2012,"Wesley Matthews",4.8
2012,"Will Bynum",-0.2
2012,"Willie Green",2.4
2012,"Wilson Chandler",-0.1
2012,"Xavier Henry",0.2
2012,"Xavier Silas",-0.1
2012,"Yi Jianlian",0
2012,"Zach Randolph",2.1
2012,"Zaza Pachulia",5
2013,"A.J. Price",2.2
2013,"Aaron Brooks",0.8
2013,"Aaron Gray",0.5
2013,"Al-Farouq Aminu",3.1
2013,"Al Harrington",0
2013,"Al Horford",8.8
2013,"Al Jefferson",7.7
2013,"Alan Anderson",1.6
2013,"Alec Burks",1
2013,"Alexey Shved",0.8
2013,"Alonzo Gee",1.9
2013,"Amar'e Stoudemire",2.7
2013,"Amir Johnson",7.3
2013,"Anderson Varejao",3.3
2013,"Andray Blatche",4.9
2013,"Andre Drummond",4.5
2013,"Andre Iguodala",5.6
2013,"Andre Miller",5.4
2013,"Andrea Bargnani",0.1
2013,"Andrei Kirilenko",6
2013,"Andrew Bogut",1.7
2013,"Andrew Goudelock",0
2013,"Andrew Nicholson",1.7
2013,"Andris Biedrins",1.1
2013,"Antawn Jamison",4.3
2013,"Anthony Davis",6.1
2013,"Anthony Morrow",0.7
2013,"Anthony Randolph",0.5
2013,"Anthony Tolliver",1.2
2013,"Arnett Moultrie",1.7
2013,"Aron Baynes",0.1
2013,"Arron Afflalo",2
2013,"Austin Daye",1.6
2013,"Austin Rivers",-1.1
2013,"Avery Bradley",0.4
2013,"Ben Gordon",-0.6
2013,"Ben Hansbrough",0.2
2013,"Beno Udrih",2.2
2013,"Bernard James",1.2
2013,"Bismack Biyombo",1.4
2013,"Blake Griffin",10.6
2013,"Boris Diaw",4.4
2013,"Bradley Beal",3
2013,"Brandan Wright",4.1
2013,"Brandon Bass",4.7
2013,"Brandon Jennings",5.8
2013,"Brandon Knight",1.1
2013,"Brandon Roy",0
2013,"Brandon Rush",0
2013,"Brendan Haywood",0.1
2013,"Brian Roberts",2.2
2013,"Brook Lopez",9
2013,"Byron Mullens",0.1
2013,"C.J. Miles",2.6
2013,"C.J. Watson",3.8
2013,"Carl Landry",6.2
2013,"Carlos Boozer",5.7
2013,"Carlos Delfino",3.5
2013,"Carmelo Anthony",9.5
2013,"Caron Butler",3.6
2013,"Cartier Martin",0.7
2013,"Chandler Parsons",7
2013,"Charles Jenkins",0
2013,"Charlie Villanueva",1.6
2013,"Chase Budinger",0.7
2013,"Chauncey Billups",1.3
2013,"Chris Andersen",2.7
2013,"Chris Bosh",9
2013,"Chris Copeland",2.1
2013,"Chris Douglas-Roberts",0.1
2013,"Chris Duhon",1
2013,"Chris Johnson",1
2013,"Chris Kaman",1.6
2013,"Chris Paul",13.9
2013,"Chris Quinn",-0.2
2013,"Chris Singleton",0.5
2013,"Chris Wilcox",3.1
2013,"Chris Wright",0
2013,"Chuck Hayes",1.5
2013,"Cole Aldrich",0.6
2013,"Corey Brewer",3.9
2013,"Corey Maggette",0.1
2013,"Cory Higgins",0
2013,"Cory Joseph",0.9
2013,"Courtney Lee",3.3
2013,"D.J. Augustin",2.8
2013,"D.J. White",0.2
2013,"Daequan Cook",-0.2
2013,"Dahntay Jones",0.6
2013,"DaJuan Summers",0
2013,"Damian Lillard",5.8
2013,"Damien Wilkins",1.9
2013,"Damion James",0
2013,"Daniel Gibson",0.5
2013,"Daniel Orton",0.3
2013,"Danilo Gallinari",7.2
2013,"Danny Granger",-0.1
2013,"Danny Green",5.9
2013,"Dante Cunningham",3.5
2013,"Darius Johnson-Odom",-0.1
2013,"Darius Miller",0.5
2013,"Darius Morris",0.2
2013,"Darko Milicic",-0.1
2013,"Darrell Arthur",1.7
2013,"Darren Collison",5.6
2013,"David Lee",9.1
2013,"David West",9.1
2013,"DeAndre Jordan",6.2
2013,"DeAndre Liggins",0.6
2013,"DeJuan Blair",2.2
2013,"DeMar DeRozan",4.7
2013,"DeMarcus Cousins",4.4
2013,"DeMarre Carroll",3.1
2013,"DeQuan Jones",0.1
2013,"Derek Fisher",0.4
2013,"Deron Williams",10.9
2013,"Derrick Favors",4.4
2013,"Derrick Williams",3
2013,"DeSagana Diop",-0.1
2013,"DeShawn Stevenson",1.5
2013,"Devin Ebanks",-0.1
2013,"Devin Harris",3.3
2013,"Dexter Pittman",-0.1
2013,"Diante Garrett",-0.2
2013,"Dion Waiters",0.9
2013,"Dirk Nowitzki",5
2013,"Dominic McGuire",0.3
2013,"Dominique Jones",0
2013,"Donald Sloan",0.1
2013,"Donatas Motiejunas",0.7
2013,"Dorell Wright",4.9
2013,"Doron Lamb",-0.4
2013,"Draymond Green",0.6
2013,"Drew Gooden",-0.1
2013,"Dwight Howard",7.6
2013,"Dwyane Wade",9.6
2013,"E'Twaun Moore",0.2
2013,"Earl Barron",0
2013,"Earl Clark",2.3
2013,"Earl Watson",0
2013,"Ed Davis",5.4
2013,"Eddy Curry",-0.1
2013,"Ekpe Udoh",2.7
2013,"Elton Brand",3.4
2013,"Emeka Okafor",4.5
2013,"Enes Kanter",2.3
2013,"Eric Bledsoe",3.7
2013,"Eric Gordon",1.1
2013,"Eric Maynor",0.2
2013,"Ersan Ilyasova",6.7
2013,"Evan Fournier",1
2013,"Evan Turner",2.1
2013,"Fab Melo",0
2013,"Festus Ezeli",1.5
2013,"Francisco Garcia",1.3
2013,"Garrett Temple",1.2
2013,"Gary Neal",1.9
2013,"George Hill",9.7
2013,"Gerald Green",1.3
2013,"Gerald Henderson",3.3
2013,"Gerald Wallace",3.1
2013,"Glen Davis",0.8
2013,"Goran Dragic",5.7
2013,"Gordon Hayward",5.4
2013,"Grant Hill",-0.1
2013,"Greg Monroe",5.9
2013,"Greg Smith",4
2013,"Greg Stiemsma",1.7
2013,"Greivis Vasquez",3.8
2013,"Gustavo Ayon",1.2
2013,"Hakim Warrick",0
2013,"Hamed Haddadi",0.1
2013,"Harrison Barnes",2.8
2013,"Hasheem Thabeet",2.2
2013,"Hedo Turkoglu",-0.5
2013,"Henry Sims",0
2013,"Ian Mahinmi",2.3
2013,"Iman Shumpert",1.9
2013,"Isaiah Thomas",5
2013,"Ish Smith",-0.4
2013,"Ivan Johnson",2.3
2013,"J.J. Barea",1.9
2013,"J.J. Hickson",6.9
2013,"J.J. Redick",4.5
2013,"J.R. Smith",6.7
2013,"Jae Crowder",1.5
2013,"Jamaal Tinsley",0.9
2013,"Jamal Crawford",5.4
2013,"Jameer Nelson",2.1
2013,"James Anderson",0.9
2013,"James Harden",12.8
2013,"James Johnson",-0.5
2013,"James Jones",0.2
2013,"James White",0.5
2013,"Jan Vesely",0.7
2013,"Jannero Pargo",-0.2
2013,"Jared Cunningham",0
2013,"Jared Dudley",4.8
2013,"Jared Jeffries",-0.3
2013,"Jared Sullinger",2.7
2013,"Jarrett Jack",5.6
2013,"Jarvis Varnado",-0.1
2013,"Jason Collins",0.4
2013,"Jason Kidd",5.4
2013,"Jason Maxiell",1.8
2013,"Jason Richardson",1.4
2013,"Jason Smith",1.7
2013,"Jason Terry",4
2013,"Jason Thompson",3.6
2013,"JaVale McGee",4.9
2013,"Jeff Adrien",1
2013,"Jeff Ayres",1
2013,"Jeff Green",4.7
2013,"Jeff Teague",6.1
2013,"Jeffery Taylor",1.2
2013,"Jeremy Evans",0.9
2013,"Jeremy Lamb",0.2
2013,"Jeremy Lin",5.4
2013,"Jeremy Pargo",0
2013,"Jeremy Tyler",-0.1
2013,"Jermaine O'Neal",2
2013,"Jerry Stackhouse",0.4
2013,"Jerryd Bayless",4
2013,"Jimmer Fredette",1.1
2013,"Jimmy Butler",7
2013,"Joakim Noah",7.3
2013,"Jodie Meeks",3
2013,"Joe Johnson",5.1
2013,"Joel Anthony",1.2
2013,"Joel Freeland",0.2
2013,"Joel Przybilla",0
2013,"Johan Petro",0.4
2013,"John Henson",1.9
2013,"John Jenkins",1.7
2013,"John Lucas III",1.1
2013,"John Salmons",1.6
2013,"John Wall",4.5
2013,"Jon Leuer",0.2
2013,"Jonas Jerebko",2
2013,"Jonas Valanciunas",3.9
2013,"Jordan Crawford",1.9
2013,"Jordan Hamilton",0.8
2013,"Jordan Hill",1.4
2013,"Jose Calderon",7.4
2013,"Josh Akognon",0
2013,"Josh Childress",0.1
2013,"Josh Harrellson",0
2013,"Josh Howard",0
2013,"Josh McRoberts",2.2
2013,"Josh Selby",-0.2
2013,"Josh Smith",4.2
2013,"Jrue Holiday",3.3
2013,"Julyan Stone",0.1
2013,"Justin Dentmon",0
2013,"Justin Holiday",-0.1
2013,"Juwan Howard",0
2013,"Kawhi Leonard",6.2
2013,"Keith Bogans",1.4
2013,"Kemba Walker",4.8
2013,"Kendall Marshall",-0.2
2013,"Kendrick Perkins",2.5
2013,"Kenneth Faried",7.8
2013,"Kent Bazemore",0.1
2013,"Kenyon Martin",1.2
2013,"Kevin Durant",18.9
2013,"Kevin Garnett",5.6
2013,"Kevin Jones",0.2
2013,"Kevin Love",1.1
2013,"Kevin Martin",7
2013,"Kevin Murphy",-0.3
2013,"Kevin Seraphin",0.1
2013,"Keyon Dooling",0.2
2013,"Khris Middleton",0.9
2013,"Kim English",0.2
2013,"Kirk Hinrich",3.1
2013,"Klay Thompson",4.3
2013,"Kobe Bryant",10.9
2013,"Kosta Koufos",6.5
2013,"Kris Humphries",2.7
2013,"Kris Joseph",-0.1
2013,"Kurt Thomas",1.1
2013,"Kwame Brown",0.4
2013,"Kyle Korver",6.4
2013,"Kyle Lowry",5.6
2013,"Kyle O'Quinn",1.4
2013,"Kyle Singler",2.3
2013,"Kyrie Irving",5.3
2013,"Lamar Odom",2.7
2013,"LaMarcus Aldridge",7.2
2013,"Lance Stephenson",5.5
2013,"Lance Thomas",1.2
2013,"Landry Fields",1.1
2013,"Larry Sanders",6
2013,"Lavoy Allen",2.5
2013,"Lazar Hayward",0.1
2013,"Leandro Barbosa",0.9
2013,"LeBron James",19.3
2013,"Linas Kleiza",0.1
2013,"Lou Amundson",0.1
2013,"Lou Williams",2.4
2013,"Luc Mbah a Moute",0.5
2013,"Luis Scola",4.4
2013,"Luke Babbitt",0.7
2013,"Luke Ridnour",4.3
2013,"Luke Walton",0.8
2013,"Luke Zeller",-0.1
2013,"Luol Deng",6.3
2013,"Maalik Wayns",-0.3
2013,"Malcolm Lee",0.4
2013,"Malcolm Thomas",0.2
2013,"Manu Ginobili",4.5
2013,"Marc Gasol",11.5
2013,"Marcin Gortat",3.4
2013,"Marco Belinelli",3
2013,"Marcus Camby",0
2013,"Marcus Morris",1.8
2013,"Marcus Thornton",3.2
2013,"Mario Chalmers",5.2
2013,"Markieff Morris",1.7
2013,"Marquis Daniels",0.5
2013,"Marquis Teague",-0.3
2013,"Marreese Speights",2.8
2013,"MarShon Brooks",1.3
2013,"Martell Webster",6.3
2013,"Marvin Williams",2.3
2013,"Matt Barnes",6.3
2013,"Matt Bonner",2.5
2013,"Matt Carroll",0
2013,"Maurice Harkless",2.4
2013,"Metta World Peace",4.6
2013,"Meyers Leonard",2.4
2013,"Michael Beasley",-1.5
2013,"Michael Kidd-Gilchrist",2.1
2013,"Mickael Gelabale",1.5
2013,"Mickael Pietrus",0
2013,"Mike Conley",9.9
2013,"Mike Dunleavy",4.4
2013,"Mike James",0.4
2013,"Mike Miller",2.6
2013,"Mike Scott",0.9
2013,"Miles Plumlee",0
2013,"Mirza Teletovic",0.9
2013,"Mo Williams",1.8
2013,"Monta Ellis",4.6
2013,"Nando De Colo",1.3
2013,"Nate Robinson",5.9
2013,"Nazr Mohammed",1.2
2013,"Nene Hilario",4
2013,"Nick Collison",5.2
2013,"Nick Young",2.3
2013,"Nicolas Batum",5.8
2013,"Nikola Pekovic",6.7
2013,"Nikola Vucevic",5.7
2013,"Nolan Smith",-0.5
2013,"Norris Cole",0.6
2013,"O.J. Mayo",4.2
2013,"Omer Asik",5.5
2013,"Omri Casspi",0.7
2013,"Orlando Johnson",1.5
2013,"P.J. Tucker",2.9
2013,"Pablo Prigioni",3.2
2013,"Patrick Beverley",2.2
2013,"Patrick Mills",1.5
2013,"Patrick Patterson",4.1
2013,"Pau Gasol",3.7
2013,"Paul George",9
2013,"Paul Millsap",7.6
2013,"Paul Pierce",7.2
2013,"Perry Jones",0
2013,"Quentin Richardson",-0.1
2013,"Quincy Acy",1.1
2013,"Quincy Miller",0
2013,"Quincy Pondexter",3.2
2013,"Rajon Rondo",3.2
2013,"Ramon Sessions",2.9
2013,"Randy Foye",3.7
2013,"Rashard Lewis",1.2
2013,"Rasheed Wallace",0.6
2013,"Ray Allen",5.4
2013,"Raymond Felton",4.2
2013,"Reggie Evans",4.3
2013,"Reggie Jackson",2.5
2013,"Reggie Williams",0.3
2013,"Richard Hamilton",0.4
2013,"Richard Jefferson",1
2013,"Ricky Rubio",3
2013,"Robert Sacre",-0.1
2013,"Robin Lopez",5.6
2013,"Rodney Stuckey",2.5
2013,"Rodrigue Beaubois",0.4
2013,"Roger Mason",1.4
2013,"Ronnie Brewer",1.1
2013,"Ronnie Price",-0.2
2013,"Ronny Turiaf",1.1
2013,"Roy Hibbert",6.1
2013,"Royal Ivey",1
2013,"Rudy Gay",4
2013,"Russell Westbrook",11.6
2013,"Ryan Anderson",6.5
2013,"Ryan Hollins",1.7
2013,"Sam Young",0.9
2013,"Samardo Samuels",-0.1
2013,"Samuel Dalembert",2.2
2013,"Sasha Pavlovic",0.1
2013,"Scott Machado",-0.1
2013,"Sebastian Telfair",0.8
2013,"Serge Ibaka",9.4
2013,"Shane Battier",4.4
2013,"Shannon Brown",1.2
2013,"Shaun Livingston",2.6
2013,"Shavlik Randolph",0.7
2013,"Shawn Marion",5.3
2013,"Shelvin Mack",0.5
2013,"Solomon Jones",-0.1
2013,"Spencer Hawes",4.5
2013,"Stephen Curry",11.2
2013,"Stephen Jackson",0.3
2013,"Steve Blake",2.4
2013,"Steve Nash",4.3
2013,"Steve Novak",4
2013,"Taj Gibson",3.3
2013,"Tayshaun Prince",3.6
2013,"Terrel Harris",-0.6
2013,"Terrence Jones",0.7
2013,"Terrence Ross",0.9
2013,"Terrence Williams",0.3
2013,"Thabo Sefolosha",6.8
2013,"Thaddeus Young",7.4
2013,"Thomas Robinson",-0.1
2013,"Tiago Splitter",8.2
2013,"Tim Duncan",8.3
2013,"Tim Ohlbrecht",-0.1
2013,"Timofey Mozgov",0.7
2013,"Tobias Harris",2.4
2013,"Toney Douglas",2.4
2013,"Tony Allen",5.1
2013,"Tony Parker",9.3
2013,"Tony Wroten",0.1
2013,"Tornike Shengelia",0
2013,"Travis Outlaw",0.3
2013,"Trevor Ariza",3.1
2013,"Trevor Booker",2.3
2013,"Tristan Thompson",5.2
2013,"Troy Murphy",0.3
2013,"Ty Lawson",7.4
2013,"Tyler Hansbrough",4.4
2013,"Tyler Honeycutt",-0.1
2013,"Tyler Zeller",2
2013,"Tyreke Evans",4.4
2013,"Tyrus Thomas",-0.2
2013,"Tyshawn Taylor",-0.4
2013,"Tyson Chandler",9.3
2013,"Udonis Haslem",3.2
2013,"Viacheslav Kravtsov",0.4
2013,"Victor Claver",-0.1
2013,"Vince Carter",6
2013,"Vladimir Radmanovic",0.1
2013,"Wayne Ellington",3.2
2013,"Wesley Johnson",0
2013,"Wesley Matthews",4.7
2013,"Will Barton",-0.5
2013,"Will Bynum",1.7
2013,"Will Conroy",-0.2
2013,"Willie Green",2.5
2013,"Wilson Chandler",3.1
2013,"Xavier Henry",0
2013,"Zach Randolph",7.9
2013,"Zaza Pachulia",2.7
2014,"A.J. Price",0
2014,"Aaron Brooks",2.2
2014,"Aaron Gray",0.1
2014,"Adonis Thomas",0
2014,"Al-Farouq Aminu",3.1
2014,"Al Harrington",0.4
2014,"Al Horford",2.8
2014,"Al Jefferson",7.8
2014,"Alan Anderson",1.7
2014,"Alec Burks",3.2
2014,"Alex Len",0.2
2014,"Alexey Shved",0.2
2014,"Alexis Ajinca",2.1
2014,"Allen Crabbe",0.1
2014,"Alonzo Gee",0.9
2014,"Amar'e Stoudemire",3.8
2014,"Amir Johnson",6.3
2014,"Anderson Varejao",5.4
2014,"Andray Blatche",3.7
2014,"Andre Drummond",9.9
2014,"Andre Iguodala",5.8
2014,"Andre Miller",2.2
2014,"Andre Roberson",0.8
2014,"Andrea Bargnani",1.5
2014,"Andrei Kirilenko",1.3
2014,"Andrew Bogut",6.5
2014,"Andrew Bynum",0.4
2014,"Andrew Nicholson",0.6
2014,"Andris Biedrins",0
2014,"Antawn Jamison",0.1
2014,"Anthony Bennett",-0.4
2014,"Anthony Davis",10.4
2014,"Anthony Morrow",2.4
2014,"Anthony Randolph",0.6
2014,"Anthony Tolliver",3.2
2014,"Archie Goodwin",0.2
2014,"Arinze Onuaku",0
2014,"Arnett Moultrie",0
2014,"Aron Baynes",0.6
2014,"Arron Afflalo",5.3
2014,"Austin Daye",0.1
2014,"Austin Rivers",0.6
2014,"Avery Bradley",1.8
2014,"Ben Gordon",-0.3
2014,"Ben McLemore",0.8
2014,"Beno Udrih",0.8
2014,"Bernard James",0.1
2014,"Bismack Biyombo",3.2
2014,"Blake Griffin",12.2
2014,"Boris Diaw",4.9
2014,"Bradley Beal",4
2014,"Brandan Wright",5.1
2014,"Brandon Bass",5.1
2014,"Brandon Davies",0.1
2014,"Brandon Jennings",3.9
2014,"Brandon Knight",2.8
2014,"Brandon Rush",-0.4
2014,"Brian Roberts",2.2
2014,"Brook Lopez",2.3
2014,"Byron Mullens",0.5
2014,"C.J. McCollum",0.2
2014,"C.J. Miles",2.5
2014,"C.J. Watson",3.2
2014,"Carl Landry",0.4
2014,"Carlos Boozer",3.4
2014,"Carmelo Anthony",10.7
2014,"Caron Butler",1.8
2014,"Carrick Felix",0
2014,"Cartier Martin",1.3
2014,"Casper Ware",0.2
2014,"Chandler Parsons",7.6
2014,"Channing Frye",5.3
2014,"Charlie Villanueva",0.1
2014,"Chase Budinger",0.9
2014,"Chauncey Billups",-0.3
2014,"Chris Andersen",6
2014,"Chris Babb",0
2014,"Chris Bosh",8
2014,"Chris Copeland",1
2014,"Chris Douglas-Roberts",2.4
2014,"Chris Johnson",1.4
2014,"Chris Kaman",0.5
2014,"Chris Paul",12.2
2014,"Chris Singleton",0.2
2014,"Chris Smith",0
2014,"Chris Wright",0.3
2014,"Chuck Hayes",1.4
2014,"Cody Zeller",2.6
2014,"Cole Aldrich",1.2
2014,"Corey Brewer",5.2
2014,"Cory Joseph",2.9
2014,"Courtney Lee",4.7
2014,"D.J. Augustin",6.2
2014,"D.J. Stephens",0
2014,"D.J. White",0
2014,"Damian Lillard",9.6
2014,"Damion James",0
2014,"Daniel Orton",0.3
2014,"Danny Granger",1.3
2014,"Danny Green",4.2
2014,"Dante Cunningham",2.9
2014,"Darius Johnson-Odom",-0.2
2014,"Darius Miller",0.8
2014,"Darius Morris",0
2014,"Darrell Arthur",0.7
2014,"Darren Collison",5.9
2014,"David Lee",7.6
2014,"David West",8.1
2014,"DeAndre Jordan",11.1
2014,"DeAndre Liggins",0
2014,"DeJuan Blair",3.4
2014,"DeMar DeRozan",8.8
2014,"DeMarcus Cousins",7.9
2014,"DeMarre Carroll",5.8
2014,"Dennis Schroder",-0.7
2014,"Derek Fisher",3.1
2014,"Deron Williams",5.4
2014,"Derrick Favors",5.1
2014,"Derrick Rose",-0.2
2014,"Derrick Williams",2.6
2014,"Devin Harris",1.6
2014,"Dewayne Dedmon",0.6
2014,"Dexter Pittman",0
2014,"Diante Garrett",-0.8
2014,"Dion Waiters",1.6
2014,"Dionte Christmas",0.3
2014,"Dirk Nowitzki",10.9
2014,"Donald Sloan",0.3
2014,"Donatas Motiejunas",1.4
2014,"Dorell Wright",1.9
2014,"Doron Lamb",0.5
2014,"Draymond Green",4.5
2014,"Drew Gooden",1.4
2014,"Dwight Buycks",0
2014,"Dwight Howard",8
2014,"Dwyane Wade",5.5
2014,"E'Twaun Moore",1.7
2014,"Earl Clark",0.3
2014,"Earl Watson",-0.1
2014,"Ed Davis",2.6
2014,"Ekpe Udoh",0
2014,"Elias Harris",0
2014,"Elliot Williams",0.3
2014,"Elton Brand",3.6
2014,"Enes Kanter",2.2
2014,"Eric Bledsoe",4.1
2014,"Eric Gordon",2.5
2014,"Eric Maynor",-0.4
2014,"Erik Murphy",-0.1
2014,"Ersan Ilyasova",1.6
2014,"Evan Fournier",1.4
2014,"Evan Turner",1.4
2014,"Francisco Garcia",1.8
2014,"Gal Mekel",-0.4
2014,"Garrett Temple",0.3
2014,"Gary Neal",1
2014,"George Hill",7.8
2014,"Gerald Green",6.1
2014,"Gerald Henderson",3.6
2014,"Gerald Wallace",1.3
2014,"Giannis Antetokounmpo",1.2
2014,"Glen Davis",2
2014,"Glen Rice",-0.1
2014,"Goran Dragic",10.3
2014,"Gordon Hayward",3.6
2014,"Gorgui Dieng",2.2
2014,"Greg Monroe",5.9
2014,"Greg Oden",0.5
2014,"Greg Smith",0.2
2014,"Greg Stiemsma",1.5
2014,"Greivis Vasquez",3.6
2014,"Gustavo Ayon",0.7
2014,"Hamady N'Diaye",0
2014,"Harrison Barnes",3.2
2014,"Hasheem Thabeet",0
2014,"Hedo Turkoglu",0.8
2014,"Henry Sims",2.1
2014,"Hilton Armstrong",0.3
2014,"Hollis Thompson",2
2014,"Ian Clark",-0.1
2014,"Ian Mahinmi",3.3
2014,"Iman Shumpert",2
2014,"Isaiah Canaan",0.2
2014,"Isaiah Thomas",7.7
2014,"Ish Smith",1
2014,"J.J. Barea",0.7
2014,"J.J. Hickson",3.3
2014,"J.J. Redick",3
2014,"J.R. Smith",3.7
2014,"Jae Crowder",2.3
2014,"Jamaal Franklin",0
2014,"Jamaal Tinsley",-0.3
2014,"Jamal Crawford",5.3
2014,"Jameer Nelson",2.8
2014,"James Anderson",1.9
2014,"James Harden",12.8
2014,"James Johnson",3
2014,"James Jones",0.7
2014,"James Nunnally",-0.1
2014,"James Southerland",0
2014,"Jan Vesely",1.6
2014,"Jannero Pargo",0.5
2014,"Jared Cunningham",0.1
2014,"Jared Dudley",2.4
2014,"Jared Sullinger",3.9
2014,"Jarrett Jack",2.3
