"Season","Player","WS"
1987,"Stewart Granger",-0.4
1987,"Stuart Gray",0.4
1987,"T.R. Dunn",2.4
1987,"Terence Stansbury",0.3
1987,"Terry Catledge",3.6
1987,"Terry Cummings",8.8
1987,"Terry Porter",6.8
1987,"Terry Teagle",1.3
1987,"Terry Tyler",2.9
1987,"Thurl Bailey",3.1
1987,"Tim Kempton",1.3
1987,"Tim McCormick",6
1987,"Tom Chambers",7.4
1987,"Tony Brown",1.3
1987,"Tony Campbell",-0.3
1987,"Tree Rollins",4.9
1987,"Trent Tucker",3.4
1987,"Tyrone Corbin",1.2
1987,"Uwe Blab",-0.1
1987,"Vern Fleming",7
1987,"Vinnie Johnson",4.8
1987,"Walker Russell",-0.2
1987,"Walter Berry",2.3
1987,"Walter Davis",5.8
1987,"Wayman Tisdale",5.6
1987,"Wayne Cooper",2
1987,"Wes Matthews",0.6
1987,"William Bedford",-0.8
1987,"World B. Free",-0.2
1987,"Xavier McDaniel",7.4
1988,"A.C. Green",7.9
1988,"Adrian Branch",-0.1
1988,"Adrian Dantley*",9.4
1988,"Albert King",-0.1
1988,"Alex English*",7.6
1988,"Allen Leavell",5.1
1988,"Alton Lister",4.1
1988,"Alvan Adams",2.2
1988,"Alvin Robertson",5.8
1988,"Andre Moore",0
1988,"Andre Turner",0
1988,"Andrew Toney",0.5
1988,"Antoine Carr",3.8
1988,"Armen Gilliam",1.3
1988,"Artis Gilmore*",0.9
1988,"Bart Kofoed",-0.1
1988,"Ben Coleman",1.8
1988,"Ben McDonald",1.3
1988,"Benoit Benjamin",2
1988,"Bernard King*",2.8
1988,"Bernard Thompson",0.9
1988,"Bill Cartwright",6.4
1988,"Bill Hanzlik",1.3
1988,"Bill Laimbeer",8.8
1988,"Bill Martin",-0.2
1988,"Bill Wennington",0.4
1988,"Billy Donovan",-0.1
1988,"Billy Thompson",-0.1
1988,"Blair Rasmussen",4.2
1988,"Bob Hansen",4.4
1988,"Bob Thornton",0.4
1988,"Brad Daugherty",6.6
1988,"Brad Davis",4
1988,"Brad Lohaus",0.9
1988,"Brad Sellers",3.3
1988,"Brad Wright",-0.1
1988,"Brian Rowsom",0
1988,"Buck Johnson",2.1
1988,"Buck Williams",7.6
1988,"Byron Scott",10.7
1988,"Caldwell Jones",2.7
1988,"Calvin Natt",1.1
1988,"Carey Scurry",0.9
1988,"Cedric Maxwell",2
1988,"Charles Barkley*",16.7
1988,"Charles Davis",-0.3
1988,"Charles Jones",2.2
1988,"Charles Oakley",6.7
1988,"Chris Dudley",1
1988,"Chris Engler",0.2
1988,"Chris McNealy",0.2
1988,"Chris Mullin*",5.1
1988,"Chris Washburn",0.2
1988,"Chris Welp",0.3
1988,"Chuck Nevitt",0
1988,"Chuck Person",3.3
1988,"Claude Gregory",0.1
1988,"Clemon Johnson",0.9
1988,"Cliff Levingston",7
1988,"Cliff Robinson",2.6
1988,"Clinton Wheeler",0.4
1988,"Clyde Drexler*",13.2
1988,"Conner Henry",0.4
1988,"Craig Ehlo",3.1
1988,"Craig Hodges",2.4
1988,"Dale Ellis",9
1988,"Dallas Comegys",-0.3
1988,"Danny Ainge",8.6
1988,"Danny Schayes",8.8
1988,"Danny Vranes",0.6
1988,"Danny Young",2.4
1988,"Darnell Valentine",1.5
1988,"Darrell Griffith",0.8
1988,"Darrell Walker",0.8
1988,"Darren Daye",1.2
1988,"Darryl Dawkins",-0.2
1988,"Dave Corzine",4.9
1988,"Dave Feitl",0.3
1988,"Dave Greenwood",1.1
1988,"Dave Henderson",-0.4
1988,"Dave Hoppen",0.8
1988,"David Wingate",-0.5
1988,"Dell Curry",2
1988,"Dennis Hopson",-0.3
1988,"Dennis Johnson*",5
1988,"Dennis Rodman*",6.8
1988,"Derek Harper",9.1
1988,"Derek Smith",1.5
1988,"Derrick McKey",4.1
1988,"Detlef Schrempf",3.6
1988,"Dirk Minniefield",1.1
1988,"Doc Rivers",8.3
1988,"Dominique Wilkins*",9.8
1988,"Duane Washington",0.4
1988,"Dudley Bradley",1.9
1988,"Earl Cureton",0.7
1988,"Ed Nealy",1.2
1988,"Ed Pinckney",2.3
1988,"Eddie Hughes",0
1988,"Eddie Johnson",3
1988,"Elston Turner",-0.2
1988,"Ennis Whatley",0
1988,"Eric White",0.8
1988,"Fat Lever",10.4
1988,"Frank Brickowski",4.1
1988,"Frank Johnson",1.6
1988,"Franklin Edwards",-0.2
1988,"Fred Roberts",1.9
1988,"Gerald Henderson",2.2
1988,"Gerald Wilkins",3.4
1988,"Granville Waiters",0
1988,"Greg Anderson",2.3
1988,"Greg Dreiling",0.1
1988,"Greg Kite",0.3
1988,"Hakeem Olajuwon*",10.7
1988,"Harold Pressley",2.2
1988,"Herb Williams",1.8
1988,"Horace Grant",4.2
1988,"Hot Rod Williams",5.7
1988,"Isiah Thomas*",7.6
1988,"Jack Sikma",9.4
1988,"James Bailey",0.4
1988,"James Donaldson",6.2
1988,"James Edwards",1.5
1988,"James Worthy*",7.9
1988,"Jamie Waller",-0.2
1988,"Jawann Oldham",1.2
1988,"Jay Humphries",3.5
1988,"Jay Murphy",-0.1
1988,"Jay Vincent",2.8
1988,"Jeff Cook",0.1
1988,"Jeff Hornacek",5
1988,"Jeff Lamp",0
1988,"Jeff Malone",5.6
1988,"Jerome Kersey",8.6
1988,"Jerome Whitehead",1.6
1988,"Jerry Reynolds",1.3
1988,"Jerry Sichting",1.5
1988,"Jim Farmer",-0.4
1988,"Jim Paxson",1.2
1988,"Jim Petersen",3.4
1988,"Joe Arlauckas",-0.1
1988,"Joe Barry Carroll",1.6
1988,"Joe Dumars*",5.9
1988,"Joe Kleine",3.1
1988,"Joe Wolf",0.1
1988,"John Bagley",2.6
1988,"John Battle",2.3
1988,"John Long",3.9
1988,"John Lucas",3.9
1988,"John Paxson",4.2
1988,"John Salley",6.2
1988,"John Stockton*",14.1
1988,"John Stroeder",-0.1
1988,"John Williams",5
1988,"Johnny Dawkins",4.3
1988,"Johnny Moore",-0.1
1988,"Johnny Newman",3.1
1988,"Johnny Rogers",0
1988,"Jon Koncak",2.3
1988,"Jon Sundvold",1
1988,"Kannard Johnson",-0.1
1988,"Kareem Abdul-Jabbar*",5.3
1988,"Karl Malone*",10.1
1988,"Kelly Tripucka",1.7
1988,"Ken Norman",0.6
1988,"Kenny Fields",0
1988,"Kenny Smith",2.2
1988,"Kenny Walker",4.7
1988,"Kent Benson",0
1988,"Kermit Washington",0.1
1988,"Kevin Duckworth",5.2
1988,"Kevin Gamble",-0.1
1988,"Kevin Henderson",-0.2
1988,"Kevin Johnson",4
1988,"Kevin McHale*",10.2
1988,"Kevin McKenna",0.5
1988,"Kevin Williams",1.9
1988,"Kevin Willis",4.2
1988,"Kiki Vandeweghe",3.8
1988,"Kurt Nimphius",1
1988,"Kurt Rambis",2.6
1988,"Lancaster Gordon",0
1988,"Larry Bird*",15
1988,"Larry Drew",1.2
1988,"Larry Krystkowiak",2.1
1988,"Larry Nance",8
1988,"Larry Smith",0.3
1988,"LaSalle Thompson",1.9
1988,"Leon Wood",2.2
1988,"Lester Conner",0.7
1988,"Louis Orr",-0.2
1988,"Magic Johnson*",10.9
1988,"Manute Bol",2
1988,"Marc Iavaroni",1.7
1988,"Mark Acres",2.2
1988,"Mark Aguirre",8.8
1988,"Mark Alarie",0.9
1988,"Mark Eaton",4.1
1988,"Mark Jackson",7.6
1988,"Mark McNamara",0.6
1988,"Mark Price",7.8
1988,"Mark Wade",-0.3
1988,"Mark West",3.1
1988,"Martin Nessley",-0.1
1988,"Maurice Cheeks",8.3
1988,"Maurice Lucas",2.3
1988,"Maurice Martin",0
1988,"Melvin Turpin",2.1
1988,"Michael Adams",7.5
1988,"Michael Brooks",0
1988,"Michael Cage",6.7
1988,"Michael Cooper",3.1
1988,"Michael Jackson",-0.2
1988,"Michael Jordan*",21.2
1988,"Michael Phelps",0.1
1988,"Mike Brown",0.7
1988,"Mike Evans",1.1
1988,"Mike Gminski",6.5
1988,"Mike Holton",2.3
1988,"Mike McGee",1.1
1988,"Mike Mitchell",2.4
1988,"Mike O'Koren",0.1
1988,"Mike Sanders",1.2
1988,"Mike Smrek",0.4
1988,"Mike Woodson",3.1
1988,"Milt Wagner",0.4
1988,"Moses Malone*",9.2
1988,"Muggsy Bogues",2.3
1988,"Mychal Thompson",4.6
1988,"Nate Blackwell",-0.1
1988,"Nate McMillan",6.5
1988,"Nikita Wilson",-0.1
1988,"Norris Coleman",-0.4
1988,"Olden Polynice",1.6
1988,"Orlando Woolridge",0.8
1988,"Otis Birdsong",-0.1
1988,"Otis Smith",3.6
1988,"Otis Thorpe",8.1
1988,"Pace Mannion",0.3
1988,"Pat Cummings",1.1
1988,"Patrick Ewing*",8.1
1988,"Paul Mokeski",1.3
1988,"Paul Pressey",7.1
1988,"Pearl Washington",0.7
1988,"Pete Myers",-0.1
1988,"Petur Gudmundsson",1.4
1988,"Phil Hubbard",2.7
1988,"Phil Zevenbergen",0
1988,"Purvis Short",4.4
1988,"Quintin Dailey",1.3
1988,"Ralph Lewis",-0.1
1988,"Ralph Sampson*",0.6
1988,"Randy Breuer",5.1
1988,"Randy Wittman",3.5
1988,"Ray Tolbert",0.3
1988,"Reggie Lewis",0.4
1988,"Reggie Miller*",4.2
1988,"Reggie Theus",3.7
1988,"Reggie Williams",-1.1
1988,"Richard Anderson",2.3
1988,"Richard Rellford",0
1988,"Rick Carlisle",0.2
1988,"Rick Mahorn",5.9
1988,"Rickey Green",1.8
1988,"Rickie Winslow",-0.2
1988,"Ricky Pierce",2.2
1988,"Ricky Wilson",0.3
1988,"Robert Parish*",6.4
1988,"Robert Reid",1.7
1988,"Rod Higgins",5.7
1988,"Rodney McCray",7.6
1988,"Rolando Blackman",6.8
1988,"Ron Anderson",2.5
1988,"Ron Harper",3.5
1988,"Ron Moore",-0.1
1988,"Ronnie Murphy",-0.2
1988,"Rory Sparrow",0.5
1988,"Roy Hinson",4.5
1988,"Roy Tarpley",7.8
1988,"Russ Schoene",1.8
1988,"Sam Perkins",6.7
1988,"Sam Vincent",3.3
1988,"Scott Hastings",1
1988,"Scott Roth",0.3
1988,"Scott Skiles",0.3
1988,"Scottie Pippen*",2.3
1988,"Sedale Threatt",2.7
1988,"Sedric Toney",0.3
1988,"Sidney Green",2.7
1988,"Sidney Moncrief",3.7
1988,"Sleepy Floyd",4.4
1988,"Spud Webb",2.3
1988,"Steve Alford",0.3
1988,"Steve Burtt",-0.1
1988,"Steve Colter",2.6
1988,"Steve Harris",1.2
1988,"Steve Johnson",1.3
1988,"Steve Stipanovich",6.9
1988,"Stuart Gray",1.1
1988,"T.R. Dunn",3.2
1988,"Tellis Frank",0.6
1988,"Terry Catledge",3.5
1988,"Terry Cummings",5.2
1988,"Terry Porter",9.8
1988,"Terry Teagle",-0.2
1988,"Terry Tyler",1.2
1988,"Thurl Bailey",6.8
1988,"Tim McCormick",3.9
1988,"Tod Murphy",0.1
1988,"Tom Chambers",6.4
1988,"Tony Campbell",0.4
1988,"Tony White",-0.3
1988,"Tree Rollins",4.1
1988,"Trent Tucker",2.9
1988,"Tyrone Corbin",3
1988,"Uwe Blab",0.5
1988,"Vern Fleming",8.4
1988,"Vincent Askew",-0.2
1988,"Vinnie Johnson",2.3
1988,"Walker Russell",0
1988,"Walter Berry",3.4
1988,"Walter Davis",3.8
1988,"Wayman Tisdale",5.7
1988,"Wayne Cooper",1.2
1988,"Wes Matthews",0.8
1988,"William Bedford",0.2
1988,"Winston Crite",0.1
1988,"Winston Garland",1.7
1988,"World B. Free",0.4
1988,"Xavier McDaniel",6.2
1989,"A.C. Green",9.4
1989,"Adrian Branch",1.5
1989,"Adrian Dantley*",7.4
1989,"Albert King",0
1989,"Alex English*",6.8
1989,"Allen Leavell",-0.1
1989,"Alton Lister",3.7
1989,"Alvin Robertson",4.4
1989,"Andre Turner",-0.1
1989,"Andrew Lang",1.4
1989,"Anthony Bowie",0.5
1989,"Anthony Frederick",0.2
1989,"Anthony Jones",0.3
1989,"Anthony Taylor",0.2
1989,"Antoine Carr",3.3
1989,"Armen Gilliam",5.1
1989,"Avery Johnson",0.3
1989,"Barry Sumpter",0
1989,"Bart Kofoed",0
1989,"Ben Coleman",0.8
1989,"Ben Gillery",0
1989,"Ben McDonald",0.3
1989,"Benoit Benjamin",5.1
1989,"Bernard King*",4.9
1989,"Bernard Thompson",0
1989,"Bill Cartwright",2.1
1989,"Bill Hanzlik",0.7
1989,"Bill Jones",0.6
1989,"Bill Laimbeer",9
1989,"Bill Wennington",1.3
1989,"Billy Thompson",2.8
1989,"Blair Rasmussen",1.8
1989,"Bob Hansen",1.7
1989,"Bob Thornton",0.1
1989,"Brad Daugherty",9.6
1989,"Brad Davis",2.7
1989,"Brad Lohaus",0.9
1989,"Brad Sellers",2.6
1989,"Brian Rowsom",1.5
1989,"Brian Shaw",2.2
1989,"Brook Steppe",0.6
1989,"Buck Johnson",3.6
1989,"Buck Williams",5.2
1989,"Byron Scott",6.8
1989,"Caldwell Jones",0.8
1989,"Calvin Natt",0.3
1989,"Charles Barkley*",16.1
1989,"Charles Davis",0.5
1989,"Charles Jones",1.6
1989,"Charles Oakley",5.7
1989,"Charles Shackleford",0.8
1989,"Charles Smith",4
1989,"Chris Dudley",0.1
1989,"Chris Morris",2.8
1989,"Chris Mullin*",10.6
1989,"Chris Welp",0.7
1989,"Chuck Nevitt",0.1
1989,"Chuck Person",3
1989,"Cliff Levingston",5.5
1989,"Cliff Robinson",0.3
1989,"Clinton Wheeler",0.6
1989,"Clyde Drexler*",12.6
1989,"Corey Gaines",0.2
1989,"Craig Ehlo",4.6
1989,"Craig Hodges",2.9
1989,"Craig Neal",-0.3
1989,"Dale Ellis",10.8
1989,"Dallas Comegys",1.4
1989,"Dan Majerle",2.5
1989,"Danny Ainge",6.7
1989,"Danny Manning",0.7
1989,"Danny Schayes",5.6
1989,"Danny Young",1.8
1989,"Darnell Valentine",1.7
1989,"Darrell Griffith",3.9
1989,"Darrell Walker",3.7
1989,"Darryl Dawkins",0
1989,"Darwin Cook",0.9
1989,"Dave Corzine",1.4
1989,"Dave Feitl",0.4
1989,"Dave Greenwood",2.2
1989,"Dave Hoppen",2.6
1989,"Dave Popson",-0.1
1989,"David Rivers",0
1989,"David Wingate",0.2
1989,"David Wood",0
1989,"Dell Curry",0.9
1989,"Dennis Hopson",1.7
1989,"Dennis Johnson*",2.5
1989,"Dennis Rodman*",8.1
1989,"Derek Harper",8
1989,"Derek Smith",0.9
1989,"Derrick Chievous",1.6
1989,"Derrick McKey",7.4
1989,"Detlef Schrempf",4.4
1989,"Doc Rivers",8.5
1989,"Dominic Pressley",-0.2
1989,"Dominique Wilkins*",10.4
1989,"Duane Ferrell",0.4
1989,"Dudley Bradley",0
1989,"Earl Cureton",1.5
1989,"Ed Nealy",0.4
1989,"Ed Pinckney",6.1
1989,"Eddie Hughes",0.4
1989,"Eddie Johnson",6.5
1989,"Eddie Lee Wilkins",0.3
1989,"Elston Turner",2.1
1989,"Ennis Whatley",0
1989,"Eric Leckner",1.5
1989,"Eric White",0.5
1989,"Everette Stephens",-0.4
1989,"Fat Lever",9.2
1989,"Fennis Dembo",-0.1
1989,"Frank Brickowski",3.6
1989,"Frank Johnson",0.6
1989,"Fred Roberts",2
1989,"Gary Grant",-0.4
1989,"Gerald Henderson",1.1
1989,"Gerald Wilkins",4.3
1989,"Grant Gondrezick",0.2
1989,"Grant Long",4.6
1989,"Greg Anderson",3.4
1989,"Greg Ballard",0
1989,"Greg Butler",-0.1
1989,"Greg Dreiling",0.4
1989,"Greg Kite",0.1
1989,"Hakeem Olajuwon*",12.4
1989,"Harold Pressley",4.8
1989,"Harvey Grant",1.7
1989,"Herb Williams",1.4
1989,"Hersey Hawkins",4
1989,"Horace Grant",6.4
1989,"Hot Rod Williams",7.7
1989,"Isiah Thomas*",7
1989,"Jack Haley",0.4
1989,"Jack Sikma",8.1
1989,"James Donaldson",4.4
1989,"James Edwards",2.8
1989,"James Worthy*",9.7
1989,"Jay Humphries",4.9
1989,"Jay Vincent",-0.3
1989,"Jeff Grayer",0.2
1989,"Jeff Hornacek",7.7
1989,"Jeff Lamp",-0.1
1989,"Jeff Malone",4.1
1989,"Jerome Kersey",6.8
1989,"Jerome Lane",0.1
1989,"Jerome Whitehead",0.4
1989,"Jerry Reynolds",1.6
1989,"Jerry Sichting",0.2
1989,"Jim Farmer",0.4
1989,"Jim Les",0.3
1989,"Jim Paxson",1.3
1989,"Jim Petersen",0.6
1989,"Jim Rowinski",0.1
1989,"Joe Barry Carroll",2.3
1989,"Joe Dumars*",7
1989,"Joe Kleine",1
1989,"Joe Wolf",-0.5
1989,"John Bagley",0.4
1989,"John Battle",3.2
1989,"John Long",0.2
1989,"John Lucas",1.9
1989,"John Paxson",3.3
1989,"John Salley",3.5
1989,"John Shasky",1.9
1989,"John Starks",0
1989,"John Stockton*",15.6
1989,"John Stroeder",0
1989,"John Williams",6.9
1989,"Johnny Dawkins",1
1989,"Johnny Newman",6.7
1989,"Jon Koncak",3.7
1989,"Jon Sundvold",1
1989,"Jose Ortiz",-0.1
1989,"Kareem Abdul-Jabbar*",2.9
1989,"Karl Malone*",15.2
1989,"Keith Lee",0.8
1989,"Keith Smart",0
1989,"Kelly Tripucka",3.3
1989,"Kelvin Upshaw",0.3
1989,"Ken Bannister",0.4
1989,"Ken Norman",4
1989,"Kenny Gattison",0
1989,"Kenny Smith",4.1
1989,"Kenny Walker",2.7
1989,"Kevin Duckworth",4.8
1989,"Kevin Edwards",-0.2
1989,"Kevin Gamble",1
1989,"Kevin Johnson",12.2
1989,"Kevin McHale*",10.1
1989,"Kevin Williams",-0.1
1989,"Kiki Vandeweghe",2
1989,"Kurt Rambis",4.8
1989,"Larry Bird*",0.5
1989,"Larry Krystkowiak",6.3
1989,"Larry Nance",10.3
1989,"Larry Smith",3.7
1989,"LaSalle Thompson",4.4
1989,"Ledell Eackles",2.1
1989,"Lester Conner",6.2
1989,"Magic Johnson*",16.1
1989,"Manute Bol",1.7
1989,"Marc Iavaroni",0.6
1989,"Mark Acres",0.9
1989,"Mark Aguirre",4.5
1989,"Mark Alarie",2.2
1989,"Mark Bryant",1.1
1989,"Mark Davis",0.7
1989,"Mark Eaton",6.6
1989,"Mark Jackson",7.2
1989,"Mark McNamara",0.7
1989,"Mark Price",11.3
1989,"Mark West",5.5
1989,"Maurice Cheeks",5.3
1989,"Michael Adams",8.3
1989,"Michael Anderson",0.2
1989,"Michael Cage",6.7
1989,"Michael Cooper",4.4
1989,"Michael Jackson",0
1989,"Michael Jordan*",19.8
1989,"Micheal Williams",-0.2
1989,"Mike Brown",1.4
1989,"Mike Champion",-0.1
1989,"Mike Dunleavy",0
1989,"Mike Gminski",7
1989,"Mike Holton",1.3
1989,"Mike McGee",2.3
1989,"Mike Sanders",3.1
1989,"Mike Smrek",0.4
1989,"Mike Woodson",3.5
1989,"Mitch Richmond*",5.6
1989,"Morlon Wiley",0.2
1989,"Moses Malone*",10.7
1989,"Muggsy Bogues",2.6
1989,"Mychal Thompson",5.2
1989,"Nate McMillan",4.4
1989,"Norm Nixon",-0.4
1989,"Olden Polynice",1.5
1989,"Orlando Graham",0
1989,"Orlando Woolridge",3.3
1989,"Otis Birdsong",-0.1
1989,"Otis Smith",2.5
1989,"Otis Thorpe",8.7
1989,"Pace Mannion",0
1989,"Pat Cummings",0.6
1989,"Patrick Ewing*",10.9
1989,"Paul Mokeski",1
1989,"Paul Pressey",4.8
1989,"Pearl Washington",0.5
1989,"Pete Myers",0.5
1989,"Petur Gudmundsson",-0.1
1989,"Phil Hubbard",0.4
1989,"Purvis Short",1.4
1989,"Quintin Dailey",2
1989,"Ralph Lewis",0
1989,"Ralph Sampson*",1.1
1989,"Ramon Rivas",0
1989,"Randolph Keys",0.3
1989,"Randy Allen",0
1989,"Randy Breuer",0.9
1989,"Randy Wittman",0.7
1989,"Ray Tolbert",0
1989,"Reggie Lewis",6.9
1989,"Reggie Miller*",6.5
1989,"Reggie Theus",5.9
1989,"Reggie Williams",0.4
1989,"Rex Chapman",-0.2
1989,"Richard Anderson",2.1
1989,"Richard Morton",0
1989,"Rick Mahorn",4.6
1989,"Rickey Green",1.2
1989,"Ricky Berry",2.4
1989,"Ricky Pierce",6.7
1989,"Rik Smits",4.3
1989,"Rob Lock",-0.2
1989,"Rob Rose",0
1989,"Robert Parish*",10.5
1989,"Robert Reid",-0.1
1989,"Rod Higgins",5.9
1989,"Rod Strickland",3.7
1989,"Rodney McCray",2.9
1989,"Rolando Blackman",5.7
1989,"Rolando Ferreira",-0.2
1989,"Ron Anderson",4.4
1989,"Ron Cavenall",0
1989,"Ron Grandison",0.6
1989,"Ron Harper",10.2
1989,"Rony Seikaly",-0.5
1989,"Rory Sparrow",1.6
1989,"Roy Hinson",4.4
1989,"Roy Tarpley",2
1989,"Russ Schoene",1.3
1989,"Sam Bowie",0.5
1989,"Sam Perkins",6.4
1989,"Sam Vincent",2.3
1989,"Scott Brooks",2.9
1989,"Scott Hastings",1.5
1989,"Scott Roth",0.1
1989,"Scott Skiles",1.3
1989,"Scottie Pippen*",4
1989,"Sedale Threatt",3.4
1989,"Sedric Toney",-0.1
1989,"Shelton Jones",0.3
1989,"Sidney Green",2
1989,"Sidney Lowe",0.5
1989,"Sidney Moncrief",5
1989,"Sleepy Floyd",7.7
1989,"Spud Webb",2.2
1989,"Steve Alford",1.4
1989,"Steve Colter",3.1
1989,"Steve Harris",0
1989,"Steve Johnson",1.7
1989,"Steve Kerr",0.4
1989,"Stuart Gray",0.9
1989,"Sylvester Gray",0.7
1989,"T.R. Dunn",0.6
1989,"Tellis Frank",0.1
1989,"Terry Catledge",3.3
1989,"Terry Cummings",7.7
1989,"Terry Porter",9.2
1989,"Terry Teagle",3.1
1989,"Terry Tyler",1.2
1989,"Thurl Bailey",6.5
1989,"Tim Kempton",1
1989,"Tim McCormick",2
1989,"Tim Perry",1.4
1989,"Tito Horford",-0.3
1989,"Todd Mitchell",-0.1
1989,"Tom Chambers",9.2
1989,"Tom Garrick",1.4
1989,"Tom Tolbert",0.1
1989,"Tony Brown",0.5
1989,"Tony Campbell",1.1
1989,"Tree Rollins",1
1989,"Trent Tucker",4.6
1989,"Tyrone Corbin",5.4
1989,"Uwe Blab",0.3
1989,"Vern Fleming",5.6
1989,"Vernon Maxwell",1.5
1989,"Vinnie Johnson",5.9
1989,"Vinny Del Negro",2.5
1989,"Walter Berry",2.4
1989,"Walter Davis",3.5
1989,"Wayman Tisdale",5.9
1989,"Wayne Cooper",5
1989,"Wayne Englestad",0
1989,"Will Perdue",-0.1
1989,"Willie Anderson",4.9
1989,"Winston Crite",-0.1
1989,"Winston Garland",4.5
1989,"Xavier McDaniel",5.3
1990,"A.C. Green",7.7
1990,"Adrian Branch",0
1990,"Adrian Caldwell",0.4
1990,"Adrian Dantley*",3.1
1990,"Alex English*",5.1
1990,"Alexander Volkov",1.4
1990,"Alton Lister",0.1
1990,"Alvin Robertson",7.5
1990,"Andre Turner",-0.3
1990,"Andrew Lang",3
1990,"Anthony Bowie",0.7
1990,"Anthony Jones",0
1990,"Anthony Mason",-0.1
1990,"Antoine Carr",3.5
1990,"Armen Gilliam",4.5
1990,"Avery Johnson",0.5
1990,"B.J. Armstrong",1.7
1990,"Ben Coleman",0.5
1990,"Benoit Benjamin",5.4
1990,"Bernard King*",5.5
1990,"Bill Cartwright",4.5
1990,"Bill Hanzlik",2.9
1990,"Bill Laimbeer",10.1
1990,"Bill Wennington",1.2
1990,"Billy Thompson",3.6
1990,"Blair Rasmussen",5.2
1990,"Blue Edwards",2.7
1990,"Bob Hansen",2.8
1990,"Bob McCann",0.1
1990,"Bob Thornton",0.3
1990,"Brad Daugherty",3.1
1990,"Brad Davis",2.9
1990,"Brad Lohaus",3.3
1990,"Brad Sellers",0.2
1990,"Brian Quinnett",-0.1
1990,"Brian Rowsom",1
1990,"Buck Johnson",6.2
1990,"Buck Williams",8.7
1990,"Byron Dinkins",0.3
1990,"Byron Irvin",1.2
1990,"Byron Scott",6
1990,"Caldwell Jones",1.3
1990,"Calvin Natt",0.5
1990,"Carlton McKinney",-0.3
1990,"Charles Barkley*",17.3
1990,"Charles Davis",-0.2
1990,"Charles Jones",3.8
1990,"Charles Oakley",6
1990,"Charles Shackleford",1.5
1990,"Charles Smith",1.1
1990,"Chris Dudley",0.2
1990,"Chris Morris",3.2
1990,"Chris Mullin*",10.2
1990,"Chris Welp",0
1990,"Chuck Nevitt",0
1990,"Chuck Person",5.4
1990,"Chucky Brown",2.2
1990,"Cliff Levingston",3.4
1990,"Clifford Lett",-0.1
1990,"Clifford Robinson",0.3
1990,"Clyde Drexler*",11.6
1990,"Corey Gaines",-0.1
1990,"Craig Ehlo",6.5
1990,"Craig Hodges",2.6
1990,"Dale Ellis",6.4
1990,"Dan Majerle",5.5
1990,"Dana Barros",1.8
1990,"Danny Ainge",4.8
1990,"Danny Manning",5.3
1990,"Danny Schayes",4.5
1990,"Danny Young",3
1990,"Darrell Griffith",2.5
1990,"Darrell Walker",6.3
1990,"Dave Corzine",-0.2
1990,"Dave Greenwood",0.4
1990,"Dave Hoppen",0
1990,"David Rivers",-0.2
1990,"David Robinson*",15.1
1990,"David Wingate",1.9
1990,"Delaney Rudd",0.1
1990,"Dell Curry",1.8
1990,"Dennis Hopson",3.1
1990,"Dennis Johnson*",3.8
1990,"Dennis Rodman*",9.3
1990,"Derek Harper",9.9
1990,"Derek Smith",2.9
1990,"Derrick Chievous",1.2
1990,"Derrick Gervin",1.3
1990,"Derrick McKey",6.3
1990,"Detlef Schrempf",8.1
1990,"Dexter Shouse",-0.1
1990,"Doc Rivers",4
1990,"Dominique Wilkins*",11.1
1990,"Donald Royal",1.3
1990,"Doug Roth",0.4
1990,"Doug West",-0.1
1990,"Drazen Petrovic*",2.8
1990,"Duane Ferrell",-0.1
1990,"Dyron Nix",0
1990,"Ed Horton",0.4
1990,"Ed Nealy",1.3
1990,"Ed Pinckney",2.9
1990,"Eddie Hughes",1
1990,"Eddie Johnson",3.9
1990,"Eddie Lee Wilkins",0.8
1990,"Eric Johnson",-0.4
1990,"Eric Leckner",1.7
1990,"Fat Lever",8.8
1990,"Frank Brickowski",3.8
1990,"Frank Kornet",0
1990,"Fred Roberts",3.5
1990,"Gary Grant",1.3
1990,"Gary Leonard",0
1990,"Gary Voce",0
1990,"George McCloud",-0.7
1990,"Gerald Henderson",1.2
1990,"Gerald Wilkins",4.4
1990,"Glen Rice",1.4
1990,"Grant Long",2.7
1990,"Greg Anderson",2
1990,"Greg Butler",-0.1
1990,"Greg Dreiling",0.2
1990,"Greg Grant",-0.1
1990,"Greg Kite",0.8
1990,"Greg Stokes",-0.2
1990,"Hakeem Olajuwon*",11.2
1990,"Harold Pressley",2.3
1990,"Harvey Grant",2.6
1990,"Haywoode Workman",0.1
1990,"Henry Turner",0.3
1990,"Herb Williams",2.2
1990,"Hersey Hawkins",8
1990,"Horace Grant",8
1990,"Hot Rod Williams",8.7
1990,"Isiah Thomas*",6.7
1990,"J.R. Reid",1.1
1990,"Jack Haley",0.3
1990,"Jack Sikma",5
1990,"James Donaldson",4.5
1990,"James Edwards",5.6
1990,"James Worthy*",10.6
1990,"Jaren Jackson",-0.1
1990,"Jawann Oldham",0
1990,"Jay Edwards",0
1990,"Jay Humphries",7.6
1990,"Jay Taylor",-0.1
1990,"Jay Vincent",0.5
1990,"Jeff Grayer",1.5
1990,"Jeff Hornacek",8.7
1990,"Jeff Lebo",0
1990,"Jeff Malone",5.2
1990,"Jeff Martin",0.9
1990,"Jeff Sanders",-0.3
1990,"Jeff Turner",-0.2
1990,"Jerome Kersey",8.8
1990,"Jerome Lane",1.2
