Incident_Date,Aircaft_Model,Aircaft_Registration,Aircaft_Operator,Aircaft_Nature,Incident_Category,Incident_Cause(es),Incident_Location,Aircaft_Damage_Type,Date,Time,Arit,Aircaft_Engines,Onboard_Crew,Onboard_Passengers,Onboard_Total,Fatalities,Aircaft_First_Flight,Aircraft_Phase,Departure_Airport,Destination_Airport,Ground_Casualties,Collision_Casualties
21-AUG-2019,Cessna 560XL Citation Excel,N91GY,Delta Private Jets,Domestic Non Scheduled Passenger,Accident | hull-loss,"Landing/takeoff - Takeoff - Aborted, Result - Runway excursion",Oroville Air...,Destroyed,Wednesday 21 August 2019,11:32,21-AUG-2019,2 Pratt Whitney Canada PW545A,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 8,Fatalities: 0 / Occupants: 10,0,2003,Takeoff (TOF),"Oroville Airport, CA (OVE/KOVE) , United States of America","Portland International Airport, OR (PDX/KPDX) , United States of America",,
21-AUG-2019,Cessna 208B Cargomaster,C-FEXE,Morningstar Air Express,Cargo,Accident | repairable-damage,"Collision - Object, Collision - Object - Airport equipment, Result - Damaged on the ground",Vancouver In...,Substantial,Wednesday 21 August 2019,05:15,21-AUG-2019,1 Pratt Whitney Canada PT6A-114A,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 1,0,1990,Taxi (TXI),"Vancouver International Airport, BC (YVR/CYVR) , Canada","Victoria International Airport, BC (YYJ/CYYJ) , Canada",,
21-AUG-2019,Cessna 750 Citation X,1060,Venezuela AF,Military,Accident | hull-loss,Result - Runway excursion,Caracas/La C...,Damaged beyond repair,Wednesday 21 August 2019,11:00,21-AUG-2019,,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,,Takeoff (TOF),"Caracas/La Carlota-Gen. Francisco de Miranda Air Base (SVFM) , Venezuela","Caracas/La Carlota-Gen. Francisco de Miranda Air Base (SVFM) , Venezuela",,
22-AUG-2019,Airbus A380-861,A6-EOP,Emirates,-,"other occurrence (ground fire, sabotage) | repairable-damage",Result - Damaged on the ground,Dubai Airpor...,Substantial,Thursday 22 August 2019,,22-AUG-2019,4 Engine Alliance GP7270,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,0,2015-05-12  (4 years 3 months),Standing (STD),-,-,,
23-AUG-2019,Antonov An-2T,OK-TIR,Club Tiroler Adler,Ferry/positioning,Accident | repairable-damage,Result - Undershoot / overshoot,Gmunden Airf...,Substantial,Friday 23 August 2019,,23-AUG-2019,,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants: 4,0,1974,Landing (LDG),?,"Gmunden Airfield (LOLU) , Austria",,
25-AUG-2019,Lockheed C-130A Hercules,N119TG,International Air Response,Ferry/positioning,Accident | repairable-damage,"Airplane - Systems, Airplane - Systems - Hydraulics, Result - Emergency, forced landing - On runway",Santa Barbar...,Substantial,Sunday 25 August 2019,22:24,25-AUG-2019,,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 5,Fatalities: 0 / Occupants: 7,0,1959,Landing (LDG),"Santa Maria Public Airport, CA (SMX/KSMX) , United States of America","Phoenix-Mesa Gateway Airport, AZ (AZA/KIWA) , United States of America",,
27-AUG-2019,Cessna 560XL Citation Excel,VT-AVV,Air Charter Services,Ferry/positioning,Accident | hull-loss,"Collision - Object, Collision - Object - Mast/pole/wires, Result - Loss of control",Aligarh Airport,Destroyed,Tuesday 27 August 2019,08:40,27-AUG-2019,2 Pratt Whitney Canada PW545C,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 4,Fatalities: 0 / Occupants: 6,0,2002,Approach (APR),"Delhi-Indira Gandhi International Airport (DEL/VIDP) , India","Aligarh Airport (VIAH) , India",,
27-AUG-2019,Airbus A330-343,B-5958,Air China,International Scheduled Passenger,Accident | hull-loss,Result - Damaged on the ground,Beijing-Capi...,Substantial,Tuesday 27 August 2019,16:48,27-AUG-2019,2 Rolls-Royce Trent 772C-60,Fatalities: 0 / Occupants: 14,Fatalities: 0 / Occupants: 147,Fatalities: 0 / Occupants: 161,0,2014-11-21  (4 years 9 months),Standing (STD),"Beijing-Capital International Airport (PEK/ZBAA) , China","Tokyo-Haneda Airport (HND/RJTT) , Japan",,
28-AUG-2019,Antonov An-2R,RA-40389,private,Agricultural,Accident | hull-loss,"Collision - Object, Collision - Object - Trees, Result - CFIT - Level ground",Selektsionny...,Substantial,Wednesday 28 August 2019,13:24,28-AUG-2019,1 Shvetsov ASh-62IR,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 1,0,1987,Maneuvering (MNV),"Lgov Airstrip , Russia","Lgov Airstrip , Russia",,
28-AUG-2019,Cessna 525 CitationJet CJ1+,D-ICEY,Lenox Handels und Speditions,Private,Accident | repairable-damage,"Landing/takeoff - Landing, Landing/takeoff - Landing - Unstabilized approach, Result - Runway excursion",Egelsbach Ai...,Substantial,Wednesday 28 August 2019,17:01,28-AUG-2019,2 Williams International FJ44-1AP,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 1,0,2006,Landing (LDG),"Hamburg-Fuhlsbüttel Airport (HAM/EDDH) , Germany","Egelsbach Airfield (QEF/EDFE) , Germany",,
30-AUG-2019,Antonov An-2R,RA-33061,private,Domestic Non Scheduled Passenger,Accident | hull-loss,Result - Loss of control,Lake Syuryun...,Damaged beyond repair,Friday 30 August 2019,07:30,30-AUG-2019,1 Shvetsov ASh-62IR,Fatalities: 0 / Occupants: 2,Fatalities: 2 / Occupants: 5,Fatalities: 2 / Occupants: 7,2,1986,En route (ENR),?,?,,
31-AUG-2019,Cessna 510 Citation Mustang,N551WH,Star Jet,Unknown,Accident | hull-loss,Result - Runway excursion,El Monte-San...,Substantial,Saturday 31 August 2019,11:10,31-AUG-2019,2 Pratt Whitney Canada PW615F/A,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 2,0,2008,Takeoff (TOF),"El Monte-San Gabriel Valley Airport, CA (EMT/KEMT) , United States of America","Thermal Airport, CA (TRM/KTRM) , United States of America",,
01-SEP-2019,Beechcraft B300 King Air 350,RP-C2296,Lionair Inc.,Ambulance,Accident | hull-loss,"Result - Loss of control, Weather - Turbulence/crosswind etc - (no windshear)","Pansol, Cala...",Destroyed,Sunday 1 September 2019,15:10,01-SEP-2019,,Fatalities: 2 / Occupants: 2,Fatalities: 7 / Occupants: 7,Fatalities: 9 / Occupants: 9,9,1998,En route (ENR),"Dipolog Airport (DPL/RPMG) , Philippines","Manila-Ninoy Aquino International Airport (MNL/RPLL) , Philippines",,
01-SEP-2019,Airbus A330-202,5A-LAU,Libyan Airlines,Int'l Non Scheduled Passenger,"Criminal occurrence (sabotage, shoot down) | repairable-damage",Info-Unavailable,Tripoli-Miti...,Minor,Sunday 1 September 2019,ca 01:00,01-SEP-2019,2 General Electric CF6-80E1A4,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,2014-06-12  (5 years 3 months),Landing (LDG),"Madinah-Mohammad Bin Abdulaziz Airport (MED/OEMA) , Saudi Arabia","Tripoli-Mitiga International Airport (MJI/HLLM) , Libya",,
02-SEP-2019,British Aerospace BAe-125-700A,XB-PTW,private,Illegal Flight,Accident | hull-loss,Info-Unavailable,near Nueva Cajolá,Destroyed,Monday 2 September 2019,,02-SEP-2019,,Fatalities: 2 / Occupants: 2,Fatalities: 0 / Occupants: 0,Fatalities: 2 / Occupants: 2,2,1980,Landing (LDG),?,?,,
05-SEP-2019,Cessna 560XLS+ Citation XLS+,OE-GES,Skyline Aviation,Unknown,Accident | hull-loss,"Collision - Object, Collision - Object - Airport equipment, Result - Damaged on the ground",Milano-Malpe...,Substantial,Thursday 5 September 2019,ca 23:00,05-SEP-2019,,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,0,2009,Taxi (TXI),"Milano-Malpensa Airport (MXP/LIMC) , Italy",?,,
07-SEP-2019,ATR 72-212A (ATR 72-600),HK-5041,"Regional Express Américas, opf Avianca",Domestic Scheduled Passenger,Accident | repairable-damage,"Landing/takeoff - Tailstrike, Result - Runway mishap",Manizales-La...,Substantial,Saturday 7 September 2019,11:07,07-SEP-2019,2 Pratt Whitney Canada PW127N,Fatalities: 0 / Occupants: 5,Fatalities: 0 / Occupants: 49,Fatalities: 0 / Occupants: 54,0,2014-06-27  (5 years 2 months),Landing (LDG),"Bogotá-Eldorado Airport (BOG/SKBO) , Colombia","Manizales-La Nubia Airport (MZL/SKMZ) , Colombia",,
11-SEP-2019,Convair CV-440,N24DR,Ferreteria e Implementos San Francisco,Cargo,Accident | hull-loss,Info-Unavailable,near Toledo-Expre...,Destroyed,Wednesday 11 September 2019,02:39,11-SEP-2019,2 Pratt Whitney R-2800,Fatalities: 2 / Occupants: 2,Fatalities: 0 / Occupants: 0,Fatalities: 2 / Occupants: 2,2,1957,Approach (APR),"Millington-Memphis Airport, TN (NQA/KNQA) , United States of America","Toledo-Express Airport, OH (TOL/KTOL) , United States of America",,
11-SEP-2019,Cessna 208 Caravan I,D-FIDI,", op.for GoJump",Parachuting,Accident | hull-loss,Info-Unavailable,near Gransee Airf...,Damaged beyond repair,Wednesday 11 September 2019,15:10,11-SEP-2019,,Fatalities: 1 / Occupants: 1,Fatalities: 0 / Occupants: 0,Fatalities: 1 / Occupants: 1,1,1999,Approach (APR),"Gransee Airfield (EDUG) , Germany","Gransee Airfield (EDUG) , Germany",,
11-SEP-2019,British Aerospace BAe-125-700A,XB-SMV,private,Illegal Flight,"Criminal occurrence (sabotage, shoot down) | repairable-damage",Info-Unavailable,"Chencoh, Ho...",Unknown,Wednesday 11 September 2019,,11-SEP-2019,,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants:,0,1978,Landing (LDG),?,?,,
16-SEP-2019,Cessna 208B Grand Caravan,PT-MHC,TwoFlex,Passenger,Accident | hull-loss,Info-Unavailable,near Manaus-Eduar...,Damaged beyond repair,Monday 16 September 2019,12:26,16-SEP-2019,1 Pratt Whitney Canada PT6A-114A,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 8,Fatalities: 0 / Occupants: 10,0,1996,Takeoff (TOF),"Manaus-Eduardo Gomes International Airport, AM (MAO/SBEG) , Brazil","Maués Airport, AM (MBZ/SWMW) , Brazil",,
18-SEP-2019,Viking Air DHC-6-400 Twin Otter,PK-CDC,"Rimbun Air, opb Carpediem Aviation",Cargo,Accident | hull-loss,"Result - CFIT - Hill, mountain (presumed)",near Kampung Mamo...,Destroyed,Wednesday 18 September 2019,ca 11:00,18-SEP-2019,,Fatalities: 3 / Occupants: 3,Fatalities: 1 / Occupants: 1,Fatalities: 4 / Occupants: 4,4,2016,En route (ENR),"Timika-Moses Kilangin (Tembagapura) Airport (TIM/WABP) , Indonesia","Ilaga Airport (ILA/WABL) , Indonesia",,
20-SEP-2019,Cessna 208B Grand Caravan,N895SF,private,Parachuting,Accident | repairable-damage,"Landing/takeoff - Landing, Landing/takeoff - Landing - Heavy, Result - Loss of control, Weather - Windshear/downdraft",Pepperell Ai...,Substantial,Friday 20 September 2019,12:30,20-SEP-2019,1 Pratt Whitney Canada PT6A-114A,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 2,0,1988,Landing (LDG),"Pepperell Airport, MA , United States of America","Pepperell Airport, MA , United States of America",,
23-SEP-2019,Cessna 208B Grand Caravan EX,5H-AAM,Auric Air,Domestic Non Scheduled Passenger,Accident | hull-loss,Info-Unavailable,Seronera Air...,Destroyed,Monday 23 September 2019,,23-SEP-2019,,Fatalities: 1 / Occupants: 1,Fatalities: 1 / Occupants: 1,Fatalities: 2 / Occupants: 2,2,2018,Takeoff (TOF),"Seronera Airstrip (SEU/HTSN) , Tanzania","Grumeti Game Reserve-Kirawira B Aerodrome (GTZ/HTGR) , Tanzania",,
23-SEP-2019,Britten-Norman BN-2A-27 Islander,VP-MNI,FlyMontserrat,International Scheduled Passenger,Accident | repairable-damage,Result - Runway excursion,Montserrat-J...,Substantial,Monday 23 September 2019,16:20,23-SEP-2019,2 Lycoming O-540-E4C5,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 6,Fatalities: 0 / Occupants: 7,0,1971,Landing (LDG),"Antigua-V.C. Bird International Airport (ANU/TAPA) , Antigua and Barbuda","Montserrat-John A. Osborne Airport (MNI/TRPG) , Montserrat",,
24-SEP-2019,Cessna 208 Caravan,1917,Royal Rainmaking and Agricultural Aviation,Military,Accident | hull-loss,Info-Unavailable,"Moo 2, Sai Y...",Damaged beyond repair,Tuesday 24 September 2019,09:30,24-SEP-2019,1 Pratt Whitney Canada PT6A-114,Fatalities: 2 / Occupants: 2,Fatalities: 0 / Occupants: 0,Fatalities: 2 / Occupants: 2,2,1997,En route (ENR),"Kanchanaburi-Surasi Air Base (VTBG) , Thailand","Kanchanaburi-Surasi Air Base (VTBG) , Thailand",,
24-SEP-2019,Cessna 208B Grand Caravan,YVO134,Bolívar Government,Official state flight,Accident | repairable-damage,Result - Runway mishap,San Salvador...,Substantial,Tuesday 24 September 2019,,24-SEP-2019,1 Pratt Whitney Canada PT6A-114A,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 6,Fatalities: 0 / Occupants: 7,0,2001,Landing (LDG),"La Paragua Airport (SVPU) , Venezuela","San Salvador de Paúl Airstrip (SVV) , Venezuela",,
30-SEP-2019,Gulfstream American G-1159 Gulfstream II B,XB-PVO,private,Illegal Flight,Accident | hull-loss,Result - Runway mishap,"Blue Creek, ...",Destroyed,Monday 30 September 2019,ca 04:00,30-SEP-2019,,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,1977,Landing (LDG),?,?,,
30-SEP-2019,Antonov An-12BK,UR-CKL,Cavok Air,Cargo,Accident | repairable-damage,"Collision - Object, Collision - Object - Mast/pole/wires, Result - Damaged on the ground",Liverpool In...,Substantial,Monday 30 September 2019,11:20,30-SEP-2019,4 Ivchenko AI-20,Fatalities: 0 / Occupants: 7,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 7,0,1971,Taxi (TXI),"Liverpool International Airport (LPL/EGGP) , United Kingdom","Göteborg-Torslanda Airport (GOT/ESGB) , Sweden",,
02-OCT-2019,Boeing B-17G Flying Fortress,N93012,The Collings Foundation,Domestic Non Scheduled Passenger,Accident | hull-loss,"Maintenance - Engine (deficient, inspections etc), Result - Runway excursion",Windsor Lock...,Destroyed,Wednesday 2 October 2019,09:53,02-OCT-2019,4 Wright R-1820-97,Fatalities: 2 / Occupants: 3,Fatalities: 5 / Occupants: 10,Fatalities: 7 / Occupants: 13,7,1944,Landing (LDG),"Windsor Locks-Bradley International Airport, CT (BDL/KBDL) , United States of America","Windsor Locks-Bradley International Airport, CT (BDL/KBDL) , United States of America",,
04-OCT-2019,Antonov An-12BK,UR-CAH,Ukraine Air Alliance,Cargo,Accident | hull-loss,"Flightcrew - Insufficient rest / fatigue, Result - CFIT - Level ground",near Lviv-Danylo ...,Substantial,Friday 4 October 2019,ca 06:48,04-OCT-2019,4 Ivchenko AI-20M,Fatalities: 5 / Occupants: 5,Fatalities: 0 / Occupants: 3,Fatalities: 5 / Occupants: 8,5,1968,Approach (APR),"Vigo Airport (VGO/LEVX) , Spain","Lviv-Danylo Halytskyi International Airport (LWO/UKLL) , Ukraine",,
07-OCT-2019,Honda HA-420 HondaJet,N166HJ,Pro by Air,Executive,Accident | repairable-damage,"Airplane - Undercarriage, Airplane - Undercarriage - Gear-up landing, Result - Emergency, forced landing - On runway",Charleston I...,Substantial,Monday 7 October 2019,08:30,07-OCT-2019,2 GE Honda HF120,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 4,Fatalities: 0 / Occupants: 5,0,2017,Landing (LDG),"Fort Lauderdale-Executive Airport, FL (FXE/KFXE) , United States of America","Charleston International Airport, SC (CHS/KCHS) , United States of America",,
07-OCT-2019,Hawker 800XP,N86MN,Delta Private Jets,Domestic Non Scheduled Passenger,Accident | repairable-damage,"Airplane - Undercarriage, Airplane - Undercarriage - Gear-up landing, Result - Emergency, forced landing - On runway",Fort Myers-S...,Substantial,Monday 7 October 2019,23:05,07-OCT-2019,2 Garrett TFE731-5BR-1H,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 4,0,1997,Landing (LDG),"Naples Airport, FL (APF/KAPF) , United States of America","Kerrville Airport, TX (ERV/KERV) , United States of America",,
10-OCT-2019,Antonov An-72,EK-72903,D.R. Congo AF,Military,Accident | hull-loss,Info-Unavailable,near Kole,Destroyed,Thursday 10 October 2019,ca 14:30 UTC,10-OCT-2019,,Fatalities: 4 / Occupants: 4,Fatalities: 4 / Occupants: 4,Fatalities: 8 / Occupants: 8,8,1987,En route (ENR),"Goma Airport (GOM/FZNA) , Democratic Republic of the Congo","Kinshasa-N'Djili Airport (FIH/FZAA) , Democratic Republic of the Congo",,
11-OCT-2019,Fokker 50,5Y-IZO,Silverstone Air Services,Domestic Scheduled Passenger,Accident | hull-loss,Result - Runway excursion,near Nairobi-Wils...,Destroyed,Friday 11 October 2019,09:02,11-OCT-2019,2 Pratt Whitney Canada PW125B,Fatalities: 0 / Occupants: 5,Fatalities: 0 / Occupants: 50,Fatalities: 0 / Occupants: 55,0,1992-02-20  (27 years 8 months),Takeoff (TOF),"Nairobi-Wilson Airport (WIL/HKNW) , Kenya","Mombasa-Moi International Airport (MBA/HKMO) , Kenya",,
11-OCT-2019,de Havilland Canada DHC-6 Twin Otter 100,N166DH,Skydive Georgia,Parachuting,Accident | repairable-damage,"Collision - Aircraft, Collision - Aircraft - On ground (runway incursion), Result - Runway mishap",Cedartown-Po...,Substantial,Friday 11 October 2019,19:00,11-OCT-2019,,Fatalities: 0 / Occupants: 1,Fatalities: 0 / Occupants: 10,Fatalities: 0 / Occupants: 11,0,1967,Landing (LDG),"Cedartown-Polk County Airport, GA , United States of America","Cedartown-Polk County Airport, GA , United States of America",,
17-OCT-2019,Saab 2000,N686PA,PenAir,Domestic Scheduled Passenger,Accident | hull-loss,"Airplane - Undercarriage, Airplane - Undercarriage - Brakes, Maintenance - Wrong installation of parts, Result - Runway excursion",Unalaska-Tom...,Substantial,Thursday 17 October 2019,17:40,17-OCT-2019,2 Allison AE2100A,Fatalities: 0 / Occupants: 3,Fatalities: 1 / Occupants: 39,Fatalities: 1 / Occupants: 42,1,1995-04-09  (24 years 7 months),Landing (LDG),"Anchorage-Ted Stevens International Airport, AK (ANC/PANC) , United States of America","Unalaska-Tom Madsen Airport, AK (DUT/PADU) , United States of America",,
18-OCT-2019,Douglas DC-3C,N437GB,Atlantic Air Cargo,Cargo,Accident | hull-loss,"Airplane - Engines, Result - Emergency, forced landing - Ditching",near Nassau-Lynde...,Unknown,Friday 18 October 2019,16:45,18-OCT-2019,2 Pratt Whitney R-1830,Fatalities: 0 / Occupants: 2,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 2,0,1944,Approach (APR),"Miami-Opa locka Executive Airport (OPF/KOPF) , United States of America","Nassau-Lynden Pindling International Airport (NAS/MYNN) , Bahamas",,
18-OCT-2019,Airbus CC-150 Polaris (A310-300),15001,RCAF,Military,"other occurrence (ground fire, sabotage) | hull-loss",Result - Damaged on the ground,Trenton Cana...,Substantial,Friday 18 October 2019,,18-OCT-2019,2 General Electric CF6-80C2A2,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,Fatalities: 0 / Occupants: 0,0,1987-12-17  (31 years 10 months),Pushback / towing (PBT),-,-,,
22-OCT-2019,Basler BT-67 Turbo 67 (DC-3T),FAS116,Salvadorian AF,Military,Accident | repairable-damage,Info-Unavailable,San Salvador...,Substantial,Tuesday 22 October 2019,,22-OCT-2019,,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants: 7,0,1944,Takeoff (TOF),"San Salvador/Ilopango International Airport (SAL/MSSS) , El Salvador",?,,
22-OCT-2019,Canadair CL-600-2B19 Regional Jet CRJ-200LR,N8837B,"Endeavor Air, opf Delta Connection",Domestic Scheduled Passenger,Accident | repairable-damage,"Collision - Object, Collision - Object - Bird",near Atlanta Hart...,Substantial,Tuesday 22 October 2019,16:46,22-OCT-2019,2 General Electric CF34-3B1,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,2003,Approach (APR),"Alexandria International Airport, LA (AEX/KAEX) , United States of America","Atlanta Hartsfield-Jackson International Airport, GA (ATL/KATL) , United States of America",,
25-OCT-2019,Beechcraft 200 Super King Air,,private,Illegal Flight,Accident | hull-loss,Info-Unavailable,"Palajuyú, Si...",Substantial,Friday 25 October 2019,,25-OCT-2019,,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,,Landing (LDG),?,?,,
25-OCT-2019,Rockwell Sabreliner 65,N465BC,private,Illegal Flight,Accident | hull-loss,Info-Unavailable,"Sipacate, Es...",Damaged beyond repair,Friday 25 October 2019,,25-OCT-2019,2 Garrett TFE731-3R-1D,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,Fatalities: 0 / Occupants:,0,1981,Landing (LDG),?,?,,
26-OCT-2019,de Havilland Canada DHC-3T/M601 Turbine Otter,C-GBTU,Blue Water Aviation Services,Domestic Non Scheduled Passenger,Accident | hull-loss,"Airplane - Airframe, Airplane - Airframe - Wing, Result - Loss of control","Family Lake,...",Destroyed,Saturday 26 October 2019,07:37,26-OCT-2019,1 General Electric H75-200,Fatalities: 1 / Occupants: 1,Fatalities: 2 / Occupants: 2,Fatalities: 3 / Occupants: 3,3,1957,Approach (APR),"Bissett Water Aerodrome, MB , Canada",?,,
