time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-11-16T01:09:03.590Z,5.232,124.7329,368.26,4.6,mb,,77,5.152,0.73,us,us2000bpcq,2018-02-06T02:45:36.040Z,"73km S of Katubao, Philippines",earthquake,10.6,9.1,0.081,45,reviewed,us,us
2017-11-15T22:47:38.930Z,-2.3324,101.7019,105.05,4.4,mb,,73,2.371,0.83,us,us2000bp9z,2018-02-06T02:45:36.040Z,"44km SE of Sungaipenuh, Indonesia",earthquake,7.6,7.2,0.097,31,reviewed,us,us
2017-11-15T03:52:12.000Z,0.0969,127.3529,152.32,4.6,mb,,125,9.133,0.47,us,us2000bnqf,2018-02-06T02:45:35.040Z,"75km S of Kota Ternate, Indonesia",earthquake,11.8,9.9,0.136,16,reviewed,us,us
2017-11-14T01:17:18.590Z,-7.3713,127.7046,37.39,4.2,mb,,81,3.613,0.91,us,us2000bthl,2018-02-06T02:45:33.040Z,"269km ENE of Dili, East Timor",earthquake,13.2,14.7,0.374,2,reviewed,us,us
2017-11-13T17:03:12.250Z,-7.5451,127.5089,160.98,4.2,mb,,64,3.78,0.81,us,us2000bsy4,2018-02-06T02:45:32.040Z,"240km ENE of Dili, East Timor",earthquake,9.6,9.2,0.16,11,reviewed,us,us
2017-11-13T16:26:37.380Z,-7.9463,117.3807,10,4.7,mb,,69,3.238,1.04,us,us2000bmpp,2018-02-06T02:45:32.040Z,"48km WNW of Labuhankananga, Indonesia",earthquake,7.1,1.9,0.097,32,reviewed,us,us
2017-11-13T15:11:34.020Z,-9.2812,106.634,10,4.3,mb,,100,1.535,1.36,us,us2000bsz0,2018-02-06T02:45:32.040Z,"163km NE of Flying Fish Cove, Christmas Island",earthquake,6.2,1.9,0.266,4,reviewed,us,us
2017-11-12T12:07:10.560Z,2.813,98.9588,159.15,4.3,mb,,80,0.123,0.55,us,us2000bm9r,2018-02-06T02:45:29.040Z,"7km SE of Sarimatondang, Indonesia",earthquake,7.6,4.2,0.109,24,reviewed,us,us
2017-11-12T07:13:23.670Z,-8.1362,107.9169,71.04,4.2,mb,,69,2.59,0.78,us,us2000bscf,2018-02-06T02:45:29.040Z,"44km SSW of Cipatujah Selatan, Indonesia",earthquake,5.9,8.9,0.152,12,reviewed,us,us
2017-11-11T14:03:00.480Z,1.061,126.3178,69.84,4.7,mb,,71,1.087,1.29,us,us2000bm0z,2018-01-31T03:04:48.040Z,"120km WNW of Kota Ternate, Indonesia",earthquake,7.9,7.3,0.084,43,reviewed,us,us
2017-11-10T19:34:09.050Z,3.5413,126.7379,47.01,4.2,mb,,154,2.821,1.21,us,us2000bqhr,2018-01-31T03:04:47.040Z,"245km NW of Tobelo, Indonesia",earthquake,9.2,14.4,0.176,9,reviewed,us,us
2017-11-10T07:02:12.370Z,-0.9342,127.0522,48.37,4.4,mb,,84,1.723,1.01,us,us2000blb2,2018-01-31T03:04:46.040Z,"82km NW of Laiwui, Indonesia",earthquake,7.5,8.3,0.13,17,reviewed,us,us
2017-11-10T03:31:10.790Z,-8.4458,119.6921,164.27,4.6,mb,,72,2.524,1.01,us,us2000bl9x,2018-01-31T03:04:46.040Z,"21km WNW of Cempa, Indonesia",earthquake,7.7,7.3,0.116,22,reviewed,us,us
2017-11-10T03:10:51.190Z,-9.7342,119.4604,35,4.1,mb,,82,2.951,0.99,us,us2000bqh3,2018-01-31T03:04:46.040Z,"1km SSE of Lahihagalang, Indonesia",earthquake,3.6,2,0.184,8,reviewed,us,us
2017-11-10T00:19:46.310Z,7.7941,126.946,34.4,4.6,mb,,122,1.534,0.54,us,us2000bqgt,2018-01-31T03:04:45.040Z,"45km ENE of Kinablangan, Philippines",earthquake,10.3,6.5,0.141,15,reviewed,us,us
2017-11-09T23:48:42.770Z,6.1595,127.0762,61.89,4.3,mb,,199,1.74,0.92,us,us2000bqgj,2018-01-31T03:04:45.040Z,"101km ESE of Pondaguitan, Philippines",earthquake,6.6,13.8,0.16,11,reviewed,us,us
2017-11-09T16:57:16.050Z,-7.6675,108.5919,124.75,4.2,mb,,206,1.929,1.06,us,us2000bqg7,2018-01-31T03:04:45.040Z,"1km ENE of Cipari, Indonesia",earthquake,9.5,13.4,0.199,7,reviewed,us,us
2017-11-09T10:49:21.690Z,-9.3978,125.2633,10,4.5,mb,,103,1.044,1.01,us,us2000bqft,2018-01-31T03:04:44.040Z,"51km SE of Atambua, Indonesia",earthquake,6.4,1.9,0.171,10,reviewed,us,us
2017-11-09T05:15:44.840Z,6.52,124.4853,424.15,4.2,mb,,110,6.103,0.43,us,us2000bqfh,2018-01-31T03:04:44.040Z,"10km WSW of Kapaya, Philippines",earthquake,13,11.5,0.128,17,reviewed,us,us
2017-11-09T03:11:03.130Z,1.8855,127.0792,103.76,5.2,mww,,31,1.143,0.97,us,us2000bkp8,2018-01-31T03:04:44.040Z,"104km W of Tobelo, Indonesia",earthquake,6,3.2,0.071,19,reviewed,us,us
2017-11-09T00:29:03.530Z,2.2413,127.4771,121.22,4.5,mb,,109,1.463,0.57,us,us2000bkmn,2018-01-31T03:04:44.040Z,"82km NW of Tobelo, Indonesia",earthquake,9.8,7,0.078,48,reviewed,us,us
2017-11-08T21:54:19.570Z,-8.3071,115.5272,22.71,4.9,mww,,43,1.37,0.76,us,us2000bkk8,2018-01-31T03:04:43.040Z,"3km SW of Banjar Dukuh, Indonesia",earthquake,4.1,4.8,0.093,11,reviewed,us,us
2017-11-08T19:17:06.960Z,-6.5071,104.6146,35,5,mww,,58,2.697,1.04,us,us2000bkg8,2018-01-31T03:04:43.040Z,"112km S of Kotaagung, Indonesia",earthquake,8.2,1.9,0.075,17,reviewed,us,us
2017-11-08T07:23:21.810Z,6.284,125.951,119.51,5.1,mb,,52,0.863,0.87,us,us2000bk9c,2018-01-31T03:04:43.040Z,"24km WSW of Surup, Philippines",earthquake,8.5,5.3,0.041,194,reviewed,us,us
2017-11-07T21:47:26.290Z,-0.0054,123.3839,142.45,4.9,mb,,44,1.197,0.7,us,us2000bk2v,2018-01-31T03:04:42.040Z,"46km SSE of Bilungala, Indonesia",earthquake,7.5,6.6,0.081,48,reviewed,us,us
2017-11-07T20:20:08.160Z,1.3507,97.108,36.78,4.4,mb,,172,0.469,0.61,us,us2000bjzz,2018-01-31T03:04:42.040Z,"148km SSE of Sinabang, Indonesia",earthquake,6.8,8.2,0.103,27,reviewed,us,us
2017-11-07T18:28:51.300Z,1.6514,124.3338,275.83,4.3,mb,,114,3.097,1.03,us,us2000bq9c,2018-01-31T03:04:42.040Z,"59km WNW of Manado, Indonesia",earthquake,11,12.1,0.16,12,reviewed,us,us
2017-11-07T16:22:17.690Z,2.788,126.4527,69.89,4.4,mb,,118,2.201,0.78,us,us2000bq8t,2018-01-31T03:04:42.040Z,"204km NE of Bitung, Indonesia",earthquake,9.2,12,0.155,12,reviewed,us,us
2017-11-07T12:25:09.440Z,-7.7906,121.7976,296.4,4.1,mb,,84,0.945,0.79,us,us2000bq8m,2018-01-31T03:04:42.040Z,"79km N of Maurole, Indonesia",earthquake,11.1,8.3,0.158,11,reviewed,us,us
2017-11-07T10:49:14.870Z,-5.2828,102.8109,13.46,4.3,mb,,191,0.927,0.81,us,us2000bq8j,2018-01-31T03:04:41.040Z,"109km WSW of Kuripan, Indonesia",earthquake,9.2,9.2,0.169,10,reviewed,us,us
2017-11-07T02:51:05.420Z,-3.8439,127.8783,53.28,4.2,mb,,85,4.458,0.83,us,us2000bq89,2018-01-31T03:04:41.040Z,"32km WSW of Amahusu, Indonesia",earthquake,5.4,12.2,0.141,14,reviewed,us,us
2017-11-07T01:09:50.040Z,-6.9661,125.0093,558.58,4.3,mb,,76,2.866,0.7,us,us2000bq94,2018-01-31T03:04:41.040Z,"186km NNW of Dili, East Timor",earthquake,13.7,10.3,0.119,20,reviewed,us,us
2017-11-06T18:20:24.020Z,-9.1298,117.0188,108.96,4.1,mb,,83,2.908,1.09,us,us2000bpmx,2018-01-31T03:04:41.040Z,"36km SE of Besisora, Indonesia",earthquake,7.5,8.5,0.135,15,reviewed,us,us
2017-11-06T12:15:47.530Z,0.2369,122.4522,169.25,4.4,mb,,85,1.309,0.89,us,us2000bj6x,2018-01-31T03:04:40.040Z,"34km SSE of Tilamuta, Indonesia",earthquake,9.3,7.1,0.095,32,reviewed,us,us
2017-11-05T16:53:37.030Z,7.7035,123.4376,13.43,4.5,mb,,92,2.215,0.78,us,us2000bnvj,2018-01-31T03:04:39.040Z,"5km NNW of San Pablo, Philippines",earthquake,5.5,5.6,0.128,18,reviewed,us,us
2017-11-05T12:49:28.230Z,-0.0122,124.6633,35,4.4,mb,,46,2.15,1.22,us,us2000bnva,2018-01-31T03:04:39.040Z,"82km SSE of Lolayan, Indonesia",earthquake,4,1.9,0.123,19,reviewed,us,us
2017-11-05T10:26:34.980Z,2.6342,128.2831,36.76,4.3,mb,,179,2.064,1.25,us,us2000bnv5,2018-01-31T03:04:38.040Z,"104km NNE of Tobelo, Indonesia",earthquake,10.2,9.6,0.148,13,reviewed,us,us
2017-11-03T20:52:37.270Z,-7.6329,127.976,146,4.3,mb,,79,3.31,1.19,us,us2000bmnq,2018-01-24T01:25:07.040Z,"283km ENE of Dili, East Timor",earthquake,7.2,11.1,0.154,13,reviewed,us,us
2017-11-02T17:02:15.320Z,-1.2388,120.5152,10,5.1,mb,,33,2.264,1.24,us,us2000bfq1,2018-01-24T01:25:06.040Z,"25km NW of Kasiguncu, Indonesia",earthquake,5.5,1.8,0.052,122,reviewed,us,us
2017-11-02T13:36:40.560Z,4.9883,126.2331,95.18,4.1,mb,,151,4.338,1.25,us,us2000bll3,2018-01-24T01:25:06.040Z,"96km ESE of Sarangani, Philippines",earthquake,8.5,12.7,0.158,11,reviewed,us,us
2017-11-02T10:28:40.830Z,2.3161,127.9709,10,4,mb,,178,1.648,0.48,us,us2000bll0,2018-01-24T01:25:05.040Z,"65km N of Tobelo, Indonesia",earthquake,10.7,2,0.157,11,reviewed,us,us
2017-11-02T09:16:47.810Z,3.9676,126.5721,60.36,4.4,mb,,108,3.236,0.51,us,us2000blky,2018-01-24T01:25:05.040Z,"200km SE of Sarangani, Philippines",earthquake,8.1,6.5,0.092,34,reviewed,us,us
2017-11-02T05:39:02.130Z,0.1672,121.1816,119.32,4.4,mb,,150,1.019,0.91,us,us2000blkr,2018-01-24T01:25:05.040Z,"60km SW of Lemito, Indonesia",earthquake,8.2,9.1,0.117,21,reviewed,us,us
2017-11-02T04:22:46.530Z,3.3623,126.6916,71.98,4.5,mb,,76,2.66,0.55,us,us2000bfe6,2018-01-24T01:25:05.040Z,"232km NW of Tobelo, Indonesia",earthquake,9.8,8.7,0.089,37,reviewed,us,us
2017-11-02T03:16:19.720Z,-3.8268,127.7703,10,5,mb,,46,4.56,0.7,us,us2000bfd8,2018-01-24T01:25:05.040Z,"43km WSW of Amahusu, Indonesia",earthquake,5.6,1.9,0.063,79,reviewed,us,us
2017-11-01T14:50:18.590Z,-3.8333,127.7399,10,4.8,mb,,52,4.589,1.17,us,us1000azw6,2018-01-24T01:25:04.040Z,"46km WSW of Amahusu, Indonesia",earthquake,7.6,1.9,0.087,41,reviewed,us,us
2017-11-01T10:44:36.970Z,-4.6191,125.5754,432.65,4.5,mb,,40,4.524,1.2,us,us1000azss,2018-01-24T01:25:04.040Z,"139km SW of Leksula, Indonesia",earthquake,7.8,7.1,0.072,57,reviewed,us,us
2017-11-01T07:52:19.970Z,6.3741,124.0987,540.56,4.3,mb,,96,5.697,0.77,us,us1000azpt,2018-01-24T01:25:03.040Z,"9km SE of Sangay, Philippines",earthquake,11.2,10.8,0.07,58,reviewed,us,us
2017-11-01T05:39:36.680Z,-8.1816,107.2932,55.08,4.6,mb,,56,1.386,0.93,us,us1000azn7,2018-01-24T01:25:03.040Z,"74km SSW of Gunungsulah, Indonesia",earthquake,6.6,7.2,0.11,25,reviewed,us,us
2017-10-31T18:56:33.460Z,-3.8555,127.7633,10,4.4,mb,,74,4.573,1.39,us,us1000az8h,2018-01-24T01:25:01.040Z,"44km WSW of Amahusu, Indonesia",earthquake,4.4,1.9,0.104,27,reviewed,us,us
2017-10-31T18:24:37.100Z,2.0439,126.0589,28.56,5,mb,,94,1.818,1.4,us,us1000az80,2018-01-24T01:25:01.040Z,"117km NE of Bitung, Indonesia",earthquake,6.3,5.5,0.059,92,reviewed,us,us
2017-10-31T16:47:45.540Z,-3.9097,128.0903,10,5,mb,,49,4.266,1.09,us,us1000az4z,2018-01-24T01:25:01.040Z,"21km SSW of Amahusu, Indonesia",earthquake,7.6,1.9,0.08,50,reviewed,us,us
2017-10-31T14:55:56.960Z,-3.7971,127.7522,10,5.1,mb,,48,4.554,0.85,us,us2000bkys,2018-01-24T01:25:01.040Z,"44km WSW of Hila, Indonesia",earthquake,7.6,1.9,0.084,46,reviewed,us,us
2017-10-31T14:27:00.390Z,-4.1045,127.9301,10,4.1,mb,,102,4.468,0.66,us,us2000bkz0,2018-01-24T01:25:01.040Z,"48km SSW of Amahusu, Indonesia",earthquake,6.5,1.9,0.174,9,reviewed,us,us
2017-10-31T13:42:25.330Z,-3.7969,127.6458,10,5.1,mb,,46,4.546,0.7,us,us1000az0u,2018-01-24T01:25:01.040Z,"54km WSW of Hila, Indonesia",earthquake,6.3,1.8,0.065,76,reviewed,us,us
2017-10-31T13:06:43.450Z,-3.8081,127.7021,10,4.7,mb,,75,4.561,0.74,us,us2000bkyl,2018-01-24T01:25:01.040Z,"49km WSW of Hila, Indonesia",earthquake,4.5,1.9,0.095,34,reviewed,us,us
2017-10-31T12:48:30.310Z,-3.7217,127.8763,10,4.5,mb,,84,4.437,1.08,us,us2000bkyy,2018-01-24T01:25:01.040Z,"28km WSW of Hila, Indonesia",earthquake,8.1,1.9,0.108,25,reviewed,us,us
2017-10-31T12:41:13.570Z,-3.6685,128.1185,10,5.1,mb,,56,4.19,0.79,us,us2000bkz2,2018-01-24T01:25:01.040Z,"7km WNW of Ambon, Indonesia",earthquake,8.4,1.9,0.108,28,reviewed,us,us
2017-10-31T12:37:47.820Z,-3.8194,127.769,15.77,5.7,mww,,22,4.56,1.09,us,us1000az05,2018-01-24T01:25:01.040Z,"43km SW of Hila, Indonesia",earthquake,6.7,3,0.047,43,reviewed,us,us
2017-10-31T12:23:12.900Z,-3.7646,127.6358,10,4,mb,,76,4.514,1.31,us,us2000bkyk,2018-01-24T01:25:01.040Z,"53km WSW of Hila, Indonesia",earthquake,7.9,1.9,0.156,11,reviewed,us,us
2017-10-31T11:59:41.100Z,-3.7217,127.8087,10,4.9,mb,,119,4.485,0.91,us,us2000bkyi,2018-01-24T01:25:01.040Z,"34km WSW of Hila, Indonesia",earthquake,6.9,1.9,0.136,17,reviewed,us,us
2017-10-31T11:50:48.370Z,-3.7449,127.7517,6,6.1,mww,,22,4.503,1.15,us,us1000ayz8,2018-01-24T01:25:00.040Z,"41km WSW of Hila, Indonesia",earthquake,6.6,1.7,0.05,39,reviewed,us,us
2017-10-31T11:49:39.210Z,2.0812,121.958,520.27,4.5,mb,,85,1.52,0.56,us,us2000bkyg,2018-01-24T01:25:00.040Z,"117km NNE of Kali, Indonesia",earthquake,13.4,9.8,0.104,27,reviewed,us,us
2017-10-31T11:34:39.350Z,-3.7687,127.6675,8.14,5.6,mww,,37,4.52,0.96,us,us1000ayz4,2018-01-24T01:25:00.040Z,"50km WSW of Hila, Indonesia",earthquake,6.6,3.1,0.103,9,reviewed,us,us
2017-10-31T11:31:39.440Z,-3.8261,127.7209,4,5.8,mww,,22,4.58,1.08,us,us1000ayz3,2018-01-24T01:25:00.040Z,"48km SW of Hila, Indonesia",earthquake,6.6,1.7,0.049,40,reviewed,us,us
2017-10-31T05:03:44.070Z,-8.7572,118.8503,110.15,4.9,mb,,72,3.351,1.44,us,us1000aywj,2018-01-24T01:25:00.040Z,"6km S of Rupe, Indonesia",earthquake,7.6,6.2,0.092,37,reviewed,us,us
2017-10-31T03:11:32.810Z,3.9456,126.6049,47.87,4.7,mb,,81,3.243,0.77,us,us1000ayvl,2018-01-24T01:25:00.040Z,"204km SE of Sarangani, Philippines",earthquake,9.1,8.1,0.093,35,reviewed,us,us
2017-10-31T00:31:35.370Z,3.101,98.5486,10,4.4,mb,,71,0.551,1.15,us,us1000ayth,2018-01-24T01:25:00.040Z,"6km E of Kabanjahe, Indonesia",earthquake,5.8,1.9,0.089,36,reviewed,us,us
2017-10-30T22:37:18.550Z,-8.6014,118.9841,110.17,5.5,mb,,42,3.217,1.15,us,us1000aysa,2018-01-24T01:24:59.040Z,"0km SE of Balai, Indonesia",earthquake,6.6,2.5,0.046,166,reviewed,us,us
2017-10-30T15:24:44.150Z,0.6334,98.6651,75.01,4.1,mb,,179,1.276,0.91,us,us2000bkch,2018-01-24T01:24:59.040Z,"105km SW of Padangsidempuan, Indonesia",earthquake,9,12.5,0.302,3,reviewed,us,us
2017-10-29T16:32:36.910Z,6.4353,127.7545,10,4.2,mb,,143,21.993,0.65,us,us2000bjw3,2018-01-24T01:24:58.040Z,"159km ESE of Manay, Philippines",earthquake,15.4,1.9,0.167,10,reviewed,us,us
2017-10-28T23:24:59.500Z,-6.0665,105.0255,43.1,4.2,mb,,178,2.668,0.41,us,us2000bhzb,2018-01-17T21:50:38.040Z,"53km SSW of Padangcermin, Indonesia",earthquake,12.7,11.4,0.176,9,reviewed,us,us
2017-10-28T12:29:48.910Z,-10.0305,119.0096,57.09,4.4,mb,,84,3.474,1.05,us,us2000bhyz,2018-01-17T21:50:37.040Z,"38km SSW of Kahale, Indonesia",earthquake,8.7,9.1,0.179,9,reviewed,us,us
2017-10-27T10:14:54.340Z,2.0746,96.5271,21.03,4.6,mb,,139,1.297,0.94,us,us1000axgy,2018-01-17T21:50:35.040Z,"47km SSE of Sinabang, Indonesia",earthquake,6.9,6.2,0.076,51,reviewed,us,us
2017-10-27T08:41:03.230Z,0.7574,123.8982,267.11,4.4,mb,,64,2.112,0.74,us,us1000axfv,2018-01-17T21:50:35.040Z,"18km SW of Lolak, Indonesia",earthquake,9.5,7.7,0.106,26,reviewed,us,us
2017-10-26T17:10:23.690Z,0.5927,120.734,63.33,4.3,mb,,106,0.517,1.02,us,us2000bhv8,2018-01-17T21:50:34.040Z,"31km SE of Tinabogan, Indonesia",earthquake,6.3,7.2,0.117,21,reviewed,us,us
2017-10-26T02:18:19.740Z,-7.8098,108.764,94.36,4.1,mb,,110,1.745,0.81,us,us2000bhux,2018-01-17T21:50:34.040Z,"14km S of Mekarsari, Indonesia",earthquake,9,6.5,0.165,10,reviewed,us,us
2017-10-26T00:54:45.550Z,-10.0047,123.7795,10,4.4,mb,,142,0.54,0.89,us,us2000bhvj,2018-01-17T21:50:34.040Z,"27km NE of Kupang, Indonesia",earthquake,5.2,1.9,0.219,6,reviewed,us,us
2017-10-26T00:16:06.380Z,-9.1388,106.9294,19.87,4.4,mb,,90,1.833,0.68,us,us2000bhuw,2018-01-17T21:50:33.040Z,"186km S of Cikamurang, Indonesia",earthquake,6.5,4.4,0.107,25,reviewed,us,us
2017-10-25T22:04:06.370Z,-9.7012,113.0276,42.27,4.4,mb,,67,1.652,0.97,us,us2000bfty,2018-01-17T21:50:33.040Z,"147km SSE of Krajan Tambakrejo, Indonesia",earthquake,8.1,8.8,0.138,15,reviewed,us,us
2017-10-25T20:28:27.680Z,-9.2689,106.9943,10,4.1,mb,,93,1.788,1.25,us,us2000bftw,2018-01-17T21:50:33.040Z,"192km NE of Flying Fish Cove, Christmas Island",earthquake,6.2,2,0.213,7,reviewed,us,us
2017-10-25T17:51:26.370Z,-9.0645,106.7463,10,4.5,mb,,65,1.773,1.32,us,us2000bftt,2018-01-17T21:50:33.040Z,"181km S of Buniasih, Indonesia",earthquake,6,1.9,0.145,14,reviewed,us,us
2017-10-25T17:48:12.090Z,-9.65,112.903,35,4.2,mb,,83,1.701,0.84,us,us2000bfts,2018-01-17T21:50:33.040Z,"139km S of Krajan Tambakrejo, Indonesia",earthquake,6.8,2,0.115,21,reviewed,us,us
2017-10-25T17:19:59.940Z,-9.4826,113.0083,54.13,4.9,mb,,74,1.512,0.69,us,us1000awsm,2018-01-17T21:50:33.040Z,"123km SSE of Krajan Tambakrejo, Indonesia",earthquake,8,6.3,0.066,73,reviewed,us,us
2017-10-25T17:16:27.670Z,-9.7304,112.8701,35,4,mb,,89,1.78,0.62,us,us2000bftr,2018-01-17T21:50:33.040Z,"147km S of Krajan Tambakrejo, Indonesia",earthquake,4.7,2,0.212,6,reviewed,us,us
2017-10-25T16:35:36.480Z,-9.6404,112.9337,35,5,mb,,59,1.673,0.96,us,us1000awru,2018-01-17T21:50:33.040Z,"138km S of Krajan Tambakrejo, Indonesia",earthquake,7.1,1.9,0.068,69,reviewed,us,us
2017-10-24T10:47:47.860Z,-7.2168,123.0735,553.81,6.7,mww,,16,1.634,0.97,us,us1000aw8q,2018-01-17T21:50:32.040Z,"144km NNE of Palue, Indonesia",earthquake,8.6,3.1,0.046,46,reviewed,us,us
2017-10-23T18:35:57.920Z,-9.1847,113.19,47.2,4.2,mb,,102,1.186,0.49,us,us1000az64,2018-01-17T21:50:31.040Z,"95km SSW of Puger, Indonesia",earthquake,7.4,15.2,0.152,12,reviewed,us,us
2017-10-23T16:24:25.630Z,-1.3246,120.3093,10,4.5,mb,,60,2.465,1.38,us,us1000az5z,2018-01-17T21:50:31.040Z,"39km WNW of Kasiguncu, Indonesia",earthquake,6.9,1.9,0.163,11,reviewed,us,us
2017-10-23T16:17:40.300Z,4.8294,123.2706,550.54,4.3,mb,,60,3.197,0.87,us,us1000avy5,2018-01-17T21:50:31.040Z,"183km SSW of Palimbang, Philippines",earthquake,11.4,8.7,0.075,51,reviewed,us,us
2017-10-23T12:20:47.620Z,-7.9562,107.8177,55.3,4.3,mb,,86,2.68,1.44,us,us1000az5t,2018-01-17T21:50:30.040Z,"29km SSW of Ciheras, Indonesia",earthquake,8.1,7.9,0.111,23,reviewed,us,us
2017-10-23T10:07:17.470Z,-8.1605,103.9884,17.35,4.7,mb,,93,2.83,0.92,us,us1000az5n,2018-01-17T21:50:30.040Z,"234km SW of Tugu Hilir, Indonesia",earthquake,7.4,5.1,0.142,15,reviewed,us,us
2017-10-22T23:16:01.560Z,-7.4433,124.6825,543.48,4.1,mb,,84,2.333,0.8,us,us1000aymz,2018-01-17T21:50:30.040Z,"157km NW of Dili, East Timor",earthquake,10,14.5,0.184,8,reviewed,us,us
2017-10-22T02:52:05.430Z,3.0611,95.9635,42.98,4.2,mb,,143,2.366,0.9,us,us1000avex,2018-01-17T21:50:29.040Z,"79km NW of Sinabang, Indonesia",earthquake,5.2,9.5,0.132,18,reviewed,us,us
2017-10-22T00:53:20.910Z,5.9077,126.5278,96.82,4.4,mb,,120,1.49,0.85,us,us1000aym4,2018-01-17T21:50:29.040Z,"63km SE of Pondaguitan, Philippines",earthquake,9.4,7.9,0.103,27,reviewed,us,us
2017-10-22T00:35:00.150Z,3.3739,126.6586,60.48,4.3,mb,,171,2.679,1.02,us,us1000aym2,2018-01-17T21:50:28.040Z,"235km NW of Tobelo, Indonesia",earthquake,11.4,7.7,0.177,9,reviewed,us,us
2017-10-21T23:50:41.020Z,1.0851,126.1443,41.99,4.2,mb,,77,1.261,0.57,us,us1000axmc,2018-01-11T02:22:11.040Z,"114km ESE of Bitung, Indonesia",earthquake,5.2,9.6,0.146,13,reviewed,us,us
2017-10-21T18:43:06.210Z,5.7022,125.6671,206.46,4.5,mb,,119,1.361,1.14,us,us1000axm8,2018-01-11T02:22:10.040Z,"18km E of Kalbay, Philippines",earthquake,8.9,7.3,0.077,49,reviewed,us,us
2017-10-21T01:32:14.380Z,4.1479,127.8735,63.09,5.3,mww,,41,3.391,0.8,us,us1000av1y,2018-01-11T02:22:10.040Z,"267km N of Tobelo, Indonesia",earthquake,7.9,4.5,0.073,18,reviewed,us,us
2017-10-19T21:18:44.570Z,2.6663,95.8752,27.73,4.8,mb,,56,2.172,0.65,us,us1000aud4,2018-01-11T02:22:08.040Z,"59km WNW of Sinabang, Indonesia",earthquake,7.7,5.1,0.062,81,reviewed,us,us
2017-10-19T17:50:40.440Z,-5.4559,104.8783,37.42,4.4,mb,,161,2.203,0.72,us,us1000axiu,2018-01-11T02:22:08.040Z,"13km W of Kedondong, Indonesia",earthquake,7.9,10.8,0.19,8,reviewed,us,us
2017-10-19T17:07:24.780Z,-4.6961,101.8219,42.19,4.4,mb,,194,1.178,0.77,us,us1000axj0,2018-01-11T02:22:08.040Z,"110km SSW of Bengkulu, Indonesia",earthquake,9.3,7.6,0.139,15,reviewed,us,us
2017-10-19T06:52:25.820Z,6.1061,126.8716,123.38,4.8,mb,,94,1.601,0.68,us,us1000atzk,2018-01-11T02:22:07.040Z,"81km ESE of Pondaguitan, Philippines",earthquake,6.4,8.2,0.086,41,reviewed,us,us
2017-10-18T21:23:43.720Z,2.2853,126.9014,57.14,4.5,mb,,119,1.573,0.67,us,us1000awpz,2018-01-11T02:22:06.040Z,"137km WNW of Tobelo, Indonesia",earthquake,9.2,8.6,0.108,25,reviewed,us,us
2017-10-18T20:51:50.970Z,2.5862,99.0051,154.74,4.4,mb,,75,0.134,0.48,us,us1000atv7,2018-01-11T02:22:06.040Z,"11km SE of Parapat, Indonesia",earthquake,7.6,4.4,0.084,41,reviewed,us,us
2017-10-18T13:40:55.610Z,-0.2383,122.9492,92.61,5.6,mb,,44,0.817,0.95,us,us1000atq3,2018-01-11T02:22:06.040Z,"74km SSW of Bilungala, Indonesia",earthquake,6.6,5.4,0.084,50,reviewed,us,us
2017-10-18T00:46:29.310Z,6.1297,123.8589,555.13,4.7,mb,,75,1.947,0.8,us,us1000atkg,2018-01-11T02:22:05.040Z,"37km WSW of Palimbang, Philippines",earthquake,12.2,8.8,0.088,39,reviewed,us,us
2017-10-18T00:22:15.400Z,-9.7601,114.2041,48.19,4.4,mb,,115,1.282,0.77,us,us1000atjy,2018-01-11T02:22:05.040Z,"129km S of Sidorukun, Indonesia",earthquake,9,6.8,0.123,19,reviewed,us,us
2017-10-17T13:30:36.600Z,3.8405,95.8005,50.12,4.6,mb,,162,1.791,0.82,us,us1000at97,2018-01-11T02:22:04.040Z,"48km SW of Meulaboh, Indonesia",earthquake,9,2.8,0.099,30,reviewed,us,us
2017-10-16T16:57:32.580Z,1.7778,127.359,129.14,4.3,mb,,150,0.999,0.44,us,us1000awat,2018-01-11T02:22:03.040Z,"72km W of Tobelo, Indonesia",earthquake,11.5,3.9,0.142,14,reviewed,us,us
2017-10-16T13:43:46.700Z,-6.5562,104.1387,29.26,4.3,mb,,161,2.478,1.38,us,us1000awar,2018-01-11T02:22:03.040Z,"129km SSW of Kotaagung, Indonesia",earthquake,8.3,5.6,0.168,12,reviewed,us,us
2017-10-15T14:26:25.390Z,0.6029,100.0556,177.13,4,mb,,162,1.021,0.62,us,us1000aupf,2018-01-11T02:22:02.040Z,"71km NNW of Bonjol, Indonesia",earthquake,7,8.7,0.212,6,reviewed,us,us
2017-10-15T12:28:51.530Z,-7.9218,107.7309,41.02,4.3,mb,,92,2.766,1.22,us,us1000aupc,2018-01-11T02:22:02.040Z,"27km SSW of Cibaregbeg, Indonesia",earthquake,8.8,8.8,0.137,15,reviewed,us,us
2017-10-14T18:45:14.190Z,-5.9924,125.2662,544.1,4.9,mb,,31,3.867,0.7,us,us1000as8f,2018-01-09T02:15:00.040Z,"281km SSW of Leksula, Indonesia",earthquake,8.9,7.1,0.056,100,reviewed,us,us
